,,AUC,AUC,PR_AUC,PR_AUC,Brier,Brier,GINI,GINI
,,mean,std,mean,std,mean,std,mean,std
Model,Variant,,,,,,,,
Logistic,Structured,0.6923,0.0155,0.276,0.0324,0.2312,0.0153,0.3845,0.031
Logistic,Structured+Text,0.6974,0.0163,0.2822,0.0329,0.2278,0.0156,0.3949,0.0325
RandomForest,Structured,0.6874,0.0211,0.2735,0.036,0.189,0.014,0.3749,0.0422
RandomForest,Structured+Text,0.6898,0.0203,0.2744,0.0343,0.1977,0.0111,0.3796,0.0405
XGBoost,Structured,0.6884,0.0217,0.2761,0.0375,0.2122,0.0165,0.3767,0.0433
XGBoost,Structured+Text,0.692,0.022,0.2802,0.0325,0.2162,0.0182,0.384,0.044
