,Δ_AUC,Δ_AUC,Δ_PR_AUC,Δ_PR_AUC,Δ_Brier,Δ_Brier,Δ_GINI,Δ_GINI
,mean,std,mean,std,mean,std,mean,std
Model,,,,,,,,
Logistic,-0.0004,0.0082,-0.0027,0.0059,0.0023,0.0045,-0.0009,0.0163
RandomForest,-0.0001,0.0067,-0.0007,0.01,0.0062,0.007,-0.0002,0.0133
XGBoost,-0.001,0.0106,-0.003,0.0141,-0.0001,0.006,-0.002,0.0212
