zip3,total_pop,white_nh,black_nh,hispanic,poverty_count,total_households,median_income_approx,year,share_black,share_hispanic,poverty_rate
006,1187099.0,11068.0,662.0,1171149.0,607051.0,390657.0,16480.96246835459,2014,0.0005576619978620149,0.9865638838883699,0.5113735248702931
007,1343214.0,5082.0,749.0,1336319.0,631506.0,445869.0,19126.07741287239,2014,0.0005576177734895557,0.9948667896552597,0.47014548686955315
009,1106452.0,9342.0,1623.0,1092344.0,391795.0,404402.0,27037.228538503958,2014,0.0014668507987693998,0.9872493339069386,0.35410031343429266
010,473339.0,393296.0,10584.0,47205.0,55268.0,180939.0,59388.81247892634,2014,0.022360295686600935,0.09972767931651523,0.11676198242697094
011,169694.0,67267.0,29678.0,64322.0,45335.0,61855.0,43405.02583461321,2014,0.17489127488302475,0.3790469904651903,0.2671573538251205
012,129674.0,116503.0,3435.0,4901.0,15642.0,55201.0,50307.034220394555,2014,0.026489504449619814,0.03779477767324213,0.12062556873390194
013,83109.0,76235.0,641.0,3276.0,10310.0,35017.0,54248.52206071337,2014,0.007712762757342766,0.039418113561708115,0.12405395324212781
014,214920.0,178017.0,5872.0,21228.0,23922.0,80933.0,68499.33579627593,2014,0.02732179415596501,0.0987716359575656,0.11130653266331658
015,378307.0,330652.0,6238.0,19013.0,24739.0,139566.0,80285.96321453649,2014,0.01648925343702337,0.05025812369319098,0.06539397896417459
016,190178.0,114263.0,20416.0,38243.0,38092.0,70596.0,48214.230268003856,2014,0.1073520596493811,0.20109055726740213,0.20029656427136683
017,389772.0,315082.0,9429.0,25026.0,23287.0,146811.0,100050.22204739427,2014,0.024191065546011515,0.0642067670330347,0.0597451843641924
018,729417.0,527852.0,18248.0,112437.0,71917.0,264048.0,79822.37654896079,2014,0.025017239795617596,0.15414639362669091,0.098595179437825
019,485544.0,394823.0,16631.0,50461.0,46604.0,189028.0,73112.17564593605,2014,0.034252302571960526,0.10392672960637965,0.09598306229713476
020,407486.0,360402.0,11014.0,11485.0,18116.0,149628.0,98601.04138641135,2014,0.027029149467711774,0.028185017399370776,0.04445796910814114
021,1322342.0,749708.0,197528.0,195283.0,209138.0,521822.0,64049.20896972531,2014,0.14937739253536528,0.1476796471714579,0.15815726945071698
022,26030.0,17297.0,948.0,2315.0,4762.0,8682.0,46241.083045381245,2014,0.03641951594314253,0.08893584325777948,0.18294275835574336
023,446938.0,346618.0,57126.0,19644.0,36386.0,158046.0,74740.54246864837,2014,0.1278163861654189,0.04395240503157037,0.08141173943589491
024,416662.0,315296.0,12553.0,26051.0,26271.0,158425.0,107034.15065172795,2014,0.0301275374284192,0.0625231002587229,0.06305110617238913
025,117357.0,104731.0,3387.0,2655.0,10756.0,47091.0,68362.14787595582,2014,0.028860655947237916,0.022623277691147525,0.09165196792692383
026,147493.0,135369.0,3393.0,3818.0,14861.0,66260.0,59916.2401348104,2014,0.023004481568616817,0.025885974249625406,0.10075732407639684
027,529023.0,449227.0,16734.0,34461.0,67378.0,204537.0,57808.062648811705,2014,0.03163189502157751,0.06514083508656524,0.12736308251248055
028,671978.0,563247.0,23156.0,51734.0,74535.0,268201.0,63859.69422187091,2014,0.03445946147046481,0.07698763947629238,0.11091880984198887
029,381274.0,227675.0,31910.0,88098.0,69461.0,141368.0,48645.905015563105,2014,0.08369309210698868,0.23106217575811622,0.18218131842192228
030,379956.0,340937.0,3659.0,16854.0,23234.0,142687.0,80236.26408852944,2014,0.00963006242828117,0.04435776774152796,0.06114918569518576
031,149366.0,125418.0,5091.0,10015.0,16458.0,58515.0,66764.35416559856,2014,0.03408406196858723,0.06705006494115126,0.11018571830269272
032,187786.0,179678.0,1036.0,2685.0,17634.0,74470.0,62230.132299221055,2014,0.005516918194114577,0.014298190493434015,0.09390476393341357
