zip3,total_pop,white_nh,black_nh,hispanic,poverty_count,total_households,median_income_approx,year,share_black,share_hispanic,poverty_rate
037,77905.0,71679.0,473.0,1446.0,7501.0,30543.0,63335.26719706643,2013,0.006071497336499583,0.018561067967396188,0.09628393556254412
038,321678.0,302215.0,2166.0,5546.0,26512.0,129158.0,66805.07958962447,2013,0.006733441516050212,0.01724084332779985,0.08241782154825633
039,48717.0,46559.0,386.0,712.0,3075.0,20089.0,68446.66011249938,2013,0.007923312190816347,0.01461502145041772,0.06311965022476754
040,338197.0,321232.0,2865.0,4170.0,31928.0,136146.0,59154.00340076095,2013,0.00847139389172583,0.012330091632983143,0.09440651454625558
041,113034.0,97947.0,5245.0,3176.0,17041.0,49867.0,55951.04189143121,2013,0.04640196754958685,0.028097740502857547,0.15075994833412956
042,176628.0,165141.0,1998.0,2567.0,25742.0,71272.0,45295.19607843137,2013,0.011311909776479381,0.014533369567678964,0.14574133206513123
043,82105.0,78572.0,327.0,1126.0,10080.0,35086.0,49760.20777590781,2013,0.003982705072772669,0.013714146519700383,0.12276962426161622
044,176449.0,167464.0,1142.0,1899.0,28439.0,72456.0,44008.564977365575,2013,0.00647212508996934,0.01076231659006285,0.1611740502921524
045,48347.0,46702.0,260.0,411.0,6207.0,21187.0,50448.732288667576,2013,0.005377789728421619,0.008501044532235713,0.12838438786274226
046,73665.0,68734.0,322.0,1064.0,11377.0,33119.0,43063.02351660974,2013,0.004371139618543406,0.014443765696056472,0.15444240819928054
047,71761.0,68111.0,399.0,717.0,11486.0,30782.0,37838.27743486453,2013,0.005560123186689149,0.009991499561042906,0.16005908501832472
048,39991.0,38559.0,227.0,386.0,3937.0,17253.0,51186.07407407407,2013,0.005676277162361532,0.009652171738641194,0.098447150608887
049,159331.0,152852.0,963.0,1718.0,26303.0,66510.0,40648.77015739959,2013,0.0060440215651693645,0.010782584682202459,0.16508400750638608
050,61012.0,58586.0,279.0,524.0,6592.0,26454.0,57351.338171921074,2013,0.00457287091064053,0.008588474398478988,0.10804431915033108
051,29305.0,27681.0,170.0,698.0,3597.0,12792.0,46280.37687617261,2013,0.005801057839959051,0.02381846101347893,0.12274355911960416
052,33285.0,31644.0,176.0,510.0,4555.0,13838.0,48916.68297441827,2013,0.005287667117320114,0.015322217214961695,0.13684843022382454
053,37403.0,35302.0,343.0,608.0,4219.0,16432.0,52357.30306718598,2013,0.009170387402080047,0.016255380584445096,0.11279843862791755
054,235247.0,216674.0,3462.0,4123.0,24164.0,93162.0,62793.23212636643,2013,0.014716446968505444,0.017526259633491605,0.10271756919323094
056,85437.0,81082.0,647.0,1483.0,8656.0,35235.0,56181.92480540878,2013,0.007572831443051605,0.017357819211816894,0.10131441881152194
057,81953.0,78282.0,450.0,1111.0,10114.0,33737.0,50693.147968106234,2013,0.005490952131099533,0.013556550705892402,0.12341219967542372
058,58573.0,55997.0,388.0,720.0,8414.0,23726.0,43573.06215189873,2013,0.006624212521127482,0.012292353131989142,0.14364980451743978
059,3689.0,3572.0,49.0,26.0,562.0,1628.0,38147.33415233415,2013,0.013282732447817837,0.007047980482515587,0.15234480889129845
060,673977.0,513663.0,51252.0,67150.0,52200.0,263641.0,74674.14255749296,2013,0.07604413800470936,0.09963248004012007,0.07745071419351106
061,296964.0,135867.0,61899.0,78709.0,53598.0,114650.0,55908.380252943745,2013,0.20843940679678344,0.26504559475222583,0.18048652361902454
062,166421.0,140848.0,3323.0,13848.0,15573.0,57860.0,69277.33214637604,2013,0.019967431994760275,0.08321065250178764,0.09357593092217929
063,268902.0,208113.0,14134.0,24090.0,23557.0,105227.0,66032.27556375253,2013,0.05256189987430365,0.08958654082156324,0.0876044060661505
064,719353.0,605636.0,23114.0,56382.0,44841.0,275672.0,81108.53775501321,2013,0.0321316516369571,0.07837876536276349,0.062335181753603586
065,290676.0,151286.0,66602.0,51156.0,46123.0,110363.0,53813.50374672671,2013,0.22912796378097952,0.17598976179663955,0.15867495080433197
066,241082.0,104801.0,57380.0,65462.0,37122.0,85274.0,60539.49034875812,2013,0.23801030354817032,0.27153416679801895,0.15398080321218507
067,332362.0,245677.0,23431.0,49867.0,39681.0,128493.0,64111.53766353031,2013,0.07049843243210716,0.15003821134786768,0.11939090509745398
068,470267.0,358629.0,19349.0,57425.0,27958.0,169370.0,112478.01993859597,2013,0.041144711408625315,0.12211148134995652,0.05945133296616603
069,123848.0,62172.0,17274.0,32850.0,13695.0,45420.0,82271.49933949801,2013,0.13947742393902202,0.26524449324979005,0.11057909695756088
070,1699362.0,812014.0,229264.0,469801.0,184083.0,614264.0,76061.62188081998,2013,0.13491180807856124,0.2764572822035564,0.10832477129652188
071,395937.0,67192.0,187132.0,118938.0,93282.0,136675.0,41705.857289189684,2013,0.47263074681073,0.30039627516498835,0.23559808757453837
072,182022.0,36711.0,46397.0,89702.0,29456.0,60109.0,47889.28591392304,2013,0.25489775961147554,0.4928085616024437,0.16182659238993088
073,251384.0,54561.0,60360.0,68636.0,45806.0,96158.0,63674.863329104184,2013,0.24011074690513318,0.27303249212360375,0.1822152563408968
074,463172.0,379614.0,6877.0,40353.0,19195.0,164684.0,102461.78557115445,2013,0.014847616004421683,0.08712314215885243,0.04144248788786887
075,198292.0,48458.0,44216.0,96229.0,45531.0,61441.0,46562.16747774288,2013,0.2229842858007383,0.4852893712303068,0.22961591995642788
076,495445.0,273707.0,38979.0,89662.0,36645.0,177831.0,85775.98479455213,2013,0.0786747267607908,0.1809726609411741,0.07396381031194178
077,600658.0,452558.0,42480.0,62098.0,42187.0,222993.0,86504.61375020741,2013,0.07072244105630825,0.10338328965900728,0.07023464267519954
078,360871.0,283403.0,10436.0,44732.0,17672.0,132325.0,91677.90127133377,2013,0.028918921165735124,0.12395565174258946,0.04897040770801755
079,258053.0,200501.0,7450.0,23012.0,12213.0,93464.0,118414.08894333646,2013,0.028870038325460274,0.08917547945577071,0.04732748698910689
080,1162450.0,866244.0,146210.0,75272.0,85965.0,433085.0,74877.90113488115,2013,0.12577745279366853,0.06475289259753107,0.07395156780936815
081,158720.0,53741.0,45386.0,51079.0,37866.0,56174.0,46578.385142592655,2013,0.2859501008064516,0.32181829637096776,0.23857106854838708
082,251942.0,179500.0,22796.0,31848.0,26641.0,97040.0,60194.76924900778,2013,0.09048114248517516,0.12641004675679324,0.10574259154884855
083,243536.0,140188.0,39268.0,52638.0,32925.0,81178.0,56876.716043755696,2013,0.16124104855134355,0.21614052953156823,0.13519561789632745
084,57723.0,22531.0,15381.0,11494.0,15655.0,24141.0,39482.66513400439,2013,0.2664622420872096,0.19912339968470108,0.2712090501186702
085,311741.0,215267.0,16238.0,24616.0,12633.0,111121.0,107740.62710918728,2013,0.052088111605467356,0.07896298529869347,0.040524024751315994
086,268881.0,134763.0,69270.0,47591.0,33816.0,93881.0,66041.39708780264,2013,0.2576232608477356,0.1769965151870158,0.12576567329041471
087,455546.0,390378.0,13231.0,39030.0,51060.0,175191.0,61517.01182709158,2013,0.029044267757811507,0.08567740689194944,0.11208527788631664
088,905272.0,521756.0,70578.0,128728.0,57879.0,320209.0,88095.96394230018,2013,0.07796330826536113,0.1421981459715975,0.06393548016507745
089,111386.0,37737.0,16523.0,38038.0,20073.0,34450.0,63321.38751814223,2013,0.1483400068231196,0.3414971360853249,0.18021115759610723
100,1519657.0,709790.0,202433.0,395268.0,267908.0,694072.0,75434.40697939119,2013,0.13320966507573748,0.26010343123481156,0.17629504552672084
101,61450.0,45461.0,2257.0,6612.0,4561.0,32045.0,97876.89249492901,2013,0.036729048006509356,0.10759967453213995,0.07422294548413344
102,14902.0,9403.0,122.0,1982.0,560.0,6764.0,168152.79538734475,2013,0.008186820560998523,0.13300228157294322,0.037578848476714534
103,470223.0,299612.0,45570.0,82024.0,54956.0,164609.0,72405.14837584822,2013,0.09691146541109219,0.17443638443887263,0.11687220744200093
104,1397228.0,149955.0,415963.0,757108.0,408533.0,478153.0,36577.91693662907,2013,0.29770588622615635,0.5418643199248798,0.2923882143787557
105,649559.0,430514.0,68915.0,105245.0,44683.0,229410.0,102355.52542173401,2013,0.10609505833958116,0.16202531255821256,0.06878974812141776
106,82695.0,38031.0,12646.0,24144.0,6863.0,30568.0,88939.15984035593,2013,0.15292339319184955,0.29196444766914564,0.08299171654876353
107,228575.0,105658.0,32643.0,72647.0,31621.0,84526.0,66056.55781652982,2013,0.14281089357978782,0.31782565897407855,0.13833971344197746
108,86766.0,43844.0,14794.0,22631.0,9611.0,30982.0,83277.72906849138,2013,0.17050457552497522,0.26082797409123387,0.11076919530691745
109,541026.0,363489.0,53415.0,88001.0,69609.0,171075.0,82285.44850743213,2013,0.0987290814119839,0.16265576885399222,0.12866109946656906
110,250040.0,143642.0,27183.0,33203.0,13046.0,83149.0,99857.63013385609,2013,0.1087146056630939,0.1327907534794433,0.05217565189569669
111,200123.0,97268.0,11109.0,54584.0,32827.0,87166.0,54235.83773489663,2013,0.05551086082059534,0.27275225736172254,0.16403411901680467
112,2539789.0,908829.0,809177.0,500701.0,583378.0,916025.0,48692.990203324145,2013,0.318600088432543,0.1971427547721484,0.22969545895347998
113,1162867.0,363840.0,45258.0,375507.0,177422.0,408908.0,56637.337467107514,2013,0.03891932611382041,0.32291483032883384,0.15257290816576616
114,764144.0,97330.0,302009.0,169811.0,99007.0,234354.0,62861.97915119861,2013,0.39522524550346533,0.2222238216880588,0.12956589333947527
115,718205.0,410981.0,111920.0,137486.0,54506.0,235493.0,94586.8486621683,2013,0.1558329446327998,0.19143002346126803,0.07589198070188874
116,116048.0,42409.0,42389.0,25631.0,23361.0,39325.0,51193.83420216147,2013,0.36527126706190544,0.2208655039294085,0.20130463256583483
117,1572713.0,1144350.0,94621.0,244106.0,83822.0,513074.0,96258.65424090871,2013,0.060164187617193984,0.15521331609772412,0.05329770911793824
118,73022.0,53239.0,786.0,6920.0,2766.0,24136.0,105043.94112529002,2013,0.010763879378817343,0.09476596094327737,0.037878995371257974
119,247706.0,188065.0,15462.0,34612.0,20882.0,92206.0,76109.71128204571,2013,0.06242077301316884,0.13973016398472382,0.08430155103227213
120,329123.0,295545.0,6785.0,14032.0,29105.0,130618.0,64805.48232609428,2013,0.02061539302935377,0.04263451657890819,0.08843198439489187
121,283280.0,246104.0,12269.0,10839.0,32075.0,113910.0,61755.791923448334,2013,0.04331050550691895,0.03826249646992375,0.11322719570742729
122,151848.0,96370.0,31861.0,10403.0,25965.0,61175.0,53030.91970576216,2013,0.2098216637690322,0.06850929877245666,0.17099336178283547
123,162320.0,124381.0,14714.0,9651.0,19263.0,61273.0,59417.37775202781,2013,0.09064810251355347,0.05945662888122228,0.11867299162148842
124,154040.0,128479.0,7324.0,11529.0,19032.0,62385.0,54312.60909163794,2013,0.04754609192417554,0.07484419631264606,0.1235523240716697
125,448655.0,333954.0,32735.0,59860.0,42136.0,161309.0,71445.92370501255,2013,0.07296252131370429,0.13342100277496072,0.09391626082401845
126,87098.0,53718.0,15748.0,11513.0,11877.0,31344.0,61254.44534839204,2013,0.18080782566763876,0.13218443592275367,0.13636363636363635
127,98425.0,74368.0,7240.0,12534.0,16721.0,37846.0,46697.450034349735,2013,0.07355854711709424,0.12734569469138937,0.16988569977139956
128,225110.0,210865.0,4109.0,4808.0,22839.0,91809.0,57794.3269220291,2013,0.01825329838745502,0.021358446981475723,0.10145706543467638
129,164163.0,146564.0,7349.0,4767.0,21665.0,63252.0,49181.55293243307,2013,0.04476648209401631,0.02903821202097915,0.1319724907561387
130,385944.0,355859.0,8575.0,8637.0,37533.0,152546.0,59547.80592396399,2013,0.022218249279688244,0.02237889434736646,0.09724986008332816
131,180796.0,169191.0,2324.0,4038.0,21396.0,68523.0,57904.457975710866,2013,0.01285426668731609,0.022334564924002744,0.11834332617978274
132,229864.0,152337.0,43960.0,14257.0,52322.0,89831.0,41573.51146040899,2013,0.19124351790624022,0.062023631364633,0.22762155013399227
133,143435.0,136246.0,1666.0,2196.0,19090.0,55938.0,49248.98487611284,2013,0.011615017255202705,0.015310070763760588,0.13309164429881132
134,186143.0,171223.0,4604.0,5254.0,21853.0,72600.0,51807.749655647385,2013,0.024733672499100155,0.028225611492239837,0.11739898894935615
135,71378.0,48037.0,8313.0,6744.0,18182.0,27809.0,34794.32424754576,2013,0.11646445683543949,0.09448289388887332,0.25472834767015046
136,238018.0,208082.0,7741.0,9540.0,38712.0,89841.0,45476.93552451139,2013,0.03252275038022334,0.040081002277138705,0.16264316144157165
137,138441.0,127337.0,2995.0,3418.0,17713.0,56463.0,49455.26945079078,2013,0.021633764563965877,0.02468921778952767,0.12794620090869036
138,138710.0,128174.0,2113.0,3614.0,17789.0,54816.0,49157.29059953966,2013,0.015233220387859563,0.0260543580131209,0.1282459808233004
139,81218.0,64688.0,5901.0,4066.0,18364.0,30975.0,39620.62040355125,2013,0.07265630771503853,0.05006279396192962,0.22610751311285676
140,445948.0,405657.0,11411.0,13714.0,39712.0,174123.0,60787.3551971882,2013,0.02558818516957134,0.03075246441289119,0.08905074134203989
141,199341.0,187070.0,2594.0,4454.0,18144.0,81414.0,56386.7279081194,2013,0.013012877431135592,0.0223436222352652,0.09101991060544494
142,562899.0,378556.0,113406.0,35911.0,107336.0,239745.0,44317.30021481157,2013,0.2014677588697084,0.06379652477620319,0.19068429682767246
143,65682.0,49775.0,11629.0,1462.0,13727.0,27941.0,37116.67914534197,2013,0.17705002892725558,0.022258761913461832,0.2089918090192138
144,305749.0,278196.0,8295.0,9877.0,30152.0,118004.0,58663.388885122535,2013,0.02713009690955653,0.0323042757294382,0.09861683930282683
145,321206.0,291832.0,8288.0,8973.0,28557.0,123930.0,65765.08901478468,2013,0.02580275586383816,0.027935343673530382,0.0889055621625997
146,477471.0,297111.0,101561.0,49090.0,88903.0,193764.0,45909.43057533907,2013,0.2127061119942363,0.10281252683409045,0.18619560140825306
147,178655.0,163901.0,3232.0,5594.0,31437.0,72599.0,42553.904571523104,2013,0.01809073353670482,0.031311746102823876,0.17596484845092497
148,285656.0,253895.0,6966.0,7423.0,42463.0,113244.0,49639.828509860374,2013,0.024385974738846725,0.025985801103425098,0.14865082476825273
149,49212.0,40600.0,4594.0,1578.0,9946.0,19555.0,40132.008182050624,2013,0.09335121515077624,0.03206534991465496,0.2021051775989596
150,447124.0,405193.0,22073.0,5356.0,49312.0,185158.0,54978.10319834952,2013,0.04936661865612224,0.011978779935767259,0.11028707919950617
151,368608.0,308854.0,40316.0,5175.0,43256.0,157848.0,53692.57366580508,2013,0.10937364354544665,0.014039304627137773,0.11734959631912492
152,686800.0,519303.0,111965.0,13308.0,97095.0,299095.0,50721.140517226966,2013,0.16302417006406522,0.01937682003494467,0.14137303436225976
153,184361.0,171927.0,6133.0,2208.0,17520.0,72979.0,56205.788971586,2013,0.033266254793584325,0.011976502622572018,0.09503094472258232
154,144391.0,133884.0,6003.0,1274.0,26296.0,57449.0,38131.033415884755,2013,0.04157461337617996,0.008823264607904925,0.18211661391637984
155,88691.0,84551.0,1923.0,1127.0,10800.0,34406.0,43500.189530895776,2013,0.021682019596125875,0.012707039045675435,0.12177109289555874
156,311849.0,299131.0,3880.0,2894.0,27920.0,129459.0,53416.5261793876,2013,0.012441919005672618,0.009280132371756844,0.08953050995834523
157,111197.0,105427.0,2431.0,1187.0,17885.0,43847.0,43306.29302240679,2013,0.021862100596239106,0.010674748419471749,0.1608406701619648
158,88897.0,86490.0,344.0,983.0,11135.0,37051.0,43824.41224258455,2013,0.003869646894720857,0.011057740981135471,0.1252573202695254
159,144175.0,135049.0,4262.0,1938.0,19687.0,59990.0,43314.64297382897,2013,0.029561297034853478,0.01344199757239466,0.1365493324085313
160,194652.0,186305.0,2160.0,2189.0,17720.0,77054.0,60935.21089106341,2013,0.011096726465692621,0.011245710293241272,0.09103425600558947
161,221898.0,204408.0,10264.0,2450.0,29213.0,89247.0,44159.94769044578,2013,0.0462554867551758,0.0110411089779989,0.13165057819358444
162,87765.0,83574.0,2225.0,927.0,13463.0,34169.0,43825.834850302905,2013,0.025351791716515696,0.010562297043240472,0.15339827949638238
163,149316.0,143423.0,1682.0,1478.0,21992.0,62125.0,42284.7644634751,2013,0.011264700367006884,0.009898470358166572,0.14728495271772615
164,129718.0,123504.0,2355.0,1746.0,16120.0,47927.0,48509.993719615246,2013,0.01815476649347045,0.013459967005350067,0.12426956937356419
165,187184.0,153757.0,17114.0,8428.0,34491.0,74995.0,45566.98855923728,2013,0.09142875459440977,0.04502521583041286,0.184262543807163
166,208588.0,196302.0,6404.0,2590.0,27017.0,81171.0,43509.87656921807,2013,0.030701670278251866,0.012416821677181812,0.12952327075383052
167,48344.0,45757.0,1070.0,834.0,7551.0,19519.0,41986.34018136175,2013,0.02213304650008274,0.01725136521595234,0.15619311600198577
168,197106.0,175675.0,5132.0,5081.0,33564.0,74567.0,48198.58242922473,2013,0.026036751798524653,0.025778007772467606,0.17028400961918969
169,65614.0,63289.0,492.0,748.0,9452.0,26014.0,44495.76566464212,2013,0.007498399731764562,0.011400006096259945,0.14405462248910295
170,617787.0,555193.0,13566.0,26855.0,55922.0,244264.0,57812.595488826475,2013,0.021959024712400875,0.043469674823199585,0.09051987173572769
171,166394.0,95551.0,42709.0,16213.0,24591.0,68181.0,54683.806515011514,2013,0.25667391853071625,0.09743740759883168,0.1477877808094042
172,206103.0,188059.0,5811.0,7674.0,24353.0,79503.0,52044.11196517757,2013,0.028194640543805768,0.03723381027932635,0.1181593669184825
173,336669.0,311629.0,4996.0,12392.0,26136.0,128372.0,61309.54889326924,2013,0.014839501112368527,0.03680766568944572,0.07763114513067731
174,175527.0,130661.0,17934.0,18443.0,24284.0,67425.0,53421.35219873934,2013,0.10217231537028491,0.10507215414152808,0.1383490858956172
175,327816.0,301327.0,5058.0,12616.0,27353.0,118525.0,60132.64602740651,2013,0.015429387217219415,0.03848500378260976,0.08344010054420772
176,164823.0,111212.0,11553.0,33597.0,23762.0,64639.0,49928.40226488652,2013,0.07009337289091935,0.20383684315902514,0.14416677284116902
177,171402.0,159609.0,6132.0,2254.0,23642.0,66904.0,44769.3124925266,2013,0.03577554520950747,0.013150371640937679,0.13793304628884143
178,237828.0,219647.0,6999.0,6771.0,30701.0,91267.0,45066.697579629,2013,0.02942883091982441,0.02847015490186185,0.1290890895941605
179,124209.0,114954.0,3514.0,3522.0,14524.0,49924.0,45425.73135435249,2013,0.02829102561006046,0.028355433181170446,0.11693194535017591
180,535126.0,444747.0,18674.0,48387.0,44558.0,204334.0,63173.772090245584,2013,0.034896454293007625,0.09042169507742102,0.08326637091077616
181,167591.0,92515.0,12423.0,54560.0,33821.0,60915.0,47360.16621521793,2013,0.07412689225555072,0.32555447488230277,0.20180677960033652
182,140000.0,117509.0,2468.0,17968.0,20602.0,55530.0,45072.3007746352,2013,0.017628571428571427,0.12834285714285715,0.14715714285714285
183,177451.0,131944.0,16023.0,21830.0,18980.0,63242.0,59116.50526548812,2013,0.09029534913863546,0.12301987590940598,0.1069591042034139
184,200246.0,178683.0,8006.0,8968.0,20928.0,77169.0,52442.309502520446,2013,0.039980823586988005,0.04478491455509723,0.10451145091537409
185,117936.0,99291.0,4765.0,9013.0,18975.0,47329.0,41501.22939424032,2013,0.040403269569936236,0.07642280558947226,0.1608923483923484
186,176251.0,165538.0,3067.0,4490.0,22719.0,71627.0,46918.036997221716,2013,0.01740131970882435,0.02547503276577154,0.12890139630413444
187,134885.0,116957.0,7359.0,6933.0,21593.0,55359.0,46349.02061092144,2013,0.05455758609185603,0.05139934017867072,0.16008451643993032
188,78162.0,75343.0,443.0,1198.0,9554.0,30880.0,48344.84640544042,2013,0.005667715769811417,0.015327141065991147,0.12223331030423991
189,366247.0,332285.0,4932.0,11991.0,17221.0,133874.0,88082.00308556657,2013,0.01346632190843884,0.03274019991972631,0.047020180370078116
190,1122423.0,840650.0,156324.0,45256.0,88679.0,417453.0,75080.03540039239,2013,0.13927369628027936,0.04031991504094268,0.07900675592000521
191,1536920.0,562393.0,645747.0,194714.0,395789.0,580079.0,39630.36423487146,2013,0.4201565468599537,0.12669104442651538,0.25752088592769956
193,436275.0,352191.0,28395.0,31204.0,30557.0,157627.0,88161.14097601219,2013,0.06508509541000515,0.07152369491719672,0.07004068534754455
194,515364.0,402431.0,41328.0,24467.0,31900.0,198892.0,79113.62018053356,2013,0.08019186439099354,0.04747518258939313,0.06189799830799202
195,219201.0,202378.0,4000.0,8509.0,14092.0,80705.0,66735.65936996155,2013,0.018248091933887163,0.03881825356636147,0.06428802788308448
196,212467.0,129086.0,12768.0,61955.0,42095.0,80338.0,49728.06007119919,2013,0.06009403813298065,0.29159822466547747,0.19812488527630173
197,322682.0,198192.0,72635.0,26217.0,29743.0,114020.0,71517.95771768504,2013,0.22509777427932143,0.08124717213851408,0.0921743388227419
198,215289.0,130123.0,52795.0,21816.0,26608.0,85858.0,64806.76680099699,2013,0.2452285067978392,0.10133355628945279,0.12359200888108543
199,370475.0,260246.0,64923.0,28074.0,47282.0,135829.0,54355.72305619566,2013,0.17524259396720426,0.07577839260408935,0.12762534583980026
200,618484.0,216690.0,305703.0,59407.0,109141.0,263403.0,72867.87336110236,2013,0.49427794413436726,0.09605260604963103,0.17646535722831957
201,869545.0,512155.0,72343.0,131390.0,44573.0,289039.0,113840.32809640288,2013,0.08319638431593535,0.15110201312180507,0.05126014179829681
202,0.0,0.0,0.0,0.0,0.0,0.0,,2013,,,
203,887.0,641.0,174.0,72.0,59.0,246.0,21591.0,2013,0.19616685456595265,0.08117249154453213,0.0665163472378805
204,0.0,0.0,0.0,0.0,0.0,0.0,,2013,,,
205,0.0,0.0,0.0,0.0,0.0,0.0,,2013,,,
206,342444.0,205443.0,102221.0,14153.0,21271.0,118079.0,93495.06925207756,2013,0.2985042809919286,0.04132938524255061,0.06211526556166848
207,973015.0,207198.0,560801.0,137339.0,84350.0,337822.0,77937.36375961306,2013,0.5763539102685982,0.141147875418159,0.08668931105892509
208,683256.0,373975.0,79810.0,99101.0,36583.0,248908.0,115370.93275025311,2013,0.11680834123666678,0.14504226819815705,0.053542156966056645
209,315692.0,105305.0,90751.0,78002.0,30667.0,114568.0,76416.39923887997,2013,0.2874668981158851,0.24708259949571101,0.0971421512106737
210,731052.0,515500.0,99487.0,37340.0,46268.0,274315.0,90198.01792100322,2013,0.13608744658382715,0.05107707796435821,0.06328961551298676
211,463632.0,324689.0,89929.0,18515.0,27737.0,168778.0,89385.99684183707,2013,0.19396633536943092,0.03993468958139214,0.05982546502398454
212,1200386.0,534604.0,540508.0,52985.0,198440.0,465436.0,52052.89999699207,2013,0.4502784937511767,0.04413996831019355,0.16531349082711727
214,94382.0,67399.0,12545.0,10442.0,5800.0,36720.0,89143.46922657952,2013,0.13291729355173657,0.11063550253226251,0.06145239558390371
215,103879.0,94157.0,6111.0,1365.0,15622.0,40136.0,40969.073176200916,2013,0.0588280595693066,0.013140288219948209,0.15038650737877723
216,170406.0,133608.0,24766.0,7563.0,19345.0,65449.0,63776.702356573034,2013,0.14533525814818726,0.04438224006196965,0.11352299801650177
217,475959.0,386673.0,36754.0,25523.0,35375.0,173735.0,79631.39229648904,2013,0.0772209370975231,0.05362436680470377,0.07432362871591881
218,178746.0,121975.0,41870.0,7318.0,26467.0,65900.0,51333.51580880679,2013,0.23424300403925122,0.04094077629709196,0.14807044633166616
219,101435.0,87913.0,6551.0,3664.0,10404.0,36394.0,66375.43130735836,2013,0.06458323064031153,0.03612165426134963,0.102568147089269
