zip3,share_black,share_hispanic,poverty_rate,median_income_approx,total_pop,income_decile,poverty_decile,high_black
026,0.0221469080373023,0.0240244209235258,0.0963596220404249,-505863.7002020222,148143.5,1.0,2.0,0
027,0.030997886608613,0.0616091526085625,0.1246460691050707,45416.33857384237,527383.5,7.0,3.0,0
028,0.0337929830343258,0.0709320583403378,0.1069942729711027,-46992.89636258185,672227.25,3.0,2.0,0
029,0.0844008876437069,0.2256578348512131,0.1849136391534569,9834.435055527743,380617.0,4.0,8.0,0
030,0.0091454695697201,0.0431502210650918,0.0559658572920679,80207.59921120119,378723.0,10.0,1.0,0
031,0.0357873155322413,0.0639240422808157,0.1140116996562246,65713.51623653594,148686.5,10.0,3.0,0
032,0.0046171211837823,0.0138104826753391,0.09330960370492,-22308.62563507195,187444.75,3.0,2.0,0
033,0.0171287086568219,0.0169977407670422,0.0943908103703524,61430.54019125376,61346.75,9.0,2.0,0
034,0.0062993484037497,0.0132405232178124,0.1033664673174807,57950.27946269704,83763.5,9.0,2.0,0
035,0.0053638236265254,0.0142827860856635,0.1239488829513097,44279.08188581416,45939.0,7.0,3.0,0
036,0.0053369608730134,0.0158031127714109,0.0786197839056314,53315.061993330935,13719.25,8.0,1.0,0
037,0.0081727883473057,0.0189201970045879,0.0999795155090893,-550027.4862970987,77818.0,1.0,2.0,0
038,0.0064200433115464,0.0164951360372589,0.0858184684776738,28093.73832868572,321036.25,5.0,1.0,0
039,0.0059672620312822,0.015662107899741,0.0609523045426837,67099.99876727547,48741.25,10.0,1.0,0
040,0.0086165366701388,0.0123338844703664,0.0980001501196704,24226.703845248325,337993.75,4.0,2.0,0
041,0.0451725643501067,0.0270598781363993,0.1475314160311796,55644.51666930285,113005.5,9.0,5.0,0
042,0.0110081761711131,0.0143803062370404,0.1454552031279138,-211501.27638678788,176388.0,2.0,5.0,0
043,0.0034503624904743,0.0129961189821609,0.1178149460566628,-88012.96255617613,82258.5,2.0,3.0,0
044,0.0063511973265277,0.0109191540899141,0.1651092905361615,44027.64457715581,176345.5,6.0,6.0,0
045,0.0065581075711188,0.009437567651891,0.1256140304597043,50124.12211384818,48350.0,8.0,3.0,0
046,0.0040099033534326,0.0137795567012655,0.1562117241960524,-304609.1249502775,73672.25,1.0,6.0,0
047,0.0058159904110506,0.0101253186727859,0.164013032889888,37623.64549337026,71985.25,5.0,6.0,0
048,0.0049569225464547,0.0090207660147975,0.1065018353118415,49852.95530628332,40043.5,8.0,2.0,0
049,0.0062080055432901,0.0104889247746529,0.1695600413633181,-1326686.6674201516,159684.5,1.0,7.0,0
050,0.0046718912797334,0.0083641634601757,0.1078229670867252,56691.35915078054,61172.0,9.0,2.0,0
051,0.0047028875358624,0.0236672867559668,0.1263834991229996,46842.28207196919,29507.25,7.0,4.0,0
052,0.0050973535750445,0.0154925792689897,0.1382968244663737,49054.47003681433,33308.5,8.0,4.0,0
053,0.0093259513966517,0.0164514454514225,0.1070352439359222,52142.50860106899,37209.0,8.0,2.0,0
054,0.0140704032727731,0.017359578658685,0.1066519787415542,-101541.62711363492,234849.75,2.0,2.0,0
056,0.0076331820166043,0.0172035478675692,0.1049630031887262,-99889.38881447744,85254.75,2.0,2.0,0
057,0.0057485059853523,0.0135915865121898,0.1293709445874676,1297.517425865546,82109.5,4.0,4.0,0
058,0.0063363910021631,0.0121616541753825,0.1500252173452737,-329209.86925738724,58588.25,1.0,5.0,0
059,0.0077490568278924,0.0058444291619355,0.1588355192863581,-272257.2660903012,3680.5,1.0,6.0,0
060,0.0752948781474046,0.0968084854713756,0.0782757549917995,74730.92449521302,672810.5,10.0,1.0,0
061,0.2082486284367087,0.2637405082951597,0.1889438249717768,55326.78736524774,296663.25,9.0,8.0,1
062,0.020128255585896,0.0825736702707434,0.1042602676151448,-5408.834547431572,166331.25,4.0,2.0,0
063,0.0516920607974058,0.0874630441256276,0.089465197077702,-214520.18919510627,268503.25,2.0,2.0,0
064,0.0320130069612687,0.0770238993655362,0.0613403383269059,47898.370307926365,718295.0,7.0,1.0,0
065,0.2281788005320869,0.177492048338826,0.1679629303667585,53869.56015648868,289894.5,9.0,7.0,1
066,0.2358232402069195,0.2710554962450547,0.1564292825554252,60079.44756182462,240254.5,9.0,6.0,1
067,0.0706187248289319,0.1442206143669573,0.1171620132306272,64283.36118251219,332340.75,10.0,3.0,0
068,0.0420035516374678,0.1191384054770356,0.0577853380838167,113205.1643787842,468313.75,10.0,1.0,0
069,0.1403441560181041,0.2597338258294189,0.1071581427099839,82882.14419884697,123386.5,10.0,2.0,0
070,0.1354999644718505,0.2735483377105804,0.10696985357113,75829.78933426955,1693708.5,10.0,2.0,0
071,0.4725578356429354,0.2967902516941839,0.2359489798001929,42059.75773682354,395623.25,6.0,10.0,1
072,0.2561704554311449,0.4902120771678803,0.1640545191786305,47937.04647348001,181351.0,7.0,6.0,1
073,0.2397590999124107,0.2763156162448247,0.1785955546999863,63514.73656797439,250016.0,9.0,7.0,1
074,0.0152348789349823,0.0865938780321835,0.0399961467644274,102621.5371435896,462114.75,10.0,1.0,0
075,0.225097391130122,0.4827834544576372,0.2243503291743626,47368.32769751352,198170.75,7.0,9.0,1
076,0.0779752232874243,0.1755821638867828,0.0706008436352309,86398.18733531403,494277.25,10.0,1.0,0
077,0.071478962556431,0.1016565044838518,0.0703447966383314,86650.03158205532,601133.5,10.0,1.0,0
078,0.028112807805754,0.1232127044532559,0.0495014808694734,-141334.81057876773,361191.75,2.0,1.0,0
079,0.0310004170702003,0.085312409745492,0.0456493099888987,37695.18095464451,257041.75,5.0,1.0,0
080,0.1257641680001295,0.0628955446888757,0.0726607910741099,66583.83816186228,1160963.5,10.0,1.0,0
081,0.2875205963222064,0.3196010064050955,0.2365001156100323,47036.87644480957,158791.0,7.0,10.0,1
082,0.0941944264104242,0.1216570679200003,0.1036335516875416,511.8380270180133,251688.75,4.0,2.0,0
083,0.1581512794301408,0.2131705432509663,0.1388884398361144,57405.11077195886,242923.0,9.0,5.0,0
084,0.2632675057438581,0.2036502085085306,0.2578721057305136,39471.70402583791,57951.75,6.0,10.0,1
085,0.0546243984373462,0.0778317263236394,0.0423045381369685,-13484.321403363592,311650.5,3.0,1.0,0
086,0.2576558110827625,0.174079367079069,0.1330629904758359,66240.8114788678,268065.0,10.0,4.0,1
087,0.0287088102977828,0.0848018030131306,0.1135635156648954,61554.42836681423,454431.0,9.0,3.0,0
088,0.0776270490555482,0.1402135892461401,0.0611949800237739,80023.84557338736,901437.25,10.0,1.0,0
089,0.1411644642532157,0.3428032347723935,0.1887631701021797,62912.997245319886,110890.0,9.0,8.0,0
100,0.1338369901340363,0.2609654268202159,0.1813146358357022,75101.56511972348,1517381.0,10.0,8.0,0
101,0.0358815028223748,0.1034167495949413,0.0733286132994327,99563.71818663747,61647.75,10.0,1.0,0
102,0.0096989993791291,0.1312233494748865,0.0419015399725225,170867.9338963499,13876.75,10.0,1.0,0
103,0.0957663618118871,0.1727149323574672,0.1163919954721266,72849.49635160409,469038.25,10.0,3.0,0
104,0.2989228817063325,0.5394366532984147,0.2952382129362667,36520.27372562448,1392572.25,5.0,10.0,1
105,0.1058512219816991,0.1624224717066453,0.0693364990192522,102863.5756931304,647819.0,10.0,1.0,0
106,0.1524367178420094,0.2836240343286648,0.0857400985045007,87102.68650493148,81967.5,10.0,1.0,0
107,0.1420061634201472,0.3106043525361662,0.1392508343926487,65723.1225846629,228221.5,10.0,5.0,0
108,0.1749698685081706,0.248698282142256,0.1065279883043225,83925.40450696858,86408.0,10.0,2.0,1
109,0.098398469588618,0.1600011465694923,0.1273216127461219,-188462.710837714,539268.75,2.0,4.0,0
110,0.1080364621947784,0.1300969844820936,0.0515637604016037,100087.88219572396,249663.25,10.0,1.0,0
111,0.0542927072085244,0.280556639981357,0.1627862393293231,54062.591222987816,200304.25,9.0,6.0,0
112,0.3204400425846566,0.1975278797907753,0.2284081923246917,48367.37495367312,2527362.25,7.0,10.0,1
113,0.0398946398869573,0.319869101248829,0.1492115961198958,56863.11458671829,1159254.0,9.0,5.0,0
114,0.3978352095142957,0.2211086705625536,0.1290252066996781,62292.10455669471,758717.25,9.0,4.0,1
115,0.1557662319252295,0.1899332123085732,0.0757926499069921,94284.35322024667,717095.5,10.0,1.0,0
116,0.3704181594182793,0.2218811056426392,0.2077333764619119,50019.0129460913,115474.0,8.0,9.0,1
117,0.0601547262582271,0.1524048917376825,0.0526561693477634,95987.62441886362,1571224.0,10.0,1.0,0
118,0.0103810278024944,0.0850208866831605,0.0390502753249858,105679.10599751654,72382.75,10.0,1.0,0
119,0.0594112380006942,0.142713620375948,0.0832727553425008,-54177.89459718214,246976.5,3.0,1.0,0
120,0.0212537908572917,0.0419686096512877,0.0909720303651653,-45054.57738076334,329429.75,3.0,2.0,0
121,0.042324377497864,0.0382280243846162,0.1149676542785105,60754.623276637605,282330.75,9.0,3.0,0
122,0.2073333943704678,0.0668638556720064,0.1871492133569399,52418.28498873857,151891.0,8.0,8.0,1
123,0.0897395303351595,0.0578116324129332,0.1184824853350043,59521.30217147309,162174.5,9.0,3.0,0
124,0.0475077710134027,0.0758209608854834,0.1260425303118584,-135072.50886824576,153945.0,2.0,4.0,0
125,0.0742046137304539,0.1309659598575617,0.0966120841248417,-59684.528594741525,448373.25,3.0,2.0,0
126,0.1786840644206019,0.1297641983371853,0.1491557024015085,38588.84607214962,87043.75,5.0,5.0,1
127,0.0721518399512124,0.127256789366469,0.1674132747784086,-359305.9891523915,98540.75,1.0,7.0,0
128,0.0174997830883942,0.0211220953091431,0.1038013971026356,-57687.82788354946,224891.25,3.0,2.0,0
129,0.0447367701517912,0.0289626033044551,0.1458543591227253,-32877.11342845003,164133.25,3.0,5.0,0
130,0.0216288468087523,0.0220280169265288,0.0986132122852257,-27120.594420835536,385705.25,3.0,2.0,0
131,0.013655662596089,0.0226898159745572,0.1193634598036318,-122830.79858826796,180835.0,2.0,3.0,0
132,0.1910870569655414,0.0604881410664141,0.2401948149744128,41527.9093396996,229536.0,6.0,10.0,1
133,0.0111569335061826,0.0155946303571718,0.1379420066014204,48947.33062594383,143500.0,8.0,4.0,0
134,0.024709672719476,0.0282773283615115,0.1211099715544304,-88422.44469804292,186168.5,2.0,3.0,0
135,0.1170122176896259,0.0908251962026178,0.2677445460252677,34942.02165808167,71335.0,5.0,10.0,0
136,0.033848125794833,0.0392976933623914,0.1703830084544159,-821901.7068322946,237488.5,1.0,7.0,0
137,0.0208353808790185,0.024664532924788,0.1295265476689088,49402.44756277316,138091.0,8.0,4.0,0
138,0.0144644158040277,0.0249452403012119,0.1326946974652239,-691687.7587641359,139371.5,1.0,4.0,0
139,0.0740131210946611,0.048599632688085,0.2434889116912865,39378.47801800505,81611.25,6.0,10.0,0
140,0.0251612715942357,0.0313832085390266,0.0904266371375893,60612.32137576064,445524.75,9.0,2.0,0
141,0.0139334643565837,0.0217928859614847,0.0921784954974079,23355.627837201057,199344.0,4.0,2.0,0
142,0.2008736030750276,0.062008051324679,0.1949544630945335,42162.39280787391,564293.75,6.0,8.0,1
143,0.1751198287651512,0.0237746041789067,0.204254815507509,37162.72802755749,65969.0,5.0,9.0,1
144,0.0287831708363282,0.0317323045840996,0.1036190884315734,58632.92518959333,305122.75,9.0,2.0,0
145,0.0257413038279578,0.0277991794609831,0.0881546526035161,19855.688716498367,320816.5,4.0,1.0,0
146,0.2110312336385117,0.1006766305859439,0.1933659149136071,-139163.97002366136,477689.25,2.0,8.0,1
147,0.0174297536283042,0.0307406696692578,0.1802954155184479,-337850.8580987081,178837.0,1.0,8.0,0
148,0.0243032362132305,0.0258372278885989,0.1609513667004234,-11435.55910410875,285162.0,3.0,6.0,0
149,0.0883966358353372,0.0321510379270966,0.223438630017936,39682.33895395043,49165.75,6.0,9.0,0
150,0.0481383353726847,0.0122009032398048,0.1102613815985332,20772.799087491865,446719.5,4.0,3.0,0
151,0.1078323317635789,0.0135629583080743,0.1163240447126345,53367.52303257667,368131.5,8.0,3.0,0
152,0.1635820010445969,0.0190333060971811,0.1461167324320761,50529.15965311414,687517.0,8.0,5.0,0
153,0.0340606519636054,0.0117198875509477,0.1012113182845504,-101972.22196932524,184292.25,2.0,2.0,0
154,0.0409371404840009,0.0089054127940131,0.1928491581732338,-1156110.3323468054,144730.75,1.0,8.0,0
155,0.0219697695973676,0.0124937748402738,0.1334232578391052,42738.195501974,88979.5,6.0,4.0,0
156,0.0131300261716845,0.0087577040942929,0.0914553062046025,-617055.0482347513,311693.25,1.0,2.0,0
157,0.0217361405252017,0.0104565760385848,0.1703195244358237,-112886.60795138024,111231.0,2.0,7.0,0
158,0.0040920245758756,0.0119318566578902,0.1262967989332442,43519.49172884416,89125.75,6.0,4.0,0
159,0.0292652123077852,0.0131823161304179,0.141394940176906,43037.44423338759,145008.0,6.0,5.0,0
160,0.0112375706699708,0.0108736344703909,0.0902839088229332,60547.69824130666,194119.25,9.0,2.0,0
161,0.0453351845710023,0.0106640035371848,0.1360908595244882,-6339.157909897432,222278.25,4.0,4.0,0
162,0.0249998613180835,0.0101765906275758,0.1548059958075285,43743.82879450983,87971.25,6.0,6.0,0
163,0.0116384547847894,0.0097637262490369,0.1531044407212403,25804.17152226364,149584.0,5.0,6.0,0
164,0.0179714065793056,0.0146892682748972,0.1259940916700357,49100.68216004705,129644.25,8.0,4.0,0
165,0.0908719829809738,0.0432993983406886,0.1858187932266242,45032.54518894215,187082.5,7.0,8.0,0
166,0.0303253605379814,0.0123807081195873,0.1367553348800791,43449.952513002885,208286.0,6.0,4.0,0
167,0.0212668067562388,0.0172429390254969,0.160647809722681,-347133.65317927115,48420.25,1.0,6.0,0
168,0.0260574898546052,0.0251750673586986,0.185080019132329,34050.46520674521,196859.0,5.0,8.0,0
169,0.0074483364308501,0.0110980166994431,0.1492170937921738,43930.087337738136,65499.0,6.0,5.0,0
170,0.0212958931109466,0.0426943663076596,0.0923192026023384,-41430.99859526069,616062.75,3.0,2.0,0
171,0.2598919269816912,0.0938286023184324,0.1506299422061249,54123.82427552599,165523.5,9.0,5.0,1
172,0.0286961160460556,0.0363176136494566,0.1161391746000133,-159758.76693124446,205295.75,2.0,3.0,0
173,0.0161105429823923,0.0353575538826485,0.0772197189112456,11857.500647497627,336577.75,4.0,1.0,0
174,0.0995671228067669,0.1043882009278327,0.1415519340867462,53323.344939448856,174962.0,8.0,5.0,0
175,0.0147464609187903,0.0385031644017989,0.0835012997257829,-72178.89078542174,325916.25,2.0,1.0,0
176,0.0698408997972578,0.1978034928997359,0.146313443062907,50478.93028558515,165115.25,8.0,5.0,0
177,0.0344039270492507,0.0130094558469981,0.1470434836806876,44250.81382988957,170918.75,7.0,5.0,0
178,0.0289764979608223,0.0281948336597376,0.1368747564478497,44923.798971866,238064.25,7.0,4.0,0
179,0.027941507511854,0.0272651641643573,0.1221334074764957,-108287.96887112196,124344.75,2.0,3.0,0
180,0.034054482008093,0.0881109492739982,0.0842159089268037,-17485.572390910525,533671.75,3.0,1.0,0
181,0.074122898220589,0.3217874566940238,0.2004216540953877,47114.41513492594,167163.5,7.0,9.0,0
182,0.0167373784784427,0.1184849759971481,0.1439224838454037,-38734.74783489306,139056.25,3.0,5.0,0
183,0.0889403360041948,0.1199275939311567,0.1074016717722982,-346079.15970063966,177431.75,1.0,2.0,0
184,0.0401566703418793,0.0453417393317653,0.1087433189702923,18028.93463076419,200109.5,4.0,2.0,0
185,0.038076280231731,0.0735702328961249,0.1722488358532796,40965.279537693496,118176.0,6.0,7.0,0
186,0.0178296735078753,0.0257012466793651,0.1297941068513991,46689.37197194433,176722.5,7.0,4.0,0
187,0.0531148364891574,0.0500701569450911,0.1642674742298158,45693.82885945742,134595.75,7.0,6.0,0
188,0.0048735982635079,0.0143245178733745,0.1259671974139419,47202.8112931962,78191.25,7.0,4.0,0
189,0.0129225810008063,0.034003778657389,0.0468803325176243,-2898.787217595948,365401.75,4.0,1.0,0
190,0.1380666926665393,0.0384044545321882,0.0795004940218978,74962.5626796702,1122010.25,10.0,1.0,0
191,0.4216183119414118,0.1250101032147924,0.2624944247198601,39424.3805966985,1531158.25,6.0,10.0,1
193,0.0661199431669387,0.0708653635254712,0.0701018731268506,-28253.699565830782,434610.0,3.0,1.0,0
194,0.0789306797590986,0.0468709291998336,0.0637213346533228,25367.439372393543,513739.75,5.0,1.0,0
195,0.0194225933088605,0.0376498249819223,0.0646839680665936,-228718.3977908382,218740.5,2.0,1.0,0
196,0.0593079571788009,0.2868037273224059,0.2016865446240522,49874.025464932965,211877.5,8.0,9.0,0
197,0.2251175553240906,0.0794068474029956,0.0961488616436046,-150011.43912819578,320367.0,2.0,2.0,1
198,0.2423867032353839,0.1006468185183228,0.1271128572359148,64330.514957505286,215850.5,10.0,4.0,1
199,0.1761982723790547,0.0743236442254658,0.1269542171920941,54512.46479557533,367905.75,9.0,4.0,1
200,0.4998078031454301,0.0944437304007845,0.1837509065271159,46612.852611914335,612410.5,7.0,8.0,1
201,0.08257605062792,0.1493599383562276,0.0508041502421763,108660.78915698362,856176.25,10.0,1.0,0
202,,,,,0.0,,,0
203,0.2530583860224324,0.0589648818676885,0.2392522483970438,21629.5,794.75,4.0,10.0,1
204,,,,,0.0,,,0
205,,,,,0.0,,,0
206,0.2957372464320769,0.0406890312768296,0.0624939658102848,-67254.48851404172,340124.75,3.0,1.0,1
207,0.5761805112530798,0.1395314797402594,0.0856587434612449,78082.53277328913,970359.25,10.0,1.0,1
208,0.1174272411078358,0.1434073823487019,0.0530723413557838,114174.79686439347,678348.5,10.0,1.0,0
209,0.2863397130579838,0.2426467901484518,0.0963344667883554,75803.66586807987,313380.25,10.0,2.0,1
210,0.1344097727427373,0.0500166844147575,0.0619555604529235,89975.09378274065,727447.0,10.0,1.0,0
211,0.1905132541028714,0.0402577186000919,0.0582363166756839,61015.75455906393,461638.75,9.0,1.0,1
212,0.4519420635463546,0.0426588318348654,0.1681702206884419,51779.83407593531,1198693.0,8.0,7.0,1
214,0.1363534335504998,0.1072393710264298,0.0631049277727758,89048.97355785841,93434.25,10.0,1.0,0
215,0.0575075321990662,0.0129951279562992,0.1551881253713818,40982.6047520184,103893.5,6.0,6.0,0
216,0.1450235702756458,0.0436127575666648,0.110132209948854,-83848.79072438298,169911.5,2.0,3.0,0
217,0.0774113041187703,0.0526037495588002,0.0741444257585905,-1938.8390911994647,474108.0,4.0,1.0,0
