zip3,share_black,share_hispanic,poverty_rate,median_income_approx,total_pop
212,0.4519420635463546,0.04265883183486545,0.16817022068844198,51779.83407593531,1198693.0
214,0.1363534335504998,0.10723937102642984,0.0631049277727758,89048.97355785841,93434.25
215,0.05750753219906625,0.01299512795629925,0.15518812537138188,40982.6047520184,103893.5
216,0.14502357027564589,0.04361275756666488,0.11013220994885405,-83848.79072438298,169911.5
217,0.0774113041187703,0.0526037495588002,0.0741444257585905,-1938.8390911994647,474108.0
218,0.2337676385232851,0.04012595886711948,0.1532097264924799,-61400.844896473005,178409.5
219,0.06302617189235404,0.035114935783823374,0.10009556277712703,65780.49402848877,101265.75
220,0.0925251804770377,0.16014038683336035,0.061215004048514876,108952.0006506218,483984.75
221,0.1453256806174471,0.17449900593033765,0.05426277221673662,112816.74353144568,446882.75
222,0.0827486841137188,0.15163341865273267,0.07779237475486153,107710.00952441212,212226.75
223,0.19075281827753987,0.18405764957277107,0.0767887940808113,92085.90509602876,322525.75
224,0.19003523268805111,0.07445271154687977,0.0858436735271849,71517.47468505931,216934.5
225,0.19924115465530207,0.06912967089083723,0.07777815784271642,-445952.34848580696,186931.25
226,0.05010480305417405,0.06922284074900335,0.10005169079681463,61566.669826329955,184338.5
227,0.13034595130157386,0.0741167404829898,0.09172351975886987,-1283532.8623273077,78108.25
228,0.0286929510007125,0.0845275422873919,0.17279820906470283,-152.6934659857543,164047.25
229,0.11892402038462442,0.04444297424925625,0.13304064953387446,7549.7585447792135,253181.0
230,0.19106631283890327,0.027491431621834726,0.08127367959492277,-116606.46449998658,221136.5
231,0.12990512019619968,0.0317974371609769,0.06339950432105275,8422.76077849533,365721.75
232,0.37857581073660157,0.07121253989397845,0.1670059795823854,52365.81848907888,540699.75
233,0.2855058820522912,0.05083708776649118,0.09173008677803506,-696489.1389601354,255373.75
234,0.23107552920955587,0.05995333032140597,0.09001924898323017,16451.456453025756,572750.5
235,0.4191368587241702,0.06773423277511015,0.1874922344271806,44707.4148988094,243458.5
236,0.37826937346167483,0.059961588138272646,0.13029386272709156,56771.14250122414,384270.75
237,0.5220423425935841,0.032092594895215,0.17688944446710989,46208.43242808391,95940.0
238,0.3836067699377351,0.0416003107925845,0.12916169024936844,19300.48733843982,337923.75
239,0.3600924852221291,0.023180205022007325,0.2074708812303477,-136297.2679634305,107180.0
240,0.12099012962177244,0.03577775589728997,0.17116760315802,-38810.72574755188,355802.0
241,0.10377853707817009,0.02326482448215645,0.14783536062391617,-65824.1889282861,229625.0
242,0.02786047072936675,0.010555156535064,0.19164651169014985,36288.06414262936,196144.75
243,0.02714524631680435,0.0242223209020483,0.1769016272531072,-107520.27063202354,152002.0
244,0.06053534099016735,0.020613223340902348,0.13342233127489034,-447317.89968808985,143201.75
245,0.24078825854504382,0.02119041975047195,0.17227179426640193,35426.78945671512,379519.5
246,0.0246874169467751,0.0054046227968910995,0.20609584932095892,-164292.91837141739,70641.25
247,0.05909821458815157,0.007882441154579076,0.21360208850044565,-186565.7387096667,60872.75
