representation,model,grouping,fold,n_Low,AUC_Low,n_High,AUC_High,TPR_Low,TPR_High,gap_TPR,z_TPR,p_TPR,FPR_Low,FPR_High,gap_FPR,z_FPR,p_FPR,PPR_Low,PPR_High,gap_PPR,z_PPR,p_PPR,gap_AUC,q_TPR,q_FPR,q_PPR
tfidf_full,XGBoost,SES_group,1,515,0.649,214,0.65,0.4737,0.5714,0.0977,-0.957,0.3386,0.2756,0.3575,0.0819,-2.0169,0.0437,0.3049,0.3925,0.0877,-2.2914,0.0219,0.0009,0.4429,0.0765,0.0439
tfidf_full,XGBoost,SES_group,2,561,0.7487,263,0.643,0.5385,0.5366,-0.0019,0.018,0.9856,0.2377,0.2883,0.0506,-1.446,0.1482,0.2656,0.327,0.0614,-1.8197,0.0688,-0.1056,0.9856,0.1886,0.0963
tfidf_full,XGBoost,SES_group,3,606,0.7758,292,0.6338,0.6562,0.569,-0.0873,0.9893,0.3225,0.2897,0.359,0.0693,-1.9148,0.0555,0.3284,0.4007,0.0723,-2.1253,0.0336,-0.142,0.4429,0.0864,0.0587
tfidf_full,XGBoost,SES_group,4,814,0.6877,397,0.815,0.5909,0.8214,0.2305,-2.9834,0.0029,0.3366,0.3372,0.0006,-0.0191,0.9848,0.371,0.4055,0.0345,-1.1609,0.2457,0.1274,0.0207,0.9848,0.2646
tfidf_full,XGBoost,SES_group,5,910,0.7145,430,0.7169,0.6045,0.619,0.0146,-0.1955,0.845,0.299,0.3651,0.0662,-2.2381,0.0252,0.344,0.4023,0.0584,-2.0747,0.038,0.0024,0.91,0.0504,0.0591
tfidf_full,XGBoost,SES_group,6,959,0.705,507,0.6138,0.7241,0.7019,-0.0222,0.3974,0.6911,0.4459,0.5012,0.0554,-1.812,0.07,0.4964,0.5424,0.0461,-1.678,0.0933,-0.0912,0.8063,0.098,0.1188
tfidf_full,XGBoost,SES_group,7,1211,0.6925,676,0.7031,0.6082,0.6786,0.0704,-1.2034,0.2288,0.3173,0.3387,0.0213,-0.8716,0.3834,0.3584,0.395,0.0366,-1.5772,0.1148,0.0106,0.4004,0.4473,0.1339
tfidf_full,XGBoost,SES_group,8,1715,0.6803,838,0.7036,0.7353,0.775,0.0397,-0.9386,0.348,0.4663,0.469,0.0027,-0.1174,0.9065,0.5143,0.5274,0.0132,-0.6249,0.532,0.0234,0.4429,0.9763,0.532
tfidf_full,XGBoost,SES_group,9,2595,0.7231,1429,0.7109,0.7158,0.7743,0.0585,-1.5785,0.1144,0.3888,0.4613,0.0725,-4.1121,0.0,0.4358,0.5108,0.075,-4.5669,0.0,-0.0122,0.2289,0.0002,0.0
tfidf_full,XGBoost,SES_group,10,2711,0.6944,1356,0.6991,0.586,0.6746,0.0886,-2.1098,0.0349,0.3245,0.3653,0.0408,-2.3931,0.0167,0.3604,0.413,0.0526,-3.2613,0.0011,0.0047,0.1628,0.039,0.0026
tfidf_full,XGBoost,SES_group,11,3647,0.6894,1900,0.7198,0.6335,0.7356,0.1021,-2.9724,0.003,0.3622,0.4287,0.0665,-4.4534,0.0,0.4003,0.4763,0.076,-5.4306,0.0,0.0303,0.0207,0.0001,0.0
tfidf_full,XGBoost,SES_group,12,4705,0.7027,2608,0.708,0.7083,0.7573,0.049,-1.8107,0.0702,0.3982,0.4346,0.0364,-2.7758,0.0055,0.4436,0.4896,0.0461,-3.787,0.0002,0.0053,0.1868,0.0154,0.0004
tfidf_full,XGBoost,SES_group,13,5686,0.6847,3003,0.6998,0.6714,0.7194,0.0479,-1.8392,0.0659,0.3951,0.4293,0.0342,-2.8251,0.0047,0.4358,0.4782,0.0424,-3.7761,0.0002,0.0151,0.1868,0.0154,0.0004
tfidf_full,XGBoost,SES_group,14,6707,0.7084,3399,0.7046,0.6535,0.6976,0.0441,-1.7503,0.0801,0.3435,0.3934,0.0498,-4.5331,0.0,0.389,0.4416,0.0526,-5.0862,0.0,-0.0038,0.1868,0.0001,0.0
finbert_pca50,Logistic,BlackConcentration,1,180,0.6384,460,0.7044,0.6364,0.7353,0.0989,-1.0205,0.3075,0.4558,0.3903,-0.0655,1.3774,0.1684,0.4889,0.4413,-0.0476,1.087,0.2771,0.066,0.7347,0.3929,0.4848
finbert_pca50,Logistic,BlackConcentration,2,186,0.7112,554,0.652,0.6364,0.5357,-0.1006,0.8067,0.4199,0.2927,0.2972,0.0045,-0.1096,0.9127,0.3333,0.3213,-0.012,0.3033,0.7616,-0.0592,0.7347,0.9127,0.7616
finbert_pca50,Logistic,BlackConcentration,3,181,0.6982,661,0.708,0.625,0.6809,0.0559,-0.5192,0.6037,0.3758,0.381,0.0052,-0.1178,0.9062,0.4088,0.4236,0.0148,-0.3564,0.7215,0.0097,0.7683,0.9127,0.7616
finbert_pca50,Logistic,BlackConcentration,4,249,0.637,841,0.7348,0.6923,0.7087,0.0164,-0.1958,0.8447,0.4476,0.3627,-0.0849,2.2252,0.0261,0.4859,0.415,-0.071,1.986,0.047,0.0978,0.89,0.0912,0.1317
finbert_pca50,Logistic,BlackConcentration,5,293,0.7444,909,0.7629,0.6905,0.7068,0.0163,-0.2014,0.8404,0.3187,0.3402,0.0215,-0.6268,0.5308,0.372,0.3938,0.0218,-0.6666,0.5051,0.0186,0.89,0.7044,0.6507
finbert_pca50,Logistic,BlackConcentration,6,349,0.6839,1002,0.7055,0.7833,0.7917,0.0083,-0.1383,0.89,0.4844,0.4617,-0.0227,0.664,0.5067,0.5358,0.525,-0.0109,0.3502,0.7262,0.0216,0.89,0.7044,0.7616
finbert_pca50,Logistic,BlackConcentration,7,428,0.7068,1276,0.6959,0.7188,0.6178,-0.1009,1.4589,0.1446,0.3791,0.3484,-0.0307,1.0596,0.2893,0.4299,0.3887,-0.0412,1.5059,0.1321,-0.0109,0.506,0.5727,0.2642
finbert_pca50,Logistic,BlackConcentration,8,555,0.6688,1783,0.6802,0.7048,0.7746,0.0698,-1.4635,0.1433,0.4644,0.5164,0.0519,-1.9219,0.0546,0.5099,0.5665,0.0566,-2.3401,0.0193,0.0114,0.506,0.1529,0.0675
finbert_pca50,Logistic,BlackConcentration,9,1020,0.7002,2715,0.7009,0.6713,0.699,0.0277,-0.6181,0.5365,0.3843,0.3895,0.0052,-0.2703,0.7869,0.4245,0.4365,0.012,-0.6569,0.5112,0.0007,0.7683,0.9127,0.6507
finbert_pca50,Logistic,BlackConcentration,10,1012,0.6658,2694,0.7045,0.6187,0.6562,0.0375,-0.8071,0.4196,0.3551,0.3739,0.0188,-0.9796,0.3273,0.3913,0.4206,0.0293,-1.6121,0.1069,0.0387,0.7347,0.5727,0.2495
finbert_pca50,Logistic,BlackConcentration,11,1378,0.6959,3563,0.6869,0.7,0.6761,-0.0239,0.5811,0.5612,0.38,0.3898,0.0098,-0.5926,0.5535,0.4194,0.4322,0.0128,-0.8135,0.4159,-0.009,0.7683,0.7044,0.647
finbert_pca50,Logistic,BlackConcentration,12,1792,0.7109,4898,0.7029,0.678,0.707,0.029,-0.8932,0.3717,0.3809,0.4167,0.0358,-2.433,0.015,0.4247,0.4647,0.04,-2.9111,0.0036,-0.008,0.7347,0.0699,0.0168
finbert_pca50,Logistic,BlackConcentration,13,2170,0.69,5628,0.7051,0.6547,0.7169,0.0622,-2.0639,0.039,0.3698,0.4131,0.0432,-3.2222,0.0013,0.4101,0.4632,0.0531,-4.2238,0.0,0.0151,0.2732,0.0089,0.0002
finbert_pca50,Logistic,BlackConcentration,14,2684,0.6815,6570,0.7028,0.5825,0.6793,0.0968,-3.4626,0.0005,0.3275,0.3668,0.0393,-3.2965,0.001,0.3655,0.4169,0.0514,-4.5759,0.0,0.0212,0.0075,0.0089,0.0001
finbert_pca50,Logistic,SES_group,1,515,0.6807,214,0.6509,0.6974,0.7143,0.0169,-0.1812,0.8562,0.3895,0.4022,0.0127,-0.2935,0.7692,0.435,0.4533,0.0183,-0.4537,0.65,-0.0298,0.9221,0.7692,0.7
finbert_pca50,Logistic,SES_group,2,561,0.7107,263,0.6224,0.5769,0.5366,-0.0403,0.389,0.6973,0.277,0.3468,0.0698,-1.8979,0.0577,0.3048,0.3764,0.0716,-2.0416,0.0412,-0.0883,0.8135,0.0735,0.0577
finbert_pca50,Logistic,SES_group,3,606,0.7738,292,0.6864,0.6562,0.6552,-0.0011,0.0125,0.99,0.3432,0.4316,0.0885,-2.3423,0.0192,0.3762,0.476,0.0998,-2.8495,0.0044,-0.0874,0.99,0.0335,0.0068
finbert_pca50,Logistic,SES_group,4,814,0.6897,397,0.8024,0.6545,0.8036,0.149,-1.9903,0.0466,0.3693,0.349,-0.0203,0.6414,0.5213,0.4079,0.4131,0.0052,-0.1739,0.8619,0.1127,0.163,0.5614,0.8619
finbert_pca50,Logistic,SES_group,5,910,0.7232,430,0.7022,0.6418,0.6984,0.0566,-0.7824,0.434,0.3273,0.4169,0.0896,-2.9528,0.0031,0.3736,0.4581,0.0845,-2.947,0.0032,-0.021,0.5857,0.0063,0.0056
finbert_pca50,Logistic,SES_group,6,959,0.7194,507,0.6329,0.7701,0.7308,-0.0393,0.7385,0.4602,0.4459,0.5087,0.0628,-2.0548,0.0399,0.5047,0.5542,0.0495,-1.8064,0.0709,-0.0865,0.5857,0.0559,0.0902
finbert_pca50,Logistic,SES_group,7,1211,0.6897,676,0.7341,0.5731,0.7411,0.168,-2.878,0.004,0.3163,0.367,0.0507,-2.0544,0.0399,0.3526,0.429,0.0764,-3.2782,0.001,0.0443,0.0231,0.0559,0.0021
finbert_pca50,Logistic,SES_group,8,1715,0.6708,838,0.7155,0.7353,0.7938,0.0585,-1.3939,0.1634,0.4741,0.5015,0.0274,-1.1723,0.2411,0.5207,0.5573,0.0366,-1.7395,0.0819,0.0447,0.2635,0.2813,0.0956
finbert_pca50,Logistic,SES_group,9,2595,0.7203,1429,0.6894,0.6676,0.7212,0.0537,-1.3742,0.1694,0.3416,0.4389,0.0973,-5.6136,0.0,0.3884,0.4836,0.0951,-5.846,0.0,-0.0309,0.2635,0.0,0.0
finbert_pca50,Logistic,SES_group,10,2711,0.7002,1356,0.6985,0.6048,0.6794,0.0746,-1.7888,0.0737,0.3339,0.3932,0.0593,-3.4412,0.0006,0.3711,0.4373,0.0662,-4.0768,0.0,-0.0018,0.1719,0.0014,0.0001
finbert_pca50,Logistic,SES_group,11,3647,0.6989,1900,0.7193,0.6394,0.7356,0.0962,-2.8103,0.0049,0.3472,0.4106,0.0634,-4.2836,0.0,0.3883,0.4611,0.0728,-5.2246,0.0,0.0204,0.0231,0.0001,0.0
finbert_pca50,Logistic,SES_group,12,4705,0.7077,2608,0.7074,0.6778,0.7303,0.0525,-1.8825,0.0598,0.367,0.4166,0.0495,-3.8169,0.0001,0.4125,0.4701,0.0576,-4.7578,0.0,-0.0003,0.1673,0.0004,0.0
finbert_pca50,Logistic,SES_group,13,5686,0.6844,3003,0.706,0.6416,0.7233,0.0817,-3.0928,0.002,0.3745,0.4257,0.0512,-4.258,0.0,0.4138,0.4759,0.062,-5.5466,0.0,0.0216,0.0231,0.0001,0.0
finbert_pca50,Logistic,SES_group,14,6707,0.705,3399,0.701,0.6484,0.6846,0.0362,-1.4284,0.1532,0.3348,0.3836,0.0488,-4.4627,0.0,0.3808,0.4313,0.0505,-4.9012,0.0,-0.004,0.2635,0.0001,0.0
finbert_pca50,XGBoost,BlackConcentration,1,180,0.6368,460,0.6589,0.3939,0.3529,-0.041,0.4011,0.6884,0.2381,0.2423,0.0043,-0.1028,0.9182,0.2667,0.2587,-0.008,0.2065,0.8364,0.0221,0.7413,0.9724,0.9467
finbert_pca50,XGBoost,BlackConcentration,2,186,0.6829,554,0.6411,0.5,0.3036,-0.1964,1.6274,0.1037,0.2317,0.1908,-0.0409,1.135,0.2564,0.2634,0.2022,-0.0613,1.7525,0.0797,-0.0419,0.6179,0.6291,0.3719
finbert_pca50,XGBoost,BlackConcentration,3,181,0.6656,661,0.6991,0.5,0.5532,0.0532,-0.4668,0.6406,0.2548,0.2787,0.0239,-0.5941,0.5524,0.2873,0.3177,0.0304,-0.7829,0.4337,0.0335,0.7413,0.7734,0.8302
finbert_pca50,XGBoost,BlackConcentration,4,249,0.6556,841,0.695,0.5128,0.5827,0.0699,-0.77,0.4413,0.3571,0.3165,-0.0406,1.104,0.2696,0.3815,0.3567,-0.0248,0.7153,0.4744,0.0395,0.6179,0.6291,0.8302
finbert_pca50,XGBoost,BlackConcentration,5,293,0.7315,909,0.7563,0.5238,0.6316,0.1078,-1.2459,0.2128,0.2829,0.2577,-0.0251,0.7854,0.4322,0.3174,0.3124,-0.005,0.1596,0.8732,0.0247,0.6179,0.7734,0.9467
finbert_pca50,XGBoost,BlackConcentration,6,349,0.6947,1002,0.7038,0.7333,0.7188,-0.0146,0.2201,0.8258,0.4187,0.3975,-0.0212,0.6294,0.5291,0.4728,0.4591,-0.0137,0.442,0.6585,0.0091,0.8258,0.7734,0.9219
finbert_pca50,XGBoost,BlackConcentration,7,428,0.69,1276,0.6926,0.6094,0.5393,-0.0701,0.9771,0.3285,0.3159,0.2793,-0.0367,1.3363,0.1814,0.3598,0.3182,-0.0416,1.5867,0.1126,0.0026,0.6179,0.6291,0.394
finbert_pca50,XGBoost,BlackConcentration,8,555,0.6771,1783,0.6878,0.6571,0.7168,0.0596,-1.1709,0.2416,0.4444,0.4454,0.0009,-0.0346,0.9724,0.4847,0.498,0.0134,-0.5494,0.5827,0.0107,0.6179,0.9724,0.9064
finbert_pca50,XGBoost,BlackConcentration,9,1020,0.6928,2715,0.7066,0.6224,0.665,0.0427,-0.9243,0.3554,0.3808,0.3678,-0.0131,0.6813,0.4957,0.4147,0.4129,-0.0018,0.1003,0.9201,0.0138,0.6179,0.7734,0.9467
finbert_pca50,XGBoost,BlackConcentration,10,1012,0.6783,2694,0.7028,0.5755,0.6225,0.0469,-0.9909,0.3217,0.3219,0.3264,0.0045,-0.2403,0.8101,0.3567,0.3753,0.0186,-1.0425,0.2972,0.0244,0.6179,0.9724,0.6934
finbert_pca50,XGBoost,BlackConcentration,11,1378,0.6882,3563,0.6909,0.6353,0.6098,-0.0254,0.5933,0.553,0.3535,0.3509,-0.0026,0.1583,0.8743,0.3882,0.3893,0.001,-0.0669,0.9467,0.0027,0.7038,0.9724,0.9467
finbert_pca50,XGBoost,BlackConcentration,12,1792,0.7077,4898,0.7035,0.7197,0.6848,-0.0349,1.0679,0.2856,0.3776,0.3994,0.0217,-1.4847,0.1376,0.428,0.4465,0.0185,-1.3491,0.1773,-0.0043,0.6179,0.6291,0.4964
finbert_pca50,XGBoost,BlackConcentration,13,2170,0.6913,5628,0.7035,0.671,0.6964,0.0254,-0.8356,0.4034,0.3827,0.4129,0.0301,-2.243,0.0249,0.4235,0.4597,0.0362,-2.877,0.004,0.0122,0.6179,0.3485,0.0281
finbert_pca50,XGBoost,BlackConcentration,14,2684,0.6874,6570,0.7085,0.5925,0.6736,0.0811,-2.8987,0.0037,0.3437,0.3649,0.0212,-1.78,0.0751,0.3808,0.4145,0.0337,-2.9958,0.0027,0.0211,0.0525,0.5255,0.0281
finbert_pca50,XGBoost,SES_group,1,515,0.6722,214,0.6065,0.4211,0.4286,0.0075,-0.0745,0.9406,0.2278,0.2682,0.0404,-1.0666,0.2862,0.2563,0.2944,0.0381,-1.0578,0.2901,-0.0657,0.9406,0.3339,0.3247
finbert_pca50,XGBoost,SES_group,2,561,0.7224,263,0.5923,0.4231,0.4146,-0.0084,0.0819,0.9347,0.1866,0.2477,0.0611,-1.8813,0.0599,0.2086,0.2738,0.0652,-2.0754,0.0379,-0.1301,0.9406,0.0932,0.0664
finbert_pca50,XGBoost,SES_group,3,606,0.7646,292,0.6339,0.6094,0.4828,-0.1266,1.4036,0.1604,0.2306,0.2949,0.0642,-1.8968,0.0579,0.2706,0.3322,0.0616,-1.9033,0.057,-0.1307,0.3209,0.0932,0.0798
finbert_pca50,XGBoost,SES_group,4,814,0.6463,397,0.7836,0.4727,0.6786,0.2058,-2.5168,0.0118,0.3196,0.3138,-0.0058,0.1894,0.8497,0.3403,0.3652,0.0249,-0.8552,0.3925,0.1372,0.1658,0.8497,0.3925
finbert_pca50,XGBoost,SES_group,5,910,0.7068,430,0.7222,0.5522,0.6032,0.0509,-0.6732,0.5008,0.2693,0.3243,0.0549,-1.9165,0.0553,0.311,0.3651,0.0541,-1.9696,0.0489,0.0154,0.6374,0.0932,0.076
finbert_pca50,XGBoost,SES_group,6,959,0.7169,507,0.6332,0.7241,0.7019,-0.0222,0.3974,0.6911,0.3885,0.4392,0.0507,-1.6839,0.0922,0.4494,0.4931,0.0437,-1.5946,0.1108,-0.0838,0.8063,0.1291,0.141
finbert_pca50,XGBoost,SES_group,7,1211,0.6856,676,0.7102,0.5146,0.625,0.1104,-1.8286,0.0675,0.2596,0.2961,0.0365,-1.5671,0.1171,0.2956,0.3506,0.055,-2.4641,0.0137,0.0246,0.2322,0.149,0.0275
finbert_pca50,XGBoost,SES_group,8,1715,0.6701,838,0.7124,0.6797,0.7312,0.0515,-1.1494,0.2504,0.4287,0.4395,0.0109,-0.4688,0.6392,0.4735,0.4952,0.0218,-1.0332,0.3015,0.0423,0.3895,0.6884,0.3247
finbert_pca50,XGBoost,SES_group,9,2595,0.7183,1429,0.6998,0.6408,0.677,0.0362,-0.904,0.366,0.3339,0.4023,0.0684,-3.9856,0.0001,0.378,0.4458,0.0677,-4.1934,0.0,-0.0185,0.5124,0.0003,0.0001
finbert_pca50,XGBoost,SES_group,10,2711,0.704,1356,0.6994,0.578,0.6316,0.0536,-1.2647,0.206,0.2817,0.3444,0.0626,-3.7832,0.0002,0.3224,0.3886,0.0663,-4.1917,0.0,-0.0046,0.3604,0.0005,0.0001
finbert_pca50,XGBoost,SES_group,11,3647,0.6929,1900,0.7171,0.5926,0.6542,0.0616,-1.7339,0.0829,0.3226,0.3707,0.0481,-3.3125,0.0009,0.3606,0.4147,0.0542,-3.946,0.0001,0.0241,0.2322,0.0022,0.0002
finbert_pca50,XGBoost,SES_group,12,4705,0.7081,2608,0.7028,0.6691,0.7101,0.041,-1.4525,0.1464,0.3571,0.4045,0.0475,-3.6782,0.0002,0.4028,0.4567,0.0539,-4.4712,0.0,-0.0053,0.3209,0.0007,0.0
finbert_pca50,XGBoost,SES_group,13,5686,0.6878,3003,0.7031,0.6511,0.7036,0.0524,-1.9812,0.0476,0.3743,0.4237,0.0494,-4.1102,0.0,0.4151,0.4709,0.0558,-4.9911,0.0,0.0153,0.2322,0.0003,0.0
finbert_pca50,XGBoost,SES_group,14,6707,0.7109,3399,0.706,0.6402,0.6865,0.0462,-1.8161,0.0693,0.3344,0.3801,0.0456,-4.1787,0.0,0.3793,0.4287,0.0494,-4.7928,0.0,-0.0049,0.2322,0.0003,0.0
