representation,model,grouping,fold,n_Low,AUC_Low,n_High,AUC_High,TPR_Low,TPR_High,gap_TPR,z_TPR,p_TPR,FPR_Low,FPR_High,gap_FPR,z_FPR,p_FPR,PPR_Low,PPR_High,gap_PPR,z_PPR,p_PPR,gap_AUC,q_TPR,q_FPR,q_PPR
tfidf_full,Logistic,BlackConcentration,13,2170,0.6875,5628,0.7033,0.6384,0.7094,0.0709,-2.3332,0.0196,0.3666,0.4182,0.0516,-3.8387,0.0001,0.4051,0.4662,0.0612,-4.8668,0.0,0.0158,0.1364,0.0017,0.0
tfidf_full,Logistic,BlackConcentration,14,2684,0.6855,6570,0.7032,0.5825,0.6689,0.0864,-3.0741,0.0021,0.3201,0.362,0.042,-3.5383,0.0004,0.3592,0.4113,0.0521,-4.6498,0.0,0.0178,0.0296,0.0028,0.0
tfidf_full,Logistic,SES_group,1,515,0.6744,214,0.6589,0.6447,0.6857,0.041,-0.4228,0.6725,0.3736,0.4022,0.0287,-0.6651,0.506,0.4136,0.4486,0.035,-0.871,0.3838,-0.0155,0.8306,0.5449,0.3838
tfidf_full,Logistic,SES_group,2,561,0.7132,263,0.6482,0.5769,0.561,-0.0159,0.1542,0.8774,0.277,0.3468,0.0698,-1.8979,0.0577,0.3048,0.3802,0.0754,-2.148,0.0317,-0.065,0.8774,0.0808,0.044
tfidf_full,Logistic,SES_group,3,606,0.7804,292,0.6757,0.75,0.6724,-0.0776,0.9462,0.3441,0.31,0.4402,0.1302,-3.4918,0.0005,0.3564,0.4863,0.1299,-3.7232,0.0002,-0.1046,0.4817,0.001,0.0004
tfidf_full,Logistic,SES_group,4,814,0.6783,397,0.7991,0.6,0.8214,0.2214,-2.8792,0.004,0.3594,0.3548,-0.0045,0.1434,0.886,0.3919,0.4207,0.0288,-0.9586,0.3378,0.1208,0.014,0.886,0.3638
tfidf_full,Logistic,SES_group,5,910,0.7237,430,0.7025,0.6642,0.6825,0.0184,-0.2556,0.7982,0.3106,0.3815,0.0709,-2.3742,0.0176,0.3626,0.4256,0.0629,-2.2128,0.0269,-0.0213,0.8596,0.0308,0.0419
tfidf_full,Logistic,SES_group,6,959,0.7155,507,0.6226,0.7414,0.7212,-0.0202,0.3692,0.712,0.4395,0.5087,0.0692,-2.2645,0.0235,0.4943,0.5523,0.058,-2.1135,0.0346,-0.0929,0.8306,0.0366,0.044
tfidf_full,Logistic,SES_group,7,1211,0.6926,676,0.7376,0.5789,0.75,0.1711,-2.9438,0.0032,0.3135,0.3582,0.0447,-1.8188,0.0689,0.3509,0.4231,0.0721,-3.1002,0.0019,0.045,0.014,0.0877,0.0034
tfidf_full,Logistic,SES_group,8,1715,0.6781,838,0.7172,0.7418,0.7875,0.0457,-1.0922,0.2747,0.4755,0.4985,0.023,-0.9852,0.3245,0.523,0.5537,0.0307,-1.4584,0.1447,0.0391,0.4274,0.3786,0.1688
tfidf_full,Logistic,SES_group,9,2595,0.7154,1429,0.692,0.6461,0.7035,0.0574,-1.4464,0.1481,0.3321,0.4239,0.0918,-5.3293,0.0,0.3773,0.4682,0.0909,-5.6112,0.0,-0.0234,0.2591,0.0,0.0
tfidf_full,Logistic,SES_group,10,2711,0.7012,1356,0.7016,0.6075,0.6746,0.0671,-1.6096,0.1075,0.3228,0.3949,0.0722,-4.2065,0.0,0.3619,0.4381,0.0762,-4.7026,0.0,0.0004,0.215,0.0001,0.0
tfidf_full,Logistic,SES_group,11,3647,0.6994,1900,0.7227,0.6335,0.739,0.1055,-3.0741,0.0021,0.344,0.405,0.061,-4.1299,0.0,0.3847,0.4568,0.0721,-5.1854,0.0,0.0234,0.014,0.0001,0.0
tfidf_full,Logistic,SES_group,12,4705,0.7036,2608,0.7088,0.6705,0.7303,0.0598,-2.1338,0.0329,0.3725,0.423,0.0505,-3.8827,0.0001,0.4162,0.4755,0.0593,-4.8974,0.0,0.0052,0.092,0.0002,0.0
tfidf_full,Logistic,SES_group,13,5686,0.6855,3003,0.7085,0.638,0.7332,0.0952,-3.6065,0.0003,0.372,0.4313,0.0593,-4.9295,0.0,0.4112,0.4822,0.071,-6.3474,0.0,0.023,0.0043,0.0,0.0
tfidf_full,Logistic,SES_group,14,6707,0.706,3399,0.7055,0.6443,0.6865,0.0421,-1.6594,0.097,0.3264,0.3773,0.0509,-4.6785,0.0,0.373,0.4263,0.0533,-5.1839,0.0,-0.0006,0.215,0.0,0.0
tfidf_full,RandomForest,BlackConcentration,1,180,0.6079,460,0.6716,0.4545,0.6471,0.1925,-1.8411,0.0656,0.4014,0.4158,0.0145,-0.3037,0.7614,0.4111,0.45,0.0389,-0.8913,0.3728,0.0637,0.3062,0.952,0.5789
tfidf_full,RandomForest,BlackConcentration,2,186,0.7173,554,0.6554,0.6364,0.5536,-0.0828,0.666,0.5054,0.2744,0.3313,0.0569,-1.3588,0.1742,0.3172,0.3538,0.0366,-0.9085,0.3636,-0.0619,0.8242,0.6386,0.5789
tfidf_full,RandomForest,BlackConcentration,3,181,0.6913,661,0.6957,0.5417,0.5851,0.0434,-0.3844,0.7007,0.3312,0.328,-0.0032,0.0748,0.9404,0.3591,0.3646,0.0055,-0.1359,0.8919,0.0043,0.8242,0.952,0.8919
tfidf_full,RandomForest,BlackConcentration,4,249,0.6451,841,0.7062,0.6923,0.6693,-0.023,0.2684,0.7884,0.3667,0.3389,-0.0277,0.743,0.4575,0.4177,0.3888,-0.0288,0.8178,0.4135,0.0611,0.8242,0.915,0.5789
tfidf_full,RandomForest,BlackConcentration,5,293,0.7195,909,0.7415,0.4524,0.5564,0.104,-1.1776,0.239,0.239,0.232,-0.0071,0.2306,0.8176,0.2696,0.2794,0.0098,-0.3261,0.7444,0.022,0.6691,0.952,0.8537
tfidf_full,RandomForest,BlackConcentration,6,349,0.6993,1002,0.6832,0.6667,0.651,-0.0156,0.2222,0.8242,0.3391,0.3691,0.03,-0.9126,0.3615,0.3954,0.4232,0.0277,-0.9054,0.3652,-0.0161,0.8242,0.915,0.5789
tfidf_full,RandomForest,BlackConcentration,7,428,0.7093,1276,0.6729,0.5938,0.5236,-0.0702,0.9753,0.3294,0.283,0.2608,-0.0221,0.8267,0.4084,0.3294,0.3002,-0.0293,1.136,0.256,-0.0365,0.7687,0.915,0.5789
tfidf_full,RandomForest,BlackConcentration,8,555,0.6806,1783,0.665,0.6952,0.7312,0.036,-0.7214,0.4707,0.4644,0.501,0.0366,-1.3552,0.1754,0.5081,0.5457,0.0376,-1.5514,0.1208,-0.0156,0.8242,0.6386,0.3954
tfidf_full,RandomForest,BlackConcentration,9,1020,0.7055,2715,0.6981,0.7273,0.7524,0.0252,-0.5953,0.5516,0.4595,0.4581,-0.0014,0.072,0.9426,0.4971,0.5028,0.0057,-0.3106,0.7561,-0.0074,0.8242,0.952,0.8537
tfidf_full,RandomForest,BlackConcentration,10,1012,0.6648,2694,0.6998,0.5683,0.6607,0.0923,-1.978,0.0479,0.3597,0.3664,0.0067,-0.3494,0.7268,0.3883,0.415,0.0267,-1.4713,0.1412,0.035,0.3062,0.952,0.3954
tfidf_full,RandomForest,BlackConcentration,11,1378,0.6733,3563,0.6756,0.6647,0.642,-0.0227,0.5379,0.5906,0.3974,0.3984,0.001,-0.0601,0.952,0.4303,0.4345,0.0041,-0.2628,0.7927,0.0023,0.8242,0.952,0.8537
tfidf_full,RandomForest,BlackConcentration,12,1792,0.6938,4898,0.6827,0.7121,0.7009,-0.0113,0.3478,0.728,0.411,0.4409,0.0299,-2.0157,0.0438,0.4554,0.4839,0.0285,-2.068,0.0386,-0.0111,0.8242,0.6137,0.2705
tfidf_full,RandomForest,BlackConcentration,13,2170,0.6719,5628,0.6885,0.6482,0.6911,0.0429,-1.3961,0.1627,0.4063,0.4243,0.018,-1.3333,0.1824,0.4406,0.4684,0.0278,-2.2087,0.0272,0.0166,0.5694,0.6386,0.2705
tfidf_full,RandomForest,BlackConcentration,14,2684,0.6738,6570,0.703,0.61,0.6812,0.0712,-2.5629,0.0104,0.3708,0.3784,0.0075,-0.6233,0.5331,0.4065,0.4269,0.0205,-1.8088,0.0705,0.0293,0.1453,0.9329,0.3289
tfidf_full,RandomForest,SES_group,1,515,0.6479,214,0.6235,0.5789,0.6286,0.0496,-0.4948,0.6208,0.4032,0.4246,0.0214,-0.4906,0.6237,0.4291,0.4579,0.0288,-0.7142,0.4751,-0.0244,0.8691,0.7277,0.5543
tfidf_full,RandomForest,SES_group,2,561,0.7079,263,0.6471,0.6154,0.5854,-0.03,0.2937,0.769,0.3477,0.3333,-0.0144,0.3772,0.706,0.3725,0.3726,0.0001,-0.0021,0.9984,-0.0608,0.9654,0.7603,0.9984
tfidf_full,RandomForest,SES_group,3,606,0.7679,292,0.6348,0.7031,0.5345,-0.1686,1.9194,0.0549,0.2915,0.3803,0.0888,-2.4379,0.0148,0.335,0.411,0.076,-2.2223,0.0263,-0.133,0.1923,0.0414,0.0525
tfidf_full,RandomForest,SES_group,4,814,0.6764,397,0.787,0.6364,0.7679,0.1315,-1.7182,0.0858,0.3537,0.2845,-0.0692,2.2298,0.0258,0.3919,0.3526,-0.0392,1.3215,0.1863,0.1106,0.2401,0.0601,0.2371
tfidf_full,RandomForest,SES_group,5,910,0.7082,430,0.7033,0.4776,0.5714,0.0938,-1.2284,0.2193,0.2436,0.2861,0.0425,-1.5365,0.1244,0.278,0.3279,0.0499,-1.871,0.0613,-0.0049,0.4386,0.1935,0.0954
tfidf_full,RandomForest,SES_group,6,959,0.708,507,0.6235,0.6609,0.6635,0.0025,-0.0434,0.9654,0.3465,0.4045,0.058,-1.9636,0.0496,0.4035,0.4576,0.054,-1.9929,0.0463,-0.0844,0.9654,0.0868,0.081
tfidf_full,RandomForest,SES_group,7,1211,0.673,676,0.6877,0.5205,0.5268,0.0063,-0.1041,0.9171,0.2596,0.2642,0.0046,-0.1989,0.8423,0.2964,0.3077,0.0112,-0.5108,0.6095,0.0146,0.9654,0.8423,0.6564
tfidf_full,RandomForest,SES_group,8,1715,0.674,838,0.6928,0.7484,0.7125,-0.0359,0.8341,0.4042,0.4982,0.4676,-0.0307,1.3129,0.1892,0.5429,0.5143,-0.0285,1.3572,0.1747,0.0189,0.6288,0.2649,0.2371
tfidf_full,RandomForest,SES_group,9,2595,0.7038,1429,0.6915,0.7399,0.7434,0.0034,-0.0925,0.9263,0.4437,0.4821,0.0384,-2.1525,0.0314,0.4863,0.5234,0.0371,-2.2539,0.0242,-0.0123,0.9654,0.0627,0.0525
tfidf_full,RandomForest,SES_group,10,2711,0.6844,1356,0.7158,0.5887,0.7177,0.129,-3.0997,0.0019,0.3326,0.3758,0.0431,-2.5146,0.0119,0.3678,0.4285,0.0607,-3.7453,0.0002,0.0314,0.0271,0.0414,0.0007
tfidf_full,RandomForest,SES_group,11,3647,0.6831,1900,0.711,0.6316,0.7017,0.0701,-2.0216,0.0432,0.3564,0.4081,0.0517,-3.4803,0.0005,0.3951,0.4537,0.0586,-4.2007,0.0,0.028,0.1923,0.0035,0.0002
tfidf_full,RandomForest,SES_group,12,4705,0.6843,2608,0.6999,0.6763,0.7326,0.0562,-2.015,0.0439,0.4124,0.4258,0.0134,-1.0225,0.3065,0.451,0.4781,0.0271,-2.2299,0.0258,0.0156,0.1923,0.3901,0.0525
tfidf_full,RandomForest,SES_group,13,5686,0.6718,3003,0.6819,0.6476,0.6838,0.0362,-1.3599,0.1739,0.3943,0.4305,0.0362,-2.9927,0.0028,0.4316,0.4732,0.0416,-3.7106,0.0002,0.0101,0.4057,0.0129,0.0007
tfidf_full,RandomForest,SES_group,14,6707,0.7007,3399,0.6988,0.6596,0.6846,0.025,-0.9929,0.3208,0.3563,0.4031,0.0469,-4.2345,0.0,0.4008,0.4478,0.047,-4.5283,0.0,-0.0019,0.5613,0.0003,0.0001
tfidf_full,XGBoost,BlackConcentration,1,180,0.5908,460,0.6923,0.4242,0.6176,0.1934,-1.8342,0.0666,0.3673,0.3571,-0.0102,0.2198,0.826,0.3778,0.3957,0.0179,-0.4167,0.6769,0.1015,0.4664,0.9637,0.8762
tfidf_full,XGBoost,BlackConcentration,2,186,0.7323,554,0.6564,0.6364,0.4643,-0.1721,1.3682,0.1712,0.2622,0.2731,0.0109,-0.2725,0.7852,0.3065,0.2924,-0.014,0.3628,0.7168,-0.0759,0.6141,0.9637,0.8762
tfidf_full,XGBoost,BlackConcentration,3,181,0.7099,661,0.6929,0.5417,0.4681,-0.0736,0.6438,0.5197,0.2739,0.2698,-0.004,0.1009,0.9196,0.3094,0.298,-0.0114,0.2953,0.7677,-0.0171,0.8084,0.9666,0.8762
tfidf_full,XGBoost,BlackConcentration,4,249,0.6486,841,0.728,0.6923,0.685,-0.0073,0.0856,0.9318,0.4524,0.3725,-0.0798,2.0843,0.0371,0.49,0.4197,-0.0702,1.9629,0.0497,0.0794,0.9318,0.3107,0.2317
tfidf_full,XGBoost,BlackConcentration,5,293,0.7223,909,0.7554,0.6429,0.7218,0.0789,-0.976,0.3291,0.3347,0.308,-0.0267,0.7911,0.4289,0.3788,0.3685,-0.0103,0.3175,0.7509,0.0332,0.7224,0.7174,0.8762
tfidf_full,XGBoost,BlackConcentration,6,349,0.6999,1002,0.6872,0.7833,0.724,-0.0594,0.9131,0.3612,0.4983,0.4716,-0.0267,0.779,0.436,0.5473,0.52,-0.0273,0.8803,0.3787,-0.0126,0.7224,0.7174,0.8762
tfidf_full,XGBoost,BlackConcentration,7,428,0.7015,1276,0.6969,0.6719,0.6492,-0.0227,0.33,0.7414,0.3681,0.3217,-0.0465,1.6276,0.1036,0.4136,0.3707,-0.0429,1.5797,0.1142,-0.0046,0.9318,0.3627,0.3996
tfidf_full,XGBoost,BlackConcentration,8,555,0.6705,1783,0.6768,0.7238,0.7312,0.0074,-0.1496,0.8811,0.4422,0.4753,0.0331,-1.2271,0.2198,0.4955,0.525,0.0295,-1.2131,0.2251,0.0063,0.9318,0.5128,0.6303
tfidf_full,XGBoost,BlackConcentration,9,1020,0.7158,2715,0.7081,0.7762,0.7476,-0.0287,0.6863,0.4925,0.4664,0.4533,-0.013,0.6598,0.5094,0.5098,0.498,-0.0118,0.6442,0.5194,-0.0078,0.8084,0.7174,0.8762
tfidf_full,XGBoost,BlackConcentration,10,1012,0.6706,2694,0.7039,0.6187,0.6652,0.0465,-1.0053,0.3147,0.3998,0.3682,-0.0316,1.6355,0.1019,0.4298,0.4172,-0.0126,0.6933,0.4881,0.0333,0.7224,0.3627,0.8762
tfidf_full,XGBoost,BlackConcentration,11,1378,0.6824,3563,0.6812,0.6706,0.6742,0.0037,-0.0884,0.9296,0.4156,0.4046,-0.011,0.655,0.5125,0.447,0.4446,-0.0025,0.1557,0.8762,-0.0012,0.9318,0.7174,0.8762
tfidf_full,XGBoost,BlackConcentration,12,1792,0.7035,4898,0.7003,0.7462,0.7293,-0.0169,0.5398,0.5893,0.4332,0.4326,-0.0006,0.0419,0.9666,0.4794,0.4816,0.0023,-0.1647,0.8691,-0.0032,0.8251,0.9666,0.8762
tfidf_full,XGBoost,BlackConcentration,13,2170,0.6837,5628,0.7045,0.6808,0.7212,0.0404,-1.3549,0.1755,0.3972,0.4243,0.0271,-2.0105,0.0444,0.4373,0.4733,0.036,-2.8587,0.0043,0.0208,0.6141,0.3107,0.0596
tfidf_full,XGBoost,BlackConcentration,14,2684,0.6863,6570,0.7067,0.63,0.6983,0.0683,-2.4919,0.0127,0.3717,0.3871,0.0153,-1.2685,0.2046,0.4102,0.437,0.0268,-2.3616,0.0182,0.0204,0.1779,0.5128,0.1274
tfidf_full,XGBoost,SES_group,1,515,0.6632,214,0.6702,0.5658,0.6286,0.0628,-0.6239,0.5327,0.3257,0.419,0.0933,-2.2007,0.0278,0.3612,0.4533,0.0921,-2.3238,0.0201,0.0071,0.6646,0.0555,0.0352
tfidf_full,XGBoost,SES_group,2,561,0.7446,263,0.6437,0.5577,0.561,0.0033,-0.0317,0.9747,0.2692,0.3243,0.0552,-1.518,0.129,0.2959,0.3612,0.0653,-1.8788,0.0603,-0.1009,0.9747,0.1642,0.0844
tfidf_full,XGBoost,SES_group,3,606,0.7497,292,0.6395,0.5156,0.5345,0.0189,-0.2083,0.835,0.2399,0.2991,0.0593,-1.7331,0.0831,0.269,0.3459,0.0769,-2.3699,0.0178,-0.1102,0.8992,0.1163,0.0352
tfidf_full,XGBoost,SES_group,4,814,0.689,397,0.8158,0.6364,0.8393,0.2029,-2.7101,0.0067,0.3707,0.3519,-0.0188,0.593,0.5532,0.4066,0.4207,0.014,-0.4655,0.6416,0.1268,0.0942,0.5957,0.6759
tfidf_full,XGBoost,SES_group,5,910,0.722,430,0.7195,0.6194,0.7143,0.0949,-1.302,0.1929,0.3286,0.3842,0.0556,-1.844,0.0652,0.3714,0.4326,0.0611,-2.1407,0.0323,-0.0025,0.428,0.1141,0.0502
tfidf_full,XGBoost,SES_group,6,959,0.7029,507,0.6249,0.7471,0.7115,-0.0356,0.6497,0.5159,0.4713,0.5261,0.0547,-1.7862,0.0741,0.5214,0.5641,0.0427,-1.5603,0.1187,-0.078,0.6646,0.1152,0.1511
tfidf_full,XGBoost,SES_group,7,1211,0.6903,676,0.7021,0.6199,0.6875,0.0676,-1.1637,0.2446,0.3163,0.3316,0.0152,-0.6228,0.5334,0.3592,0.3905,0.0313,-1.3511,0.1767,0.0118,0.428,0.5957,0.2061
tfidf_full,XGBoost,SES_group,8,1715,0.6803,838,0.6937,0.7255,0.75,0.0245,-0.5685,0.5697,0.4592,0.4602,0.001,-0.0423,0.9662,0.5067,0.5155,0.0088,-0.418,0.6759,0.0134,0.6646,0.9662,0.6759
tfidf_full,XGBoost,SES_group,9,2595,0.7231,1429,0.7083,0.7399,0.7832,0.0432,-1.1947,0.2322,0.4203,0.4988,0.0784,-4.4051,0.0,0.4663,0.5437,0.0775,-4.703,0.0,-0.0149,0.428,0.0,0.0
tfidf_full,XGBoost,SES_group,10,2711,0.6954,1356,0.7042,0.6371,0.6938,0.0567,-1.3817,0.167,0.3356,0.3949,0.0593,-3.4393,0.0006,0.377,0.441,0.064,-3.9316,0.0001,0.0088,0.428,0.002,0.0003
tfidf_full,XGBoost,SES_group,11,3647,0.6918,1900,0.7179,0.6569,0.7288,0.0719,-2.1148,0.0344,0.3679,0.4349,0.067,-4.4734,0.0,0.4086,0.4805,0.072,-5.1335,0.0,0.0261,0.1979,0.0,0.0
tfidf_full,XGBoost,SES_group,12,4705,0.7031,2608,0.7064,0.7199,0.7483,0.0284,-1.0543,0.2918,0.3999,0.4383,0.0384,-2.9223,0.0035,0.4468,0.4912,0.0444,-3.6495,0.0003,0.0033,0.4538,0.0097,0.0006
tfidf_full,XGBoost,SES_group,13,5686,0.6856,3003,0.6999,0.6691,0.7095,0.0404,-1.5447,0.1224,0.3902,0.4241,0.0339,-2.8095,0.005,0.4312,0.4722,0.041,-3.6533,0.0003,0.0143,0.428,0.0116,0.0006
tfidf_full,XGBoost,SES_group,14,6707,0.7063,3399,0.7055,0.6636,0.7143,0.0507,-2.0296,0.0424,0.3544,0.4157,0.0614,-5.5367,0.0,0.3997,0.4631,0.0633,-6.0937,0.0,-0.0008,0.1979,0.0,0.0
finbert_pca50,Logistic,BlackConcentration,1,180,0.6329,460,0.7018,0.6061,0.7206,0.1145,-1.1603,0.2459,0.4286,0.3852,-0.0434,0.9165,0.3594,0.4611,0.4348,-0.0263,0.603,0.5465,0.0689,0.6886,0.6376,0.7651
finbert_pca50,Logistic,BlackConcentration,2,186,0.7104,554,0.6515,0.6364,0.5357,-0.1006,0.8067,0.4199,0.2927,0.2972,0.0045,-0.1096,0.9127,0.3333,0.3213,-0.012,0.3033,0.7616,-0.0589,0.7347,0.9127,0.8202
finbert_pca50,Logistic,BlackConcentration,3,181,0.6959,661,0.7076,0.6667,0.6809,0.0142,-0.1327,0.8944,0.3822,0.3915,0.0094,-0.213,0.8313,0.4199,0.4327,0.0128,-0.3079,0.7581,0.0117,0.9943,0.9127,0.8202
finbert_pca50,Logistic,BlackConcentration,4,249,0.6399,841,0.7323,0.6923,0.6929,0.0006,-0.0072,0.9943,0.4143,0.3543,-0.0599,1.5834,0.1133,0.4578,0.4055,-0.0524,1.4717,0.1411,0.0924,0.9943,0.3173,0.3292
finbert_pca50,Logistic,BlackConcentration,5,293,0.7455,909,0.7617,0.6905,0.6917,0.0013,-0.0153,0.9878,0.3267,0.3312,0.0045,-0.1316,0.8953,0.3788,0.3839,0.0051,-0.1562,0.8759,0.0162,0.9943,0.9127,0.8759
finbert_pca50,Logistic,BlackConcentration,6,349,0.6847,1002,0.7062,0.7667,0.7812,0.0146,-0.2372,0.8125,0.4775,0.4494,-0.0281,0.8241,0.4099,0.5272,0.513,-0.0142,0.4587,0.6465,0.0215,0.9943,0.6376,0.8202
finbert_pca50,Logistic,BlackConcentration,7,428,0.7068,1276,0.6952,0.6875,0.6021,-0.0854,1.2205,0.2223,0.3654,0.3401,-0.0253,0.8775,0.3802,0.4136,0.3793,-0.0342,1.258,0.2084,-0.0116,0.6886,0.6376,0.4168
finbert_pca50,Logistic,BlackConcentration,8,555,0.6691,1783,0.68,0.7048,0.7688,0.064,-1.334,0.1822,0.4644,0.517,0.0526,-1.9477,0.0515,0.5099,0.5659,0.056,-2.3166,0.0205,0.0109,0.6886,0.1801,0.0718
finbert_pca50,Logistic,BlackConcentration,9,1020,0.7002,2715,0.7009,0.6713,0.699,0.0277,-0.6181,0.5365,0.3843,0.3895,0.0052,-0.2703,0.7869,0.4245,0.4365,0.012,-0.6569,0.5112,0.0007,0.7857,0.9127,0.7651
finbert_pca50,Logistic,BlackConcentration,10,1012,0.6658,2694,0.7045,0.6187,0.6562,0.0375,-0.8071,0.4196,0.3551,0.3739,0.0188,-0.9796,0.3273,0.3913,0.4206,0.0293,-1.6121,0.1069,0.0387,0.7347,0.6376,0.2995
finbert_pca50,Logistic,BlackConcentration,11,1378,0.6959,3563,0.6869,0.7,0.6761,-0.0239,0.5811,0.5612,0.38,0.3898,0.0098,-0.5926,0.5535,0.4194,0.4322,0.0128,-0.8135,0.4159,-0.009,0.7857,0.7748,0.7279
finbert_pca50,Logistic,BlackConcentration,12,1792,0.7109,4898,0.7029,0.678,0.707,0.029,-0.8932,0.3717,0.3809,0.4167,0.0358,-2.433,0.015,0.4247,0.4647,0.04,-2.9111,0.0036,-0.008,0.7347,0.0699,0.0168
finbert_pca50,Logistic,BlackConcentration,13,2170,0.69,5628,0.7051,0.6547,0.7169,0.0622,-2.0639,0.039,0.3698,0.4129,0.043,-3.2066,0.0013,0.4101,0.463,0.0529,-4.2098,0.0,0.0151,0.2732,0.0094,0.0002
finbert_pca50,Logistic,BlackConcentration,14,2684,0.6815,6570,0.7027,0.5825,0.6793,0.0968,-3.4626,0.0005,0.3275,0.3668,0.0393,-3.2965,0.001,0.3655,0.4169,0.0514,-4.5759,0.0,0.0212,0.0075,0.0094,0.0001
finbert_pca50,Logistic,SES_group,1,515,0.6781,214,0.6504,0.6711,0.6857,0.0147,-0.1533,0.8781,0.3781,0.4078,0.0297,-0.6874,0.4918,0.4214,0.4533,0.0319,-0.7924,0.4281,-0.0277,0.902,0.5296,0.4611
finbert_pca50,Logistic,SES_group,2,561,0.7101,263,0.6222,0.5769,0.5366,-0.0403,0.389,0.6973,0.275,0.3468,0.0718,-1.9539,0.0507,0.303,0.3764,0.0734,-2.0945,0.0362,-0.088,0.8874,0.0645,0.0507
finbert_pca50,Logistic,SES_group,3,606,0.7711,292,0.6826,0.6875,0.7069,0.0194,-0.2328,0.816,0.3524,0.4402,0.0878,-2.3131,0.0207,0.3878,0.4932,0.1054,-2.9947,0.0027,-0.0885,0.902,0.0363,0.0048
finbert_pca50,Logistic,SES_group,4,814,0.6881,397,0.8013,0.6364,0.8036,0.1672,-2.2078,0.0273,0.358,0.346,-0.0119,0.3776,0.7057,0.3956,0.4106,0.015,-0.5001,0.617,0.1131,0.0954,0.7057,0.617
finbert_pca50,Logistic,SES_group,5,910,0.7243,430,0.7012,0.6418,0.6508,0.009,-0.1231,0.902,0.3235,0.3978,0.0744,-2.4655,0.0137,0.3703,0.4349,0.0646,-2.2606,0.0238,-0.0231,0.902,0.0274,0.037
finbert_pca50,Logistic,SES_group,6,959,0.7197,507,0.634,0.7586,0.7212,-0.0375,0.6932,0.4882,0.4369,0.5037,0.0668,-2.1866,0.0288,0.4953,0.5483,0.053,-1.9317,0.0534,-0.0857,0.6835,0.0448,0.068
finbert_pca50,Logistic,SES_group,7,1211,0.6899,676,0.7339,0.5556,0.7321,0.1766,-3.0014,0.0027,0.3067,0.3546,0.0479,-1.9571,0.0503,0.3419,0.4172,0.0753,-3.2503,0.0012,0.044,0.0188,0.0645,0.0023
finbert_pca50,Logistic,SES_group,8,1715,0.671,838,0.7152,0.732,0.7938,0.0617,-1.4675,0.1423,0.4762,0.5015,0.0253,-1.081,0.2797,0.5219,0.5573,0.0354,-1.6842,0.0921,0.0441,0.2635,0.3263,0.1075
finbert_pca50,Logistic,SES_group,9,2595,0.7203,1429,0.6894,0.6676,0.7212,0.0537,-1.3742,0.1694,0.3416,0.4389,0.0973,-5.6136,0.0,0.3884,0.4836,0.0951,-5.846,0.0,-0.0309,0.2635,0.0,0.0
finbert_pca50,Logistic,SES_group,10,2711,0.7002,1356,0.6985,0.6048,0.6794,0.0746,-1.7888,0.0737,0.3339,0.3932,0.0593,-3.4412,0.0006,0.3711,0.4373,0.0662,-4.0768,0.0,-0.0018,0.1719,0.0014,0.0001
finbert_pca50,Logistic,SES_group,11,3647,0.6989,1900,0.7193,0.6394,0.7356,0.0962,-2.8103,0.0049,0.3472,0.4106,0.0634,-4.2836,0.0,0.3883,0.4611,0.0728,-5.2246,0.0,0.0204,0.0231,0.0001,0.0
finbert_pca50,Logistic,SES_group,12,4705,0.7077,2608,0.7074,0.6778,0.7303,0.0525,-1.8825,0.0598,0.367,0.4166,0.0495,-3.8169,0.0001,0.4125,0.4701,0.0576,-4.7578,0.0,-0.0003,0.1673,0.0004,0.0
finbert_pca50,Logistic,SES_group,13,5686,0.6844,3003,0.7059,0.6416,0.7233,0.0817,-3.0928,0.002,0.3743,0.4257,0.0514,-4.2754,0.0,0.4136,0.4759,0.0622,-5.5625,0.0,0.0216,0.0188,0.0001,0.0
finbert_pca50,Logistic,SES_group,14,6707,0.705,3399,0.7009,0.6484,0.6846,0.0362,-1.4284,0.1532,0.3348,0.3836,0.0488,-4.4627,0.0,0.3808,0.4313,0.0505,-4.9012,0.0,-0.0041,0.2635,0.0001,0.0
finbert_pca50,RandomForest,BlackConcentration,1,180,0.6209,460,0.6525,0.4242,0.5,0.0758,-0.7151,0.4746,0.2585,0.3163,0.0578,-1.304,0.1922,0.2889,0.3435,0.0546,-1.3224,0.186,0.0316,0.8305,0.9179,0.745
finbert_pca50,RandomForest,BlackConcentration,2,186,0.7026,554,0.6433,0.5455,0.4286,-0.1169,0.9318,0.3514,0.2134,0.239,0.0255,-0.6715,0.5019,0.2527,0.2581,0.0054,-0.1468,0.8833,-0.0593,0.82,0.9179,0.9512
finbert_pca50,RandomForest,BlackConcentration,3,181,0.6821,661,0.6979,0.1667,0.1809,0.0142,-0.1622,0.8712,0.0955,0.0741,-0.0215,0.8839,0.3768,0.105,0.0893,-0.0157,0.6461,0.5182,0.0158,0.9574,0.9179,0.9512
finbert_pca50,RandomForest,BlackConcentration,4,249,0.6418,841,0.6991,0.5385,0.5512,0.0127,-0.1396,0.889,0.319,0.3109,-0.0081,0.2232,0.8234,0.3534,0.3472,-0.0062,0.1806,0.8567,0.0573,0.9574,0.9179,0.9512
