model,grouping,metric,comparison,fold,gap_structured,gap_tfidf_full,delta,gap_finbert_pca50
RandomForest,SES_group,FPR,finbert_pca50 - structured,12,0.0128,,-0.0034,0.0094
RandomForest,SES_group,FPR,finbert_pca50 - structured,13,0.0263,,-0.0077,0.0186
RandomForest,SES_group,FPR,finbert_pca50 - structured,14,0.0193,,0.0198,0.0391
RandomForest,SES_group,PPR,finbert_pca50 - structured,1,0.0568,,0.0141,0.0709
RandomForest,SES_group,PPR,finbert_pca50 - structured,2,0.0302,,-0.0218,0.0084
RandomForest,SES_group,PPR,finbert_pca50 - structured,3,0.0396,,-0.013,0.0266
RandomForest,SES_group,PPR,finbert_pca50 - structured,4,-0.0075,,-0.0203,-0.0278
RandomForest,SES_group,PPR,finbert_pca50 - structured,5,0.0473,,0.0192,0.0665
RandomForest,SES_group,PPR,finbert_pca50 - structured,6,0.0451,,-0.0078,0.0373
RandomForest,SES_group,PPR,finbert_pca50 - structured,7,0.0164,,-0.0134,0.003
RandomForest,SES_group,PPR,finbert_pca50 - structured,8,-0.024,,-0.0013,-0.0253
RandomForest,SES_group,PPR,finbert_pca50 - structured,9,0.0207,,-0.0149,0.0058
RandomForest,SES_group,PPR,finbert_pca50 - structured,10,0.0497,,-0.0176,0.0321
RandomForest,SES_group,PPR,finbert_pca50 - structured,11,0.0423,,-0.0003,0.042
RandomForest,SES_group,PPR,finbert_pca50 - structured,12,0.0228,,-0.0055,0.0173
RandomForest,SES_group,PPR,finbert_pca50 - structured,13,0.0409,,-0.0053,0.0356
RandomForest,SES_group,PPR,finbert_pca50 - structured,14,0.0295,,0.0113,0.0408
RandomForest,SES_group,AUC,finbert_pca50 - structured,1,-0.0411,,-0.0197,-0.0608
RandomForest,SES_group,AUC,finbert_pca50 - structured,2,-0.079,,0.0037,-0.0753
RandomForest,SES_group,AUC,finbert_pca50 - structured,3,-0.0761,,-0.031,-0.1071
RandomForest,SES_group,AUC,finbert_pca50 - structured,4,0.1334,,-0.018,0.1154
RandomForest,SES_group,AUC,finbert_pca50 - structured,5,-0.0317,,0.006,-0.0257
RandomForest,SES_group,AUC,finbert_pca50 - structured,6,-0.0908,,0.0147,-0.0761
RandomForest,SES_group,AUC,finbert_pca50 - structured,7,0.0105,,0.0065,0.017
RandomForest,SES_group,AUC,finbert_pca50 - structured,8,0.0352,,-0.0081,0.0271
RandomForest,SES_group,AUC,finbert_pca50 - structured,9,-0.0169,,-0.0028,-0.0197
RandomForest,SES_group,AUC,finbert_pca50 - structured,10,0.0182,,-0.0083,0.0099
RandomForest,SES_group,AUC,finbert_pca50 - structured,11,0.0225,,-0.0004,0.0221
RandomForest,SES_group,AUC,finbert_pca50 - structured,12,0.0084,,0.0025,0.0109
RandomForest,SES_group,AUC,finbert_pca50 - structured,13,0.0183,,-0.001,0.0173
RandomForest,SES_group,AUC,finbert_pca50 - structured,14,-0.0016,,-0.0015,-0.0031
RandomForest,SES_group,TPR,finbert_pca50 - tfidf_full,1,,0.0496,-0.0222,0.0274
RandomForest,SES_group,TPR,finbert_pca50 - tfidf_full,2,,-0.03,0.0703,0.0403
RandomForest,SES_group,TPR,finbert_pca50 - tfidf_full,3,,-0.1686,0.1034,-0.0652
RandomForest,SES_group,TPR,finbert_pca50 - tfidf_full,4,,0.1315,-0.0159,0.1156
RandomForest,SES_group,TPR,finbert_pca50 - tfidf_full,5,,0.0938,-0.0606,0.0332
RandomForest,SES_group,TPR,finbert_pca50 - tfidf_full,6,,0.0025,-0.0749,-0.0724
RandomForest,SES_group,TPR,finbert_pca50 - tfidf_full,7,,0.0063,0.0459,0.0522
RandomForest,SES_group,TPR,finbert_pca50 - tfidf_full,8,,-0.0359,0.0257,-0.0102
RandomForest,SES_group,TPR,finbert_pca50 - tfidf_full,9,,0.0034,0.0272,0.0306
RandomForest,SES_group,TPR,finbert_pca50 - tfidf_full,10,,0.129,-0.0469,0.0821
RandomForest,SES_group,TPR,finbert_pca50 - tfidf_full,11,,0.0701,0.0114,0.0815
RandomForest,SES_group,TPR,finbert_pca50 - tfidf_full,12,,0.0562,-0.0314,0.0248
RandomForest,SES_group,TPR,finbert_pca50 - tfidf_full,13,,0.0362,0.0594,0.0956
RandomForest,SES_group,TPR,finbert_pca50 - tfidf_full,14,,0.025,0.0018,0.0268
RandomForest,SES_group,FPR,finbert_pca50 - tfidf_full,1,,0.0214,0.0539,0.0753
RandomForest,SES_group,FPR,finbert_pca50 - tfidf_full,2,,-0.0144,0.0042,-0.0102
RandomForest,SES_group,FPR,finbert_pca50 - tfidf_full,3,,0.0888,-0.0568,0.032
RandomForest,SES_group,FPR,finbert_pca50 - tfidf_full,4,,-0.0692,0.0164,-0.0528
RandomForest,SES_group,FPR,finbert_pca50 - tfidf_full,5,,0.0425,0.03,0.0725
RandomForest,SES_group,FPR,finbert_pca50 - tfidf_full,6,,0.058,-0.0024,0.0556
RandomForest,SES_group,FPR,finbert_pca50 - tfidf_full,7,,0.0046,-0.0178,-0.0132
RandomForest,SES_group,FPR,finbert_pca50 - tfidf_full,8,,-0.0307,-0.0016,-0.0323
RandomForest,SES_group,FPR,finbert_pca50 - tfidf_full,9,,0.0384,-0.0396,-0.0012
RandomForest,SES_group,FPR,finbert_pca50 - tfidf_full,10,,0.0431,-0.0219,0.0212
RandomForest,SES_group,FPR,finbert_pca50 - tfidf_full,11,,0.0517,-0.0213,0.0304
RandomForest,SES_group,FPR,finbert_pca50 - tfidf_full,12,,0.0134,-0.004,0.0094
RandomForest,SES_group,FPR,finbert_pca50 - tfidf_full,13,,0.0362,-0.0176,0.0186
RandomForest,SES_group,FPR,finbert_pca50 - tfidf_full,14,,0.0469,-0.0078,0.0391
RandomForest,SES_group,PPR,finbert_pca50 - tfidf_full,1,,0.0288,0.0421,0.0709
RandomForest,SES_group,PPR,finbert_pca50 - tfidf_full,2,,0.0001,0.0083,0.0084
RandomForest,SES_group,PPR,finbert_pca50 - tfidf_full,3,,0.076,-0.0494,0.0266
RandomForest,SES_group,PPR,finbert_pca50 - tfidf_full,4,,-0.0392,0.0114,-0.0278
RandomForest,SES_group,PPR,finbert_pca50 - tfidf_full,5,,0.0499,0.0166,0.0665
RandomForest,SES_group,PPR,finbert_pca50 - tfidf_full,6,,0.054,-0.0167,0.0373
RandomForest,SES_group,PPR,finbert_pca50 - tfidf_full,7,,0.0112,-0.0082,0.003
RandomForest,SES_group,PPR,finbert_pca50 - tfidf_full,8,,-0.0285,0.0032,-0.0253
RandomForest,SES_group,PPR,finbert_pca50 - tfidf_full,9,,0.0371,-0.0313,0.0058
RandomForest,SES_group,PPR,finbert_pca50 - tfidf_full,10,,0.0607,-0.0286,0.0321
RandomForest,SES_group,PPR,finbert_pca50 - tfidf_full,11,,0.0586,-0.0166,0.042
RandomForest,SES_group,PPR,finbert_pca50 - tfidf_full,12,,0.0271,-0.0098,0.0173
RandomForest,SES_group,PPR,finbert_pca50 - tfidf_full,13,,0.0416,-0.006,0.0356
RandomForest,SES_group,PPR,finbert_pca50 - tfidf_full,14,,0.047,-0.0062,0.0408
RandomForest,SES_group,AUC,finbert_pca50 - tfidf_full,1,,-0.0244,-0.0364,-0.0608
RandomForest,SES_group,AUC,finbert_pca50 - tfidf_full,2,,-0.0608,-0.0145,-0.0753
RandomForest,SES_group,AUC,finbert_pca50 - tfidf_full,3,,-0.133,0.0259,-0.1071
RandomForest,SES_group,AUC,finbert_pca50 - tfidf_full,4,,0.1106,0.0048,0.1154
RandomForest,SES_group,AUC,finbert_pca50 - tfidf_full,5,,-0.0049,-0.0208,-0.0257
RandomForest,SES_group,AUC,finbert_pca50 - tfidf_full,6,,-0.0844,0.0083,-0.0761
RandomForest,SES_group,AUC,finbert_pca50 - tfidf_full,7,,0.0146,0.0024,0.017
RandomForest,SES_group,AUC,finbert_pca50 - tfidf_full,8,,0.0189,0.0082,0.0271
RandomForest,SES_group,AUC,finbert_pca50 - tfidf_full,9,,-0.0123,-0.0074,-0.0197
RandomForest,SES_group,AUC,finbert_pca50 - tfidf_full,10,,0.0314,-0.0215,0.0099
RandomForest,SES_group,AUC,finbert_pca50 - tfidf_full,11,,0.028,-0.0059,0.0221
RandomForest,SES_group,AUC,finbert_pca50 - tfidf_full,12,,0.0156,-0.0047,0.0109
RandomForest,SES_group,AUC,finbert_pca50 - tfidf_full,13,,0.0101,0.0072,0.0173
RandomForest,SES_group,AUC,finbert_pca50 - tfidf_full,14,,-0.0019,-0.0012,-0.0031
XGBoost,BlackConcentration,TPR,tfidf_full - structured,1,-0.0178,0.1934,0.2112,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,2,-0.0633,-0.1721,-0.1088,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,3,-0.07,-0.0736,-0.0036,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,4,0.0638,-0.0073,-0.0711,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,5,-0.0213,0.0789,0.1002,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,6,0.0385,-0.0594,-0.0979,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,7,-0.0749,-0.0227,0.0522,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,8,0.0435,0.0074,-0.0361,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,9,0.0228,-0.0287,-0.0515,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,10,0.0065,0.0465,0.04,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,11,-0.0214,0.0037,0.0251,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,12,-0.0239,-0.0169,0.007,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,13,0.0341,0.0404,0.0063,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,14,0.0758,0.0683,-0.0075,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,1,-0.057,-0.0102,0.0468,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,2,-0.0076,0.0109,0.0185,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,3,0.054,-0.004,-0.058,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,4,-0.0294,-0.0798,-0.0504,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,5,0.0022,-0.0267,-0.0289,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,6,-0.0017,-0.0267,-0.025,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,7,-0.0429,-0.0465,-0.0036,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,8,0.0306,0.0331,0.0025,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,9,0.0091,-0.013,-0.0221,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,10,-0.0309,-0.0316,-0.0007,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,11,-0.0119,-0.011,0.0009,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,12,0.024,-0.0006,-0.0246,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,13,0.0368,0.0271,-0.0097,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,14,0.034,0.0153,-0.0187,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,1,-0.0592,0.0179,0.0771,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,2,-0.0175,-0.014,0.0035,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,3,0.0399,-0.0114,-0.0513,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,4,-0.0164,-0.0702,-0.0538,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,5,-0.0002,-0.0103,-0.0101,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,6,0.0113,-0.0273,-0.0386,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,7,-0.0476,-0.0429,0.0047,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,8,0.0344,0.0295,-0.0049,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,9,0.0146,-0.0118,-0.0264,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,10,-0.0181,-0.0126,0.0055,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,11,-0.0062,-0.0025,0.0037,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,12,0.0222,0.0023,-0.0199,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,13,0.0434,0.036,-0.0074,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,14,0.0436,0.0268,-0.0168,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,1,0.0302,0.1015,0.0713,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,2,0.0023,-0.0759,-0.0782,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,3,-0.0096,-0.0171,-0.0075,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,4,0.0642,0.0794,0.0152,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,5,0.0065,0.0332,0.0267,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,6,0.0116,-0.0126,-0.0242,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,7,-0.0071,-0.0046,0.0025,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,8,-0.0005,0.0063,0.0068,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,9,-0.005,-0.0078,-0.0028,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,10,0.0408,0.0333,-0.0075,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,11,-0.0056,-0.0012,0.0044,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,12,-0.0043,-0.0032,0.0011,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,13,0.012,0.0208,0.0088,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,14,0.0123,0.0204,0.0081,
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,1,-0.0178,,0.0338,0.016
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,2,-0.0633,,-0.099,-0.1623
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,3,-0.07,,0.1037,0.0337
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,4,0.0638,,-0.1084,-0.0446
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,5,-0.0213,,0.0777,0.0564
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,6,0.0385,,-0.0135,0.025
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,7,-0.0749,,0.0468,-0.0281
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,8,0.0435,,0.0156,0.0591
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,9,0.0228,,0.0082,0.031
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,10,0.0065,,0.0242,0.0307
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,11,-0.0214,,0.0052,-0.0162
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,12,-0.0239,,0.0267,0.0028
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,13,0.0341,,-0.0141,0.02
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,14,0.0758,,0.0076,0.0834
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,1,-0.057,,0.0366,-0.0204
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,2,-0.0076,,0.0064,-0.0012
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,3,0.054,,-0.0032,0.0508
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,4,-0.0294,,-0.0191,-0.0485
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,5,0.0022,,0.0055,0.0077
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,6,-0.0017,,-0.0262,-0.0279
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,7,-0.0429,,0.0211,-0.0218
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,8,0.0306,,-0.0099,0.0207
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,9,0.0091,,-0.0315,-0.0224
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,10,-0.0309,,0.0054,-0.0255
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,11,-0.0119,,-0.0005,-0.0124
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,12,0.024,,-0.0014,0.0226
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,13,0.0368,,-0.0027,0.0341
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,14,0.034,,-0.0073,0.0267
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,1,-0.0592,,0.0396,-0.0196
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,2,-0.0175,,-0.0056,-0.0231
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,3,0.0399,,0.011,0.0509
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,4,-0.0164,,-0.033,-0.0494
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,5,-0.0002,,0.016,0.0158
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,6,0.0113,,-0.0231,-0.0118
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,7,-0.0476,,0.0249,-0.0227
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,8,0.0344,,-0.0051,0.0293
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,9,0.0146,,-0.0258,-0.0112
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,10,-0.0181,,0.0087,-0.0094
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,11,-0.0062,,0.0,-0.0062
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,12,0.0222,,0.0027,0.0249
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,13,0.0434,,-0.0047,0.0387
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,14,0.0436,,-0.0049,0.0387
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,1,0.0302,,0.0066,0.0368
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,2,0.0023,,-0.0479,-0.0456
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,3,-0.0096,,0.0275,0.0179
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,4,0.0642,,-0.0035,0.0607
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,5,0.0065,,0.0173,0.0238
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,6,0.0116,,-0.0017,0.0099
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,7,-0.0071,,-0.0011,-0.0082
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,8,-0.0005,,0.0108,0.0103
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,9,-0.005,,0.0,-0.005
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,10,0.0408,,-0.011,0.0298
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,11,-0.0056,,0.0027,-0.0029
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,12,-0.0043,,-0.0009,-0.0052
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,13,0.012,,0.0012,0.0132
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,14,0.0123,,0.0059,0.0182
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,1,,0.1934,-0.1774,0.016
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,2,,-0.1721,0.0098,-0.1623
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,3,,-0.0736,0.1073,0.0337
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,4,,-0.0073,-0.0373,-0.0446
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,5,,0.0789,-0.0225,0.0564
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,6,,-0.0594,0.0844,0.025
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,7,,-0.0227,-0.0054,-0.0281
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,8,,0.0074,0.0517,0.0591
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,9,,-0.0287,0.0597,0.031
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,10,,0.0465,-0.0158,0.0307
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,11,,0.0037,-0.0199,-0.0162
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,12,,-0.0169,0.0197,0.0028
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,13,,0.0404,-0.0204,0.02
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,14,,0.0683,0.0151,0.0834
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,1,,-0.0102,-0.0102,-0.0204
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,2,,0.0109,-0.0121,-0.0012
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,3,,-0.004,0.0548,0.0508
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,4,,-0.0798,0.0313,-0.0485
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,5,,-0.0267,0.0344,0.0077
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,6,,-0.0267,-0.0012,-0.0279
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,7,,-0.0465,0.0247,-0.0218
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,8,,0.0331,-0.0124,0.0207
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,9,,-0.013,-0.0094,-0.0224
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,10,,-0.0316,0.0061,-0.0255
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,11,,-0.011,-0.0014,-0.0124
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,12,,-0.0006,0.0232,0.0226
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,13,,0.0271,0.007,0.0341
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,14,,0.0153,0.0114,0.0267
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,1,,0.0179,-0.0375,-0.0196
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,2,,-0.014,-0.0091,-0.0231
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,3,,-0.0114,0.0623,0.0509
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,4,,-0.0702,0.0208,-0.0494
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,5,,-0.0103,0.0261,0.0158
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,6,,-0.0273,0.0155,-0.0118
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,7,,-0.0429,0.0202,-0.0227
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,8,,0.0295,-0.0002,0.0293
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,9,,-0.0118,0.0006,-0.0112
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,10,,-0.0126,0.0032,-0.0094
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,11,,-0.0025,-0.0037,-0.0062
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,12,,0.0023,0.0226,0.0249
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,13,,0.036,0.0027,0.0387
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,14,,0.0268,0.0119,0.0387
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,1,,0.1015,-0.0647,0.0368
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,2,,-0.0759,0.0303,-0.0456
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,3,,-0.0171,0.035,0.0179
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,4,,0.0794,-0.0187,0.0607
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,5,,0.0332,-0.0094,0.0238
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,6,,-0.0126,0.0225,0.0099
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,7,,-0.0046,-0.0036,-0.0082
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,8,,0.0063,0.004,0.0103
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,9,,-0.0078,0.0028,-0.005
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,10,,0.0333,-0.0035,0.0298
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,11,,-0.0012,-0.0017,-0.0029
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,12,,-0.0032,-0.002,-0.0052
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,13,,0.0208,-0.0076,0.0132
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,14,,0.0204,-0.0022,0.0182
XGBoost,SES_group,TPR,tfidf_full - structured,1,0.0211,0.0628,0.0417,
XGBoost,SES_group,TPR,tfidf_full - structured,2,-0.0019,0.0033,0.0052,
XGBoost,SES_group,TPR,tfidf_full - structured,3,0.0162,0.0189,0.0027,
XGBoost,SES_group,TPR,tfidf_full - structured,4,0.2581,0.2029,-0.0552,
XGBoost,SES_group,TPR,tfidf_full - structured,5,0.0165,0.0949,0.0784,
XGBoost,SES_group,TPR,tfidf_full - structured,6,0.0048,-0.0356,-0.0404,
XGBoost,SES_group,TPR,tfidf_full - structured,7,0.0941,0.0676,-0.0265,
XGBoost,SES_group,TPR,tfidf_full - structured,8,0.0281,0.0245,-0.0036,
XGBoost,SES_group,TPR,tfidf_full - structured,9,0.0148,0.0432,0.0284,
XGBoost,SES_group,TPR,tfidf_full - structured,10,0.0731,0.0567,-0.0164,
XGBoost,SES_group,TPR,tfidf_full - structured,11,0.1006,0.0719,-0.0287,
XGBoost,SES_group,TPR,tfidf_full - structured,12,0.0407,0.0284,-0.0123,
XGBoost,SES_group,TPR,tfidf_full - structured,13,0.0393,0.0404,0.0011,
XGBoost,SES_group,TPR,tfidf_full - structured,14,0.0704,0.0507,-0.0197,
XGBoost,SES_group,FPR,tfidf_full - structured,1,0.0229,0.0933,0.0704,
XGBoost,SES_group,FPR,tfidf_full - structured,2,0.1126,0.0552,-0.0574,
XGBoost,SES_group,FPR,tfidf_full - structured,3,0.1014,0.0593,-0.0421,
XGBoost,SES_group,FPR,tfidf_full - structured,4,0.0056,-0.0188,-0.0244,
XGBoost,SES_group,FPR,tfidf_full - structured,5,0.0742,0.0556,-0.0186,
XGBoost,SES_group,FPR,tfidf_full - structured,6,0.0607,0.0547,-0.006,
XGBoost,SES_group,FPR,tfidf_full - structured,7,0.0436,0.0152,-0.0284,
XGBoost,SES_group,FPR,tfidf_full - structured,8,0.0178,0.001,-0.0168,
XGBoost,SES_group,FPR,tfidf_full - structured,9,0.0612,0.0784,0.0172,
XGBoost,SES_group,FPR,tfidf_full - structured,10,0.0576,0.0593,0.0017,
XGBoost,SES_group,FPR,tfidf_full - structured,11,0.0619,0.067,0.0051,
XGBoost,SES_group,FPR,tfidf_full - structured,12,0.0492,0.0384,-0.0108,
XGBoost,SES_group,FPR,tfidf_full - structured,13,0.0442,0.0339,-0.0103,
XGBoost,SES_group,FPR,tfidf_full - structured,14,0.0509,0.0614,0.0105,
XGBoost,SES_group,PPR,tfidf_full - structured,1,0.0267,0.0921,0.0654,
XGBoost,SES_group,PPR,tfidf_full - structured,2,0.1123,0.0653,-0.047,
XGBoost,SES_group,PPR,tfidf_full - structured,3,0.1148,0.0769,-0.0379,
