model,grouping,metric,comparison,fold,gap_structured,gap_tfidf_full,delta,gap_finbert_pca50
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,2,,0.0698,0.002,0.0718
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,3,,0.1302,-0.0424,0.0878
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,4,,-0.0045,-0.0074,-0.0119
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,5,,0.0709,0.0035,0.0744
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,6,,0.0692,-0.0024,0.0668
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,7,,0.0447,0.0032,0.0479
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,8,,0.023,0.0023,0.0253
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,9,,0.0918,0.0055,0.0973
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,10,,0.0722,-0.0129,0.0593
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,11,,0.061,0.0024,0.0634
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,12,,0.0505,-0.001,0.0495
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,13,,0.0593,-0.0079,0.0514
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,14,,0.0509,-0.0021,0.0488
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,1,,0.035,-0.0031,0.0319
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,2,,0.0754,-0.002,0.0734
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,3,,0.1299,-0.0245,0.1054
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,4,,0.0288,-0.0138,0.015
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,5,,0.0629,0.0017,0.0646
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,6,,0.058,-0.005,0.053
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,7,,0.0721,0.0032,0.0753
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,8,,0.0307,0.0047,0.0354
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,9,,0.0909,0.0042,0.0951
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,10,,0.0762,-0.01,0.0662
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,11,,0.0721,0.0007,0.0728
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,12,,0.0593,-0.0017,0.0576
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,13,,0.071,-0.0088,0.0622
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,14,,0.0533,-0.0028,0.0505
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,1,,-0.0155,-0.0122,-0.0277
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,2,,-0.065,-0.023,-0.088
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,3,,-0.1046,0.0161,-0.0885
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,4,,0.1208,-0.0077,0.1131
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,5,,-0.0213,-0.0018,-0.0231
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,6,,-0.0929,0.0072,-0.0857
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,7,,0.045,-0.001,0.044
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,8,,0.0391,0.005,0.0441
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,9,,-0.0234,-0.0075,-0.0309
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,10,,0.0004,-0.0022,-0.0018
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,11,,0.0234,-0.003,0.0204
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,12,,0.0052,-0.0055,-0.0003
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,13,,0.023,-0.0014,0.0216
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,14,,-0.0006,-0.0035,-0.0041
RandomForest,BlackConcentration,TPR,tfidf_full - structured,1,0.0169,0.1925,0.1756,
RandomForest,BlackConcentration,TPR,tfidf_full - structured,2,-0.1705,-0.0828,0.0877,
RandomForest,BlackConcentration,TPR,tfidf_full - structured,3,-0.0541,0.0434,0.0975,
RandomForest,BlackConcentration,TPR,tfidf_full - structured,4,0.046,-0.023,-0.069,
RandomForest,BlackConcentration,TPR,tfidf_full - structured,5,-0.0038,0.104,0.1078,
RandomForest,BlackConcentration,TPR,tfidf_full - structured,6,-0.0094,-0.0156,-0.0062,
RandomForest,BlackConcentration,TPR,tfidf_full - structured,7,-0.0817,-0.0702,0.0115,
RandomForest,BlackConcentration,TPR,tfidf_full - structured,8,-0.0,0.036,0.036,
RandomForest,BlackConcentration,TPR,tfidf_full - structured,9,0.0622,0.0252,-0.037,
RandomForest,BlackConcentration,TPR,tfidf_full - structured,10,0.0281,0.0923,0.0642,
RandomForest,BlackConcentration,TPR,tfidf_full - structured,11,-0.0367,-0.0227,0.014,
RandomForest,BlackConcentration,TPR,tfidf_full - structured,12,0.0292,-0.0113,-0.0405,
RandomForest,BlackConcentration,TPR,tfidf_full - structured,13,0.0349,0.0429,0.008,
RandomForest,BlackConcentration,TPR,tfidf_full - structured,14,0.0658,0.0712,0.0054,
RandomForest,BlackConcentration,FPR,tfidf_full - structured,1,-0.0128,0.0145,0.0273,
RandomForest,BlackConcentration,FPR,tfidf_full - structured,2,-0.0024,0.0569,0.0593,
RandomForest,BlackConcentration,FPR,tfidf_full - structured,3,0.0136,-0.0032,-0.0168,
RandomForest,BlackConcentration,FPR,tfidf_full - structured,4,-0.0258,-0.0277,-0.0019,
RandomForest,BlackConcentration,FPR,tfidf_full - structured,5,-0.0241,-0.0071,0.017,
RandomForest,BlackConcentration,FPR,tfidf_full - structured,6,0.0373,0.03,-0.0073,
RandomForest,BlackConcentration,FPR,tfidf_full - structured,7,-0.0065,-0.0221,-0.0156,
RandomForest,BlackConcentration,FPR,tfidf_full - structured,8,-0.0072,0.0366,0.0438,
RandomForest,BlackConcentration,FPR,tfidf_full - structured,9,0.0001,-0.0014,-0.0015,
RandomForest,BlackConcentration,FPR,tfidf_full - structured,10,-0.0181,0.0067,0.0248,
RandomForest,BlackConcentration,FPR,tfidf_full - structured,11,-0.0124,0.001,0.0134,
RandomForest,BlackConcentration,FPR,tfidf_full - structured,12,0.011,0.0299,0.0189,
RandomForest,BlackConcentration,FPR,tfidf_full - structured,13,-0.0013,0.018,0.0193,
RandomForest,BlackConcentration,FPR,tfidf_full - structured,14,0.0092,0.0075,-0.0017,
RandomForest,BlackConcentration,PPR,tfidf_full - structured,1,-0.0133,0.0389,0.0522,
RandomForest,BlackConcentration,PPR,tfidf_full - structured,2,-0.0254,0.0366,0.062,
RandomForest,BlackConcentration,PPR,tfidf_full - structured,3,0.0069,0.0055,-0.0014,
RandomForest,BlackConcentration,PPR,tfidf_full - structured,4,-0.0162,-0.0288,-0.0126,
RandomForest,BlackConcentration,PPR,tfidf_full - structured,5,-0.0201,0.0098,0.0299,
RandomForest,BlackConcentration,PPR,tfidf_full - structured,6,0.034,0.0277,-0.0063,
RandomForest,BlackConcentration,PPR,tfidf_full - structured,7,-0.0177,-0.0293,-0.0116,
RandomForest,BlackConcentration,PPR,tfidf_full - structured,8,-0.0046,0.0376,0.0422,
RandomForest,BlackConcentration,PPR,tfidf_full - structured,9,0.0113,0.0057,-0.0056,
RandomForest,BlackConcentration,PPR,tfidf_full - structured,10,-0.0047,0.0267,0.0314,
RandomForest,BlackConcentration,PPR,tfidf_full - structured,11,-0.0095,0.0041,0.0136,
RandomForest,BlackConcentration,PPR,tfidf_full - structured,12,0.0181,0.0285,0.0104,
RandomForest,BlackConcentration,PPR,tfidf_full - structured,13,0.0101,0.0278,0.0177,
RandomForest,BlackConcentration,PPR,tfidf_full - structured,14,0.0205,0.0205,0.0,
RandomForest,BlackConcentration,AUC,tfidf_full - structured,1,0.0136,0.0637,0.0501,
RandomForest,BlackConcentration,AUC,tfidf_full - structured,2,-0.061,-0.0619,-0.0009,
RandomForest,BlackConcentration,AUC,tfidf_full - structured,3,-0.0236,0.0043,0.0279,
RandomForest,BlackConcentration,AUC,tfidf_full - structured,4,0.0592,0.0611,0.0019,
RandomForest,BlackConcentration,AUC,tfidf_full - structured,5,-0.0106,0.022,0.0326,
RandomForest,BlackConcentration,AUC,tfidf_full - structured,6,-0.0202,-0.0161,0.0041,
RandomForest,BlackConcentration,AUC,tfidf_full - structured,7,-0.0268,-0.0365,-0.0097,
RandomForest,BlackConcentration,AUC,tfidf_full - structured,8,-0.0187,-0.0156,0.0031,
RandomForest,BlackConcentration,AUC,tfidf_full - structured,9,0.014,-0.0074,-0.0214,
RandomForest,BlackConcentration,AUC,tfidf_full - structured,10,0.0305,0.035,0.0045,
RandomForest,BlackConcentration,AUC,tfidf_full - structured,11,-0.0039,0.0023,0.0062,
RandomForest,BlackConcentration,AUC,tfidf_full - structured,12,-0.005,-0.0111,-0.0061,
RandomForest,BlackConcentration,AUC,tfidf_full - structured,13,0.0188,0.0166,-0.0022,
RandomForest,BlackConcentration,AUC,tfidf_full - structured,14,0.0212,0.0293,0.0081,
RandomForest,BlackConcentration,TPR,finbert_pca50 - structured,1,0.0169,,0.0589,0.0758
RandomForest,BlackConcentration,TPR,finbert_pca50 - structured,2,-0.1705,,0.0536,-0.1169
RandomForest,BlackConcentration,TPR,finbert_pca50 - structured,3,-0.0541,,0.0683,0.0142
RandomForest,BlackConcentration,TPR,finbert_pca50 - structured,4,0.046,,-0.0333,0.0127
RandomForest,BlackConcentration,TPR,finbert_pca50 - structured,5,-0.0038,,0.0276,0.0238
RandomForest,BlackConcentration,TPR,finbert_pca50 - structured,6,-0.0094,,0.0427,0.0333
RandomForest,BlackConcentration,TPR,finbert_pca50 - structured,7,-0.0817,,-0.041,-0.1227
RandomForest,BlackConcentration,TPR,finbert_pca50 - structured,8,-0.0,,0.0078,0.0078
RandomForest,BlackConcentration,TPR,finbert_pca50 - structured,9,0.0622,,-0.0323,0.0299
RandomForest,BlackConcentration,TPR,finbert_pca50 - structured,10,0.0281,,0.0343,0.0624
RandomForest,BlackConcentration,TPR,finbert_pca50 - structured,11,-0.0367,,-0.0131,-0.0498
RandomForest,BlackConcentration,TPR,finbert_pca50 - structured,12,0.0292,,-0.0279,0.0013
RandomForest,BlackConcentration,TPR,finbert_pca50 - structured,13,0.0349,,0.0177,0.0526
RandomForest,BlackConcentration,TPR,finbert_pca50 - structured,14,0.0658,,-0.0019,0.0639
RandomForest,BlackConcentration,FPR,finbert_pca50 - structured,1,-0.0128,,0.0706,0.0578
RandomForest,BlackConcentration,FPR,finbert_pca50 - structured,2,-0.0024,,0.0279,0.0255
RandomForest,BlackConcentration,FPR,finbert_pca50 - structured,3,0.0136,,-0.0351,-0.0215
RandomForest,BlackConcentration,FPR,finbert_pca50 - structured,4,-0.0258,,0.0177,-0.0081
RandomForest,BlackConcentration,FPR,finbert_pca50 - structured,5,-0.0241,,0.0299,0.0058
RandomForest,BlackConcentration,FPR,finbert_pca50 - structured,6,0.0373,,-0.0055,0.0318
RandomForest,BlackConcentration,FPR,finbert_pca50 - structured,7,-0.0065,,0.0179,0.0114
RandomForest,BlackConcentration,FPR,finbert_pca50 - structured,8,-0.0072,,-0.0052,-0.0124
RandomForest,BlackConcentration,FPR,finbert_pca50 - structured,9,0.0001,,-0.0031,-0.003
RandomForest,BlackConcentration,FPR,finbert_pca50 - structured,10,-0.0181,,0.0143,-0.0038
RandomForest,BlackConcentration,FPR,finbert_pca50 - structured,11,-0.0124,,0.0136,0.0012
RandomForest,BlackConcentration,FPR,finbert_pca50 - structured,12,0.011,,-0.0048,0.0062
RandomForest,BlackConcentration,FPR,finbert_pca50 - structured,13,-0.0013,,0.0071,0.0058
RandomForest,BlackConcentration,FPR,finbert_pca50 - structured,14,0.0092,,0.0066,0.0158
RandomForest,BlackConcentration,PPR,finbert_pca50 - structured,1,-0.0133,,0.0679,0.0546
RandomForest,BlackConcentration,PPR,finbert_pca50 - structured,2,-0.0254,,0.0308,0.0054
RandomForest,BlackConcentration,PPR,finbert_pca50 - structured,3,0.0069,,-0.0226,-0.0157
RandomForest,BlackConcentration,PPR,finbert_pca50 - structured,4,-0.0162,,0.01,-0.0062
RandomForest,BlackConcentration,PPR,finbert_pca50 - structured,5,-0.0201,,0.0295,0.0094
RandomForest,BlackConcentration,PPR,finbert_pca50 - structured,6,0.034,,0.0041,0.0381
RandomForest,BlackConcentration,PPR,finbert_pca50 - structured,7,-0.0177,,0.0091,-0.0086
RandomForest,BlackConcentration,PPR,finbert_pca50 - structured,8,-0.0046,,-0.003,-0.0076
RandomForest,BlackConcentration,PPR,finbert_pca50 - structured,9,0.0113,,-0.008,0.0033
RandomForest,BlackConcentration,PPR,finbert_pca50 - structured,10,-0.0047,,0.0135,0.0088
RandomForest,BlackConcentration,PPR,finbert_pca50 - structured,11,-0.0095,,0.0102,0.0007
RandomForest,BlackConcentration,PPR,finbert_pca50 - structured,12,0.0181,,-0.0087,0.0094
RandomForest,BlackConcentration,PPR,finbert_pca50 - structured,13,0.0101,,0.0082,0.0183
RandomForest,BlackConcentration,PPR,finbert_pca50 - structured,14,0.0205,,0.0058,0.0263
RandomForest,BlackConcentration,AUC,finbert_pca50 - structured,1,0.0136,,0.018,0.0316
RandomForest,BlackConcentration,AUC,finbert_pca50 - structured,2,-0.061,,0.0017,-0.0593
RandomForest,BlackConcentration,AUC,finbert_pca50 - structured,3,-0.0236,,0.0394,0.0158
RandomForest,BlackConcentration,AUC,finbert_pca50 - structured,4,0.0592,,-0.0019,0.0573
RandomForest,BlackConcentration,AUC,finbert_pca50 - structured,5,-0.0106,,0.0196,0.009
RandomForest,BlackConcentration,AUC,finbert_pca50 - structured,6,-0.0202,,0.0323,0.0121
RandomForest,BlackConcentration,AUC,finbert_pca50 - structured,7,-0.0268,,-0.002,-0.0288
RandomForest,BlackConcentration,AUC,finbert_pca50 - structured,8,-0.0187,,0.0171,-0.0016
RandomForest,BlackConcentration,AUC,finbert_pca50 - structured,9,0.014,,-0.0032,0.0108
RandomForest,BlackConcentration,AUC,finbert_pca50 - structured,10,0.0305,,-0.0026,0.0279
RandomForest,BlackConcentration,AUC,finbert_pca50 - structured,11,-0.0039,,0.0007,-0.0032
RandomForest,BlackConcentration,AUC,finbert_pca50 - structured,12,-0.005,,0.0007,-0.0043
RandomForest,BlackConcentration,AUC,finbert_pca50 - structured,13,0.0188,,-0.0001,0.0187
RandomForest,BlackConcentration,AUC,finbert_pca50 - structured,14,0.0212,,0.0013,0.0225
RandomForest,BlackConcentration,TPR,finbert_pca50 - tfidf_full,1,,0.1925,-0.1167,0.0758
RandomForest,BlackConcentration,TPR,finbert_pca50 - tfidf_full,2,,-0.0828,-0.0341,-0.1169
RandomForest,BlackConcentration,TPR,finbert_pca50 - tfidf_full,3,,0.0434,-0.0292,0.0142
RandomForest,BlackConcentration,TPR,finbert_pca50 - tfidf_full,4,,-0.023,0.0357,0.0127
RandomForest,BlackConcentration,TPR,finbert_pca50 - tfidf_full,5,,0.104,-0.0802,0.0238
RandomForest,BlackConcentration,TPR,finbert_pca50 - tfidf_full,6,,-0.0156,0.0489,0.0333
RandomForest,BlackConcentration,TPR,finbert_pca50 - tfidf_full,7,,-0.0702,-0.0525,-0.1227
RandomForest,BlackConcentration,TPR,finbert_pca50 - tfidf_full,8,,0.036,-0.0282,0.0078
RandomForest,BlackConcentration,TPR,finbert_pca50 - tfidf_full,9,,0.0252,0.0047,0.0299
RandomForest,BlackConcentration,TPR,finbert_pca50 - tfidf_full,10,,0.0923,-0.0299,0.0624
RandomForest,BlackConcentration,TPR,finbert_pca50 - tfidf_full,11,,-0.0227,-0.0271,-0.0498
RandomForest,BlackConcentration,TPR,finbert_pca50 - tfidf_full,12,,-0.0113,0.0126,0.0013
RandomForest,BlackConcentration,TPR,finbert_pca50 - tfidf_full,13,,0.0429,0.0097,0.0526
RandomForest,BlackConcentration,TPR,finbert_pca50 - tfidf_full,14,,0.0712,-0.0073,0.0639
RandomForest,BlackConcentration,FPR,finbert_pca50 - tfidf_full,1,,0.0145,0.0433,0.0578
RandomForest,BlackConcentration,FPR,finbert_pca50 - tfidf_full,2,,0.0569,-0.0314,0.0255
RandomForest,BlackConcentration,FPR,finbert_pca50 - tfidf_full,3,,-0.0032,-0.0183,-0.0215
RandomForest,BlackConcentration,FPR,finbert_pca50 - tfidf_full,4,,-0.0277,0.0196,-0.0081
RandomForest,BlackConcentration,FPR,finbert_pca50 - tfidf_full,5,,-0.0071,0.0129,0.0058
RandomForest,BlackConcentration,FPR,finbert_pca50 - tfidf_full,6,,0.03,0.0018,0.0318
RandomForest,BlackConcentration,FPR,finbert_pca50 - tfidf_full,7,,-0.0221,0.0335,0.0114
RandomForest,BlackConcentration,FPR,finbert_pca50 - tfidf_full,8,,0.0366,-0.049,-0.0124
RandomForest,BlackConcentration,FPR,finbert_pca50 - tfidf_full,9,,-0.0014,-0.0016,-0.003
RandomForest,BlackConcentration,FPR,finbert_pca50 - tfidf_full,10,,0.0067,-0.0105,-0.0038
RandomForest,BlackConcentration,FPR,finbert_pca50 - tfidf_full,11,,0.001,0.0002,0.0012
RandomForest,BlackConcentration,FPR,finbert_pca50 - tfidf_full,12,,0.0299,-0.0237,0.0062
RandomForest,BlackConcentration,FPR,finbert_pca50 - tfidf_full,13,,0.018,-0.0122,0.0058
RandomForest,BlackConcentration,FPR,finbert_pca50 - tfidf_full,14,,0.0075,0.0083,0.0158
RandomForest,BlackConcentration,PPR,finbert_pca50 - tfidf_full,1,,0.0389,0.0157,0.0546
RandomForest,BlackConcentration,PPR,finbert_pca50 - tfidf_full,2,,0.0366,-0.0312,0.0054
RandomForest,BlackConcentration,PPR,finbert_pca50 - tfidf_full,3,,0.0055,-0.0212,-0.0157
RandomForest,BlackConcentration,PPR,finbert_pca50 - tfidf_full,4,,-0.0288,0.0226,-0.0062
RandomForest,BlackConcentration,PPR,finbert_pca50 - tfidf_full,5,,0.0098,-0.0004,0.0094
RandomForest,BlackConcentration,PPR,finbert_pca50 - tfidf_full,6,,0.0277,0.0104,0.0381
RandomForest,BlackConcentration,PPR,finbert_pca50 - tfidf_full,7,,-0.0293,0.0207,-0.0086
RandomForest,BlackConcentration,PPR,finbert_pca50 - tfidf_full,8,,0.0376,-0.0452,-0.0076
RandomForest,BlackConcentration,PPR,finbert_pca50 - tfidf_full,9,,0.0057,-0.0024,0.0033
RandomForest,BlackConcentration,PPR,finbert_pca50 - tfidf_full,10,,0.0267,-0.0179,0.0088
RandomForest,BlackConcentration,PPR,finbert_pca50 - tfidf_full,11,,0.0041,-0.0034,0.0007
RandomForest,BlackConcentration,PPR,finbert_pca50 - tfidf_full,12,,0.0285,-0.0191,0.0094
RandomForest,BlackConcentration,PPR,finbert_pca50 - tfidf_full,13,,0.0278,-0.0095,0.0183
RandomForest,BlackConcentration,PPR,finbert_pca50 - tfidf_full,14,,0.0205,0.0058,0.0263
RandomForest,BlackConcentration,AUC,finbert_pca50 - tfidf_full,1,,0.0637,-0.0321,0.0316
RandomForest,BlackConcentration,AUC,finbert_pca50 - tfidf_full,2,,-0.0619,0.0026,-0.0593
RandomForest,BlackConcentration,AUC,finbert_pca50 - tfidf_full,3,,0.0043,0.0115,0.0158
RandomForest,BlackConcentration,AUC,finbert_pca50 - tfidf_full,4,,0.0611,-0.0038,0.0573
RandomForest,BlackConcentration,AUC,finbert_pca50 - tfidf_full,5,,0.022,-0.013,0.009
RandomForest,BlackConcentration,AUC,finbert_pca50 - tfidf_full,6,,-0.0161,0.0282,0.0121
RandomForest,BlackConcentration,AUC,finbert_pca50 - tfidf_full,7,,-0.0365,0.0077,-0.0288
RandomForest,BlackConcentration,AUC,finbert_pca50 - tfidf_full,8,,-0.0156,0.014,-0.0016
RandomForest,BlackConcentration,AUC,finbert_pca50 - tfidf_full,9,,-0.0074,0.0182,0.0108
RandomForest,BlackConcentration,AUC,finbert_pca50 - tfidf_full,10,,0.035,-0.0071,0.0279
RandomForest,BlackConcentration,AUC,finbert_pca50 - tfidf_full,11,,0.0023,-0.0055,-0.0032
RandomForest,BlackConcentration,AUC,finbert_pca50 - tfidf_full,12,,-0.0111,0.0068,-0.0043
RandomForest,BlackConcentration,AUC,finbert_pca50 - tfidf_full,13,,0.0166,0.0021,0.0187
RandomForest,BlackConcentration,AUC,finbert_pca50 - tfidf_full,14,,0.0293,-0.0068,0.0225
RandomForest,SES_group,TPR,tfidf_full - structured,1,-0.0165,0.0496,0.0661,
RandomForest,SES_group,TPR,tfidf_full - structured,2,0.0544,-0.03,-0.0844,
RandomForest,SES_group,TPR,tfidf_full - structured,3,-0.055,-0.1686,-0.1136,
RandomForest,SES_group,TPR,tfidf_full - structured,4,0.2308,0.1315,-0.0993,
RandomForest,SES_group,TPR,tfidf_full - structured,5,0.0463,0.0938,0.0475,
RandomForest,SES_group,TPR,tfidf_full - structured,6,-0.075,0.0025,0.0775,
RandomForest,SES_group,TPR,tfidf_full - structured,7,0.0146,0.0063,-0.0083,
RandomForest,SES_group,TPR,tfidf_full - structured,8,-0.0233,-0.0359,-0.0126,
RandomForest,SES_group,TPR,tfidf_full - structured,9,0.0164,0.0034,-0.013,
RandomForest,SES_group,TPR,tfidf_full - structured,10,0.1281,0.129,0.0009,
RandomForest,SES_group,TPR,tfidf_full - structured,11,0.0701,0.0701,0.0,
RandomForest,SES_group,TPR,tfidf_full - structured,12,0.0391,0.0562,0.0171,
RandomForest,SES_group,TPR,tfidf_full - structured,13,0.0871,0.0362,-0.0509,
RandomForest,SES_group,TPR,tfidf_full - structured,14,0.0661,0.025,-0.0411,
RandomForest,SES_group,FPR,tfidf_full - structured,1,0.0668,0.0214,-0.0454,
RandomForest,SES_group,FPR,tfidf_full - structured,2,0.0125,-0.0144,-0.0269,
RandomForest,SES_group,FPR,tfidf_full - structured,3,0.0264,0.0888,0.0624,
RandomForest,SES_group,FPR,tfidf_full - structured,4,-0.0481,-0.0692,-0.0211,
RandomForest,SES_group,FPR,tfidf_full - structured,5,0.0478,0.0425,-0.0053,
RandomForest,SES_group,FPR,tfidf_full - structured,6,0.0678,0.058,-0.0098,
RandomForest,SES_group,FPR,tfidf_full - structured,7,0.0108,0.0046,-0.0062,
RandomForest,SES_group,FPR,tfidf_full - structured,8,-0.0284,-0.0307,-0.0023,
RandomForest,SES_group,FPR,tfidf_full - structured,9,0.018,0.0384,0.0204,
RandomForest,SES_group,FPR,tfidf_full - structured,10,0.0315,0.0431,0.0116,
RandomForest,SES_group,FPR,tfidf_full - structured,11,0.0325,0.0517,0.0192,
RandomForest,SES_group,FPR,tfidf_full - structured,12,0.0128,0.0134,0.0006,
RandomForest,SES_group,FPR,tfidf_full - structured,13,0.0263,0.0362,0.0099,
RandomForest,SES_group,FPR,tfidf_full - structured,14,0.0193,0.0469,0.0276,
RandomForest,SES_group,PPR,tfidf_full - structured,1,0.0568,0.0288,-0.028,
RandomForest,SES_group,PPR,tfidf_full - structured,2,0.0302,0.0001,-0.0301,
RandomForest,SES_group,PPR,tfidf_full - structured,3,0.0396,0.076,0.0364,
RandomForest,SES_group,PPR,tfidf_full - structured,4,-0.0075,-0.0392,-0.0317,
RandomForest,SES_group,PPR,tfidf_full - structured,5,0.0473,0.0499,0.0026,
RandomForest,SES_group,PPR,tfidf_full - structured,6,0.0451,0.054,0.0089,
RandomForest,SES_group,PPR,tfidf_full - structured,7,0.0164,0.0112,-0.0052,
RandomForest,SES_group,PPR,tfidf_full - structured,8,-0.024,-0.0285,-0.0045,
RandomForest,SES_group,PPR,tfidf_full - structured,9,0.0207,0.0371,0.0164,
RandomForest,SES_group,PPR,tfidf_full - structured,10,0.0497,0.0607,0.011,
RandomForest,SES_group,PPR,tfidf_full - structured,11,0.0423,0.0586,0.0163,
RandomForest,SES_group,PPR,tfidf_full - structured,12,0.0228,0.0271,0.0043,
RandomForest,SES_group,PPR,tfidf_full - structured,13,0.0409,0.0416,0.0007,
RandomForest,SES_group,PPR,tfidf_full - structured,14,0.0295,0.047,0.0175,
RandomForest,SES_group,AUC,tfidf_full - structured,1,-0.0411,-0.0244,0.0167,
RandomForest,SES_group,AUC,tfidf_full - structured,2,-0.079,-0.0608,0.0182,
RandomForest,SES_group,AUC,tfidf_full - structured,3,-0.0761,-0.133,-0.0569,
RandomForest,SES_group,AUC,tfidf_full - structured,4,0.1334,0.1106,-0.0228,
RandomForest,SES_group,AUC,tfidf_full - structured,5,-0.0317,-0.0049,0.0268,
RandomForest,SES_group,AUC,tfidf_full - structured,6,-0.0908,-0.0844,0.0064,
RandomForest,SES_group,AUC,tfidf_full - structured,7,0.0105,0.0146,0.0041,
RandomForest,SES_group,AUC,tfidf_full - structured,8,0.0352,0.0189,-0.0163,
RandomForest,SES_group,AUC,tfidf_full - structured,9,-0.0169,-0.0123,0.0046,
RandomForest,SES_group,AUC,tfidf_full - structured,10,0.0182,0.0314,0.0132,
RandomForest,SES_group,AUC,tfidf_full - structured,11,0.0225,0.028,0.0055,
RandomForest,SES_group,AUC,tfidf_full - structured,12,0.0084,0.0156,0.0072,
RandomForest,SES_group,AUC,tfidf_full - structured,13,0.0183,0.0101,-0.0082,
RandomForest,SES_group,AUC,tfidf_full - structured,14,-0.0016,-0.0019,-0.0003,
RandomForest,SES_group,TPR,finbert_pca50 - structured,1,-0.0165,,0.0439,0.0274
RandomForest,SES_group,TPR,finbert_pca50 - structured,2,0.0544,,-0.0141,0.0403
RandomForest,SES_group,TPR,finbert_pca50 - structured,3,-0.055,,-0.0102,-0.0652
RandomForest,SES_group,TPR,finbert_pca50 - structured,4,0.2308,,-0.1152,0.1156
RandomForest,SES_group,TPR,finbert_pca50 - structured,5,0.0463,,-0.0131,0.0332
RandomForest,SES_group,TPR,finbert_pca50 - structured,6,-0.075,,0.0026,-0.0724
RandomForest,SES_group,TPR,finbert_pca50 - structured,7,0.0146,,0.0376,0.0522
RandomForest,SES_group,TPR,finbert_pca50 - structured,8,-0.0233,,0.0131,-0.0102
RandomForest,SES_group,TPR,finbert_pca50 - structured,9,0.0164,,0.0142,0.0306
RandomForest,SES_group,TPR,finbert_pca50 - structured,10,0.1281,,-0.046,0.0821
RandomForest,SES_group,TPR,finbert_pca50 - structured,11,0.0701,,0.0114,0.0815
RandomForest,SES_group,TPR,finbert_pca50 - structured,12,0.0391,,-0.0143,0.0248
RandomForest,SES_group,TPR,finbert_pca50 - structured,13,0.0871,,0.0085,0.0956
RandomForest,SES_group,TPR,finbert_pca50 - structured,14,0.0661,,-0.0393,0.0268
RandomForest,SES_group,FPR,finbert_pca50 - structured,1,0.0668,,0.0085,0.0753
RandomForest,SES_group,FPR,finbert_pca50 - structured,2,0.0125,,-0.0227,-0.0102
RandomForest,SES_group,FPR,finbert_pca50 - structured,3,0.0264,,0.0056,0.032
RandomForest,SES_group,FPR,finbert_pca50 - structured,4,-0.0481,,-0.0047,-0.0528
RandomForest,SES_group,FPR,finbert_pca50 - structured,5,0.0478,,0.0247,0.0725
RandomForest,SES_group,FPR,finbert_pca50 - structured,6,0.0678,,-0.0122,0.0556
RandomForest,SES_group,FPR,finbert_pca50 - structured,7,0.0108,,-0.024,-0.0132
RandomForest,SES_group,FPR,finbert_pca50 - structured,8,-0.0284,,-0.0039,-0.0323
RandomForest,SES_group,FPR,finbert_pca50 - structured,9,0.018,,-0.0192,-0.0012
RandomForest,SES_group,FPR,finbert_pca50 - structured,10,0.0315,,-0.0103,0.0212
RandomForest,SES_group,FPR,finbert_pca50 - structured,11,0.0325,,-0.0021,0.0304
