representation,model,grouping,fold,group_level,n,n_defaults,intercept,slope,ECE
finbert_pca50,Logistic,BlackConcentration,6,Low,349,60,-1.7357,0.8749,0.3357
finbert_pca50,Logistic,BlackConcentration,6,High,1002,192,-1.6451,0.9099,0.3158
finbert_pca50,Logistic,SES_group,7,Low,1211,171,-1.7216,0.8496,0.2916
finbert_pca50,Logistic,SES_group,7,High,676,112,-1.7055,1.0657,0.3033
finbert_pca50,Logistic,BlackConcentration,7,Low,428,64,-1.7765,0.9476,0.3123
finbert_pca50,Logistic,BlackConcentration,7,High,1276,191,-1.724,0.8422,0.3035
finbert_pca50,Logistic,SES_group,8,Low,1715,306,-1.655,0.6761,0.3245
finbert_pca50,Logistic,SES_group,8,High,838,160,-1.7729,0.9592,0.335
finbert_pca50,Logistic,BlackConcentration,8,Low,555,105,-1.5836,0.7133,0.3096
finbert_pca50,Logistic,BlackConcentration,8,High,1783,346,-1.6423,0.7661,0.329
finbert_pca50,Logistic,SES_group,9,Low,2595,373,-1.781,0.8341,0.2997
finbert_pca50,Logistic,SES_group,9,High,1429,226,-1.7773,0.726,0.3281
finbert_pca50,Logistic,BlackConcentration,9,Low,1020,143,-1.8616,0.7445,0.3224
finbert_pca50,Logistic,BlackConcentration,9,High,2715,412,-1.7693,0.731,0.314
finbert_pca50,Logistic,SES_group,10,Low,2711,372,-1.7733,0.8872,0.2985
finbert_pca50,Logistic,SES_group,10,High,1356,209,-1.768,0.9192,0.3153
finbert_pca50,Logistic,BlackConcentration,10,Low,1012,139,-1.8141,0.7395,0.3138
finbert_pca50,Logistic,BlackConcentration,10,High,2694,445,-1.6429,0.9225,0.2939
finbert_pca50,Logistic,SES_group,11,Low,3647,513,-1.7784,0.8306,0.3055
finbert_pca50,Logistic,SES_group,11,High,1900,295,-1.8368,1.0036,0.3274
finbert_pca50,Logistic,BlackConcentration,11,Low,1378,170,-1.983,0.7911,0.3356
finbert_pca50,Logistic,BlackConcentration,11,High,3563,528,-1.7855,0.7821,0.3199
finbert_pca50,Logistic,SES_group,12,Low,4705,689,-1.7927,0.9352,0.3143
finbert_pca50,Logistic,SES_group,12,High,2608,445,-1.7073,0.9954,0.3166
finbert_pca50,Logistic,BlackConcentration,12,Low,1792,264,-1.7929,0.9854,0.3155
finbert_pca50,Logistic,BlackConcentration,12,High,4898,809,-1.7251,0.9542,0.3167
finbert_pca50,Logistic,SES_group,13,Low,5686,837,-1.7551,0.8382,0.3123
finbert_pca50,Logistic,SES_group,13,High,3003,506,-1.7609,1.0163,0.3251
finbert_pca50,Logistic,BlackConcentration,13,Low,2170,307,-1.8156,0.9002,0.3203
finbert_pca50,Logistic,BlackConcentration,13,High,5628,929,-1.7346,0.9709,0.3175
finbert_pca50,Logistic,SES_group,14,Low,6707,984,-1.7196,0.9233,0.2984
finbert_pca50,Logistic,SES_group,14,High,3399,539,-1.742,0.9568,0.3145
finbert_pca50,Logistic,BlackConcentration,14,Low,2684,400,-1.6769,0.8462,0.2944
finbert_pca50,Logistic,BlackConcentration,14,High,6570,1054,-1.687,0.9226,0.3039
finbert_pca50,RandomForest,SES_group,1,Low,515,76,-1.5104,1.0242,0.27
finbert_pca50,RandomForest,SES_group,1,High,214,35,-1.5059,0.5005,0.2766
finbert_pca50,RandomForest,BlackConcentration,1,Low,180,33,-1.275,0.9738,0.243
finbert_pca50,RandomForest,BlackConcentration,1,High,460,68,-1.5193,1.0395,0.273
finbert_pca50,RandomForest,SES_group,2,Low,561,52,-1.9294,1.2313,0.3023
finbert_pca50,RandomForest,SES_group,2,High,263,41,-1.4613,0.6339,0.2448
finbert_pca50,RandomForest,SES_group,3,Low,606,64,-1.0022,1.7157,0.195
finbert_pca50,RandomForest,SES_group,3,High,292,58,-0.806,0.8512,0.1278
finbert_pca50,RandomForest,SES_group,4,Low,814,110,-1.6146,1.0363,0.2799
finbert_pca50,RandomForest,SES_group,4,High,397,56,-1.4884,1.9524,0.2641
finbert_pca50,RandomForest,BlackConcentration,4,Low,249,39,-1.4777,0.8571,0.2645
finbert_pca50,RandomForest,BlackConcentration,4,High,841,127,-1.471,1.2778,0.2656
finbert_pca50,RandomForest,SES_group,5,Low,910,134,-1.3973,1.3831,0.2517
finbert_pca50,RandomForest,SES_group,5,High,430,63,-1.5426,1.1944,0.2739
finbert_pca50,RandomForest,BlackConcentration,5,Low,293,42,-1.4101,1.4731,0.2509
finbert_pca50,RandomForest,BlackConcentration,5,High,909,133,-1.4106,1.5715,0.2545
finbert_pca50,RandomForest,SES_group,6,Low,959,174,-1.4037,1.3972,0.2675
finbert_pca50,RandomForest,SES_group,6,High,507,104,-1.2931,0.8316,0.2591
finbert_pca50,RandomForest,BlackConcentration,6,Low,349,60,-1.4635,1.2671,0.2803
finbert_pca50,RandomForest,BlackConcentration,6,High,1002,192,-1.3593,1.211,0.2619
finbert_pca50,RandomForest,SES_group,7,Low,1211,171,-1.4854,1.0799,0.2587
finbert_pca50,RandomForest,SES_group,7,High,676,112,-1.2932,1.2578,0.2442
finbert_pca50,RandomForest,BlackConcentration,7,Low,428,64,-1.4658,1.2903,0.2649
finbert_pca50,RandomForest,BlackConcentration,7,High,1276,191,-1.4241,1.1166,0.2559
finbert_pca50,RandomForest,SES_group,8,Low,1715,306,-1.245,1.0213,0.2322
finbert_pca50,RandomForest,SES_group,8,High,838,160,-1.0985,1.3495,0.2204
finbert_pca50,RandomForest,BlackConcentration,8,Low,555,105,-1.1535,1.0751,0.2201
finbert_pca50,RandomForest,BlackConcentration,8,High,1783,346,-1.1535,1.08,0.2238
finbert_pca50,RandomForest,SES_group,9,Low,2595,373,-0.9456,1.3957,0.1883
finbert_pca50,RandomForest,SES_group,9,High,1429,226,-0.9522,1.2986,0.1883
finbert_pca50,RandomForest,BlackConcentration,9,Low,1020,143,-1.1063,1.1993,0.1976
finbert_pca50,RandomForest,BlackConcentration,9,High,2715,412,-0.9354,1.3712,0.188
finbert_pca50,RandomForest,SES_group,10,Low,2711,372,-0.8363,1.3266,0.1644
finbert_pca50,RandomForest,SES_group,10,High,1356,209,-0.8231,1.3196,0.1663
finbert_pca50,RandomForest,BlackConcentration,10,Low,1012,139,-1.0409,1.0915,0.174
finbert_pca50,RandomForest,BlackConcentration,10,High,2694,445,-0.6973,1.3199,0.1498
finbert_pca50,RandomForest,SES_group,11,Low,3647,513,-1.538,1.1415,0.2703
finbert_pca50,RandomForest,SES_group,11,High,1900,295,-1.5074,1.4371,0.2791
finbert_pca50,RandomForest,BlackConcentration,11,Low,1378,170,-1.7444,1.0976,0.2969
finbert_pca50,RandomForest,BlackConcentration,11,High,3563,528,-1.5311,1.1262,0.2767
finbert_pca50,RandomForest,SES_group,12,Low,4705,689,-1.3432,1.1017,0.2324
finbert_pca50,RandomForest,SES_group,12,High,2608,445,-1.1849,1.2428,0.2229
finbert_pca50,RandomForest,BlackConcentration,12,Low,1792,264,-1.3397,1.1612,0.2362
finbert_pca50,RandomForest,BlackConcentration,12,High,4898,809,-1.2269,1.1619,0.2248
finbert_pca50,RandomForest,SES_group,13,Low,5686,837,-1.3336,1.015,0.227
finbert_pca50,RandomForest,SES_group,13,High,3003,506,-1.2323,1.1806,0.2284
finbert_pca50,RandomForest,BlackConcentration,13,Low,2170,307,-1.4044,1.0338,0.2391
finbert_pca50,RandomForest,BlackConcentration,13,High,5628,929,-1.2203,1.1768,0.2235
finbert_pca50,RandomForest,SES_group,14,Low,6707,984,-1.4775,1.1909,0.2605
finbert_pca50,RandomForest,SES_group,14,High,3399,539,-1.4729,1.2081,0.2686
finbert_pca50,RandomForest,BlackConcentration,14,Low,2684,400,-1.4792,1.0829,0.2618
finbert_pca50,RandomForest,BlackConcentration,14,High,6570,1054,-1.4221,1.1987,0.2589
finbert_pca50,XGBoost,SES_group,1,Low,515,76,-1.5294,0.6584,0.2435
finbert_pca50,XGBoost,SES_group,1,High,214,35,-1.5283,0.4985,0.2717
finbert_pca50,XGBoost,BlackConcentration,1,Low,180,33,-1.3301,0.5344,0.2273
finbert_pca50,XGBoost,BlackConcentration,1,High,460,68,-1.5617,0.6967,0.2572
finbert_pca50,XGBoost,SES_group,2,Low,561,52,-1.9405,0.9876,0.2676
finbert_pca50,XGBoost,SES_group,2,High,263,41,-1.5315,0.3053,0.2444
finbert_pca50,XGBoost,SES_group,3,Low,606,64,-2.0121,1.2226,0.2993
finbert_pca50,XGBoost,SES_group,3,High,292,58,-1.3133,0.6549,0.2471
finbert_pca50,XGBoost,SES_group,4,Low,814,110,-1.7176,0.7537,0.2856
finbert_pca50,XGBoost,SES_group,4,High,397,56,-1.769,1.3407,0.2797
finbert_pca50,XGBoost,BlackConcentration,4,Low,249,39,-1.6013,0.5947,0.2849
finbert_pca50,XGBoost,BlackConcentration,4,High,841,127,-1.6224,0.9205,0.2762
finbert_pca50,XGBoost,SES_group,5,Low,910,134,-1.6066,1.0455,0.2693
finbert_pca50,XGBoost,SES_group,5,High,430,63,-1.797,0.9637,0.3133
finbert_pca50,XGBoost,BlackConcentration,5,Low,293,42,-1.6646,1.1181,0.2734
finbert_pca50,XGBoost,BlackConcentration,5,High,909,133,-1.6844,1.2956,0.2775
finbert_pca50,XGBoost,SES_group,6,Low,959,174,-1.6383,1.1782,0.2983
finbert_pca50,XGBoost,SES_group,6,High,507,104,-1.45,0.6982,0.3016
finbert_pca50,XGBoost,BlackConcentration,6,Low,349,60,-1.7203,1.1363,0.3197
finbert_pca50,XGBoost,BlackConcentration,6,High,1002,192,-1.559,1.0059,0.2946
finbert_pca50,XGBoost,SES_group,7,Low,1211,171,-1.6496,0.8935,0.2803
finbert_pca50,XGBoost,SES_group,7,High,676,112,-1.5646,1.1051,0.2834
finbert_pca50,XGBoost,BlackConcentration,7,Low,428,64,-1.6904,0.9693,0.2997
finbert_pca50,XGBoost,BlackConcentration,7,High,1276,191,-1.6161,0.9485,0.2832
finbert_pca50,XGBoost,SES_group,8,Low,1715,306,-1.606,0.8031,0.3109
finbert_pca50,XGBoost,SES_group,8,High,838,160,-1.6906,1.1334,0.3161
finbert_pca50,XGBoost,BlackConcentration,8,Low,555,105,-1.5788,0.8812,0.3067
finbert_pca50,XGBoost,BlackConcentration,8,High,1783,346,-1.5862,0.9253,0.311
finbert_pca50,XGBoost,SES_group,9,Low,2595,373,-1.7842,1.1522,0.3073
finbert_pca50,XGBoost,SES_group,9,High,1429,226,-1.7763,1.0671,0.3233
finbert_pca50,XGBoost,BlackConcentration,9,Low,1020,143,-1.8786,1.1012,0.3262
finbert_pca50,XGBoost,BlackConcentration,9,High,2715,412,-1.7575,1.0707,0.313
finbert_pca50,XGBoost,SES_group,10,Low,2711,372,-1.6901,0.9569,0.2832
finbert_pca50,XGBoost,SES_group,10,High,1356,209,-1.6825,0.9793,0.2988
finbert_pca50,XGBoost,BlackConcentration,10,Low,1012,139,-1.7785,0.8599,0.3073
finbert_pca50,XGBoost,BlackConcentration,10,High,2694,445,-1.5586,1.0,0.2777
finbert_pca50,XGBoost,SES_group,11,Low,3647,513,-1.6854,0.9401,0.2869
finbert_pca50,XGBoost,SES_group,11,High,1900,295,-1.7198,1.1832,0.3053
finbert_pca50,XGBoost,BlackConcentration,11,Low,1378,170,-1.9052,0.9143,0.319
finbert_pca50,XGBoost,BlackConcentration,11,High,3563,528,-1.6869,0.9438,0.2984
finbert_pca50,XGBoost,SES_group,12,Low,4705,689,-1.7459,1.04,0.305
finbert_pca50,XGBoost,SES_group,12,High,2608,445,-1.6408,1.0459,0.3034
finbert_pca50,XGBoost,BlackConcentration,12,Low,1792,264,-1.7513,1.076,0.3085
finbert_pca50,XGBoost,BlackConcentration,12,High,4898,809,-1.6649,1.0428,0.3041
finbert_pca50,XGBoost,SES_group,13,Low,5686,837,-1.7335,0.8946,0.3081
finbert_pca50,XGBoost,SES_group,13,High,3003,506,-1.7095,1.0645,0.3157
finbert_pca50,XGBoost,BlackConcentration,13,Low,2170,307,-1.8076,0.9476,0.3204
finbert_pca50,XGBoost,BlackConcentration,13,High,5628,929,-1.6969,1.0503,0.3093
finbert_pca50,XGBoost,SES_group,14,Low,6707,984,-1.6974,0.9939,0.2925
finbert_pca50,XGBoost,SES_group,14,High,3399,539,-1.7003,1.003,0.3048
finbert_pca50,XGBoost,BlackConcentration,14,Low,2684,400,-1.6677,0.9218,0.2919
finbert_pca50,XGBoost,BlackConcentration,14,High,6570,1054,-1.6556,0.9927,0.2954
