representation,model,grouping,threshold,n_folds_used,n_folds_insufficient,metric,mean_value,n_sig_raw_p05,n_sig_BH_q05
structured_has_desc,Logistic,WhiteConcentration,0.4,10,4,EO_diff,0.0444,,
structured_has_desc,Logistic,WhiteConcentration,0.5,10,4,TPR,-0.0158,1.0,0.0
structured_has_desc,Logistic,WhiteConcentration,0.5,10,4,FPR,0.0059,0.0,0.0
structured_has_desc,Logistic,WhiteConcentration,0.5,10,4,PPR,0.0005,0.0,0.0
structured_has_desc,Logistic,WhiteConcentration,0.5,10,4,AUC,-0.0125,,
structured_has_desc,Logistic,WhiteConcentration,0.5,10,4,EO_diff,0.0509,,
structured_has_desc,Logistic,WhiteConcentration,0.6,10,4,TPR,-0.0093,0.0,0.0
structured_has_desc,Logistic,WhiteConcentration,0.6,10,4,FPR,0.0071,2.0,0.0
structured_has_desc,Logistic,WhiteConcentration,0.6,10,4,PPR,0.0032,3.0,1.0
structured_has_desc,Logistic,WhiteConcentration,0.6,10,4,AUC,-0.0125,,
structured_has_desc,Logistic,WhiteConcentration,0.6,10,4,EO_diff,0.0478,,
structured_has_desc,XGBoost,AsianConcentration,0.3,7,7,TPR,-0.0194,1.0,1.0
structured_has_desc,XGBoost,AsianConcentration,0.3,7,7,FPR,-0.0562,6.0,6.0
structured_has_desc,XGBoost,AsianConcentration,0.3,7,7,PPR,-0.0522,6.0,6.0
structured_has_desc,XGBoost,AsianConcentration,0.3,7,7,AUC,0.007,,
structured_has_desc,XGBoost,AsianConcentration,0.3,7,7,EO_diff,0.0664,,
structured_has_desc,XGBoost,AsianConcentration,0.4,7,7,TPR,-0.0264,1.0,0.0
structured_has_desc,XGBoost,AsianConcentration,0.4,7,7,FPR,-0.0588,5.0,5.0
structured_has_desc,XGBoost,AsianConcentration,0.4,7,7,PPR,-0.0564,6.0,6.0
structured_has_desc,XGBoost,AsianConcentration,0.4,7,7,AUC,0.007,,
structured_has_desc,XGBoost,AsianConcentration,0.4,7,7,EO_diff,0.0725,,
structured_has_desc,XGBoost,AsianConcentration,0.5,7,7,TPR,-0.0469,1.0,1.0
structured_has_desc,XGBoost,AsianConcentration,0.5,7,7,FPR,-0.0534,6.0,6.0
structured_has_desc,XGBoost,AsianConcentration,0.5,7,7,PPR,-0.0549,6.0,6.0
structured_has_desc,XGBoost,AsianConcentration,0.5,7,7,AUC,0.007,,
structured_has_desc,XGBoost,AsianConcentration,0.5,7,7,EO_diff,0.0762,,
structured_has_desc,XGBoost,AsianConcentration,0.6,7,7,TPR,-0.051,1.0,1.0
structured_has_desc,XGBoost,AsianConcentration,0.6,7,7,FPR,-0.0417,5.0,5.0
structured_has_desc,XGBoost,AsianConcentration,0.6,7,7,PPR,-0.0446,5.0,5.0
structured_has_desc,XGBoost,AsianConcentration,0.6,7,7,AUC,0.007,,
structured_has_desc,XGBoost,AsianConcentration,0.6,7,7,EO_diff,0.0684,,
structured_has_desc,XGBoost,BlackConcentration,0.3,12,2,TPR,0.0008,0.0,0.0
structured_has_desc,XGBoost,BlackConcentration,0.3,12,2,FPR,-0.0106,1.0,1.0
structured_has_desc,XGBoost,BlackConcentration,0.3,12,2,PPR,-0.0076,1.0,1.0
structured_has_desc,XGBoost,BlackConcentration,0.3,12,2,AUC,0.0137,,
structured_has_desc,XGBoost,BlackConcentration,0.3,12,2,EO_diff,0.0348,,
structured_has_desc,XGBoost,BlackConcentration,0.4,12,2,TPR,0.0128,1.0,0.0
structured_has_desc,XGBoost,BlackConcentration,0.4,12,2,FPR,-0.0084,0.0,0.0
structured_has_desc,XGBoost,BlackConcentration,0.4,12,2,PPR,-0.0029,2.0,1.0
structured_has_desc,XGBoost,BlackConcentration,0.4,12,2,AUC,0.0137,,
structured_has_desc,XGBoost,BlackConcentration,0.4,12,2,EO_diff,0.0388,,
structured_has_desc,XGBoost,BlackConcentration,0.5,12,2,TPR,0.0142,1.0,0.0
structured_has_desc,XGBoost,BlackConcentration,0.5,12,2,FPR,-0.0022,1.0,0.0
structured_has_desc,XGBoost,BlackConcentration,0.5,12,2,PPR,0.0033,2.0,2.0
structured_has_desc,XGBoost,BlackConcentration,0.5,12,2,AUC,0.0137,,
structured_has_desc,XGBoost,BlackConcentration,0.5,12,2,EO_diff,0.042,,
structured_has_desc,XGBoost,BlackConcentration,0.6,12,2,TPR,0.0181,1.0,0.0
structured_has_desc,XGBoost,BlackConcentration,0.6,12,2,FPR,-0.0071,0.0,0.0
structured_has_desc,XGBoost,BlackConcentration,0.6,12,2,PPR,-0.0007,4.0,2.0
structured_has_desc,XGBoost,BlackConcentration,0.6,12,2,AUC,0.0137,,
structured_has_desc,XGBoost,BlackConcentration,0.6,12,2,EO_diff,0.0449,,
structured_has_desc,XGBoost,ForeignBornConcentration,0.3,9,5,TPR,-0.0132,0.0,0.0
structured_has_desc,XGBoost,ForeignBornConcentration,0.3,9,5,FPR,-0.0437,6.0,6.0
structured_has_desc,XGBoost,ForeignBornConcentration,0.3,9,5,PPR,-0.0399,6.0,6.0
structured_has_desc,XGBoost,ForeignBornConcentration,0.3,9,5,AUC,0.003,,
structured_has_desc,XGBoost,ForeignBornConcentration,0.3,9,5,EO_diff,0.0546,,
structured_has_desc,XGBoost,ForeignBornConcentration,0.4,9,5,TPR,-0.0239,0.0,0.0
structured_has_desc,XGBoost,ForeignBornConcentration,0.4,9,5,FPR,-0.0497,5.0,5.0
structured_has_desc,XGBoost,ForeignBornConcentration,0.4,9,5,PPR,-0.0471,5.0,5.0
structured_has_desc,XGBoost,ForeignBornConcentration,0.4,9,5,AUC,0.003,,
structured_has_desc,XGBoost,ForeignBornConcentration,0.4,9,5,EO_diff,0.0725,,
structured_has_desc,XGBoost,ForeignBornConcentration,0.5,9,5,TPR,-0.0398,2.0,0.0
structured_has_desc,XGBoost,ForeignBornConcentration,0.5,9,5,FPR,-0.0396,6.0,6.0
structured_has_desc,XGBoost,ForeignBornConcentration,0.5,9,5,PPR,-0.0414,6.0,6.0
structured_has_desc,XGBoost,ForeignBornConcentration,0.5,9,5,AUC,0.003,,
structured_has_desc,XGBoost,ForeignBornConcentration,0.5,9,5,EO_diff,0.0784,,
structured_has_desc,XGBoost,ForeignBornConcentration,0.6,9,5,TPR,-0.064,1.0,0.0
structured_has_desc,XGBoost,ForeignBornConcentration,0.6,9,5,FPR,-0.0395,4.0,4.0
structured_has_desc,XGBoost,ForeignBornConcentration,0.6,9,5,PPR,-0.0446,5.0,5.0
structured_has_desc,XGBoost,ForeignBornConcentration,0.6,9,5,AUC,0.003,,
structured_has_desc,XGBoost,ForeignBornConcentration,0.6,9,5,EO_diff,0.0849,,
structured_has_desc,XGBoost,HispanicConcentration,0.3,10,4,TPR,-0.0257,1.0,0.0
structured_has_desc,XGBoost,HispanicConcentration,0.3,10,4,FPR,-0.0353,5.0,5.0
structured_has_desc,XGBoost,HispanicConcentration,0.3,10,4,PPR,-0.0345,6.0,5.0
structured_has_desc,XGBoost,HispanicConcentration,0.3,10,4,AUC,-0.0069,,
structured_has_desc,XGBoost,HispanicConcentration,0.3,10,4,EO_diff,0.0475,,
structured_has_desc,XGBoost,HispanicConcentration,0.4,10,4,TPR,-0.0381,2.0,0.0
structured_has_desc,XGBoost,HispanicConcentration,0.4,10,4,FPR,-0.0342,5.0,5.0
structured_has_desc,XGBoost,HispanicConcentration,0.4,10,4,PPR,-0.0358,5.0,5.0
structured_has_desc,XGBoost,HispanicConcentration,0.4,10,4,AUC,-0.0069,,
structured_has_desc,XGBoost,HispanicConcentration,0.4,10,4,EO_diff,0.0565,,
structured_has_desc,XGBoost,HispanicConcentration,0.5,10,4,TPR,-0.0298,2.0,0.0
structured_has_desc,XGBoost,HispanicConcentration,0.5,10,4,FPR,-0.0314,5.0,4.0
structured_has_desc,XGBoost,HispanicConcentration,0.5,10,4,PPR,-0.0326,5.0,5.0
structured_has_desc,XGBoost,HispanicConcentration,0.5,10,4,AUC,-0.0069,,
structured_has_desc,XGBoost,HispanicConcentration,0.5,10,4,EO_diff,0.0538,,
structured_has_desc,XGBoost,HispanicConcentration,0.6,10,4,TPR,-0.0371,1.0,0.0
structured_has_desc,XGBoost,HispanicConcentration,0.6,10,4,FPR,-0.029,5.0,5.0
structured_has_desc,XGBoost,HispanicConcentration,0.6,10,4,PPR,-0.0315,5.0,5.0
structured_has_desc,XGBoost,HispanicConcentration,0.6,10,4,AUC,-0.0069,,
structured_has_desc,XGBoost,HispanicConcentration,0.6,10,4,EO_diff,0.0612,,
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.3,9,5,TPR,-0.0096,0.0,0.0
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.3,9,5,FPR,-0.0406,5.0,5.0
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.3,9,5,PPR,-0.0361,5.0,5.0
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.3,9,5,AUC,0.005,,
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.3,9,5,EO_diff,0.045,,
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.4,9,5,TPR,-0.0297,0.0,0.0
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.4,9,5,FPR,-0.0488,6.0,5.0
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.4,9,5,PPR,-0.0462,5.0,5.0
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.4,9,5,AUC,0.005,,
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.4,9,5,EO_diff,0.0613,,
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.5,9,5,TPR,-0.026,0.0,0.0
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.5,9,5,FPR,-0.0419,6.0,6.0
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.5,9,5,PPR,-0.0402,5.0,5.0
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.5,9,5,AUC,0.005,,
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.5,9,5,EO_diff,0.064,,
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.6,9,5,TPR,-0.0445,1.0,0.0
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.6,9,5,FPR,-0.0388,5.0,5.0
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.6,9,5,PPR,-0.0399,5.0,4.0
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.6,9,5,AUC,0.005,,
structured_has_desc,XGBoost,LimitedEnglishConcentration,0.6,9,5,EO_diff,0.0637,,
structured_has_desc,XGBoost,SES_group,0.3,14,0,TPR,0.0078,2.0,1.0
structured_has_desc,XGBoost,SES_group,0.3,14,0,FPR,0.0658,11.0,11.0
structured_has_desc,XGBoost,SES_group,0.3,14,0,PPR,0.0625,11.0,11.0
structured_has_desc,XGBoost,SES_group,0.3,14,0,AUC,-0.0088,,
structured_has_desc,XGBoost,SES_group,0.3,14,0,EO_diff,0.0729,,
structured_has_desc,XGBoost,SES_group,0.4,14,0,TPR,0.0572,3.0,2.0
structured_has_desc,XGBoost,SES_group,0.4,14,0,FPR,0.0585,10.0,9.0
structured_has_desc,XGBoost,SES_group,0.4,14,0,PPR,0.0642,10.0,9.0
structured_has_desc,XGBoost,SES_group,0.4,14,0,AUC,-0.0088,,
structured_has_desc,XGBoost,SES_group,0.4,14,0,EO_diff,0.0826,,
structured_has_desc,XGBoost,SES_group,0.5,14,0,TPR,0.0554,2.0,2.0
structured_has_desc,XGBoost,SES_group,0.5,14,0,FPR,0.0514,10.0,8.0
structured_has_desc,XGBoost,SES_group,0.5,14,0,PPR,0.0582,10.0,9.0
structured_has_desc,XGBoost,SES_group,0.5,14,0,AUC,-0.0088,,
structured_has_desc,XGBoost,SES_group,0.5,14,0,EO_diff,0.0903,,
structured_has_desc,XGBoost,SES_group,0.6,14,0,TPR,0.06,6.0,5.0
structured_has_desc,XGBoost,SES_group,0.6,14,0,FPR,0.0316,8.0,6.0
structured_has_desc,XGBoost,SES_group,0.6,14,0,PPR,0.0409,8.0,8.0
structured_has_desc,XGBoost,SES_group,0.6,14,0,AUC,-0.0088,,
structured_has_desc,XGBoost,SES_group,0.6,14,0,EO_diff,0.0897,,
structured_has_desc,XGBoost,WhiteConcentration,0.3,10,4,TPR,0.0105,1.0,0.0
structured_has_desc,XGBoost,WhiteConcentration,0.3,10,4,FPR,0.0211,5.0,4.0
structured_has_desc,XGBoost,WhiteConcentration,0.3,10,4,PPR,0.0187,5.0,5.0
structured_has_desc,XGBoost,WhiteConcentration,0.3,10,4,AUC,-0.0138,,
structured_has_desc,XGBoost,WhiteConcentration,0.3,10,4,EO_diff,0.0301,,
structured_has_desc,XGBoost,WhiteConcentration,0.4,10,4,TPR,0.0022,0.0,0.0
structured_has_desc,XGBoost,WhiteConcentration,0.4,10,4,FPR,0.029,3.0,3.0
structured_has_desc,XGBoost,WhiteConcentration,0.4,10,4,PPR,0.0233,4.0,3.0
structured_has_desc,XGBoost,WhiteConcentration,0.4,10,4,AUC,-0.0138,,
structured_has_desc,XGBoost,WhiteConcentration,0.4,10,4,EO_diff,0.0378,,
structured_has_desc,XGBoost,WhiteConcentration,0.5,10,4,TPR,0.003,0.0,0.0
structured_has_desc,XGBoost,WhiteConcentration,0.5,10,4,FPR,0.0235,3.0,0.0
structured_has_desc,XGBoost,WhiteConcentration,0.5,10,4,PPR,0.0188,3.0,3.0
structured_has_desc,XGBoost,WhiteConcentration,0.5,10,4,AUC,-0.0138,,
structured_has_desc,XGBoost,WhiteConcentration,0.5,10,4,EO_diff,0.0421,,
structured_has_desc,XGBoost,WhiteConcentration,0.6,10,4,TPR,0.0031,1.0,0.0
structured_has_desc,XGBoost,WhiteConcentration,0.6,10,4,FPR,0.0265,2.0,1.0
structured_has_desc,XGBoost,WhiteConcentration,0.6,10,4,PPR,0.0213,3.0,2.0
structured_has_desc,XGBoost,WhiteConcentration,0.6,10,4,AUC,-0.0138,,
structured_has_desc,XGBoost,WhiteConcentration,0.6,10,4,EO_diff,0.0518,,
tfidf_chi2,Logistic,AsianConcentration,0.3,7,7,TPR,-0.006,1.0,0.0
tfidf_chi2,Logistic,AsianConcentration,0.3,7,7,FPR,-0.0276,6.0,4.0
tfidf_chi2,Logistic,AsianConcentration,0.3,7,7,PPR,-0.026,5.0,4.0
tfidf_chi2,Logistic,AsianConcentration,0.3,7,7,AUC,0.0069,,
tfidf_chi2,Logistic,AsianConcentration,0.3,7,7,EO_diff,0.0454,,
tfidf_chi2,Logistic,AsianConcentration,0.4,7,7,TPR,-0.0005,2.0,0.0
tfidf_chi2,Logistic,AsianConcentration,0.4,7,7,FPR,-0.0334,5.0,3.0
tfidf_chi2,Logistic,AsianConcentration,0.4,7,7,PPR,-0.031,5.0,4.0
tfidf_chi2,Logistic,AsianConcentration,0.4,7,7,AUC,0.0069,,
tfidf_chi2,Logistic,AsianConcentration,0.4,7,7,EO_diff,0.0643,,
tfidf_chi2,Logistic,AsianConcentration,0.5,7,7,TPR,-0.0176,1.0,1.0
tfidf_chi2,Logistic,AsianConcentration,0.5,7,7,FPR,-0.0233,3.0,3.0
tfidf_chi2,Logistic,AsianConcentration,0.5,7,7,PPR,-0.0249,3.0,3.0
tfidf_chi2,Logistic,AsianConcentration,0.5,7,7,AUC,0.0069,,
tfidf_chi2,Logistic,AsianConcentration,0.5,7,7,EO_diff,0.0534,,
tfidf_chi2,Logistic,AsianConcentration,0.6,7,7,TPR,-0.0434,1.0,1.0
tfidf_chi2,Logistic,AsianConcentration,0.6,7,7,FPR,-0.024,2.0,2.0
tfidf_chi2,Logistic,AsianConcentration,0.6,7,7,PPR,-0.0281,2.0,2.0
tfidf_chi2,Logistic,AsianConcentration,0.6,7,7,AUC,0.0069,,
tfidf_chi2,Logistic,AsianConcentration,0.6,7,7,EO_diff,0.0762,,
tfidf_chi2,Logistic,BlackConcentration,0.3,12,2,TPR,0.0052,1.0,0.0
tfidf_chi2,Logistic,BlackConcentration,0.3,12,2,FPR,0.002,3.0,2.0
tfidf_chi2,Logistic,BlackConcentration,0.3,12,2,PPR,0.0038,3.0,2.0
tfidf_chi2,Logistic,BlackConcentration,0.3,12,2,AUC,0.0191,,
tfidf_chi2,Logistic,BlackConcentration,0.3,12,2,EO_diff,0.0335,,
tfidf_chi2,Logistic,BlackConcentration,0.4,12,2,TPR,0.028,2.0,0.0
tfidf_chi2,Logistic,BlackConcentration,0.4,12,2,FPR,-0.0058,4.0,3.0
tfidf_chi2,Logistic,BlackConcentration,0.4,12,2,PPR,0.0014,4.0,3.0
tfidf_chi2,Logistic,BlackConcentration,0.4,12,2,AUC,0.0191,,
tfidf_chi2,Logistic,BlackConcentration,0.4,12,2,EO_diff,0.0475,,
tfidf_chi2,Logistic,BlackConcentration,0.5,12,2,TPR,0.0333,2.0,1.0
tfidf_chi2,Logistic,BlackConcentration,0.5,12,2,FPR,0.0085,4.0,2.0
tfidf_chi2,Logistic,BlackConcentration,0.5,12,2,PPR,0.0151,4.0,4.0
tfidf_chi2,Logistic,BlackConcentration,0.5,12,2,AUC,0.0191,,
tfidf_chi2,Logistic,BlackConcentration,0.5,12,2,EO_diff,0.0496,,
tfidf_chi2,Logistic,BlackConcentration,0.6,12,2,TPR,0.0446,1.0,0.0
tfidf_chi2,Logistic,BlackConcentration,0.6,12,2,FPR,0.0103,3.0,2.0
tfidf_chi2,Logistic,BlackConcentration,0.6,12,2,PPR,0.0183,5.0,4.0
tfidf_chi2,Logistic,BlackConcentration,0.6,12,2,AUC,0.0191,,
tfidf_chi2,Logistic,BlackConcentration,0.6,12,2,EO_diff,0.0592,,
tfidf_chi2,Logistic,ForeignBornConcentration,0.3,9,5,TPR,-0.0053,0.0,0.0
tfidf_chi2,Logistic,ForeignBornConcentration,0.3,9,5,FPR,-0.0121,3.0,1.0
tfidf_chi2,Logistic,ForeignBornConcentration,0.3,9,5,PPR,-0.0121,5.0,2.0
tfidf_chi2,Logistic,ForeignBornConcentration,0.3,9,5,AUC,-0.0038,,
tfidf_chi2,Logistic,ForeignBornConcentration,0.3,9,5,EO_diff,0.037,,
tfidf_chi2,Logistic,ForeignBornConcentration,0.4,9,5,TPR,-0.0032,1.0,0.0
tfidf_chi2,Logistic,ForeignBornConcentration,0.4,9,5,FPR,-0.0181,4.0,2.0
tfidf_chi2,Logistic,ForeignBornConcentration,0.4,9,5,PPR,-0.0174,2.0,2.0
tfidf_chi2,Logistic,ForeignBornConcentration,0.4,9,5,AUC,-0.0038,,
tfidf_chi2,Logistic,ForeignBornConcentration,0.4,9,5,EO_diff,0.0441,,
tfidf_chi2,Logistic,ForeignBornConcentration,0.5,9,5,TPR,-0.0163,2.0,0.0
tfidf_chi2,Logistic,ForeignBornConcentration,0.5,9,5,FPR,-0.0093,1.0,0.0
tfidf_chi2,Logistic,ForeignBornConcentration,0.5,9,5,PPR,-0.0116,1.0,1.0
tfidf_chi2,Logistic,ForeignBornConcentration,0.5,9,5,AUC,-0.0038,,
tfidf_chi2,Logistic,ForeignBornConcentration,0.5,9,5,EO_diff,0.0747,,
tfidf_chi2,Logistic,ForeignBornConcentration,0.6,9,5,TPR,-0.0311,1.0,0.0
tfidf_chi2,Logistic,ForeignBornConcentration,0.6,9,5,FPR,-0.0116,2.0,1.0
tfidf_chi2,Logistic,ForeignBornConcentration,0.6,9,5,PPR,-0.0161,2.0,1.0
tfidf_chi2,Logistic,ForeignBornConcentration,0.6,9,5,AUC,-0.0038,,
tfidf_chi2,Logistic,ForeignBornConcentration,0.6,9,5,EO_diff,0.0547,,
tfidf_chi2,Logistic,HispanicConcentration,0.3,10,4,TPR,-0.0168,1.0,0.0
tfidf_chi2,Logistic,HispanicConcentration,0.3,10,4,FPR,-0.0082,2.0,0.0
tfidf_chi2,Logistic,HispanicConcentration,0.3,10,4,PPR,-0.0102,2.0,1.0
tfidf_chi2,Logistic,HispanicConcentration,0.3,10,4,AUC,-0.0137,,
tfidf_chi2,Logistic,HispanicConcentration,0.3,10,4,EO_diff,0.0285,,
tfidf_chi2,Logistic,HispanicConcentration,0.4,10,4,TPR,-0.0188,1.0,0.0
tfidf_chi2,Logistic,HispanicConcentration,0.4,10,4,FPR,-0.0173,1.0,1.0
tfidf_chi2,Logistic,HispanicConcentration,0.4,10,4,PPR,-0.0191,2.0,2.0
tfidf_chi2,Logistic,HispanicConcentration,0.4,10,4,AUC,-0.0137,,
tfidf_chi2,Logistic,HispanicConcentration,0.4,10,4,EO_diff,0.0347,,
tfidf_chi2,Logistic,HispanicConcentration,0.5,10,4,TPR,-0.0358,2.0,0.0
tfidf_chi2,Logistic,HispanicConcentration,0.5,10,4,FPR,-0.009,1.0,0.0
tfidf_chi2,Logistic,HispanicConcentration,0.5,10,4,PPR,-0.014,1.0,0.0
tfidf_chi2,Logistic,HispanicConcentration,0.5,10,4,AUC,-0.0137,,
tfidf_chi2,Logistic,HispanicConcentration,0.5,10,4,EO_diff,0.0603,,
tfidf_chi2,Logistic,HispanicConcentration,0.6,10,4,TPR,-0.0356,2.0,2.0
tfidf_chi2,Logistic,HispanicConcentration,0.6,10,4,FPR,-0.0114,2.0,1.0
tfidf_chi2,Logistic,HispanicConcentration,0.6,10,4,PPR,-0.0165,2.0,2.0
tfidf_chi2,Logistic,HispanicConcentration,0.6,10,4,AUC,-0.0137,,
tfidf_chi2,Logistic,HispanicConcentration,0.6,10,4,EO_diff,0.0443,,
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.3,9,5,TPR,-0.0029,0.0,0.0
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.3,9,5,FPR,-0.0103,1.0,1.0
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.3,9,5,PPR,-0.0095,1.0,1.0
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.3,9,5,AUC,-0.0062,,
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.3,9,5,EO_diff,0.0251,,
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.4,9,5,TPR,-0.0143,0.0,0.0
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.4,9,5,FPR,-0.0208,2.0,2.0
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.4,9,5,PPR,-0.0204,3.0,2.0
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.4,9,5,AUC,-0.0062,,
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.4,9,5,EO_diff,0.0342,,
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.5,9,5,TPR,-0.0232,1.0,0.0
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.5,9,5,FPR,-0.0143,1.0,0.0
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.5,9,5,PPR,-0.0156,2.0,0.0
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.5,9,5,AUC,-0.0062,,
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.5,9,5,EO_diff,0.0606,,
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.6,9,5,TPR,-0.0308,3.0,0.0
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.6,9,5,FPR,-0.0127,1.0,1.0
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.6,9,5,PPR,-0.0163,2.0,1.0
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.6,9,5,AUC,-0.0062,,
tfidf_chi2,Logistic,LimitedEnglishConcentration,0.6,9,5,EO_diff,0.0473,,
tfidf_chi2,Logistic,SES_group,0.3,14,0,TPR,0.0092,4.0,2.0
tfidf_chi2,Logistic,SES_group,0.3,14,0,FPR,0.0645,10.0,10.0
tfidf_chi2,Logistic,SES_group,0.3,14,0,PPR,0.0609,10.0,10.0
tfidf_chi2,Logistic,SES_group,0.3,14,0,AUC,-0.0063,,
tfidf_chi2,Logistic,SES_group,0.3,14,0,EO_diff,0.0759,,
tfidf_chi2,Logistic,SES_group,0.4,14,0,TPR,0.0362,4.0,2.0
tfidf_chi2,Logistic,SES_group,0.4,14,0,FPR,0.0642,10.0,10.0
tfidf_chi2,Logistic,SES_group,0.4,14,0,PPR,0.066,11.0,11.0
tfidf_chi2,Logistic,SES_group,0.4,14,0,AUC,-0.0063,,
tfidf_chi2,Logistic,SES_group,0.4,14,0,EO_diff,0.0749,,
tfidf_chi2,Logistic,SES_group,0.5,14,0,TPR,0.0538,3.0,1.0
tfidf_chi2,Logistic,SES_group,0.5,14,0,FPR,0.0618,11.0,11.0
tfidf_chi2,Logistic,SES_group,0.5,14,0,PPR,0.0675,11.0,11.0
tfidf_chi2,Logistic,SES_group,0.5,14,0,AUC,-0.0063,,
tfidf_chi2,Logistic,SES_group,0.5,14,0,EO_diff,0.0875,,
tfidf_chi2,Logistic,SES_group,0.6,14,0,TPR,0.0595,5.0,5.0
tfidf_chi2,Logistic,SES_group,0.6,14,0,FPR,0.041,8.0,8.0
tfidf_chi2,Logistic,SES_group,0.6,14,0,PPR,0.0498,11.0,9.0
tfidf_chi2,Logistic,SES_group,0.6,14,0,AUC,-0.0063,,
tfidf_chi2,Logistic,SES_group,0.6,14,0,EO_diff,0.0907,,
tfidf_chi2,Logistic,WhiteConcentration,0.3,10,4,TPR,-0.0037,0.0,0.0
tfidf_chi2,Logistic,WhiteConcentration,0.3,10,4,FPR,-0.002,0.0,0.0
tfidf_chi2,Logistic,WhiteConcentration,0.3,10,4,PPR,-0.0032,0.0,0.0
tfidf_chi2,Logistic,WhiteConcentration,0.3,10,4,AUC,-0.0116,,
tfidf_chi2,Logistic,WhiteConcentration,0.3,10,4,EO_diff,0.0271,,
tfidf_chi2,Logistic,WhiteConcentration,0.4,10,4,TPR,-0.0086,0.0,0.0
tfidf_chi2,Logistic,WhiteConcentration,0.4,10,4,FPR,0.0119,1.0,0.0
tfidf_chi2,Logistic,WhiteConcentration,0.4,10,4,PPR,0.0079,1.0,1.0
tfidf_chi2,Logistic,WhiteConcentration,0.4,10,4,AUC,-0.0116,,
tfidf_chi2,Logistic,WhiteConcentration,0.4,10,4,EO_diff,0.0407,,
tfidf_chi2,Logistic,WhiteConcentration,0.5,10,4,TPR,-0.0094,1.0,0.0
tfidf_chi2,Logistic,WhiteConcentration,0.5,10,4,FPR,0.0042,0.0,0.0
tfidf_chi2,Logistic,WhiteConcentration,0.5,10,4,PPR,-0.0003,1.0,0.0
tfidf_chi2,Logistic,WhiteConcentration,0.5,10,4,AUC,-0.0116,,
tfidf_chi2,Logistic,WhiteConcentration,0.5,10,4,EO_diff,0.0574,,
tfidf_chi2,Logistic,WhiteConcentration,0.6,10,4,TPR,-0.0096,1.0,0.0
tfidf_chi2,Logistic,WhiteConcentration,0.6,10,4,FPR,0.0064,2.0,0.0
tfidf_chi2,Logistic,WhiteConcentration,0.6,10,4,PPR,0.0024,3.0,1.0
tfidf_chi2,Logistic,WhiteConcentration,0.6,10,4,AUC,-0.0116,,
tfidf_chi2,Logistic,WhiteConcentration,0.6,10,4,EO_diff,0.0549,,
tfidf_chi2,XGBoost,AsianConcentration,0.3,7,7,TPR,-0.0171,1.0,0.0
tfidf_chi2,XGBoost,AsianConcentration,0.3,7,7,FPR,-0.0588,6.0,6.0
tfidf_chi2,XGBoost,AsianConcentration,0.3,7,7,PPR,-0.0539,6.0,6.0
tfidf_chi2,XGBoost,AsianConcentration,0.3,7,7,AUC,0.0127,,
tfidf_chi2,XGBoost,AsianConcentration,0.3,7,7,EO_diff,0.0641,,
tfidf_chi2,XGBoost,AsianConcentration,0.4,7,7,TPR,-0.0227,1.0,1.0
tfidf_chi2,XGBoost,AsianConcentration,0.4,7,7,FPR,-0.0827,6.0,6.0
tfidf_chi2,XGBoost,AsianConcentration,0.4,7,7,PPR,-0.0753,6.0,6.0
tfidf_chi2,XGBoost,AsianConcentration,0.4,7,7,AUC,0.0127,,
