zip3,BlackConcentration,weight,direction,SES_group
546,Low,0.3933488759846793,BlackConcentration (entropy-balanced on 7 SES covariates),
547,Low,0.5053290418815811,BlackConcentration (entropy-balanced on 7 SES covariates),
548,Low,0.7234807018500751,BlackConcentration (entropy-balanced on 7 SES covariates),
549,Low,0.6473088955991825,BlackConcentration (entropy-balanced on 7 SES covariates),
550,Low,0.32941963446500916,BlackConcentration (entropy-balanced on 7 SES covariates),
556,Low,0.2632888133682776,BlackConcentration (entropy-balanced on 7 SES covariates),
557,Low,0.7444510402381335,BlackConcentration (entropy-balanced on 7 SES covariates),
558,Low,1.424924770766415,BlackConcentration (entropy-balanced on 7 SES covariates),
560,Low,0.3155975408989916,BlackConcentration (entropy-balanced on 7 SES covariates),
561,Low,0.15709765368670836,BlackConcentration (entropy-balanced on 7 SES covariates),
562,Low,0.28865873211978665,BlackConcentration (entropy-balanced on 7 SES covariates),
563,Low,0.49473883340554736,BlackConcentration (entropy-balanced on 7 SES covariates),
564,Low,0.4147149782506377,BlackConcentration (entropy-balanced on 7 SES covariates),
565,Low,0.30092276857663475,BlackConcentration (entropy-balanced on 7 SES covariates),
566,Low,0.8294849796616234,BlackConcentration (entropy-balanced on 7 SES covariates),
567,Low,0.28220379310574434,BlackConcentration (entropy-balanced on 7 SES covariates),
570,Low,0.24195951109383823,BlackConcentration (entropy-balanced on 7 SES covariates),
572,Low,0.20453437946473454,BlackConcentration (entropy-balanced on 7 SES covariates),
573,Low,0.19857834136688401,BlackConcentration (entropy-balanced on 7 SES covariates),
574,Low,0.12984666259061814,BlackConcentration (entropy-balanced on 7 SES covariates),
575,Low,0.74533731263931,BlackConcentration (entropy-balanced on 7 SES covariates),
576,Low,3.2935458706266867,BlackConcentration (entropy-balanced on 7 SES covariates),
577,Low,0.5021216882938931,BlackConcentration (entropy-balanced on 7 SES covariates),
590,Low,0.3533911602362361,BlackConcentration (entropy-balanced on 7 SES covariates),
591,Low,0.3357259127974134,BlackConcentration (entropy-balanced on 7 SES covariates),
592,Low,0.13115152516079762,BlackConcentration (entropy-balanced on 7 SES covariates),
593,Low,0.16222922072645649,BlackConcentration (entropy-balanced on 7 SES covariates),
594,Low,0.46307033428130884,BlackConcentration (entropy-balanced on 7 SES covariates),
595,Low,0.19055334903317317,BlackConcentration (entropy-balanced on 7 SES covariates),
596,Low,0.44758939069150777,BlackConcentration (entropy-balanced on 7 SES covariates),
597,Low,0.688773783727406,BlackConcentration (entropy-balanced on 7 SES covariates),
598,Low,1.1388902401767533,BlackConcentration (entropy-balanced on 7 SES covariates),
599,Low,0.7348963445460907,BlackConcentration (entropy-balanced on 7 SES covariates),
613,Low,1.20862473335353,BlackConcentration (entropy-balanced on 7 SES covariates),
615,Low,0.3993252157505489,BlackConcentration (entropy-balanced on 7 SES covariates),
619,Low,1.1478305076220874,BlackConcentration (entropy-balanced on 7 SES covariates),
635,Low,0.3310025165229665,BlackConcentration (entropy-balanced on 7 SES covariates),
644,Low,0.46904765874763416,BlackConcentration (entropy-balanced on 7 SES covariates),
646,Low,0.33258318978264284,BlackConcentration (entropy-balanced on 7 SES covariates),
647,Low,0.3217073057277322,BlackConcentration (entropy-balanced on 7 SES covariates),
648,Low,0.7076539344671826,BlackConcentration (entropy-balanced on 7 SES covariates),
650,Low,0.3396786642947454,BlackConcentration (entropy-balanced on 7 SES covariates),
656,Low,0.8199166811435911,BlackConcentration (entropy-balanced on 7 SES covariates),
657,Low,0.6397527382321483,BlackConcentration (entropy-balanced on 7 SES covariates),
667,Low,0.5481658564550189,BlackConcentration (entropy-balanced on 7 SES covariates),
668,Low,0.5715488897137554,BlackConcentration (entropy-balanced on 7 SES covariates),
669,Low,0.14365897030790478,BlackConcentration (entropy-balanced on 7 SES covariates),
670,Low,0.42352687940564687,BlackConcentration (entropy-balanced on 7 SES covariates),
671,Low,0.37289406643937045,BlackConcentration (entropy-balanced on 7 SES covariates),
674,Low,0.23269613014714663,BlackConcentration (entropy-balanced on 7 SES covariates),
675,Low,0.38097954493906744,BlackConcentration (entropy-balanced on 7 SES covariates),
676,Low,0.2543510960390212,BlackConcentration (entropy-balanced on 7 SES covariates),
677,Low,0.1680637081375855,BlackConcentration (entropy-balanced on 7 SES covariates),
678,Low,0.22961269707603865,BlackConcentration (entropy-balanced on 7 SES covariates),
680,Low,0.3378795132837581,BlackConcentration (entropy-balanced on 7 SES covariates),
725,Low,0.5684452667429679,BlackConcentration (entropy-balanced on 7 SES covariates),
726,Low,0.47226341393918136,BlackConcentration (entropy-balanced on 7 SES covariates),
727,Low,0.6076144502634122,BlackConcentration (entropy-balanced on 7 SES covariates),
728,Low,0.38310524972415366,BlackConcentration (entropy-balanced on 7 SES covariates),
738,Low,0.11756774347800837,BlackConcentration (entropy-balanced on 7 SES covariates),
739,Low,0.45968202906276784,BlackConcentration (entropy-balanced on 7 SES covariates),
743,Low,0.3725621943960357,BlackConcentration (entropy-balanced on 7 SES covariates),
746,Low,0.5367402125469678,BlackConcentration (entropy-balanced on 7 SES covariates),
749,Low,0.6925617667826489,BlackConcentration (entropy-balanced on 7 SES covariates),
764,Low,0.18117738522736684,BlackConcentration (entropy-balanced on 7 SES covariates),
780,Low,0.18568651457812804,BlackConcentration (entropy-balanced on 7 SES covariates),
783,Low,0.48828046013839754,BlackConcentration (entropy-balanced on 7 SES covariates),
785,Low,0.2860279297552675,BlackConcentration (entropy-balanced on 7 SES covariates),
788,Low,0.5555834856234498,BlackConcentration (entropy-balanced on 7 SES covariates),
798,Low,0.08865863390873924,BlackConcentration (entropy-balanced on 7 SES covariates),
801,Low,0.4878374524456727,BlackConcentration (entropy-balanced on 7 SES covariates),
803,Low,1.492026130974627,BlackConcentration (entropy-balanced on 7 SES covariates),
804,Low,0.3269056368107236,BlackConcentration (entropy-balanced on 7 SES covariates),
805,Low,0.8792269219595575,BlackConcentration (entropy-balanced on 7 SES covariates),
806,Low,0.47193751318483523,BlackConcentration (entropy-balanced on 7 SES covariates),
807,Low,0.5815232717343866,BlackConcentration (entropy-balanced on 7 SES covariates),
810,Low,1.8335661956628688,BlackConcentration (entropy-balanced on 7 SES covariates),
811,Low,0.7309234296947126,BlackConcentration (entropy-balanced on 7 SES covariates),
813,Low,0.6657316718396815,BlackConcentration (entropy-balanced on 7 SES covariates),
814,Low,0.8143861809725214,BlackConcentration (entropy-balanced on 7 SES covariates),
815,Low,0.4878923733540032,BlackConcentration (entropy-balanced on 7 SES covariates),
816,Low,0.26791439861998456,BlackConcentration (entropy-balanced on 7 SES covariates),
820,Low,0.401796642358549,BlackConcentration (entropy-balanced on 7 SES covariates),
821,Low,18.843089200813754,BlackConcentration (entropy-balanced on 7 SES covariates),
822,Low,0.08749211146664994,BlackConcentration (entropy-balanced on 7 SES covariates),
823,Low,0.15574699004485396,BlackConcentration (entropy-balanced on 7 SES covariates),
824,Low,0.22626879834569347,BlackConcentration (entropy-balanced on 7 SES covariates),
825,Low,0.8414670863905405,BlackConcentration (entropy-balanced on 7 SES covariates),
826,Low,0.2954503985129286,BlackConcentration (entropy-balanced on 7 SES covariates),
827,Low,0.09138115881017951,BlackConcentration (entropy-balanced on 7 SES covariates),
828,Low,0.1295507192932517,BlackConcentration (entropy-balanced on 7 SES covariates),
829,Low,0.23182732632697164,BlackConcentration (entropy-balanced on 7 SES covariates),
830,Low,0.13251280670186405,BlackConcentration (entropy-balanced on 7 SES covariates),
831,Low,0.12256555551670131,BlackConcentration (entropy-balanced on 7 SES covariates),
834,Low,0.40979905711593845,BlackConcentration (entropy-balanced on 7 SES covariates),
836,Low,1.2761744276071214,BlackConcentration (entropy-balanced on 7 SES covariates),
838,Low,0.8205186935091265,BlackConcentration (entropy-balanced on 7 SES covariates),
840,Low,0.2843104938558485,BlackConcentration (entropy-balanced on 7 SES covariates),
841,Low,0.9609604874890817,BlackConcentration (entropy-balanced on 7 SES covariates),
843,Low,0.4984195245752921,BlackConcentration (entropy-balanced on 7 SES covariates),
844,Low,0.6835320934921595,BlackConcentration (entropy-balanced on 7 SES covariates),
845,Low,0.32374257120597216,BlackConcentration (entropy-balanced on 7 SES covariates),
846,Low,0.6194101004602808,BlackConcentration (entropy-balanced on 7 SES covariates),
847,Low,1.1913723880767835,BlackConcentration (entropy-balanced on 7 SES covariates),
855,Low,0.6753017163598437,BlackConcentration (entropy-balanced on 7 SES covariates),
859,Low,3.1729495039772235,BlackConcentration (entropy-balanced on 7 SES covariates),
860,Low,1.1996307514772762,BlackConcentration (entropy-balanced on 7 SES covariates),
863,Low,1.2174159313081654,BlackConcentration (entropy-balanced on 7 SES covariates),
864,Low,4.317043833179047,BlackConcentration (entropy-balanced on 7 SES covariates),
865,Low,16.939372813918265,BlackConcentration (entropy-balanced on 7 SES covariates),
870,Low,0.6990478633745891,BlackConcentration (entropy-balanced on 7 SES covariates),
873,Low,0.412607829752114,BlackConcentration (entropy-balanced on 7 SES covariates),
874,Low,0.1323143887356855,BlackConcentration (entropy-balanced on 7 SES covariates),
875,Low,1.0679706442119998,BlackConcentration (entropy-balanced on 7 SES covariates),
877,Low,0.5732789161444457,BlackConcentration (entropy-balanced on 7 SES covariates),
878,Low,0.39793971222998487,BlackConcentration (entropy-balanced on 7 SES covariates),
879,Low,0.14608571553938698,BlackConcentration (entropy-balanced on 7 SES covariates),
880,Low,1.4783635956751187,BlackConcentration (entropy-balanced on 7 SES covariates),
882,Low,0.4424412848824356,BlackConcentration (entropy-balanced on 7 SES covariates),
884,Low,0.19235728681251502,BlackConcentration (entropy-balanced on 7 SES covariates),
893,Low,1.2201163887384632,BlackConcentration (entropy-balanced on 7 SES covariates),
894,Low,2.942065270529145,BlackConcentration (entropy-balanced on 7 SES covariates),
897,Low,11.471717983644773,BlackConcentration (entropy-balanced on 7 SES covariates),
898,Low,0.23387052670444247,BlackConcentration (entropy-balanced on 7 SES covariates),
906,Low,0.7194126224817122,BlackConcentration (entropy-balanced on 7 SES covariates),
912,Low,3.37196176064699,BlackConcentration (entropy-balanced on 7 SES covariates),
915,Low,2.1408723038654287,BlackConcentration (entropy-balanced on 7 SES covariates),
918,Low,1.451733952712418,BlackConcentration (entropy-balanced on 7 SES covariates),
926,Low,0.5526706512303218,BlackConcentration (entropy-balanced on 7 SES covariates),
927,Low,0.5356150140466304,BlackConcentration (entropy-balanced on 7 SES covariates),
930,Low,0.733219474892666,BlackConcentration (entropy-balanced on 7 SES covariates),
931,Low,0.3386354692479522,BlackConcentration (entropy-balanced on 7 SES covariates),
934,Low,0.8943028153132581,BlackConcentration (entropy-balanced on 7 SES covariates),
936,Low,3.042791549197544,BlackConcentration (entropy-balanced on 7 SES covariates),
940,Low,0.43017180632239715,BlackConcentration (entropy-balanced on 7 SES covariates),
944,Low,0.3913933331915904,BlackConcentration (entropy-balanced on 7 SES covariates),
949,Low,0.40791595420609295,BlackConcentration (entropy-balanced on 7 SES covariates),
950,Low,0.679741731024264,BlackConcentration (entropy-balanced on 7 SES covariates),
954,Low,1.4688672455387422,BlackConcentration (entropy-balanced on 7 SES covariates),
955,Low,1.8181217935585203,BlackConcentration (entropy-balanced on 7 SES covariates),
959,Low,6.073135855749639,BlackConcentration (entropy-balanced on 7 SES covariates),
960,Low,5.314199079868965,BlackConcentration (entropy-balanced on 7 SES covariates),
967,Low,0.37870259839336795,BlackConcentration (entropy-balanced on 7 SES covariates),
968,Low,0.3998796748483503,BlackConcentration (entropy-balanced on 7 SES covariates),
970,Low,1.9724534673632503,BlackConcentration (entropy-balanced on 7 SES covariates),
971,Low,1.2528302483863007,BlackConcentration (entropy-balanced on 7 SES covariates),
973,Low,2.5989804046498444,BlackConcentration (entropy-balanced on 7 SES covariates),
974,Low,3.2101755503469644,BlackConcentration (entropy-balanced on 7 SES covariates),
975,Low,3.553895627048621,BlackConcentration (entropy-balanced on 7 SES covariates),
976,Low,3.152154502892198,BlackConcentration (entropy-balanced on 7 SES covariates),
977,Low,3.972695661763663,BlackConcentration (entropy-balanced on 7 SES covariates),
978,Low,1.2397382095505085,BlackConcentration (entropy-balanced on 7 SES covariates),
979,Low,2.276623884371423,BlackConcentration (entropy-balanced on 7 SES covariates),
982,Low,0.9919185511035782,BlackConcentration (entropy-balanced on 7 SES covariates),
985,Low,1.7711684854300738,BlackConcentration (entropy-balanced on 7 SES covariates),
986,Low,2.305895242133573,BlackConcentration (entropy-balanced on 7 SES covariates),
988,Low,0.9826902536676126,BlackConcentration (entropy-balanced on 7 SES covariates),
989,Low,1.3149981121346535,BlackConcentration (entropy-balanced on 7 SES covariates),
990,Low,0.7935186137139546,BlackConcentration (entropy-balanced on 7 SES covariates),
991,Low,1.0286140352863218,BlackConcentration (entropy-balanced on 7 SES covariates),
992,Low,2.7057709364750333,BlackConcentration (entropy-balanced on 7 SES covariates),
993,Low,0.5511681593144748,BlackConcentration (entropy-balanced on 7 SES covariates),
994,Low,0.45844368646303735,BlackConcentration (entropy-balanced on 7 SES covariates),
996,Low,0.7893376690994115,BlackConcentration (entropy-balanced on 7 SES covariates),
998,Low,0.5600612758721815,BlackConcentration (entropy-balanced on 7 SES covariates),
999,Low,1.2038701984146851,BlackConcentration (entropy-balanced on 7 SES covariates),
007,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
011,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
071,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
072,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
075,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
081,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
084,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
104,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
132,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
135,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
136,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
139,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
143,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
147,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
149,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
154,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
167,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
181,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
185,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
191,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
235,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
237,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
239,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
242,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
243,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
246,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
247,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
248,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
250,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
252,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
256,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
257,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
258,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
259,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
262,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
263,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
264,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
266,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
267,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
271,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
272,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
274,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
278,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
283,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
285,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
286,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
289,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
291,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
293,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
295,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
298,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
304,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
306,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
307,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
309,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
310,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
312,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
314,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
315,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
316,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
317,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
319,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
323,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
324,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
326,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
328,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
330,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
331,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
336,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
338,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
344,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
349,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
354,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
355,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
356,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
359,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
362,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
363,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
364,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
366,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
367,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
368,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
369,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
374,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
377,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
378,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
381,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
382,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
383,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
384,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
385,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
386,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
391,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
392,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
394,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
395,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
397,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
398,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
401,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
403,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
404,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
407,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
408,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
409,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
411,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
412,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
413,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
414,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
415,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
416,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
417,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
418,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
420,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
421,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
422,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
424,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
425,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
426,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
427,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
432,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
433,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
436,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
437,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
438,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
439,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
441,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
443,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
445,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
447,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
449,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
455,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
456,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
457,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
462,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
464,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
466,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
469,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
473,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
474,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
478,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
482,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
485,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
486,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
489,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
499,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
532,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
575,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
576,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
595,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
606,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
608,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
611,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
614,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
619,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
628,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
629,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
635,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
636,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
638,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
639,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
645,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
648,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
653,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
654,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
655,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
656,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
658,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
661,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
667,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
673,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
679,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
701,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
705,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
710,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
711,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
712,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
713,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
714,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
716,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
717,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
718,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
719,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
723,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
724,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
725,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
726,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
728,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
729,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
731,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
734,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
735,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
736,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
739,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
741,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
743,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
744,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
745,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
746,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
747,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
748,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
749,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
752,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
754,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
755,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
756,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
757,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
758,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
759,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
761,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
764,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
765,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
767,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
768,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
769,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
770,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
776,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
777,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
778,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
779,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
783,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
784,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
785,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
788,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
790,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
792,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
793,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
794,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
795,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
796,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
798,,1.0,SES_group (entropy-balanced on 6 demographic covariates),High
