representation,model,grouping,fold,group_level,bin,n,mean_pred,observed_rate
structured_has_desc,Logistic,BlackConcentration,1,High,3,51,0.3739,0.098
structured_has_desc,Logistic,BlackConcentration,1,High,4,30,0.4427,0.1
structured_has_desc,Logistic,BlackConcentration,1,High,5,44,0.5036,0.1818
structured_has_desc,Logistic,BlackConcentration,1,High,6,42,0.5609,0.1905
structured_has_desc,Logistic,BlackConcentration,1,High,7,52,0.6232,0.25
structured_has_desc,Logistic,BlackConcentration,1,High,8,51,0.7111,0.2157
structured_has_desc,Logistic,BlackConcentration,1,High,9,43,0.8131,0.3256
structured_has_desc,Logistic,SES_group,2,Low,0,61,0.1114,0.0
structured_has_desc,Logistic,SES_group,2,Low,1,60,0.1783,0.0
structured_has_desc,Logistic,SES_group,2,Low,2,57,0.2329,0.0702
structured_has_desc,Logistic,SES_group,2,Low,3,60,0.2861,0.0667
structured_has_desc,Logistic,SES_group,2,Low,4,50,0.3555,0.08
structured_has_desc,Logistic,SES_group,2,Low,5,64,0.4146,0.1406
structured_has_desc,Logistic,SES_group,2,Low,6,54,0.4858,0.0926
structured_has_desc,Logistic,SES_group,2,Low,7,53,0.5791,0.0943
structured_has_desc,Logistic,SES_group,2,Low,8,52,0.6669,0.1923
structured_has_desc,Logistic,SES_group,2,Low,9,50,0.7941,0.22
structured_has_desc,Logistic,SES_group,2,High,0,20,0.1173,0.05
structured_has_desc,Logistic,SES_group,2,High,1,29,0.1812,0.1379
structured_has_desc,Logistic,SES_group,2,High,2,25,0.2305,0.12
structured_has_desc,Logistic,SES_group,2,High,3,23,0.2907,0.0435
structured_has_desc,Logistic,SES_group,2,High,4,23,0.3512,0.1304
structured_has_desc,Logistic,SES_group,2,High,5,24,0.4195,0.1667
structured_has_desc,Logistic,SES_group,2,High,6,30,0.495,0.2
structured_has_desc,Logistic,SES_group,2,High,7,30,0.5776,0.1667
structured_has_desc,Logistic,SES_group,2,High,8,24,0.6694,0.125
structured_has_desc,Logistic,SES_group,2,High,9,35,0.799,0.3143
structured_has_desc,Logistic,SES_group,3,Low,0,85,0.1464,0.0
structured_has_desc,Logistic,SES_group,3,Low,1,62,0.2359,0.0161
structured_has_desc,Logistic,SES_group,3,Low,2,65,0.2908,0.0
structured_has_desc,Logistic,SES_group,3,Low,3,52,0.3464,0.0769
structured_has_desc,Logistic,SES_group,3,Low,4,59,0.4105,0.1186
structured_has_desc,Logistic,SES_group,3,Low,5,63,0.4736,0.0952
structured_has_desc,Logistic,SES_group,3,Low,6,50,0.5429,0.18
structured_has_desc,Logistic,SES_group,3,Low,7,63,0.6098,0.1587
structured_has_desc,Logistic,SES_group,3,Low,8,54,0.6871,0.1667
structured_has_desc,Logistic,SES_group,3,Low,9,53,0.8207,0.3396
structured_has_desc,Logistic,SES_group,3,High,0,18,0.1426,0.1111
structured_has_desc,Logistic,SES_group,3,High,1,27,0.2307,0.1481
structured_has_desc,Logistic,SES_group,3,High,2,20,0.2945,0.05
structured_has_desc,Logistic,SES_group,3,High,3,29,0.3537,0.069
structured_has_desc,Logistic,SES_group,3,High,4,27,0.4206,0.1852
structured_has_desc,Logistic,SES_group,3,High,5,31,0.4823,0.129
structured_has_desc,Logistic,SES_group,3,High,6,36,0.548,0.1667
structured_has_desc,Logistic,SES_group,3,High,7,31,0.6115,0.1613
structured_has_desc,Logistic,SES_group,3,High,8,42,0.6959,0.3571
structured_has_desc,Logistic,SES_group,3,High,9,31,0.8077,0.4516
structured_has_desc,Logistic,SES_group,4,Low,0,91,0.1286,0.022
structured_has_desc,Logistic,SES_group,4,Low,1,85,0.2189,0.0353
structured_has_desc,Logistic,SES_group,4,Low,2,80,0.2859,0.1375
structured_has_desc,Logistic,SES_group,4,Low,3,83,0.3529,0.0602
structured_has_desc,Logistic,SES_group,4,Low,4,87,0.42,0.1379
structured_has_desc,Logistic,SES_group,4,Low,5,76,0.4843,0.1711
structured_has_desc,Logistic,SES_group,4,Low,6,93,0.5494,0.129
structured_has_desc,Logistic,SES_group,4,Low,7,81,0.6187,0.2346
structured_has_desc,Logistic,SES_group,4,Low,8,72,0.6965,0.2222
structured_has_desc,Logistic,SES_group,4,Low,9,66,0.8104,0.2576
structured_has_desc,Logistic,SES_group,4,High,0,32,0.1442,0.0
structured_has_desc,Logistic,SES_group,4,High,1,45,0.2177,0.0
structured_has_desc,Logistic,SES_group,4,High,2,44,0.2865,0.0455
structured_has_desc,Logistic,SES_group,4,High,3,42,0.3555,0.0952
structured_has_desc,Logistic,SES_group,4,High,4,33,0.4231,0.0303
structured_has_desc,Logistic,SES_group,4,High,5,38,0.4829,0.1053
structured_has_desc,Logistic,SES_group,4,High,6,34,0.5516,0.1176
structured_has_desc,Logistic,SES_group,4,High,7,45,0.6207,0.2222
structured_has_desc,Logistic,SES_group,4,High,8,37,0.6932,0.2973
structured_has_desc,Logistic,SES_group,4,High,9,47,0.8029,0.4255
structured_has_desc,Logistic,BlackConcentration,4,Low,0,27,0.1366,0.0741
structured_has_desc,Logistic,BlackConcentration,4,Low,1,22,0.22,0.0455
structured_has_desc,Logistic,BlackConcentration,4,Low,2,17,0.2884,0.1765
structured_has_desc,Logistic,BlackConcentration,4,Low,3,19,0.3629,0.1053
structured_has_desc,Logistic,BlackConcentration,4,Low,4,31,0.4148,0.129
structured_has_desc,Logistic,BlackConcentration,4,Low,5,21,0.4839,0.0952
structured_has_desc,Logistic,BlackConcentration,4,Low,6,27,0.547,0.1111
structured_has_desc,Logistic,BlackConcentration,4,Low,7,30,0.6243,0.3333
structured_has_desc,Logistic,BlackConcentration,4,Low,8,32,0.6934,0.25
structured_has_desc,Logistic,BlackConcentration,4,Low,9,23,0.8162,0.1739
structured_has_desc,Logistic,BlackConcentration,4,High,0,80,0.1356,0.025
structured_has_desc,Logistic,BlackConcentration,4,High,1,86,0.219,0.0698
structured_has_desc,Logistic,BlackConcentration,4,High,2,92,0.2882,0.0543
structured_has_desc,Logistic,BlackConcentration,4,High,3,87,0.3533,0.1034
structured_has_desc,Logistic,BlackConcentration,4,High,4,74,0.418,0.1081
structured_has_desc,Logistic,BlackConcentration,4,High,5,79,0.4824,0.1519
structured_has_desc,Logistic,BlackConcentration,4,High,6,82,0.5494,0.1098
structured_has_desc,Logistic,BlackConcentration,4,High,7,76,0.6175,0.2368
structured_has_desc,Logistic,BlackConcentration,4,High,8,85,0.6981,0.2588
structured_has_desc,Logistic,BlackConcentration,4,High,9,100,0.8118,0.36
structured_has_desc,Logistic,SES_group,5,Low,0,110,0.1517,0.0091
structured_has_desc,Logistic,SES_group,5,Low,1,89,0.2299,0.0674
structured_has_desc,Logistic,SES_group,5,Low,2,89,0.2912,0.1011
structured_has_desc,Logistic,SES_group,5,Low,3,98,0.3484,0.1122
structured_has_desc,Logistic,SES_group,5,Low,4,97,0.4073,0.0825
structured_has_desc,Logistic,SES_group,5,Low,5,79,0.4679,0.1519
structured_has_desc,Logistic,SES_group,5,Low,6,88,0.5301,0.1136
structured_has_desc,Logistic,SES_group,5,Low,7,104,0.5932,0.2596
structured_has_desc,Logistic,SES_group,5,Low,8,95,0.6714,0.2211
structured_has_desc,Logistic,SES_group,5,Low,9,61,0.7785,0.4754
structured_has_desc,Logistic,SES_group,5,High,0,32,0.155,0.0
structured_has_desc,Logistic,SES_group,5,High,1,39,0.2302,0.1026
structured_has_desc,Logistic,SES_group,5,High,2,34,0.2921,0.0588
structured_has_desc,Logistic,SES_group,5,High,3,43,0.3521,0.0465
structured_has_desc,Logistic,SES_group,5,High,4,34,0.4076,0.0588
structured_has_desc,Logistic,SES_group,5,High,5,53,0.467,0.1887
structured_has_desc,Logistic,SES_group,5,High,6,44,0.5311,0.1136
structured_has_desc,Logistic,SES_group,5,High,7,40,0.5904,0.15
structured_has_desc,Logistic,SES_group,5,High,8,41,0.6731,0.2927
structured_has_desc,Logistic,SES_group,5,High,9,70,0.7902,0.2857
structured_has_desc,Logistic,BlackConcentration,5,Low,0,32,0.1566,0.0312
structured_has_desc,Logistic,BlackConcentration,5,Low,1,26,0.2244,0.0385
structured_has_desc,Logistic,BlackConcentration,5,Low,2,40,0.291,0.05
structured_has_desc,Logistic,BlackConcentration,5,Low,3,20,0.3515,0.2
structured_has_desc,Logistic,BlackConcentration,5,Low,4,26,0.4075,0.0769
structured_has_desc,Logistic,BlackConcentration,5,Low,5,40,0.4673,0.05
structured_has_desc,Logistic,BlackConcentration,5,Low,6,24,0.5288,0.125
structured_has_desc,Logistic,BlackConcentration,5,Low,7,27,0.592,0.2593
structured_has_desc,Logistic,BlackConcentration,5,Low,8,29,0.6705,0.2414
structured_has_desc,Logistic,BlackConcentration,5,Low,9,29,0.7823,0.4483
structured_has_desc,Logistic,BlackConcentration,5,High,0,90,0.1478,0.0
structured_has_desc,Logistic,BlackConcentration,5,High,1,99,0.229,0.0404
structured_has_desc,Logistic,BlackConcentration,5,High,2,89,0.2951,0.0787
structured_has_desc,Logistic,BlackConcentration,5,High,3,96,0.3486,0.0833
structured_has_desc,Logistic,BlackConcentration,5,High,4,85,0.4054,0.0824
structured_has_desc,Logistic,BlackConcentration,5,High,5,91,0.4701,0.1758
structured_has_desc,Logistic,BlackConcentration,5,High,6,94,0.5312,0.0745
structured_has_desc,Logistic,BlackConcentration,5,High,7,89,0.5911,0.2697
structured_has_desc,Logistic,BlackConcentration,5,High,8,77,0.6705,0.2338
structured_has_desc,Logistic,BlackConcentration,5,High,9,99,0.7864,0.4242
structured_has_desc,Logistic,SES_group,6,Low,0,117,0.2037,0.0513
structured_has_desc,Logistic,SES_group,6,Low,1,100,0.3063,0.09
structured_has_desc,Logistic,SES_group,6,Low,2,100,0.3764,0.14
structured_has_desc,Logistic,SES_group,6,Low,3,89,0.4362,0.0449
structured_has_desc,Logistic,SES_group,6,Low,4,100,0.4893,0.16
structured_has_desc,Logistic,SES_group,6,Low,5,89,0.543,0.1124
structured_has_desc,Logistic,SES_group,6,Low,6,91,0.5971,0.2747
structured_has_desc,Logistic,SES_group,6,Low,7,95,0.6563,0.2211
structured_has_desc,Logistic,SES_group,6,Low,8,99,0.7244,0.3535
structured_has_desc,Logistic,SES_group,6,Low,9,79,0.7978,0.4304
structured_has_desc,Logistic,SES_group,6,High,0,37,0.2091,0.0541
structured_has_desc,Logistic,SES_group,6,High,1,44,0.3092,0.1364
structured_has_desc,Logistic,SES_group,6,High,2,54,0.3737,0.1481
structured_has_desc,Logistic,SES_group,6,High,3,51,0.4355,0.1176
structured_has_desc,Logistic,SES_group,6,High,4,46,0.4923,0.1739
structured_has_desc,Logistic,SES_group,6,High,5,53,0.5441,0.2642
structured_has_desc,Logistic,SES_group,6,High,6,50,0.5996,0.34
structured_has_desc,Logistic,SES_group,6,High,7,64,0.659,0.1719
structured_has_desc,Logistic,SES_group,6,High,8,48,0.7193,0.375
structured_has_desc,Logistic,SES_group,6,High,9,60,0.8101,0.2333
structured_has_desc,Logistic,BlackConcentration,6,Low,0,26,0.2134,0.0385
structured_has_desc,Logistic,BlackConcentration,6,Low,1,34,0.3025,0.0882
structured_has_desc,Logistic,BlackConcentration,6,Low,2,34,0.3745,0.1176
structured_has_desc,Logistic,BlackConcentration,6,Low,3,38,0.435,0.0263
structured_has_desc,Logistic,BlackConcentration,6,Low,4,47,0.4895,0.1489
structured_has_desc,Logistic,BlackConcentration,6,Low,5,40,0.5438,0.2
structured_has_desc,Logistic,BlackConcentration,6,Low,6,43,0.5949,0.2791
structured_has_desc,Logistic,BlackConcentration,6,Low,7,33,0.6546,0.1515
structured_has_desc,Logistic,BlackConcentration,6,Low,8,27,0.7265,0.2963
structured_has_desc,Logistic,BlackConcentration,6,Low,9,27,0.8076,0.4074
structured_has_desc,Logistic,BlackConcentration,6,High,0,110,0.2035,0.0364
structured_has_desc,Logistic,BlackConcentration,6,High,1,121,0.3097,0.1074
structured_has_desc,Logistic,BlackConcentration,6,High,2,86,0.3739,0.1163
structured_has_desc,Logistic,BlackConcentration,6,High,3,98,0.4363,0.0714
structured_has_desc,Logistic,BlackConcentration,6,High,4,93,0.4913,0.1505
structured_has_desc,Logistic,BlackConcentration,6,High,5,86,0.5421,0.2209
structured_has_desc,Logistic,BlackConcentration,6,High,6,88,0.5983,0.2841
structured_has_desc,Logistic,BlackConcentration,6,High,7,101,0.6569,0.2673
structured_has_desc,Logistic,BlackConcentration,6,High,8,109,0.7196,0.3211
structured_has_desc,Logistic,BlackConcentration,6,High,9,110,0.8067,0.3455
structured_has_desc,Logistic,SES_group,7,Low,0,157,0.1792,0.0446
structured_has_desc,Logistic,SES_group,7,Low,1,130,0.2618,0.0692
structured_has_desc,Logistic,SES_group,7,Low,2,133,0.3173,0.0827
structured_has_desc,Logistic,SES_group,7,Low,3,114,0.3679,0.0789
structured_has_desc,Logistic,SES_group,7,Low,4,122,0.4192,0.1066
structured_has_desc,Logistic,SES_group,7,Low,5,118,0.4706,0.1525
structured_has_desc,Logistic,SES_group,7,Low,6,119,0.5266,0.1849
structured_has_desc,Logistic,SES_group,7,Low,7,93,0.5908,0.1935
structured_has_desc,Logistic,SES_group,7,Low,8,109,0.6666,0.2202
structured_has_desc,Logistic,SES_group,7,Low,9,116,0.7792,0.3448
structured_has_desc,Logistic,SES_group,7,High,0,57,0.1834,0.0351
structured_has_desc,Logistic,SES_group,7,High,1,56,0.2626,0.0536
structured_has_desc,Logistic,SES_group,7,High,2,56,0.3171,0.0714
structured_has_desc,Logistic,SES_group,7,High,3,75,0.3692,0.1067
structured_has_desc,Logistic,SES_group,7,High,4,73,0.4207,0.0548
structured_has_desc,Logistic,SES_group,7,High,5,69,0.4741,0.1304
structured_has_desc,Logistic,SES_group,7,High,6,71,0.5268,0.1408
structured_has_desc,Logistic,SES_group,7,High,7,70,0.588,0.3143
structured_has_desc,Logistic,SES_group,7,High,8,80,0.6682,0.3
structured_has_desc,Logistic,SES_group,7,High,9,69,0.7865,0.3768
structured_has_desc,Logistic,BlackConcentration,7,Low,0,40,0.1827,0.075
structured_has_desc,Logistic,BlackConcentration,7,Low,1,52,0.2592,0.0769
structured_has_desc,Logistic,BlackConcentration,7,Low,2,33,0.3164,0.0303
structured_has_desc,Logistic,BlackConcentration,7,Low,3,32,0.3681,0.125
structured_has_desc,Logistic,BlackConcentration,7,Low,4,39,0.4187,0.0256
structured_has_desc,Logistic,BlackConcentration,7,Low,5,47,0.4694,0.1064
structured_has_desc,Logistic,BlackConcentration,7,Low,6,52,0.5291,0.1731
structured_has_desc,Logistic,BlackConcentration,7,Low,7,40,0.5899,0.25
structured_has_desc,Logistic,BlackConcentration,7,Low,8,47,0.6646,0.2128
structured_has_desc,Logistic,BlackConcentration,7,Low,9,46,0.7805,0.3696
structured_has_desc,Logistic,BlackConcentration,7,High,0,126,0.1791,0.0556
structured_has_desc,Logistic,BlackConcentration,7,High,1,113,0.2624,0.0531
structured_has_desc,Logistic,BlackConcentration,7,High,2,139,0.3172,0.0504
structured_has_desc,Logistic,BlackConcentration,7,High,3,128,0.3695,0.0938
structured_has_desc,Logistic,BlackConcentration,7,High,4,134,0.4199,0.1269
structured_has_desc,Logistic,BlackConcentration,7,High,5,135,0.4719,0.1333
structured_has_desc,Logistic,BlackConcentration,7,High,6,119,0.5275,0.1681
structured_has_desc,Logistic,BlackConcentration,7,High,7,122,0.5888,0.2459
structured_has_desc,Logistic,BlackConcentration,7,High,8,124,0.6694,0.2419
structured_has_desc,Logistic,BlackConcentration,7,High,9,136,0.7784,0.3235
structured_has_desc,Logistic,SES_group,8,Low,0,198,0.1726,0.0606
structured_has_desc,Logistic,SES_group,8,Low,1,188,0.2943,0.0957
structured_has_desc,Logistic,SES_group,8,Low,2,188,0.3765,0.1011
structured_has_desc,Logistic,SES_group,8,Low,3,160,0.4436,0.1187
structured_has_desc,Logistic,SES_group,8,Low,4,161,0.5009,0.1429
structured_has_desc,Logistic,SES_group,8,Low,5,167,0.5522,0.2036
structured_has_desc,Logistic,SES_group,8,Low,6,165,0.6054,0.1879
structured_has_desc,Logistic,SES_group,8,Low,7,162,0.6645,0.2901
structured_has_desc,Logistic,SES_group,8,Low,8,161,0.7328,0.2795
structured_has_desc,Logistic,SES_group,8,Low,9,165,0.8223,0.3515
structured_has_desc,Logistic,SES_group,8,High,0,79,0.1791,0.038
structured_has_desc,Logistic,SES_group,8,High,1,84,0.298,0.0595
structured_has_desc,Logistic,SES_group,8,High,2,76,0.3747,0.1053
structured_has_desc,Logistic,SES_group,8,High,3,83,0.442,0.1325
structured_has_desc,Logistic,SES_group,8,High,4,82,0.5014,0.1707
structured_has_desc,Logistic,SES_group,8,High,5,89,0.5543,0.191
structured_has_desc,Logistic,SES_group,8,High,6,78,0.6024,0.2051
structured_has_desc,Logistic,SES_group,8,High,7,98,0.6653,0.2653
structured_has_desc,Logistic,SES_group,8,High,8,86,0.73,0.2558
structured_has_desc,Logistic,SES_group,8,High,9,83,0.8278,0.4578
structured_has_desc,Logistic,BlackConcentration,8,Low,0,63,0.1696,0.0159
structured_has_desc,Logistic,BlackConcentration,8,Low,1,64,0.294,0.0938
structured_has_desc,Logistic,BlackConcentration,8,Low,2,56,0.3758,0.1429
structured_has_desc,Logistic,BlackConcentration,8,Low,3,60,0.4431,0.2167
structured_has_desc,Logistic,BlackConcentration,8,Low,4,55,0.5013,0.1636
structured_has_desc,Logistic,BlackConcentration,8,Low,5,54,0.5548,0.2222
structured_has_desc,Logistic,BlackConcentration,8,Low,6,52,0.605,0.25
structured_has_desc,Logistic,BlackConcentration,8,Low,7,51,0.6624,0.1961
structured_has_desc,Logistic,BlackConcentration,8,Low,8,43,0.736,0.2093
structured_has_desc,Logistic,BlackConcentration,8,Low,9,57,0.825,0.4211
structured_has_desc,Logistic,BlackConcentration,8,High,0,173,0.1748,0.0636
structured_has_desc,Logistic,BlackConcentration,8,High,1,160,0.297,0.0938
structured_has_desc,Logistic,BlackConcentration,8,High,2,180,0.3759,0.0944
structured_has_desc,Logistic,BlackConcentration,8,High,3,172,0.4428,0.157
structured_has_desc,Logistic,BlackConcentration,8,High,4,176,0.5013,0.1307
structured_has_desc,Logistic,BlackConcentration,8,High,5,184,0.5529,0.2337
structured_has_desc,Logistic,BlackConcentration,8,High,6,183,0.6041,0.2131
structured_has_desc,Logistic,BlackConcentration,8,High,7,191,0.6644,0.2461
structured_has_desc,Logistic,BlackConcentration,8,High,8,187,0.733,0.2513
structured_has_desc,Logistic,BlackConcentration,8,High,9,177,0.8269,0.435
structured_has_desc,Logistic,SES_group,9,Low,0,315,0.1379,0.0349
structured_has_desc,Logistic,SES_group,9,Low,1,282,0.2439,0.0426
structured_has_desc,Logistic,SES_group,9,Low,2,276,0.3147,0.087
structured_has_desc,Logistic,SES_group,9,Low,3,284,0.3762,0.1127
structured_has_desc,Logistic,SES_group,9,Low,4,266,0.4337,0.1241
structured_has_desc,Logistic,SES_group,9,Low,5,226,0.4925,0.1195
structured_has_desc,Logistic,SES_group,9,Low,6,252,0.5471,0.1389
structured_has_desc,Logistic,SES_group,9,Low,7,243,0.6115,0.2469
structured_has_desc,Logistic,SES_group,9,Low,8,223,0.6906,0.2332
structured_has_desc,Logistic,SES_group,9,Low,9,228,0.8107,0.3816
structured_has_desc,Logistic,SES_group,9,High,0,117,0.1447,0.0513
structured_has_desc,Logistic,SES_group,9,High,1,135,0.2477,0.0519
structured_has_desc,Logistic,SES_group,9,High,2,137,0.318,0.1168
structured_has_desc,Logistic,SES_group,9,High,3,122,0.3797,0.0574
structured_has_desc,Logistic,SES_group,9,High,4,128,0.4345,0.1016
structured_has_desc,Logistic,SES_group,9,High,5,157,0.4895,0.1592
structured_has_desc,Logistic,SES_group,9,High,6,157,0.5464,0.1656
structured_has_desc,Logistic,SES_group,9,High,7,139,0.6107,0.1871
structured_has_desc,Logistic,SES_group,9,High,8,174,0.6899,0.2529
structured_has_desc,Logistic,SES_group,9,High,9,163,0.8099,0.3436
structured_has_desc,Logistic,BlackConcentration,9,Low,0,114,0.1455,0.0175
structured_has_desc,Logistic,BlackConcentration,9,Low,1,90,0.2456,0.0333
structured_has_desc,Logistic,BlackConcentration,9,Low,2,104,0.315,0.1154
structured_has_desc,Logistic,BlackConcentration,9,Low,3,98,0.3761,0.0816
structured_has_desc,Logistic,BlackConcentration,9,Low,4,113,0.4321,0.115
structured_has_desc,Logistic,BlackConcentration,9,Low,5,113,0.4919,0.1239
structured_has_desc,Logistic,BlackConcentration,9,Low,6,88,0.546,0.1591
structured_has_desc,Logistic,BlackConcentration,9,Low,7,94,0.6136,0.2128
structured_has_desc,Logistic,BlackConcentration,9,Low,8,104,0.6904,0.2981
structured_has_desc,Logistic,BlackConcentration,9,Low,9,102,0.8083,0.2549
structured_has_desc,Logistic,BlackConcentration,9,High,0,269,0.1416,0.0483
structured_has_desc,Logistic,BlackConcentration,9,High,1,297,0.2448,0.064
structured_has_desc,Logistic,BlackConcentration,9,High,2,267,0.315,0.0712
structured_has_desc,Logistic,BlackConcentration,9,High,3,259,0.3763,0.0695
structured_has_desc,Logistic,BlackConcentration,9,High,4,249,0.4355,0.1205
structured_has_desc,Logistic,BlackConcentration,9,High,5,263,0.4898,0.1407
structured_has_desc,Logistic,BlackConcentration,9,High,6,271,0.548,0.1734
structured_has_desc,Logistic,BlackConcentration,9,High,7,278,0.612,0.2446
structured_has_desc,Logistic,BlackConcentration,9,High,8,287,0.6903,0.223
structured_has_desc,Logistic,BlackConcentration,9,High,9,275,0.8118,0.3527
structured_has_desc,Logistic,SES_group,10,Low,0,335,0.1588,0.0269
structured_has_desc,Logistic,SES_group,10,Low,1,317,0.2529,0.0726
structured_has_desc,Logistic,SES_group,10,Low,2,254,0.3161,0.0669
structured_has_desc,Logistic,SES_group,10,Low,3,264,0.3677,0.0795
structured_has_desc,Logistic,SES_group,10,Low,4,277,0.4188,0.1119
structured_has_desc,Logistic,SES_group,10,Low,5,277,0.4745,0.1697
structured_has_desc,Logistic,SES_group,10,Low,6,248,0.5287,0.1855
structured_has_desc,Logistic,SES_group,10,Low,7,275,0.5907,0.1818
structured_has_desc,Logistic,SES_group,10,Low,8,238,0.6624,0.2269
structured_has_desc,Logistic,SES_group,10,Low,9,226,0.7726,0.3274
structured_has_desc,Logistic,SES_group,10,High,0,116,0.1617,0.0431
structured_has_desc,Logistic,SES_group,10,High,1,111,0.2524,0.0631
structured_has_desc,Logistic,SES_group,10,High,2,145,0.3151,0.1103
structured_has_desc,Logistic,SES_group,10,High,3,126,0.3683,0.0794
structured_has_desc,Logistic,SES_group,10,High,4,133,0.4194,0.1053
structured_has_desc,Logistic,SES_group,10,High,5,131,0.4745,0.1298
structured_has_desc,Logistic,SES_group,10,High,6,148,0.5286,0.1486
structured_has_desc,Logistic,SES_group,10,High,7,143,0.5871,0.1189
structured_has_desc,Logistic,SES_group,10,High,8,148,0.6628,0.2905
structured_has_desc,Logistic,SES_group,10,High,9,155,0.7724,0.3742
structured_has_desc,Logistic,BlackConcentration,10,Low,0,97,0.1578,0.0309
structured_has_desc,Logistic,BlackConcentration,10,Low,1,106,0.25,0.0849
structured_has_desc,Logistic,BlackConcentration,10,Low,2,105,0.3159,0.1238
structured_has_desc,Logistic,BlackConcentration,10,Low,3,101,0.3685,0.0693
structured_has_desc,Logistic,BlackConcentration,10,Low,4,114,0.4201,0.0965
structured_has_desc,Logistic,BlackConcentration,10,Low,5,90,0.4749,0.1444
structured_has_desc,Logistic,BlackConcentration,10,Low,6,111,0.5296,0.1532
structured_has_desc,Logistic,BlackConcentration,10,Low,7,89,0.5926,0.2135
structured_has_desc,Logistic,BlackConcentration,10,Low,8,94,0.6609,0.1915
structured_has_desc,Logistic,BlackConcentration,10,Low,9,105,0.7746,0.2762
structured_has_desc,Logistic,BlackConcentration,10,High,0,279,0.1592,0.0323
structured_has_desc,Logistic,BlackConcentration,10,High,1,246,0.2543,0.0772
structured_has_desc,Logistic,BlackConcentration,10,High,2,267,0.3143,0.0899
structured_has_desc,Logistic,BlackConcentration,10,High,3,266,0.3685,0.1053
structured_has_desc,Logistic,BlackConcentration,10,High,4,258,0.4206,0.1434
structured_has_desc,Logistic,BlackConcentration,10,High,5,259,0.4746,0.1583
structured_has_desc,Logistic,BlackConcentration,10,High,6,272,0.5294,0.1691
structured_has_desc,Logistic,BlackConcentration,10,High,7,278,0.5888,0.1619
structured_has_desc,Logistic,BlackConcentration,10,High,8,284,0.6636,0.2782
structured_has_desc,Logistic,BlackConcentration,10,High,9,285,0.7753,0.4105
structured_has_desc,Logistic,SES_group,11,Low,0,456,0.1648,0.0329
structured_has_desc,Logistic,SES_group,11,Low,1,387,0.2602,0.0517
structured_has_desc,Logistic,SES_group,11,Low,2,369,0.3255,0.0949
structured_has_desc,Logistic,SES_group,11,Low,3,397,0.3824,0.0982
structured_has_desc,Logistic,SES_group,11,Low,4,346,0.4387,0.1185
structured_has_desc,Logistic,SES_group,11,Low,5,342,0.4878,0.117
structured_has_desc,Logistic,SES_group,11,Low,6,363,0.5424,0.1708
structured_has_desc,Logistic,SES_group,11,Low,7,344,0.6031,0.2384
structured_has_desc,Logistic,SES_group,11,Low,8,330,0.6694,0.2424
structured_has_desc,Logistic,SES_group,11,Low,9,313,0.7831,0.3163
structured_has_desc,Logistic,SES_group,11,High,0,141,0.1675,0.0284
structured_has_desc,Logistic,SES_group,11,High,1,173,0.2623,0.0289
structured_has_desc,Logistic,SES_group,11,High,2,176,0.3262,0.0682
structured_has_desc,Logistic,SES_group,11,High,3,189,0.3836,0.0794
structured_has_desc,Logistic,SES_group,11,High,4,208,0.4363,0.1298
structured_has_desc,Logistic,SES_group,11,High,5,198,0.4906,0.1414
structured_has_desc,Logistic,SES_group,11,High,6,194,0.545,0.1856
structured_has_desc,Logistic,SES_group,11,High,7,190,0.6031,0.1789
structured_has_desc,Logistic,SES_group,11,High,8,215,0.6701,0.2698
structured_has_desc,Logistic,SES_group,11,High,9,216,0.7825,0.3519
structured_has_desc,Logistic,BlackConcentration,11,Low,0,156,0.1634,0.0128
structured_has_desc,Logistic,BlackConcentration,11,Low,1,139,0.2603,0.0432
structured_has_desc,Logistic,BlackConcentration,11,Low,2,138,0.3243,0.087
structured_has_desc,Logistic,BlackConcentration,11,Low,3,131,0.381,0.0916
structured_has_desc,Logistic,BlackConcentration,11,Low,4,134,0.4383,0.097
structured_has_desc,Logistic,BlackConcentration,11,Low,5,150,0.4877,0.0933
structured_has_desc,Logistic,BlackConcentration,11,Low,6,128,0.5435,0.1406
structured_has_desc,Logistic,BlackConcentration,11,Low,7,135,0.6022,0.2296
structured_has_desc,Logistic,BlackConcentration,11,Low,8,121,0.6655,0.2314
structured_has_desc,Logistic,BlackConcentration,11,Low,9,146,0.783,0.2329
structured_has_desc,Logistic,BlackConcentration,11,High,0,342,0.169,0.0439
structured_has_desc,Logistic,BlackConcentration,11,High,1,349,0.2624,0.0487
structured_has_desc,Logistic,BlackConcentration,11,High,2,371,0.3274,0.0916
structured_has_desc,Logistic,BlackConcentration,11,High,3,346,0.3831,0.0809
structured_has_desc,Logistic,BlackConcentration,11,High,4,363,0.4373,0.1295
structured_has_desc,Logistic,BlackConcentration,11,High,5,351,0.4893,0.1453
structured_has_desc,Logistic,BlackConcentration,11,High,6,356,0.5436,0.1826
structured_has_desc,Logistic,BlackConcentration,11,High,7,334,0.6025,0.2036
structured_has_desc,Logistic,BlackConcentration,11,High,8,380,0.6701,0.2316
structured_has_desc,Logistic,BlackConcentration,11,High,9,371,0.7867,0.31
structured_has_desc,Logistic,SES_group,12,Low,0,555,0.1742,0.0234
structured_has_desc,Logistic,SES_group,12,Low,1,514,0.2754,0.0603
structured_has_desc,Logistic,SES_group,12,Low,2,496,0.3412,0.0827
structured_has_desc,Logistic,SES_group,12,Low,3,464,0.397,0.1013
