representation,model,grouping,fold,group_level,bin,n,mean_pred,observed_rate
tfidf_full,XGBoost,SES_group,11,High,6,236,0.5443,0.1441
tfidf_full,XGBoost,SES_group,11,High,7,191,0.5966,0.199
tfidf_full,XGBoost,SES_group,11,High,8,219,0.6507,0.2831
tfidf_full,XGBoost,SES_group,11,High,9,194,0.7304,0.3711
tfidf_full,XGBoost,BlackConcentration,11,Low,0,151,0.1572,0.0199
tfidf_full,XGBoost,BlackConcentration,11,Low,1,140,0.2612,0.0571
tfidf_full,XGBoost,BlackConcentration,11,Low,2,128,0.3306,0.0625
tfidf_full,XGBoost,BlackConcentration,11,Low,3,119,0.3853,0.1008
tfidf_full,XGBoost,BlackConcentration,11,Low,4,138,0.4412,0.1159
tfidf_full,XGBoost,BlackConcentration,11,Low,5,140,0.4927,0.1143
tfidf_full,XGBoost,BlackConcentration,11,Low,6,133,0.5459,0.1203
tfidf_full,XGBoost,BlackConcentration,11,Low,7,148,0.5953,0.2095
tfidf_full,XGBoost,BlackConcentration,11,Low,8,130,0.649,0.2077
tfidf_full,XGBoost,BlackConcentration,11,Low,9,151,0.7331,0.2185
tfidf_full,XGBoost,BlackConcentration,11,High,0,332,0.1615,0.0392
tfidf_full,XGBoost,BlackConcentration,11,High,1,346,0.2623,0.0694
tfidf_full,XGBoost,BlackConcentration,11,High,2,361,0.3269,0.0637
tfidf_full,XGBoost,BlackConcentration,11,High,3,356,0.3873,0.0899
tfidf_full,XGBoost,BlackConcentration,11,High,4,371,0.4422,0.1105
tfidf_full,XGBoost,BlackConcentration,11,High,5,373,0.4947,0.1823
tfidf_full,XGBoost,BlackConcentration,11,High,6,359,0.5432,0.1643
tfidf_full,XGBoost,BlackConcentration,11,High,7,332,0.5966,0.2199
tfidf_full,XGBoost,BlackConcentration,11,High,8,376,0.6503,0.234
tfidf_full,XGBoost,BlackConcentration,11,High,9,357,0.7303,0.2997
tfidf_full,XGBoost,SES_group,12,Low,0,535,0.1803,0.0187
tfidf_full,XGBoost,SES_group,12,Low,1,503,0.2955,0.0676
tfidf_full,XGBoost,SES_group,12,Low,2,485,0.3567,0.0907
tfidf_full,XGBoost,SES_group,12,Low,3,473,0.4082,0.0803
tfidf_full,XGBoost,SES_group,12,Low,4,462,0.4584,0.1126
tfidf_full,XGBoost,SES_group,12,Low,5,478,0.5089,0.1674
tfidf_full,XGBoost,SES_group,12,Low,6,455,0.5566,0.1956
tfidf_full,XGBoost,SES_group,12,Low,7,438,0.6048,0.1918
tfidf_full,XGBoost,SES_group,12,Low,8,432,0.6609,0.2685
tfidf_full,XGBoost,SES_group,12,Low,9,444,0.7457,0.3198
tfidf_full,XGBoost,SES_group,12,High,0,206,0.1851,0.0437
tfidf_full,XGBoost,SES_group,12,High,1,271,0.2951,0.0554
tfidf_full,XGBoost,SES_group,12,High,2,265,0.3567,0.0792
tfidf_full,XGBoost,SES_group,12,High,3,246,0.4093,0.0894
tfidf_full,XGBoost,SES_group,12,High,4,266,0.4589,0.1241
tfidf_full,XGBoost,SES_group,12,High,5,250,0.509,0.144
tfidf_full,XGBoost,SES_group,12,High,6,270,0.5565,0.2185
tfidf_full,XGBoost,SES_group,12,High,7,285,0.6053,0.2702
tfidf_full,XGBoost,SES_group,12,High,8,284,0.6613,0.257
tfidf_full,XGBoost,SES_group,12,High,9,265,0.7479,0.3774
tfidf_full,XGBoost,BlackConcentration,12,Low,0,198,0.1892,0.0202
tfidf_full,XGBoost,BlackConcentration,12,Low,1,188,0.2946,0.0426
tfidf_full,XGBoost,BlackConcentration,12,Low,2,164,0.3551,0.0671
tfidf_full,XGBoost,BlackConcentration,12,Low,3,161,0.4085,0.118
tfidf_full,XGBoost,BlackConcentration,12,Low,4,170,0.4603,0.1118
tfidf_full,XGBoost,BlackConcentration,12,Low,5,198,0.5095,0.1465
tfidf_full,XGBoost,BlackConcentration,12,Low,6,179,0.557,0.2179
tfidf_full,XGBoost,BlackConcentration,12,Low,7,183,0.6042,0.1803
tfidf_full,XGBoost,BlackConcentration,12,Low,8,177,0.659,0.2825
tfidf_full,XGBoost,BlackConcentration,12,Low,9,174,0.7417,0.2989
tfidf_full,XGBoost,BlackConcentration,12,High,0,456,0.1828,0.0197
tfidf_full,XGBoost,BlackConcentration,12,High,1,456,0.296,0.0724
tfidf_full,XGBoost,BlackConcentration,12,High,2,503,0.3566,0.0915
tfidf_full,XGBoost,BlackConcentration,12,High,3,485,0.409,0.0907
tfidf_full,XGBoost,BlackConcentration,12,High,4,482,0.4585,0.1328
tfidf_full,XGBoost,BlackConcentration,12,High,5,476,0.5087,0.1597
tfidf_full,XGBoost,BlackConcentration,12,High,6,526,0.5565,0.1958
tfidf_full,XGBoost,BlackConcentration,12,High,7,509,0.6062,0.2259
tfidf_full,XGBoost,BlackConcentration,12,High,8,505,0.6626,0.2812
tfidf_full,XGBoost,BlackConcentration,12,High,9,500,0.7449,0.354
tfidf_full,XGBoost,SES_group,13,Low,0,653,0.1799,0.0322
tfidf_full,XGBoost,SES_group,13,Low,1,620,0.2861,0.0677
tfidf_full,XGBoost,SES_group,13,Low,2,607,0.3448,0.0824
tfidf_full,XGBoost,SES_group,13,Low,3,557,0.4003,0.1059
tfidf_full,XGBoost,SES_group,13,Low,4,559,0.4521,0.127
tfidf_full,XGBoost,SES_group,13,Low,5,543,0.5034,0.151
tfidf_full,XGBoost,SES_group,13,Low,6,526,0.5522,0.1882
tfidf_full,XGBoost,SES_group,13,Low,7,581,0.6011,0.222
tfidf_full,XGBoost,SES_group,13,Low,8,529,0.6608,0.2514
tfidf_full,XGBoost,SES_group,13,Low,9,511,0.7445,0.2955
tfidf_full,XGBoost,SES_group,13,High,0,237,0.1828,0.0295
tfidf_full,XGBoost,SES_group,13,High,1,241,0.2846,0.0539
tfidf_full,XGBoost,SES_group,13,High,2,299,0.3466,0.0836
tfidf_full,XGBoost,SES_group,13,High,3,320,0.4018,0.1281
tfidf_full,XGBoost,SES_group,13,High,4,302,0.4512,0.1026
tfidf_full,XGBoost,SES_group,13,High,5,328,0.5005,0.1646
tfidf_full,XGBoost,SES_group,13,High,6,303,0.5523,0.1749
tfidf_full,XGBoost,SES_group,13,High,7,316,0.6031,0.1962
tfidf_full,XGBoost,SES_group,13,High,8,312,0.6576,0.3077
tfidf_full,XGBoost,SES_group,13,High,9,345,0.7471,0.3594
tfidf_full,XGBoost,BlackConcentration,13,Low,0,211,0.1855,0.0284
tfidf_full,XGBoost,BlackConcentration,13,Low,1,216,0.2851,0.0463
tfidf_full,XGBoost,BlackConcentration,13,Low,2,229,0.3459,0.0917
tfidf_full,XGBoost,BlackConcentration,13,Low,3,235,0.3978,0.0979
tfidf_full,XGBoost,BlackConcentration,13,Low,4,222,0.4522,0.1126
tfidf_full,XGBoost,BlackConcentration,13,Low,5,214,0.5033,0.1729
tfidf_full,XGBoost,BlackConcentration,13,Low,6,198,0.5524,0.1414
tfidf_full,XGBoost,BlackConcentration,13,Low,7,233,0.6014,0.2017
tfidf_full,XGBoost,BlackConcentration,13,Low,8,216,0.6622,0.2593
tfidf_full,XGBoost,BlackConcentration,13,Low,9,196,0.7471,0.2755
tfidf_full,XGBoost,BlackConcentration,13,High,0,562,0.1789,0.032
tfidf_full,XGBoost,BlackConcentration,13,High,1,510,0.2845,0.0647
tfidf_full,XGBoost,BlackConcentration,13,High,2,543,0.3466,0.07
tfidf_full,XGBoost,BlackConcentration,13,High,3,546,0.4019,0.1227
tfidf_full,XGBoost,BlackConcentration,13,High,4,544,0.4517,0.1176
tfidf_full,XGBoost,BlackConcentration,13,High,5,559,0.5021,0.1699
tfidf_full,XGBoost,BlackConcentration,13,High,6,585,0.5525,0.1761
tfidf_full,XGBoost,BlackConcentration,13,High,7,584,0.6028,0.2089
tfidf_full,XGBoost,BlackConcentration,13,High,8,601,0.6586,0.2862
tfidf_full,XGBoost,BlackConcentration,13,High,9,594,0.7452,0.3653
tfidf_full,XGBoost,SES_group,14,Low,0,786,0.1674,0.0216
tfidf_full,XGBoost,SES_group,14,Low,1,702,0.2603,0.0556
tfidf_full,XGBoost,SES_group,14,Low,2,704,0.3198,0.0866
tfidf_full,XGBoost,SES_group,14,Low,3,670,0.3753,0.1164
tfidf_full,XGBoost,SES_group,14,Low,4,660,0.4282,0.1182
tfidf_full,XGBoost,SES_group,14,Low,5,648,0.48,0.1204
tfidf_full,XGBoost,SES_group,14,Low,6,646,0.5315,0.1486
tfidf_full,XGBoost,SES_group,14,Low,7,606,0.5851,0.2541
tfidf_full,XGBoost,SES_group,14,Low,8,657,0.6493,0.2953
tfidf_full,XGBoost,SES_group,14,Low,9,628,0.7364,0.301
tfidf_full,XGBoost,SES_group,14,High,0,305,0.1733,0.0426
tfidf_full,XGBoost,SES_group,14,High,1,322,0.2609,0.0714
tfidf_full,XGBoost,SES_group,14,High,2,286,0.32,0.0839
tfidf_full,XGBoost,SES_group,14,High,3,323,0.374,0.1053
tfidf_full,XGBoost,SES_group,14,High,4,352,0.4283,0.1023
tfidf_full,XGBoost,SES_group,14,High,5,363,0.482,0.1074
tfidf_full,XGBoost,SES_group,14,High,6,355,0.5317,0.1718
tfidf_full,XGBoost,SES_group,14,High,7,371,0.5852,0.1914
tfidf_full,XGBoost,SES_group,14,High,8,341,0.6488,0.2786
tfidf_full,XGBoost,SES_group,14,High,9,381,0.7381,0.3753
tfidf_full,XGBoost,BlackConcentration,14,Low,0,266,0.1745,0.0226
tfidf_full,XGBoost,BlackConcentration,14,Low,1,279,0.2608,0.0502
tfidf_full,XGBoost,BlackConcentration,14,Low,2,280,0.3194,0.1036
tfidf_full,XGBoost,BlackConcentration,14,Low,3,300,0.3741,0.1433
tfidf_full,XGBoost,BlackConcentration,14,Low,4,275,0.429,0.1236
tfidf_full,XGBoost,BlackConcentration,14,Low,5,256,0.4809,0.125
tfidf_full,XGBoost,BlackConcentration,14,Low,6,267,0.533,0.1723
tfidf_full,XGBoost,BlackConcentration,14,Low,7,241,0.5858,0.166
tfidf_full,XGBoost,BlackConcentration,14,Low,8,264,0.648,0.2652
tfidf_full,XGBoost,BlackConcentration,14,Low,9,256,0.7342,0.3359
tfidf_full,XGBoost,BlackConcentration,14,High,0,622,0.1702,0.0434
tfidf_full,XGBoost,BlackConcentration,14,High,1,681,0.2599,0.0558
tfidf_full,XGBoost,BlackConcentration,14,High,2,647,0.3205,0.085
tfidf_full,XGBoost,BlackConcentration,14,High,3,656,0.3751,0.1143
tfidf_full,XGBoost,BlackConcentration,14,High,4,614,0.4279,0.1075
tfidf_full,XGBoost,BlackConcentration,14,High,5,666,0.4801,0.1231
tfidf_full,XGBoost,BlackConcentration,14,High,6,654,0.5318,0.1743
tfidf_full,XGBoost,BlackConcentration,14,High,7,678,0.5862,0.2286
tfidf_full,XGBoost,BlackConcentration,14,High,8,656,0.6492,0.2957
tfidf_full,XGBoost,BlackConcentration,14,High,9,696,0.739,0.3563
tfidf_chi2,Logistic,SES_group,1,Low,0,59,0.1232,0.0508
tfidf_chi2,Logistic,SES_group,1,Low,1,55,0.2262,0.0909
tfidf_chi2,Logistic,SES_group,1,Low,2,61,0.3034,0.0328
tfidf_chi2,Logistic,SES_group,1,Low,3,44,0.3692,0.1136
tfidf_chi2,Logistic,SES_group,1,Low,4,52,0.4359,0.1731
tfidf_chi2,Logistic,SES_group,1,Low,5,46,0.4948,0.1087
tfidf_chi2,Logistic,SES_group,1,Low,6,41,0.5523,0.1707
tfidf_chi2,Logistic,SES_group,1,Low,7,52,0.6197,0.2692
tfidf_chi2,Logistic,SES_group,1,Low,8,57,0.7011,0.2456
tfidf_chi2,Logistic,SES_group,1,Low,9,48,0.8042,0.25
tfidf_chi2,Logistic,SES_group,1,High,0,21,0.1396,0.0952
tfidf_chi2,Logistic,SES_group,1,High,1,21,0.2161,0.1429
tfidf_chi2,Logistic,SES_group,1,High,2,17,0.3112,0.0
tfidf_chi2,Logistic,SES_group,1,High,3,26,0.3638,0.1154
tfidf_chi2,Logistic,SES_group,1,High,4,14,0.4329,0.0
tfidf_chi2,Logistic,SES_group,1,High,5,23,0.4934,0.1739
tfidf_chi2,Logistic,SES_group,1,High,6,25,0.5522,0.2
tfidf_chi2,Logistic,SES_group,1,High,7,23,0.6193,0.3043
tfidf_chi2,Logistic,SES_group,1,High,8,18,0.7025,0.1111
tfidf_chi2,Logistic,SES_group,1,High,9,26,0.8068,0.3462
tfidf_chi2,Logistic,BlackConcentration,1,Low,0,16,0.0969,0.0625
tfidf_chi2,Logistic,BlackConcentration,1,Low,1,18,0.2279,0.0556
tfidf_chi2,Logistic,BlackConcentration,1,Low,2,21,0.3102,0.0476
tfidf_chi2,Logistic,BlackConcentration,1,Low,3,10,0.3693,0.3
tfidf_chi2,Logistic,BlackConcentration,1,Low,4,22,0.436,0.2273
tfidf_chi2,Logistic,BlackConcentration,1,Low,5,16,0.4933,0.0625
tfidf_chi2,Logistic,BlackConcentration,1,Low,6,20,0.5563,0.25
tfidf_chi2,Logistic,BlackConcentration,1,Low,7,18,0.6217,0.3889
tfidf_chi2,Logistic,BlackConcentration,1,Low,8,18,0.7098,0.3333
tfidf_chi2,Logistic,BlackConcentration,1,Low,9,21,0.8215,0.1429
tfidf_chi2,Logistic,BlackConcentration,1,High,0,57,0.1296,0.0351
tfidf_chi2,Logistic,BlackConcentration,1,High,1,49,0.2247,0.0408
tfidf_chi2,Logistic,BlackConcentration,1,High,2,41,0.3071,0.0488
tfidf_chi2,Logistic,BlackConcentration,1,High,3,45,0.3638,0.1111
tfidf_chi2,Logistic,BlackConcentration,1,High,4,40,0.4362,0.1
tfidf_chi2,Logistic,BlackConcentration,1,High,5,42,0.4971,0.1905
tfidf_chi2,Logistic,BlackConcentration,1,High,6,43,0.5521,0.1628
tfidf_chi2,Logistic,BlackConcentration,1,High,7,49,0.6194,0.2857
tfidf_chi2,Logistic,BlackConcentration,1,High,8,51,0.701,0.2353
tfidf_chi2,Logistic,BlackConcentration,1,High,9,43,0.8032,0.2791
tfidf_chi2,Logistic,SES_group,2,Low,0,65,0.1153,0.0
tfidf_chi2,Logistic,SES_group,2,Low,1,59,0.1825,0.0
tfidf_chi2,Logistic,SES_group,2,Low,2,52,0.2322,0.0769
tfidf_chi2,Logistic,SES_group,2,Low,3,59,0.2882,0.0678
tfidf_chi2,Logistic,SES_group,2,Low,4,54,0.3521,0.1296
tfidf_chi2,Logistic,SES_group,2,Low,5,63,0.4121,0.1111
tfidf_chi2,Logistic,SES_group,2,Low,6,55,0.4847,0.0545
tfidf_chi2,Logistic,SES_group,2,Low,7,53,0.5825,0.1132
tfidf_chi2,Logistic,SES_group,2,Low,8,51,0.6624,0.1961
tfidf_chi2,Logistic,SES_group,2,Low,9,50,0.786,0.22
tfidf_chi2,Logistic,SES_group,2,High,0,18,0.1178,0.0556
tfidf_chi2,Logistic,SES_group,2,High,1,31,0.1859,0.129
tfidf_chi2,Logistic,SES_group,2,High,2,24,0.2298,0.0833
tfidf_chi2,Logistic,SES_group,2,High,3,23,0.2897,0.087
tfidf_chi2,Logistic,SES_group,2,High,4,28,0.3502,0.1071
tfidf_chi2,Logistic,SES_group,2,High,5,20,0.4221,0.2
tfidf_chi2,Logistic,SES_group,2,High,6,32,0.4927,0.1562
tfidf_chi2,Logistic,SES_group,2,High,7,27,0.5794,0.1852
tfidf_chi2,Logistic,SES_group,2,High,8,22,0.6547,0.1364
tfidf_chi2,Logistic,SES_group,2,High,9,38,0.7921,0.3158
tfidf_chi2,Logistic,SES_group,3,Low,0,81,0.144,0.0
tfidf_chi2,Logistic,SES_group,3,Low,1,65,0.2297,0.0
tfidf_chi2,Logistic,SES_group,3,Low,2,70,0.2906,0.0143
tfidf_chi2,Logistic,SES_group,3,Low,3,48,0.3462,0.0833
tfidf_chi2,Logistic,SES_group,3,Low,4,62,0.4067,0.0806
tfidf_chi2,Logistic,SES_group,3,Low,5,63,0.4696,0.1111
tfidf_chi2,Logistic,SES_group,3,Low,6,51,0.5415,0.1765
tfidf_chi2,Logistic,SES_group,3,Low,7,60,0.6061,0.1833
tfidf_chi2,Logistic,SES_group,3,Low,8,49,0.6852,0.1224
tfidf_chi2,Logistic,SES_group,3,Low,9,57,0.8161,0.3684
tfidf_chi2,Logistic,SES_group,3,High,0,20,0.1467,0.05
tfidf_chi2,Logistic,SES_group,3,High,1,25,0.2327,0.2
tfidf_chi2,Logistic,SES_group,3,High,2,21,0.2925,0.0952
tfidf_chi2,Logistic,SES_group,3,High,3,26,0.3507,0.0385
tfidf_chi2,Logistic,SES_group,3,High,4,32,0.4061,0.1562
tfidf_chi2,Logistic,SES_group,3,High,5,26,0.4816,0.1923
tfidf_chi2,Logistic,SES_group,3,High,6,37,0.5405,0.1622
tfidf_chi2,Logistic,SES_group,3,High,7,32,0.6072,0.125
tfidf_chi2,Logistic,SES_group,3,High,8,42,0.6935,0.3333
tfidf_chi2,Logistic,SES_group,3,High,9,31,0.815,0.4839
tfidf_chi2,Logistic,SES_group,4,Low,0,96,0.1306,0.0208
tfidf_chi2,Logistic,SES_group,4,Low,1,75,0.2141,0.04
tfidf_chi2,Logistic,SES_group,4,Low,2,85,0.2814,0.1176
tfidf_chi2,Logistic,SES_group,4,Low,3,88,0.3506,0.0795
tfidf_chi2,Logistic,SES_group,4,Low,4,82,0.4163,0.1098
tfidf_chi2,Logistic,SES_group,4,Low,5,69,0.479,0.1884
tfidf_chi2,Logistic,SES_group,4,Low,6,96,0.5442,0.125
tfidf_chi2,Logistic,SES_group,4,Low,7,80,0.612,0.2375
tfidf_chi2,Logistic,SES_group,4,Low,8,77,0.6938,0.2338
tfidf_chi2,Logistic,SES_group,4,Low,9,66,0.8098,0.2576
tfidf_chi2,Logistic,SES_group,4,High,0,32,0.1351,0.0
tfidf_chi2,Logistic,SES_group,4,High,1,50,0.2171,0.0
tfidf_chi2,Logistic,SES_group,4,High,2,35,0.2858,0.0286
tfidf_chi2,Logistic,SES_group,4,High,3,40,0.3476,0.05
tfidf_chi2,Logistic,SES_group,4,High,4,40,0.4138,0.1
tfidf_chi2,Logistic,SES_group,4,High,5,46,0.4836,0.087
tfidf_chi2,Logistic,SES_group,4,High,6,27,0.5503,0.2222
tfidf_chi2,Logistic,SES_group,4,High,7,49,0.6225,0.2041
tfidf_chi2,Logistic,SES_group,4,High,8,34,0.6984,0.3235
tfidf_chi2,Logistic,SES_group,4,High,9,44,0.8045,0.4091
tfidf_chi2,Logistic,BlackConcentration,4,Low,0,25,0.1337,0.04
tfidf_chi2,Logistic,BlackConcentration,4,Low,1,24,0.2149,0.0833
tfidf_chi2,Logistic,BlackConcentration,4,Low,2,15,0.2803,0.2
tfidf_chi2,Logistic,BlackConcentration,4,Low,3,21,0.3601,0.0952
tfidf_chi2,Logistic,BlackConcentration,4,Low,4,31,0.416,0.0968
tfidf_chi2,Logistic,BlackConcentration,4,Low,5,22,0.4798,0.1364
tfidf_chi2,Logistic,BlackConcentration,4,Low,6,30,0.5463,0.1333
tfidf_chi2,Logistic,BlackConcentration,4,Low,7,25,0.6219,0.28
tfidf_chi2,Logistic,BlackConcentration,4,Low,8,34,0.6943,0.2941
tfidf_chi2,Logistic,BlackConcentration,4,Low,9,22,0.8185,0.1818
tfidf_chi2,Logistic,BlackConcentration,4,High,0,81,0.1323,0.037
tfidf_chi2,Logistic,BlackConcentration,4,High,1,83,0.2144,0.0602
tfidf_chi2,Logistic,BlackConcentration,4,High,2,93,0.2852,0.043
tfidf_chi2,Logistic,BlackConcentration,4,High,3,87,0.3511,0.092
tfidf_chi2,Logistic,BlackConcentration,4,High,4,79,0.4154,0.1266
tfidf_chi2,Logistic,BlackConcentration,4,High,5,78,0.4835,0.1282
tfidf_chi2,Logistic,BlackConcentration,4,High,6,77,0.5436,0.1299
tfidf_chi2,Logistic,BlackConcentration,4,High,7,80,0.6144,0.2625
tfidf_chi2,Logistic,BlackConcentration,4,High,8,84,0.6968,0.2381
tfidf_chi2,Logistic,BlackConcentration,4,High,9,99,0.8104,0.3636
tfidf_chi2,Logistic,SES_group,5,Low,0,108,0.152,0.0093
tfidf_chi2,Logistic,SES_group,5,Low,1,88,0.2278,0.0795
tfidf_chi2,Logistic,SES_group,5,Low,2,93,0.2926,0.0968
tfidf_chi2,Logistic,SES_group,5,Low,3,96,0.3489,0.0938
tfidf_chi2,Logistic,SES_group,5,Low,4,97,0.4066,0.0928
tfidf_chi2,Logistic,SES_group,5,Low,5,82,0.4679,0.1098
tfidf_chi2,Logistic,SES_group,5,Low,6,81,0.5283,0.1605
tfidf_chi2,Logistic,SES_group,5,Low,7,107,0.5935,0.2336
tfidf_chi2,Logistic,SES_group,5,Low,8,93,0.6716,0.2366
tfidf_chi2,Logistic,SES_group,5,Low,9,65,0.7767,0.4615
tfidf_chi2,Logistic,SES_group,5,High,0,30,0.1496,0.0
tfidf_chi2,Logistic,SES_group,5,High,1,39,0.2253,0.1026
tfidf_chi2,Logistic,SES_group,5,High,2,35,0.2886,0.0286
tfidf_chi2,Logistic,SES_group,5,High,3,41,0.3542,0.0732
tfidf_chi2,Logistic,SES_group,5,High,4,36,0.4043,0.0556
tfidf_chi2,Logistic,SES_group,5,High,5,50,0.4662,0.18
tfidf_chi2,Logistic,SES_group,5,High,6,50,0.5288,0.1
tfidf_chi2,Logistic,SES_group,5,High,7,37,0.5938,0.1892
tfidf_chi2,Logistic,SES_group,5,High,8,44,0.6728,0.25
tfidf_chi2,Logistic,SES_group,5,High,9,68,0.7924,0.3088
tfidf_chi2,Logistic,BlackConcentration,5,Low,0,30,0.1524,0.0333
tfidf_chi2,Logistic,BlackConcentration,5,Low,1,30,0.2231,0.0333
tfidf_chi2,Logistic,BlackConcentration,5,Low,2,37,0.2953,0.0541
tfidf_chi2,Logistic,BlackConcentration,5,Low,3,20,0.3532,0.2
tfidf_chi2,Logistic,BlackConcentration,5,Low,4,29,0.4074,0.069
tfidf_chi2,Logistic,BlackConcentration,5,Low,5,35,0.4706,0.0571
tfidf_chi2,Logistic,BlackConcentration,5,Low,6,27,0.5264,0.1111
tfidf_chi2,Logistic,BlackConcentration,5,Low,7,26,0.5926,0.2692
tfidf_chi2,Logistic,BlackConcentration,5,Low,8,30,0.6702,0.2333
tfidf_chi2,Logistic,BlackConcentration,5,Low,9,29,0.7846,0.4483
tfidf_chi2,Logistic,BlackConcentration,5,High,0,95,0.1502,0.0
tfidf_chi2,Logistic,BlackConcentration,5,High,1,92,0.2284,0.0326
tfidf_chi2,Logistic,BlackConcentration,5,High,2,86,0.2916,0.093
tfidf_chi2,Logistic,BlackConcentration,5,High,3,97,0.3479,0.0722
tfidf_chi2,Logistic,BlackConcentration,5,High,4,88,0.4048,0.1136
tfidf_chi2,Logistic,BlackConcentration,5,High,5,92,0.4686,0.1304
tfidf_chi2,Logistic,BlackConcentration,5,High,6,95,0.5297,0.0842
tfidf_chi2,Logistic,BlackConcentration,5,High,7,86,0.5938,0.2791
tfidf_chi2,Logistic,BlackConcentration,5,High,8,79,0.6721,0.2278
tfidf_chi2,Logistic,BlackConcentration,5,High,9,99,0.7871,0.4343
tfidf_chi2,Logistic,SES_group,6,Low,0,116,0.2056,0.0431
tfidf_chi2,Logistic,SES_group,6,Low,1,99,0.3082,0.1111
tfidf_chi2,Logistic,SES_group,6,Low,2,97,0.376,0.1134
tfidf_chi2,Logistic,SES_group,6,Low,3,93,0.4374,0.0753
tfidf_chi2,Logistic,SES_group,6,Low,4,101,0.4902,0.1287
tfidf_chi2,Logistic,SES_group,6,Low,5,92,0.5453,0.1413
tfidf_chi2,Logistic,SES_group,6,Low,6,90,0.5995,0.2778
tfidf_chi2,Logistic,SES_group,6,Low,7,95,0.6589,0.2105
tfidf_chi2,Logistic,SES_group,6,Low,8,97,0.7249,0.3711
tfidf_chi2,Logistic,SES_group,6,Low,9,79,0.797,0.4177
tfidf_chi2,Logistic,SES_group,6,High,0,38,0.2129,0.0526
tfidf_chi2,Logistic,SES_group,6,High,1,45,0.3096,0.1333
tfidf_chi2,Logistic,SES_group,6,High,2,52,0.3745,0.1538
tfidf_chi2,Logistic,SES_group,6,High,3,50,0.4376,0.12
tfidf_chi2,Logistic,SES_group,6,High,4,47,0.4916,0.1915
tfidf_chi2,Logistic,SES_group,6,High,5,46,0.5439,0.2826
tfidf_chi2,Logistic,SES_group,6,High,6,55,0.5987,0.2909
tfidf_chi2,Logistic,SES_group,6,High,7,63,0.6586,0.1905
tfidf_chi2,Logistic,SES_group,6,High,8,50,0.7173,0.32
tfidf_chi2,Logistic,SES_group,6,High,9,61,0.8088,0.2623
tfidf_chi2,Logistic,BlackConcentration,6,Low,0,28,0.2201,0.0357
tfidf_chi2,Logistic,BlackConcentration,6,Low,1,30,0.3013,0.1
tfidf_chi2,Logistic,BlackConcentration,6,Low,2,35,0.3703,0.1143
tfidf_chi2,Logistic,BlackConcentration,6,Low,3,42,0.4359,0.0238
tfidf_chi2,Logistic,BlackConcentration,6,Low,4,41,0.4914,0.1951
tfidf_chi2,Logistic,BlackConcentration,6,Low,5,47,0.548,0.1702
tfidf_chi2,Logistic,BlackConcentration,6,Low,6,36,0.5944,0.2778
tfidf_chi2,Logistic,BlackConcentration,6,Low,7,39,0.6577,0.2051
tfidf_chi2,Logistic,BlackConcentration,6,Low,8,24,0.7295,0.2917
tfidf_chi2,Logistic,BlackConcentration,6,Low,9,27,0.8063,0.3704
tfidf_chi2,Logistic,BlackConcentration,6,High,0,108,0.2049,0.037
tfidf_chi2,Logistic,BlackConcentration,6,High,1,123,0.3103,0.0976
tfidf_chi2,Logistic,BlackConcentration,6,High,2,84,0.3736,0.119
tfidf_chi2,Logistic,BlackConcentration,6,High,3,97,0.438,0.0722
tfidf_chi2,Logistic,BlackConcentration,6,High,4,97,0.4922,0.134
tfidf_chi2,Logistic,BlackConcentration,6,High,5,78,0.5434,0.2692
tfidf_chi2,Logistic,BlackConcentration,6,High,6,98,0.599,0.2857
tfidf_chi2,Logistic,BlackConcentration,6,High,7,94,0.6593,0.2447
tfidf_chi2,Logistic,BlackConcentration,6,High,8,113,0.7187,0.292
tfidf_chi2,Logistic,BlackConcentration,6,High,9,110,0.8061,0.3727
tfidf_chi2,Logistic,SES_group,7,Low,0,147,0.1764,0.0408
tfidf_chi2,Logistic,SES_group,7,Low,1,129,0.2564,0.0698
tfidf_chi2,Logistic,SES_group,7,Low,2,142,0.3146,0.0775
tfidf_chi2,Logistic,SES_group,7,Low,3,116,0.3677,0.1034
tfidf_chi2,Logistic,SES_group,7,Low,4,129,0.4214,0.1085
tfidf_chi2,Logistic,SES_group,7,Low,5,113,0.4745,0.1416
tfidf_chi2,Logistic,SES_group,7,Low,6,118,0.5314,0.178
tfidf_chi2,Logistic,SES_group,7,Low,7,94,0.5921,0.1915
tfidf_chi2,Logistic,SES_group,7,Low,8,106,0.6696,0.217
tfidf_chi2,Logistic,SES_group,7,Low,9,117,0.7818,0.3504
tfidf_chi2,Logistic,SES_group,7,High,0,59,0.1827,0.0339
tfidf_chi2,Logistic,SES_group,7,High,1,58,0.2583,0.0345
tfidf_chi2,Logistic,SES_group,7,High,2,59,0.3146,0.1017
tfidf_chi2,Logistic,SES_group,7,High,3,70,0.3714,0.1
tfidf_chi2,Logistic,SES_group,7,High,4,63,0.4213,0.0476
tfidf_chi2,Logistic,SES_group,7,High,5,73,0.4753,0.1096
tfidf_chi2,Logistic,SES_group,7,High,6,72,0.5288,0.1667
tfidf_chi2,Logistic,SES_group,7,High,7,73,0.5904,0.2877
tfidf_chi2,Logistic,SES_group,7,High,8,79,0.6719,0.3038
tfidf_chi2,Logistic,SES_group,7,High,9,70,0.7866,0.3857
tfidf_chi2,Logistic,BlackConcentration,7,Low,0,38,0.1799,0.0526
