model,grouping,metric,comparison,fold,gap_structured,gap_tfidf_full,delta,gap_finbert_pca50
Logistic,SES_group,TPR,finbert_pca50 - tfidf_full,14,,0.0334,0.0028,0.0362
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,1,,0.0572,-0.0445,0.0127
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,2,,0.0552,0.0146,0.0698
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,3,,0.1205,-0.032,0.0885
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,4,,-0.0139,-0.0064,-0.0203
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,5,,0.0696,0.02,0.0896
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,6,,0.0691,-0.0063,0.0628
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,7,,0.0474,0.0033,0.0507
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,8,,0.0253,0.0021,0.0274
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,9,,0.0931,0.0042,0.0973
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,10,,0.073,-0.0137,0.0593
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,11,,0.0598,0.0036,0.0634
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,12,,0.0493,0.0002,0.0495
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,13,,0.0595,-0.0083,0.0512
Logistic,SES_group,FPR,finbert_pca50 - tfidf_full,14,,0.0507,-0.0019,0.0488
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,1,,0.0567,-0.0384,0.0183
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,2,,0.0615,0.0101,0.0716
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,3,,0.121,-0.0212,0.0998
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,4,,0.0184,-0.0132,0.0052
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,5,,0.0618,0.0227,0.0845
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,6,,0.0589,-0.0094,0.0495
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,7,,0.0744,0.002,0.0764
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,8,,0.0307,0.0059,0.0366
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,9,,0.0927,0.0024,0.0951
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,10,,0.0769,-0.0107,0.0662
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,11,,0.0708,0.002,0.0728
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,12,,0.0583,-0.0007,0.0576
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,13,,0.071,-0.009,0.062
Logistic,SES_group,PPR,finbert_pca50 - tfidf_full,14,,0.0518,-0.0013,0.0505
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,1,,-0.0188,-0.011,-0.0298
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,2,,-0.0574,-0.0309,-0.0883
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,3,,-0.1056,0.0182,-0.0874
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,4,,0.1129,-0.0002,0.1127
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,5,,-0.0211,0.0001,-0.021
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,6,,-0.0931,0.0066,-0.0865
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,7,,0.0441,0.0002,0.0443
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,8,,0.039,0.0057,0.0447
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,9,,-0.0232,-0.0077,-0.0309
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,10,,0.0003,-0.0021,-0.0018
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,11,,0.0234,-0.003,0.0204
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,12,,0.0051,-0.0054,-0.0003
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,13,,0.023,-0.0014,0.0216
Logistic,SES_group,AUC,finbert_pca50 - tfidf_full,14,,-0.0011,-0.0029,-0.004
XGBoost,BlackConcentration,TPR,tfidf_full - structured,1,-0.0143,0.2402,0.2545,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,2,-0.0081,-0.1445,-0.1364,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,3,-0.1649,-0.0195,0.1454,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,4,0.0521,-0.0979,-0.15,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,5,-0.0439,0.0664,0.1103,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,6,-0.0042,-0.0375,-0.0333,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,7,-0.0177,-0.054,-0.0363,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,8,0.0232,0.0628,0.0396,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,9,0.0294,0.0206,-0.0088,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,10,-0.0183,0.015,0.0333,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,11,-0.0266,0.0078,0.0344,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,12,-0.0062,-0.0006,0.0056,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,13,0.0547,0.0296,-0.0251,
XGBoost,BlackConcentration,TPR,tfidf_full - structured,14,0.0714,0.0691,-0.0023,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,1,-0.04,-0.0366,0.0034,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,2,-0.0171,0.0113,0.0284,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,3,0.052,-0.0184,-0.0704,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,4,-0.0541,-0.0585,-0.0044,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,5,0.0124,-0.0041,-0.0165,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,6,-0.0029,-0.0158,-0.0129,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,7,-0.0411,-0.0584,-0.0173,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,8,0.0252,0.0235,-0.0017,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,9,0.0026,-0.013,-0.0156,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,10,-0.0163,-0.0355,-0.0192,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,11,-0.0088,-0.0089,-0.0001,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,12,0.0215,0.0094,-0.0121,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,13,0.038,0.0231,-0.0149,
XGBoost,BlackConcentration,FPR,tfidf_full - structured,14,0.0278,0.0163,-0.0115,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,1,-0.0423,0.0039,0.0462,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,2,-0.0196,-0.0107,0.0089,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,3,0.0256,-0.0162,-0.0418,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,4,-0.0389,-0.0663,-0.0274,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,5,0.0054,0.0071,0.0017,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,6,0.0035,-0.0139,-0.0174,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,7,-0.0376,-0.0577,-0.0201,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,8,0.0261,0.0322,0.0061,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,9,0.01,-0.0044,-0.0144,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,10,-0.0089,-0.0207,-0.0118,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,11,-0.004,-0.0003,0.0037,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,12,0.0226,0.0133,-0.0093,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,13,0.0473,0.0309,-0.0164,
XGBoost,BlackConcentration,PPR,tfidf_full - structured,14,0.0378,0.0277,-0.0101,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,1,0.0322,0.1308,0.0986,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,2,-0.0139,-0.1012,-0.0873,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,3,-0.015,-0.002,0.013,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,4,0.0402,0.0613,0.0211,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,5,0.0111,0.0334,0.0223,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,6,-0.0004,-0.0202,-0.0198,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,7,0.0139,-0.0041,-0.018,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,8,0.0026,0.0068,0.0042,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,9,0.0029,-0.0189,-0.0218,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,10,0.0288,0.0221,-0.0067,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,11,-0.0084,0.0057,0.0141,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,12,-0.0109,-0.0035,0.0074,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,13,0.0156,0.0198,0.0042,
XGBoost,BlackConcentration,AUC,tfidf_full - structured,14,0.0181,0.0202,0.0021,
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,1,-0.0143,,-0.0267,-0.041
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,2,-0.0081,,-0.1883,-0.1964
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,3,-0.1649,,0.2181,0.0532
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,4,0.0521,,0.0178,0.0699
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,5,-0.0439,,0.1517,0.1078
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,6,-0.0042,,-0.0104,-0.0146
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,7,-0.0177,,-0.0524,-0.0701
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,8,0.0232,,0.0364,0.0596
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,9,0.0294,,0.0133,0.0427
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,10,-0.0183,,0.0652,0.0469
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,11,-0.0266,,0.0012,-0.0254
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,12,-0.0062,,-0.0287,-0.0349
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,13,0.0547,,-0.0293,0.0254
XGBoost,BlackConcentration,TPR,finbert_pca50 - structured,14,0.0714,,0.0097,0.0811
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,1,-0.04,,0.0443,0.0043
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,2,-0.0171,,-0.0238,-0.0409
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,3,0.052,,-0.0281,0.0239
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,4,-0.0541,,0.0135,-0.0406
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,5,0.0124,,-0.0375,-0.0251
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,6,-0.0029,,-0.0183,-0.0212
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,7,-0.0411,,0.0044,-0.0367
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,8,0.0252,,-0.0243,0.0009
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,9,0.0026,,-0.0157,-0.0131
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,10,-0.0163,,0.0208,0.0045
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,11,-0.0088,,0.0062,-0.0026
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,12,0.0215,,0.0002,0.0217
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,13,0.038,,-0.0079,0.0301
XGBoost,BlackConcentration,FPR,finbert_pca50 - structured,14,0.0278,,-0.0066,0.0212
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,1,-0.0423,,0.0343,-0.008
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,2,-0.0196,,-0.0417,-0.0613
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,3,0.0256,,0.0048,0.0304
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,4,-0.0389,,0.0141,-0.0248
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,5,0.0054,,-0.0104,-0.005
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,6,0.0035,,-0.0172,-0.0137
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,7,-0.0376,,-0.004,-0.0416
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,8,0.0261,,-0.0127,0.0134
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,9,0.01,,-0.0118,-0.0018
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,10,-0.0089,,0.0275,0.0186
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,11,-0.004,,0.005,0.001
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,12,0.0226,,-0.0041,0.0185
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,13,0.0473,,-0.0111,0.0362
XGBoost,BlackConcentration,PPR,finbert_pca50 - structured,14,0.0378,,-0.0041,0.0337
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,1,0.0322,,-0.0101,0.0221
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,2,-0.0139,,-0.028,-0.0419
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,3,-0.015,,0.0485,0.0335
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,4,0.0402,,-0.0007,0.0395
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,5,0.0111,,0.0136,0.0247
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,6,-0.0004,,0.0095,0.0091
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,7,0.0139,,-0.0113,0.0026
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,8,0.0026,,0.0081,0.0107
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,9,0.0029,,0.0109,0.0138
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,10,0.0288,,-0.0044,0.0244
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,11,-0.0084,,0.0111,0.0027
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,12,-0.0109,,0.0066,-0.0043
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,13,0.0156,,-0.0034,0.0122
XGBoost,BlackConcentration,AUC,finbert_pca50 - structured,14,0.0181,,0.003,0.0211
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,1,,0.2402,-0.2812,-0.041
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,2,,-0.1445,-0.0519,-0.1964
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,3,,-0.0195,0.0727,0.0532
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,4,,-0.0979,0.1678,0.0699
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,5,,0.0664,0.0414,0.1078
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,6,,-0.0375,0.0229,-0.0146
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,7,,-0.054,-0.0161,-0.0701
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,8,,0.0628,-0.0032,0.0596
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,9,,0.0206,0.0221,0.0427
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,10,,0.015,0.0319,0.0469
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,11,,0.0078,-0.0332,-0.0254
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,12,,-0.0006,-0.0343,-0.0349
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,13,,0.0296,-0.0042,0.0254
XGBoost,BlackConcentration,TPR,finbert_pca50 - tfidf_full,14,,0.0691,0.012,0.0811
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,1,,-0.0366,0.0409,0.0043
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,2,,0.0113,-0.0522,-0.0409
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,3,,-0.0184,0.0423,0.0239
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,4,,-0.0585,0.0179,-0.0406
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,5,,-0.0041,-0.021,-0.0251
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,6,,-0.0158,-0.0054,-0.0212
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,7,,-0.0584,0.0217,-0.0367
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,8,,0.0235,-0.0226,0.0009
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,9,,-0.013,-0.0001,-0.0131
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,10,,-0.0355,0.04,0.0045
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,11,,-0.0089,0.0063,-0.0026
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,12,,0.0094,0.0123,0.0217
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,13,,0.0231,0.007,0.0301
XGBoost,BlackConcentration,FPR,finbert_pca50 - tfidf_full,14,,0.0163,0.0049,0.0212
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,1,,0.0039,-0.0119,-0.008
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,2,,-0.0107,-0.0506,-0.0613
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,3,,-0.0162,0.0466,0.0304
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,4,,-0.0663,0.0415,-0.0248
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,5,,0.0071,-0.0121,-0.005
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,6,,-0.0139,0.0002,-0.0137
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,7,,-0.0577,0.0161,-0.0416
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,8,,0.0322,-0.0188,0.0134
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,9,,-0.0044,0.0026,-0.0018
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,10,,-0.0207,0.0393,0.0186
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,11,,-0.0003,0.0013,0.001
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,12,,0.0133,0.0052,0.0185
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,13,,0.0309,0.0053,0.0362
XGBoost,BlackConcentration,PPR,finbert_pca50 - tfidf_full,14,,0.0277,0.006,0.0337
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,1,,0.1308,-0.1087,0.0221
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,2,,-0.1012,0.0593,-0.0419
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,3,,-0.002,0.0355,0.0335
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,4,,0.0613,-0.0218,0.0395
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,5,,0.0334,-0.0087,0.0247
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,6,,-0.0202,0.0293,0.0091
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,7,,-0.0041,0.0067,0.0026
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,8,,0.0068,0.0039,0.0107
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,9,,-0.0189,0.0327,0.0138
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,10,,0.0221,0.0023,0.0244
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,11,,0.0057,-0.003,0.0027
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,12,,-0.0035,-0.0008,-0.0043
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,13,,0.0198,-0.0076,0.0122
XGBoost,BlackConcentration,AUC,finbert_pca50 - tfidf_full,14,,0.0202,0.0009,0.0211
XGBoost,SES_group,TPR,tfidf_full - structured,1,0.1109,0.0977,-0.0132,
XGBoost,SES_group,TPR,tfidf_full - structured,2,0.0455,-0.0019,-0.0474,
XGBoost,SES_group,TPR,tfidf_full - structured,3,0.0113,-0.0873,-0.0986,
XGBoost,SES_group,TPR,tfidf_full - structured,4,0.2594,0.2305,-0.0289,
XGBoost,SES_group,TPR,tfidf_full - structured,5,0.0389,0.0146,-0.0243,
XGBoost,SES_group,TPR,tfidf_full - structured,6,-0.0644,-0.0222,0.0422,
XGBoost,SES_group,TPR,tfidf_full - structured,7,0.0996,0.0704,-0.0292,
XGBoost,SES_group,TPR,tfidf_full - structured,8,0.0227,0.0397,0.017,
XGBoost,SES_group,TPR,tfidf_full - structured,9,0.0431,0.0585,0.0154,
XGBoost,SES_group,TPR,tfidf_full - structured,10,0.0402,0.0886,0.0484,
XGBoost,SES_group,TPR,tfidf_full - structured,11,0.0881,0.1021,0.014,
XGBoost,SES_group,TPR,tfidf_full - structured,12,0.0429,0.049,0.0061,
XGBoost,SES_group,TPR,tfidf_full - structured,13,0.0472,0.0479,0.0007,
XGBoost,SES_group,TPR,tfidf_full - structured,14,0.0569,0.0441,-0.0128,
XGBoost,SES_group,FPR,tfidf_full - structured,1,0.0025,0.0819,0.0794,
XGBoost,SES_group,FPR,tfidf_full - structured,2,0.0823,0.0506,-0.0317,
XGBoost,SES_group,FPR,tfidf_full - structured,3,0.1281,0.0693,-0.0588,
XGBoost,SES_group,FPR,tfidf_full - structured,4,0.013,0.0006,-0.0124,
XGBoost,SES_group,FPR,tfidf_full - structured,5,0.0789,0.0662,-0.0127,
XGBoost,SES_group,FPR,tfidf_full - structured,6,0.0696,0.0554,-0.0142,
XGBoost,SES_group,FPR,tfidf_full - structured,7,0.0331,0.0213,-0.0118,
XGBoost,SES_group,FPR,tfidf_full - structured,8,0.0251,0.0027,-0.0224,
XGBoost,SES_group,FPR,tfidf_full - structured,9,0.0542,0.0725,0.0183,
XGBoost,SES_group,FPR,tfidf_full - structured,10,0.0523,0.0408,-0.0115,
XGBoost,SES_group,FPR,tfidf_full - structured,11,0.0616,0.0665,0.0049,
XGBoost,SES_group,FPR,tfidf_full - structured,12,0.0503,0.0364,-0.0139,
XGBoost,SES_group,FPR,tfidf_full - structured,13,0.046,0.0342,-0.0118,
XGBoost,SES_group,FPR,tfidf_full - structured,14,0.051,0.0498,-0.0012,
XGBoost,SES_group,PPR,tfidf_full - structured,1,0.023,0.0877,0.0647,
XGBoost,SES_group,PPR,tfidf_full - structured,2,0.0904,0.0614,-0.029,
XGBoost,SES_group,PPR,tfidf_full - structured,3,0.1365,0.0723,-0.0642,
XGBoost,SES_group,PPR,tfidf_full - structured,4,0.0487,0.0345,-0.0142,
XGBoost,SES_group,PPR,tfidf_full - structured,5,0.0728,0.0584,-0.0144,
XGBoost,SES_group,PPR,tfidf_full - structured,6,0.0509,0.0461,-0.0048,
XGBoost,SES_group,PPR,tfidf_full - structured,7,0.0512,0.0366,-0.0146,
XGBoost,SES_group,PPR,tfidf_full - structured,8,0.0281,0.0132,-0.0149,
XGBoost,SES_group,PPR,tfidf_full - structured,9,0.0566,0.075,0.0184,
XGBoost,SES_group,PPR,tfidf_full - structured,10,0.0556,0.0526,-0.003,
XGBoost,SES_group,PPR,tfidf_full - structured,11,0.07,0.076,0.006,
XGBoost,SES_group,PPR,tfidf_full - structured,12,0.0566,0.0461,-0.0105,
XGBoost,SES_group,PPR,tfidf_full - structured,13,0.0523,0.0424,-0.0099,
XGBoost,SES_group,PPR,tfidf_full - structured,14,0.0556,0.0526,-0.003,
XGBoost,SES_group,AUC,tfidf_full - structured,1,0.0261,0.0009,-0.0252,
XGBoost,SES_group,AUC,tfidf_full - structured,2,-0.0872,-0.1056,-0.0184,
XGBoost,SES_group,AUC,tfidf_full - structured,3,-0.128,-0.142,-0.014,
XGBoost,SES_group,AUC,tfidf_full - structured,4,0.1205,0.1274,0.0069,
XGBoost,SES_group,AUC,tfidf_full - structured,5,-0.0141,0.0024,0.0165,
XGBoost,SES_group,AUC,tfidf_full - structured,6,-0.0946,-0.0912,0.0034,
XGBoost,SES_group,AUC,tfidf_full - structured,7,0.0254,0.0106,-0.0148,
XGBoost,SES_group,AUC,tfidf_full - structured,8,0.0285,0.0234,-0.0051,
XGBoost,SES_group,AUC,tfidf_full - structured,9,-0.0201,-0.0122,0.0079,
XGBoost,SES_group,AUC,tfidf_full - structured,10,0.0058,0.0047,-0.0011,
XGBoost,SES_group,AUC,tfidf_full - structured,11,0.0277,0.0303,0.0026,
XGBoost,SES_group,AUC,tfidf_full - structured,12,0.0025,0.0053,0.0028,
XGBoost,SES_group,AUC,tfidf_full - structured,13,0.0161,0.0151,-0.001,
XGBoost,SES_group,AUC,tfidf_full - structured,14,-0.0014,-0.0038,-0.0024,
XGBoost,SES_group,TPR,finbert_pca50 - structured,1,0.1109,,-0.1034,0.0075
XGBoost,SES_group,TPR,finbert_pca50 - structured,2,0.0455,,-0.0539,-0.0084
XGBoost,SES_group,TPR,finbert_pca50 - structured,3,0.0113,,-0.1379,-0.1266
XGBoost,SES_group,TPR,finbert_pca50 - structured,4,0.2594,,-0.0536,0.2058
XGBoost,SES_group,TPR,finbert_pca50 - structured,5,0.0389,,0.012,0.0509
XGBoost,SES_group,TPR,finbert_pca50 - structured,6,-0.0644,,0.0422,-0.0222
XGBoost,SES_group,TPR,finbert_pca50 - structured,7,0.0996,,0.0108,0.1104
XGBoost,SES_group,TPR,finbert_pca50 - structured,8,0.0227,,0.0288,0.0515
XGBoost,SES_group,TPR,finbert_pca50 - structured,9,0.0431,,-0.0069,0.0362
XGBoost,SES_group,TPR,finbert_pca50 - structured,10,0.0402,,0.0134,0.0536
XGBoost,SES_group,TPR,finbert_pca50 - structured,11,0.0881,,-0.0265,0.0616
XGBoost,SES_group,TPR,finbert_pca50 - structured,12,0.0429,,-0.0019,0.041
XGBoost,SES_group,TPR,finbert_pca50 - structured,13,0.0472,,0.0052,0.0524
XGBoost,SES_group,TPR,finbert_pca50 - structured,14,0.0569,,-0.0107,0.0462
XGBoost,SES_group,FPR,finbert_pca50 - structured,1,0.0025,,0.0379,0.0404
XGBoost,SES_group,FPR,finbert_pca50 - structured,2,0.0823,,-0.0212,0.0611
XGBoost,SES_group,FPR,finbert_pca50 - structured,3,0.1281,,-0.0639,0.0642
XGBoost,SES_group,FPR,finbert_pca50 - structured,4,0.013,,-0.0188,-0.0058
XGBoost,SES_group,FPR,finbert_pca50 - structured,5,0.0789,,-0.024,0.0549
XGBoost,SES_group,FPR,finbert_pca50 - structured,6,0.0696,,-0.0189,0.0507
XGBoost,SES_group,FPR,finbert_pca50 - structured,7,0.0331,,0.0034,0.0365
XGBoost,SES_group,FPR,finbert_pca50 - structured,8,0.0251,,-0.0142,0.0109
