representation,model,grouping,fold,group_level,n,n_defaults,intercept,slope,ECE
tfidf_full,Logistic,BlackConcentration,5,High,909,133,-1.7743,1.1155,0.2897
tfidf_full,Logistic,SES_group,6,Low,959,174,-1.6934,1.0412,0.3127
tfidf_full,Logistic,SES_group,6,High,507,104,-1.4758,0.5243,0.3236
tfidf_full,Logistic,BlackConcentration,6,Low,349,60,-1.7308,0.9033,0.3323
tfidf_full,Logistic,BlackConcentration,6,High,1002,192,-1.6347,0.8743,0.3161
tfidf_full,Logistic,SES_group,7,Low,1211,171,-1.7461,0.8417,0.2975
tfidf_full,Logistic,SES_group,7,High,676,112,-1.7167,1.0929,0.3046
tfidf_full,Logistic,BlackConcentration,7,Low,428,64,-1.7808,0.9352,0.3138
tfidf_full,Logistic,BlackConcentration,7,High,1276,191,-1.7492,0.8854,0.3074
tfidf_full,Logistic,SES_group,8,Low,1715,306,-1.6634,0.7175,0.3237
tfidf_full,Logistic,SES_group,8,High,838,160,-1.742,0.9781,0.3278
tfidf_full,Logistic,BlackConcentration,8,Low,555,105,-1.5988,0.7782,0.3082
tfidf_full,Logistic,BlackConcentration,8,High,1783,346,-1.6325,0.7807,0.3257
tfidf_full,Logistic,SES_group,9,Low,2595,373,-1.763,0.8198,0.2958
tfidf_full,Logistic,SES_group,9,High,1429,226,-1.7641,0.7199,0.324
tfidf_full,Logistic,BlackConcentration,9,Low,1020,143,-1.8521,0.7747,0.3174
tfidf_full,Logistic,BlackConcentration,9,High,2715,412,-1.7601,0.7321,0.3108
tfidf_full,Logistic,SES_group,10,Low,2711,372,-1.7633,0.8977,0.2963
tfidf_full,Logistic,SES_group,10,High,1356,209,-1.7503,0.9187,0.3114
tfidf_full,Logistic,BlackConcentration,10,Low,1012,139,-1.8024,0.7399,0.3111
tfidf_full,Logistic,BlackConcentration,10,High,2694,445,-1.6343,0.9332,0.2919
tfidf_full,Logistic,SES_group,11,Low,3647,513,-1.7717,0.8319,0.3036
tfidf_full,Logistic,SES_group,11,High,1900,295,-1.8327,1.0161,0.3256
tfidf_full,Logistic,BlackConcentration,11,Low,1378,170,-1.9707,0.7789,0.3326
tfidf_full,Logistic,BlackConcentration,11,High,3563,528,-1.7826,0.7877,0.3187
tfidf_full,Logistic,SES_group,12,Low,4705,689,-1.7836,0.9061,0.3128
tfidf_full,Logistic,SES_group,12,High,2608,445,-1.7091,1.0054,0.3161
tfidf_full,Logistic,BlackConcentration,12,Low,1792,264,-1.7846,0.9642,0.3135
tfidf_full,Logistic,BlackConcentration,12,High,4898,809,-1.7246,0.9659,0.3155
tfidf_full,Logistic,SES_group,13,Low,5686,837,-1.7496,0.8274,0.3103
tfidf_full,Logistic,SES_group,13,High,3003,506,-1.7562,0.9967,0.3236
tfidf_full,Logistic,BlackConcentration,13,Low,2170,307,-1.8079,0.8585,0.3183
tfidf_full,Logistic,BlackConcentration,13,High,5628,929,-1.7255,0.9393,0.3161
tfidf_full,Logistic,SES_group,14,Low,6707,984,-1.6985,0.9118,0.2924
tfidf_full,Logistic,SES_group,14,High,3399,539,-1.7298,0.9731,0.3097
tfidf_full,Logistic,BlackConcentration,14,Low,2684,400,-1.6675,0.8543,0.2904
tfidf_full,Logistic,BlackConcentration,14,High,6570,1054,-1.665,0.9121,0.2981
tfidf_full,XGBoost,SES_group,1,Low,515,76,-1.5247,0.5609,0.2356
tfidf_full,XGBoost,SES_group,1,High,214,35,-1.5128,0.6378,0.2708
tfidf_full,XGBoost,BlackConcentration,1,Low,180,33,-1.3821,0.294,0.2238
tfidf_full,XGBoost,BlackConcentration,1,High,460,68,-1.5236,0.8579,0.2487
tfidf_full,XGBoost,SES_group,2,Low,561,52,-1.9031,1.1049,0.2631
tfidf_full,XGBoost,SES_group,2,High,263,41,-1.453,0.4929,0.2287
tfidf_full,XGBoost,SES_group,3,Low,606,64,-1.9913,1.332,0.2944
tfidf_full,XGBoost,SES_group,3,High,292,58,-1.3004,0.548,0.24
tfidf_full,XGBoost,SES_group,4,Low,814,110,-1.7112,0.8533,0.2833
tfidf_full,XGBoost,SES_group,4,High,397,56,-1.8959,1.7701,0.2842
tfidf_full,XGBoost,BlackConcentration,4,Low,249,39,-1.6089,0.6898,0.2882
tfidf_full,XGBoost,BlackConcentration,4,High,841,127,-1.6338,1.0419,0.2765
tfidf_full,XGBoost,SES_group,5,Low,910,134,-1.5614,1.0151,0.2619
tfidf_full,XGBoost,SES_group,5,High,430,63,-1.7293,1.0467,0.2966
tfidf_full,XGBoost,BlackConcentration,5,Low,293,42,-1.6195,1.0126,0.268
tfidf_full,XGBoost,BlackConcentration,5,High,909,133,-1.6064,1.2297,0.266
tfidf_full,XGBoost,SES_group,6,Low,959,174,-1.6205,1.098,0.3023
tfidf_full,XGBoost,SES_group,6,High,507,104,-1.4133,0.5907,0.2994
tfidf_full,XGBoost,BlackConcentration,6,Low,349,60,-1.734,1.2064,0.3205
tfidf_full,XGBoost,BlackConcentration,6,High,1002,192,-1.5233,0.9432,0.2938
tfidf_full,XGBoost,SES_group,7,Low,1211,171,-1.6914,0.9126,0.2913
tfidf_full,XGBoost,SES_group,7,High,676,112,-1.5676,1.1004,0.287
tfidf_full,XGBoost,BlackConcentration,7,Low,428,64,-1.7111,0.9914,0.3052
tfidf_full,XGBoost,BlackConcentration,7,High,1276,191,-1.6438,0.9748,0.2905
tfidf_full,XGBoost,SES_group,8,Low,1715,306,-1.6135,0.8861,0.31
tfidf_full,XGBoost,SES_group,8,High,838,160,-1.6079,1.0957,0.3054
tfidf_full,XGBoost,BlackConcentration,8,Low,555,105,-1.5586,0.9031,0.3027
tfidf_full,XGBoost,BlackConcentration,8,High,1783,346,-1.5475,0.9211,0.3048
tfidf_full,XGBoost,SES_group,9,Low,2595,373,-1.852,1.1973,0.3212
tfidf_full,XGBoost,SES_group,9,High,1429,226,-1.8249,1.1421,0.3311
tfidf_full,XGBoost,BlackConcentration,9,Low,1020,143,-1.9779,1.2562,0.3408
tfidf_full,XGBoost,BlackConcentration,9,High,2715,412,-1.8012,1.1132,0.3219
tfidf_full,XGBoost,SES_group,10,Low,2711,372,-1.7018,0.9797,0.2893
tfidf_full,XGBoost,SES_group,10,High,1356,209,-1.6839,0.9989,0.3017
tfidf_full,XGBoost,BlackConcentration,10,Low,1012,139,-1.7953,0.8813,0.3139
tfidf_full,XGBoost,BlackConcentration,10,High,2694,445,-1.5629,0.9935,0.2823
tfidf_full,XGBoost,SES_group,11,Low,3647,513,-1.7465,0.9335,0.3032
tfidf_full,XGBoost,SES_group,11,High,1900,295,-1.8109,1.2694,0.3207
tfidf_full,XGBoost,BlackConcentration,11,Low,1378,170,-1.9625,0.8799,0.3368
tfidf_full,XGBoost,BlackConcentration,11,High,3563,528,-1.749,0.9537,0.3141
tfidf_full,XGBoost,SES_group,12,Low,4705,689,-1.8136,1.0866,0.3214
tfidf_full,XGBoost,SES_group,12,High,2608,445,-1.7102,1.1321,0.3169
tfidf_full,XGBoost,BlackConcentration,12,Low,1792,264,-1.8435,1.1233,0.3281
tfidf_full,XGBoost,BlackConcentration,12,High,4898,809,-1.7285,1.1031,0.3182
tfidf_full,XGBoost,SES_group,13,Low,5686,837,-1.7526,0.9315,0.3141
tfidf_full,XGBoost,SES_group,13,High,3003,506,-1.7243,1.1,0.3195
tfidf_full,XGBoost,BlackConcentration,13,Low,2170,307,-1.8331,0.9403,0.3288
tfidf_full,XGBoost,BlackConcentration,13,High,5628,929,-1.7108,1.08,0.3135
tfidf_full,XGBoost,SES_group,14,Low,6707,984,-1.7021,1.0405,0.2963
tfidf_full,XGBoost,SES_group,14,High,3399,539,-1.704,1.0726,0.3072
tfidf_full,XGBoost,BlackConcentration,14,Low,2684,400,-1.6892,0.964,0.2997
tfidf_full,XGBoost,BlackConcentration,14,High,6570,1054,-1.6507,1.0469,0.2968
tfidf_chi2,Logistic,SES_group,1,Low,515,76,-1.7357,0.6131,0.3055
tfidf_chi2,Logistic,SES_group,1,High,214,35,-1.6607,0.5865,0.3098
tfidf_chi2,Logistic,BlackConcentration,1,Low,180,33,-1.499,0.4232,0.2927
tfidf_chi2,Logistic,BlackConcentration,1,High,460,68,-1.7785,0.7741,0.3088
tfidf_chi2,Logistic,SES_group,2,Low,561,52,-2.1373,0.7866,0.3047
tfidf_chi2,Logistic,SES_group,2,High,263,41,-1.6227,0.5098,0.2784
tfidf_chi2,Logistic,SES_group,3,Low,606,64,-2.2079,1.0455,0.3274
tfidf_chi2,Logistic,SES_group,3,High,292,58,-1.5081,0.7914,0.2923
tfidf_chi2,Logistic,SES_group,4,Low,814,110,-1.8171,0.6815,0.3054
tfidf_chi2,Logistic,SES_group,4,High,397,56,-2.026,1.2353,0.3183
tfidf_chi2,Logistic,BlackConcentration,4,Low,249,39,-1.6849,0.4765,0.3143
tfidf_chi2,Logistic,BlackConcentration,4,High,841,127,-1.7987,0.8372,0.3078
tfidf_chi2,Logistic,SES_group,5,Low,910,134,-1.6929,1.0313,0.286
tfidf_chi2,Logistic,SES_group,5,High,430,63,-1.8993,0.8335,0.3364
tfidf_chi2,Logistic,BlackConcentration,5,Low,293,42,-1.8442,1.1996,0.3004
tfidf_chi2,Logistic,BlackConcentration,5,High,909,133,-1.8273,1.1523,0.2995
tfidf_chi2,Logistic,SES_group,6,Low,959,174,-1.7109,1.0157,0.3202
tfidf_chi2,Logistic,SES_group,6,High,507,104,-1.4787,0.497,0.3296
tfidf_chi2,Logistic,BlackConcentration,6,Low,349,60,-1.729,0.8158,0.3401
tfidf_chi2,Logistic,BlackConcentration,6,High,1002,192,-1.6506,0.868,0.3222
tfidf_chi2,Logistic,SES_group,7,Low,1211,171,-1.7591,0.8563,0.3007
tfidf_chi2,Logistic,SES_group,7,High,676,112,-1.731,1.0732,0.309
tfidf_chi2,Logistic,BlackConcentration,7,Low,428,64,-1.8005,0.9333,0.3187
tfidf_chi2,Logistic,BlackConcentration,7,High,1276,191,-1.7597,0.8819,0.3111
tfidf_chi2,Logistic,SES_group,8,Low,1715,306,-1.6669,0.7082,0.3266
tfidf_chi2,Logistic,SES_group,8,High,838,160,-1.7438,0.9662,0.3309
tfidf_chi2,Logistic,BlackConcentration,8,Low,555,105,-1.5967,0.7572,0.3106
tfidf_chi2,Logistic,BlackConcentration,8,High,1783,346,-1.6422,0.7826,0.3291
tfidf_chi2,Logistic,SES_group,9,Low,2595,373,-1.7729,0.8125,0.2991
tfidf_chi2,Logistic,SES_group,9,High,1429,226,-1.7714,0.7116,0.3276
tfidf_chi2,Logistic,BlackConcentration,9,Low,1020,143,-1.8539,0.7441,0.3212
tfidf_chi2,Logistic,BlackConcentration,9,High,2715,412,-1.7664,0.7224,0.3138
tfidf_chi2,Logistic,SES_group,10,Low,2711,372,-1.7728,0.8817,0.2992
tfidf_chi2,Logistic,SES_group,10,High,1356,209,-1.7603,0.894,0.3153
tfidf_chi2,Logistic,BlackConcentration,10,Low,1012,139,-1.8101,0.716,0.3145
tfidf_chi2,Logistic,BlackConcentration,10,High,2694,445,-1.6425,0.91,0.2948
tfidf_chi2,Logistic,SES_group,11,Low,3647,513,-1.7847,0.8224,0.3077
tfidf_chi2,Logistic,SES_group,11,High,1900,295,-1.8385,0.9942,0.3288
tfidf_chi2,Logistic,BlackConcentration,11,Low,1378,170,-1.9885,0.8003,0.3366
tfidf_chi2,Logistic,BlackConcentration,11,High,3563,528,-1.789,0.7723,0.3218
tfidf_chi2,Logistic,SES_group,12,Low,4705,689,-1.7906,0.9076,0.3148
tfidf_chi2,Logistic,SES_group,12,High,2608,445,-1.718,1.0032,0.3188
tfidf_chi2,Logistic,BlackConcentration,12,Low,1792,264,-1.7961,0.979,0.3158
tfidf_chi2,Logistic,BlackConcentration,12,High,4898,809,-1.7291,0.9565,0.3177
tfidf_chi2,Logistic,SES_group,13,Low,5686,837,-1.7553,0.8232,0.3124
tfidf_chi2,Logistic,SES_group,13,High,3003,506,-1.7675,1.0059,0.3261
tfidf_chi2,Logistic,BlackConcentration,13,Low,2170,307,-1.8155,0.8549,0.3209
tfidf_chi2,Logistic,BlackConcentration,13,High,5628,929,-1.7323,0.9435,0.318
tfidf_chi2,Logistic,SES_group,14,Low,6707,984,-1.7165,0.9102,0.2975
tfidf_chi2,Logistic,SES_group,14,High,3399,539,-1.7447,0.9705,0.3139
tfidf_chi2,Logistic,BlackConcentration,14,Low,2684,400,-1.6798,0.8461,0.2944
tfidf_chi2,Logistic,BlackConcentration,14,High,6570,1054,-1.6842,0.9159,0.3032
tfidf_chi2,XGBoost,SES_group,1,Low,515,76,-1.5745,0.5523,0.251
tfidf_chi2,XGBoost,SES_group,1,High,214,35,-1.5399,0.4152,0.277
tfidf_chi2,XGBoost,BlackConcentration,1,Low,180,33,-1.3661,0.3863,0.2276
tfidf_chi2,XGBoost,BlackConcentration,1,High,460,68,-1.5865,0.663,0.2595
tfidf_chi2,XGBoost,SES_group,2,Low,561,52,-1.9139,0.9199,0.2579
tfidf_chi2,XGBoost,SES_group,2,High,263,41,-1.4892,0.4224,0.2396
tfidf_chi2,XGBoost,SES_group,3,Low,606,64,-2.0432,1.3271,0.2934
tfidf_chi2,XGBoost,SES_group,3,High,292,58,-1.3267,0.6186,0.25
tfidf_chi2,XGBoost,SES_group,4,Low,814,110,-1.7074,0.767,0.2793
tfidf_chi2,XGBoost,SES_group,4,High,397,56,-1.8557,1.5735,0.2836
tfidf_chi2,XGBoost,BlackConcentration,4,Low,249,39,-1.5972,0.6111,0.2824
tfidf_chi2,XGBoost,BlackConcentration,4,High,841,127,-1.6275,0.9107,0.2761
tfidf_chi2,XGBoost,SES_group,5,Low,910,134,-1.5774,0.9963,0.2628
tfidf_chi2,XGBoost,SES_group,5,High,430,63,-1.7663,0.968,0.3032
tfidf_chi2,XGBoost,BlackConcentration,5,Low,293,42,-1.6521,1.1703,0.2682
tfidf_chi2,XGBoost,BlackConcentration,5,High,909,133,-1.6402,1.2193,0.2685
tfidf_chi2,XGBoost,SES_group,6,Low,959,174,-1.6354,1.0793,0.3032
tfidf_chi2,XGBoost,SES_group,6,High,507,104,-1.4424,0.6556,0.3027
tfidf_chi2,XGBoost,BlackConcentration,6,Low,349,60,-1.6955,0.9372,0.3233
tfidf_chi2,XGBoost,BlackConcentration,6,High,1002,192,-1.567,1.0073,0.296
tfidf_chi2,XGBoost,SES_group,7,Low,1211,171,-1.6936,0.8789,0.2884
tfidf_chi2,XGBoost,SES_group,7,High,676,112,-1.583,0.9861,0.2883
tfidf_chi2,XGBoost,BlackConcentration,7,Low,428,64,-1.7424,0.9726,0.3095
tfidf_chi2,XGBoost,BlackConcentration,7,High,1276,191,-1.6503,0.943,0.289
tfidf_chi2,XGBoost,SES_group,8,Low,1715,306,-1.6073,0.8433,0.307
tfidf_chi2,XGBoost,SES_group,8,High,838,160,-1.6134,1.1036,0.3015
tfidf_chi2,XGBoost,BlackConcentration,8,Low,555,105,-1.5741,0.8655,0.3042
tfidf_chi2,XGBoost,BlackConcentration,8,High,1783,346,-1.5498,0.9208,0.3018
tfidf_chi2,XGBoost,SES_group,9,Low,2595,373,-1.7441,1.1291,0.2994
tfidf_chi2,XGBoost,SES_group,9,High,1429,226,-1.7544,1.0776,0.3165
tfidf_chi2,XGBoost,BlackConcentration,9,Low,1020,143,-1.8454,1.1038,0.32
tfidf_chi2,XGBoost,BlackConcentration,9,High,2715,412,-1.7323,1.0625,0.3055
tfidf_chi2,XGBoost,SES_group,10,Low,2711,372,-1.674,0.9281,0.2793
tfidf_chi2,XGBoost,SES_group,10,High,1356,209,-1.6546,0.9362,0.2933
tfidf_chi2,XGBoost,BlackConcentration,10,Low,1012,139,-1.7595,0.8128,0.3032
tfidf_chi2,XGBoost,BlackConcentration,10,High,2694,445,-1.5357,0.9486,0.2731
tfidf_chi2,XGBoost,SES_group,11,Low,3647,513,-1.7362,0.9118,0.2987
tfidf_chi2,XGBoost,SES_group,11,High,1900,295,-1.7927,1.2304,0.3162
tfidf_chi2,XGBoost,BlackConcentration,11,Low,1378,170,-1.9683,0.9491,0.3325
tfidf_chi2,XGBoost,BlackConcentration,11,High,3563,528,-1.7364,0.9382,0.3095
tfidf_chi2,XGBoost,SES_group,12,Low,4705,689,-1.8029,1.0533,0.3179
tfidf_chi2,XGBoost,SES_group,12,High,2608,445,-1.691,1.0664,0.3142
tfidf_chi2,XGBoost,BlackConcentration,12,Low,1792,264,-1.8246,1.0992,0.323
tfidf_chi2,XGBoost,BlackConcentration,12,High,4898,809,-1.7143,1.0497,0.3158
tfidf_chi2,XGBoost,SES_group,13,Low,5686,837,-1.7477,0.9267,0.3117
tfidf_chi2,XGBoost,SES_group,13,High,3003,506,-1.7169,1.0622,0.3184
tfidf_chi2,XGBoost,BlackConcentration,13,Low,2170,307,-1.8253,0.9297,0.326
tfidf_chi2,XGBoost,BlackConcentration,13,High,5628,929,-1.7044,1.056,0.3117
tfidf_chi2,XGBoost,SES_group,14,Low,6707,984,-1.7011,1.0315,0.2952
tfidf_chi2,XGBoost,SES_group,14,High,3399,539,-1.7093,1.0601,0.3073
tfidf_chi2,XGBoost,BlackConcentration,14,Low,2684,400,-1.6818,0.9526,0.2973
tfidf_chi2,XGBoost,BlackConcentration,14,High,6570,1054,-1.6561,1.0371,0.297
finbert_768,Logistic,SES_group,1,Low,515,76,-1.6518,0.1301,0.2708
finbert_768,Logistic,SES_group,1,High,214,35,-1.5726,0.0896,0.2886
finbert_768,Logistic,BlackConcentration,1,Low,180,33,-1.455,0.0448,0.2947
finbert_768,Logistic,BlackConcentration,1,High,460,68,-1.6561,0.1538,0.2703
finbert_768,Logistic,SES_group,2,Low,561,52,-2.1095,0.2868,0.2713
finbert_768,Logistic,SES_group,2,High,263,41,-1.6062,0.2025,0.2724
finbert_768,Logistic,SES_group,3,Low,606,64,-2.0845,0.5285,0.2949
finbert_768,Logistic,SES_group,3,High,292,58,-1.3958,0.3876,0.2724
finbert_768,Logistic,SES_group,4,Low,814,110,-1.7749,0.2717,0.2928
finbert_768,Logistic,SES_group,4,High,397,56,-1.8012,0.4908,0.2955
finbert_768,Logistic,BlackConcentration,4,Low,249,39,-1.6171,0.2569,0.2846
finbert_768,Logistic,BlackConcentration,4,High,841,127,-1.69,0.3408,0.2971
finbert_768,Logistic,SES_group,5,Low,910,134,-1.6711,0.7067,0.2676
finbert_768,Logistic,SES_group,5,High,430,63,-1.8245,0.5482,0.3194
finbert_768,Logistic,BlackConcentration,5,Low,293,42,-1.7228,0.6673,0.2789
finbert_768,Logistic,BlackConcentration,5,High,909,133,-1.8215,0.9061,0.287
finbert_768,Logistic,SES_group,6,Low,959,174,-1.6136,0.6646,0.3031
finbert_768,Logistic,SES_group,6,High,507,104,-1.4585,0.4731,0.3082
finbert_768,Logistic,BlackConcentration,6,Low,349,60,-1.6588,0.5541,0.328
finbert_768,Logistic,BlackConcentration,6,High,1002,192,-1.5647,0.6765,0.2993
finbert_768,Logistic,SES_group,7,Low,1211,171,-1.7027,0.6137,0.2791
finbert_768,Logistic,SES_group,7,High,676,112,-1.6372,0.8128,0.2863
finbert_768,Logistic,BlackConcentration,7,Low,428,64,-1.7205,0.7761,0.2956
finbert_768,Logistic,BlackConcentration,7,High,1276,191,-1.6935,0.6283,0.2894
finbert_768,Logistic,SES_group,8,Low,1715,306,-1.5951,0.5234,0.3121
finbert_768,Logistic,SES_group,8,High,838,160,-1.6608,0.7094,0.3239
finbert_768,Logistic,BlackConcentration,8,Low,555,105,-1.5623,0.6409,0.3003
finbert_768,Logistic,BlackConcentration,8,High,1783,346,-1.5641,0.5734,0.3192
finbert_768,Logistic,SES_group,9,Low,2595,373,-1.7808,0.7271,0.2976
finbert_768,Logistic,SES_group,9,High,1429,226,-1.7591,0.6148,0.327
finbert_768,Logistic,BlackConcentration,9,Low,1020,143,-1.8542,0.6425,0.3197
finbert_768,Logistic,BlackConcentration,9,High,2715,412,-1.749,0.6053,0.3106
finbert_768,Logistic,SES_group,10,Low,2711,372,-1.7607,0.8107,0.2925
finbert_768,Logistic,SES_group,10,High,1356,209,-1.746,0.8084,0.3104
finbert_768,Logistic,BlackConcentration,10,Low,1012,139,-1.8079,0.6931,0.309
finbert_768,Logistic,BlackConcentration,10,High,2694,445,-1.6145,0.8007,0.2869
finbert_768,Logistic,SES_group,11,Low,3647,513,-1.7701,0.7741,0.3018
finbert_768,Logistic,SES_group,11,High,1900,295,-1.8254,0.9716,0.323
finbert_768,Logistic,BlackConcentration,11,Low,1378,170,-1.9709,0.7646,0.3306
finbert_768,Logistic,BlackConcentration,11,High,3563,528,-1.7744,0.7413,0.3157
finbert_768,Logistic,SES_group,12,Low,4705,689,-1.7801,0.8797,0.3116
finbert_768,Logistic,SES_group,12,High,2608,445,-1.6972,0.9651,0.3145
finbert_768,Logistic,BlackConcentration,12,Low,1792,264,-1.7693,0.9347,0.3113
finbert_768,Logistic,BlackConcentration,12,High,4898,809,-1.7159,0.9173,0.3146
finbert_768,Logistic,SES_group,13,Low,5686,837,-1.7441,0.7919,0.3098
finbert_768,Logistic,SES_group,13,High,3003,506,-1.7512,0.9748,0.3249
finbert_768,Logistic,BlackConcentration,13,Low,2170,307,-1.8103,0.8655,0.3189
finbert_768,Logistic,BlackConcentration,13,High,5628,929,-1.7253,0.9416,0.316
finbert_768,Logistic,SES_group,14,Low,6707,984,-1.7191,0.9107,0.2973
finbert_768,Logistic,SES_group,14,High,3399,539,-1.7365,0.9313,0.3132
finbert_768,Logistic,BlackConcentration,14,Low,2684,400,-1.6717,0.8243,0.2925
finbert_768,Logistic,BlackConcentration,14,High,6570,1054,-1.6824,0.8945,0.3027
finbert_768,XGBoost,SES_group,1,Low,515,76,-1.4493,0.3746,0.186
finbert_768,XGBoost,SES_group,1,High,214,35,-1.4034,0.3513,0.2023
finbert_768,XGBoost,BlackConcentration,1,Low,180,33,-1.1995,0.4091,0.1649
finbert_768,XGBoost,BlackConcentration,1,High,460,68,-1.4733,0.3866,0.1885
finbert_768,XGBoost,SES_group,2,Low,561,52,-1.7577,0.6861,0.2055
finbert_768,XGBoost,SES_group,2,High,263,41,-1.4197,0.2963,0.1775
finbert_768,XGBoost,SES_group,3,Low,606,64,-1.7042,1.0948,0.2411
finbert_768,XGBoost,SES_group,3,High,292,58,-1.1613,0.5534,0.1877
finbert_768,XGBoost,SES_group,4,Low,814,110,-1.637,0.4681,0.2416
finbert_768,XGBoost,SES_group,4,High,397,56,-1.4841,1.0421,0.232
finbert_768,XGBoost,BlackConcentration,4,Low,249,39,-1.4532,0.5454,0.2347
finbert_768,XGBoost,BlackConcentration,4,High,841,127,-1.457,0.6558,0.2268
finbert_768,XGBoost,SES_group,5,Low,910,134,-1.434,1.0061,0.2308
finbert_768,XGBoost,SES_group,5,High,430,63,-1.6309,0.9748,0.2723
finbert_768,XGBoost,BlackConcentration,5,Low,293,42,-1.4688,1.0471,0.2325
finbert_768,XGBoost,BlackConcentration,5,High,909,133,-1.4612,1.1923,0.2374
finbert_768,XGBoost,SES_group,6,Low,959,174,-1.4953,1.0828,0.2726
finbert_768,XGBoost,SES_group,6,High,507,104,-1.3591,0.5827,0.2755
finbert_768,XGBoost,BlackConcentration,6,Low,349,60,-1.5617,0.9221,0.292
finbert_768,XGBoost,BlackConcentration,6,High,1002,192,-1.4191,0.906,0.2654
finbert_768,XGBoost,SES_group,7,Low,1211,171,-1.5856,0.9153,0.2635
finbert_768,XGBoost,SES_group,7,High,676,112,-1.4825,1.0589,0.2645
finbert_768,XGBoost,BlackConcentration,7,Low,428,64,-1.6293,0.9262,0.2839
finbert_768,XGBoost,BlackConcentration,7,High,1276,191,-1.5421,0.959,0.2638
finbert_768,XGBoost,SES_group,8,Low,1715,306,-1.507,0.7476,0.2845
finbert_768,XGBoost,SES_group,8,High,838,160,-1.5485,1.0584,0.2895
finbert_768,XGBoost,BlackConcentration,8,Low,555,105,-1.4669,0.8252,0.2811
finbert_768,XGBoost,BlackConcentration,8,High,1783,346,-1.4693,0.8648,0.2847
finbert_768,XGBoost,SES_group,9,Low,2595,373,-1.7494,1.0956,0.2992
finbert_768,XGBoost,SES_group,9,High,1429,226,-1.7114,0.9246,0.3125
finbert_768,XGBoost,BlackConcentration,9,Low,1020,143,-1.8079,0.926,0.3153
finbert_768,XGBoost,BlackConcentration,9,High,2715,412,-1.7232,1.0156,0.3049
finbert_768,XGBoost,SES_group,10,Low,2711,372,-1.6359,0.9238,0.2701
finbert_768,XGBoost,SES_group,10,High,1356,209,-1.6326,0.8882,0.288
finbert_768,XGBoost,BlackConcentration,10,Low,1012,139,-1.7353,0.8147,0.2954
finbert_768,XGBoost,BlackConcentration,10,High,2694,445,-1.5031,0.9225,0.2653
finbert_768,XGBoost,SES_group,11,Low,3647,513,-1.7125,0.9211,0.2933
finbert_768,XGBoost,SES_group,11,High,1900,295,-1.7749,1.2439,0.3125
finbert_768,XGBoost,BlackConcentration,11,Low,1378,170,-1.9475,0.9647,0.3268
finbert_768,XGBoost,BlackConcentration,11,High,3563,528,-1.7179,0.9504,0.3047
finbert_768,XGBoost,SES_group,12,Low,4705,689,-1.7834,1.058,0.314
finbert_768,XGBoost,SES_group,12,High,2608,445,-1.6694,1.0667,0.3107
finbert_768,XGBoost,BlackConcentration,12,Low,1792,264,-1.8026,1.0884,0.3192
finbert_768,XGBoost,BlackConcentration,12,High,4898,809,-1.6947,1.0531,0.312
finbert_768,XGBoost,SES_group,13,Low,5686,837,-1.7374,0.9155,0.3092
finbert_768,XGBoost,SES_group,13,High,3003,506,-1.7078,1.0778,0.3157
finbert_768,XGBoost,BlackConcentration,13,Low,2170,307,-1.809,0.9292,0.3223
finbert_768,XGBoost,BlackConcentration,13,High,5628,929,-1.6982,1.0769,0.3094
finbert_768,XGBoost,SES_group,14,Low,6707,984,-1.6901,1.0323,0.2924
finbert_768,XGBoost,SES_group,14,High,3399,539,-1.694,1.0302,0.3048
finbert_768,XGBoost,BlackConcentration,14,Low,2684,400,-1.6698,0.9527,0.2941
finbert_768,XGBoost,BlackConcentration,14,High,6570,1054,-1.6436,1.027,0.294
finbert_pca50,Logistic,SES_group,1,Low,515,76,-1.7435,0.5659,0.3063
finbert_pca50,Logistic,SES_group,1,High,214,35,-1.6831,0.5057,0.3166
finbert_pca50,Logistic,BlackConcentration,1,Low,180,33,-1.4936,0.4252,0.2915
finbert_pca50,Logistic,BlackConcentration,1,High,460,68,-1.7994,0.6813,0.3134
finbert_pca50,Logistic,SES_group,2,Low,561,52,-2.1568,0.7023,0.3034
finbert_pca50,Logistic,SES_group,2,High,263,41,-1.6261,0.4106,0.2787
finbert_pca50,Logistic,SES_group,3,Low,606,64,-2.1881,0.963,0.3271
finbert_pca50,Logistic,SES_group,3,High,292,58,-1.4919,0.756,0.2901
finbert_pca50,Logistic,SES_group,4,Low,814,110,-1.8321,0.6779,0.3074
finbert_pca50,Logistic,SES_group,4,High,397,56,-2.033,1.1879,0.3182
finbert_pca50,Logistic,BlackConcentration,4,Low,249,39,-1.686,0.4506,0.3153
finbert_pca50,Logistic,BlackConcentration,4,High,841,127,-1.8258,0.8635,0.3088
finbert_pca50,Logistic,SES_group,5,Low,910,134,-1.7069,0.9881,0.2864
finbert_pca50,Logistic,SES_group,5,High,430,63,-1.8986,0.7659,0.34
finbert_pca50,Logistic,BlackConcentration,5,Low,293,42,-1.8424,1.078,0.3005
finbert_pca50,Logistic,BlackConcentration,5,High,909,133,-1.8482,1.1083,0.3036
finbert_pca50,Logistic,SES_group,6,Low,959,174,-1.7243,1.0366,0.318
finbert_pca50,Logistic,SES_group,6,High,507,104,-1.497,0.545,0.3282
finbert_pca50,Logistic,BlackConcentration,6,Low,349,60,-1.7499,0.8567,0.3401
finbert_pca50,Logistic,BlackConcentration,6,High,1002,192,-1.6595,0.8939,0.3198
