fold,train_cutoff,test_end,Model,Variant,threshold,FNR_gap,FPR_gap,Brier_gap,n_groups
9,2012-08,2012-09,XGBoost,Structured+Text,0.6,,,,0
9,2012-08,2012-09,XGBoost,Structured+Text,0.7,,,,0
10,2012-11,2012-12,Logistic,Structured,0.5,,,,0
10,2012-11,2012-12,Logistic,Structured,0.6,,,,0
10,2012-11,2012-12,Logistic,Structured,0.7,,,,0
10,2012-11,2012-12,Logistic,Structured+Text,0.5,,,,0
10,2012-11,2012-12,Logistic,Structured+Text,0.6,,,,0
10,2012-11,2012-12,Logistic,Structured+Text,0.7,,,,0
10,2012-11,2012-12,XGBoost,Structured,0.5,,,,0
10,2012-11,2012-12,XGBoost,Structured,0.6,,,,0
10,2012-11,2012-12,XGBoost,Structured,0.7,,,,0
10,2012-11,2012-12,XGBoost,Structured+Text,0.5,,,,0
10,2012-11,2012-12,XGBoost,Structured+Text,0.6,,,,0
10,2012-11,2012-12,XGBoost,Structured+Text,0.7,,,,0
11,2013-02,2013-03,Logistic,Structured,0.5,0.0409,0.0271,0.0226,3
11,2013-02,2013-03,Logistic,Structured,0.6,0.1404,0.046,0.0226,3
11,2013-02,2013-03,Logistic,Structured,0.7,0.0263,0.0817,0.0226,3
11,2013-02,2013-03,Logistic,Structured+Text,0.5,0.1798,0.0574,0.0195,3
11,2013-02,2013-03,Logistic,Structured+Text,0.6,0.0877,0.046,0.0195,3
11,2013-02,2013-03,Logistic,Structured+Text,0.7,0.0819,0.0817,0.0195,3
11,2013-02,2013-03,XGBoost,Structured,0.5,0.1579,0.0019,0.0206,3
11,2013-02,2013-03,XGBoost,Structured,0.6,0.2325,0.0156,0.0206,3
11,2013-02,2013-03,XGBoost,Structured,0.7,0.1711,0.072,0.0206,3
11,2013-02,2013-03,XGBoost,Structured+Text,0.5,0.1111,0.0097,0.02,3
11,2013-02,2013-03,XGBoost,Structured+Text,0.6,0.2632,0.0133,0.02,3
11,2013-02,2013-03,XGBoost,Structured+Text,0.7,0.0877,0.0363,0.02,3
12,2013-05,2013-06,Logistic,Structured,0.5,0.3077,0.067,0.0706,8
12,2013-05,2013-06,Logistic,Structured,0.6,0.332,0.0565,0.0706,8
12,2013-05,2013-06,Logistic,Structured,0.7,0.4135,0.0647,0.0706,8
12,2013-05,2013-06,Logistic,Structured+Text,0.5,0.3077,0.0873,0.0713,8
12,2013-05,2013-06,Logistic,Structured+Text,0.6,0.332,0.0761,0.0713,8
12,2013-05,2013-06,Logistic,Structured+Text,0.7,0.4135,0.066,0.0713,8
12,2013-05,2013-06,XGBoost,Structured,0.5,0.3077,0.1202,0.0781,8
12,2013-05,2013-06,XGBoost,Structured,0.6,0.3077,0.1369,0.0781,8
12,2013-05,2013-06,XGBoost,Structured,0.7,0.3221,0.093,0.0781,8
12,2013-05,2013-06,XGBoost,Structured+Text,0.5,0.3077,0.1346,0.0772,8
12,2013-05,2013-06,XGBoost,Structured+Text,0.6,0.3077,0.1311,0.0772,8
12,2013-05,2013-06,XGBoost,Structured+Text,0.7,0.332,0.0957,0.0772,8
13,2013-08,2013-09,Logistic,Structured,0.5,0.2222,0.1598,0.0924,12
13,2013-08,2013-09,Logistic,Structured,0.6,0.2857,0.1149,0.0924,12
13,2013-08,2013-09,Logistic,Structured,0.7,0.2468,0.1066,0.0924,12
13,2013-08,2013-09,Logistic,Structured+Text,0.5,0.2222,0.1598,0.0949,12
13,2013-08,2013-09,Logistic,Structured+Text,0.6,0.2857,0.1142,0.0949,12
13,2013-08,2013-09,Logistic,Structured+Text,0.7,0.2468,0.1157,0.0949,12
13,2013-08,2013-09,XGBoost,Structured,0.5,0.2222,0.1756,0.0936,12
13,2013-08,2013-09,XGBoost,Structured,0.6,0.2222,0.1779,0.0936,12
13,2013-08,2013-09,XGBoost,Structured,0.7,0.25,0.1442,0.0936,12
13,2013-08,2013-09,XGBoost,Structured+Text,0.5,0.2222,0.17,0.0898,12
13,2013-08,2013-09,XGBoost,Structured+Text,0.6,0.2222,0.1526,0.0898,12
13,2013-08,2013-09,XGBoost,Structured+Text,0.7,0.2024,0.1253,0.0898,12
14,2013-11,2013-12,Logistic,Structured,0.5,0.2452,0.1358,0.0776,11
14,2013-11,2013-12,Logistic,Structured,0.6,0.2663,0.1418,0.0776,11
14,2013-11,2013-12,Logistic,Structured,0.7,0.2908,0.1407,0.0776,11
14,2013-11,2013-12,Logistic,Structured+Text,0.5,0.2452,0.1284,0.0813,11
14,2013-11,2013-12,Logistic,Structured+Text,0.6,0.2569,0.146,0.0813,11
14,2013-11,2013-12,Logistic,Structured+Text,0.7,0.3533,0.1326,0.0813,11
14,2013-11,2013-12,XGBoost,Structured,0.5,0.1379,0.1256,0.0772,11
14,2013-11,2013-12,XGBoost,Structured,0.6,0.2452,0.1461,0.0772,11
14,2013-11,2013-12,XGBoost,Structured,0.7,0.2246,0.1241,0.0772,11
14,2013-11,2013-12,XGBoost,Structured+Text,0.5,0.1538,0.1278,0.0793,11
14,2013-11,2013-12,XGBoost,Structured+Text,0.6,0.123,0.1536,0.0793,11
14,2013-11,2013-12,XGBoost,Structured+Text,0.7,0.2246,0.1316,0.0793,11
