,,FNR_gap,FNR_gap,FPR_gap,FPR_gap,Brier_gap,Brier_gap
,,mean,std,mean,std,mean,std
Model,Variant,,,,,,
Logistic,Structured,0.204,0.1146,0.0974,0.0612,0.0658,0.0302
Logistic,Structured+Text,0.2387,0.0534,0.1082,0.045,0.0668,0.033
XGBoost,Structured,0.2064,0.0765,0.1058,0.0736,0.0674,0.0321
XGBoost,Structured+Text,0.1987,0.0859,0.1105,0.0697,0.0666,0.0315
