fold,representation,model,n_sub,n_val,best_params,best_val_AUC,all_candidates
7,finbert_pca50,Logistic,29428,7358,"{""C"": 0.01}",0.685,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.685}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.6847}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.6846}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.6846}, {""params"": {""C"": 1}, ""val_AUC"": 0.6846}]"
7,finbert_pca50,XGBoost,29428,7358,"{""max_depth"": 3, ""learning_rate"": 0.05}",0.682,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.682}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.6792}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.6793}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.6684}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.6631}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.6441}]"
7,finbert_pca50,RandomForest,29428,7358,"{""min_samples_leaf"": 50}",0.6713,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.6672}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.6702}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.6713}]"
8,structured,Logistic,36780,9196,"{""C"": 0.03}",0.693,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.6929}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.693}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.693}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.693}, {""params"": {""C"": 1}, ""val_AUC"": 0.693}]"
8,structured,XGBoost,36780,9196,"{""max_depth"": 4, ""learning_rate"": 0.05}",0.6954,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.6953}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.6943}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.6954}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.6908}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.6865}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.6775}]"
8,structured,RandomForest,36780,9196,"{""min_samples_leaf"": 20}",0.6898,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.6884}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.6898}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.6882}]"
8,tfidf_full,Logistic,36780,9196,"{""C"": 1}",0.6972,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.695}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.6964}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.697}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.6972}, {""params"": {""C"": 1}, ""val_AUC"": 0.6972}]"
8,tfidf_full,XGBoost,36780,9196,"{""max_depth"": 4, ""learning_rate"": 0.05}",0.6934,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.6934}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.6891}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.6934}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.6861}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.6889}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.6786}]"
8,tfidf_full,RandomForest,36780,9196,"{""min_samples_leaf"": 20}",0.6871,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.686}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.6871}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.6824}]"
8,finbert_pca50,Logistic,36780,9196,"{""C"": 0.03}",0.6958,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.6958}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.6958}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.6958}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.6958}, {""params"": {""C"": 1}, ""val_AUC"": 0.6958}]"
8,finbert_pca50,XGBoost,36780,9196,"{""max_depth"": 3, ""learning_rate"": 0.05}",0.6924,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.6924}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.6866}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.6875}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.6795}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.6728}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.6611}]"
8,finbert_pca50,RandomForest,36780,9196,"{""min_samples_leaf"": 20}",0.6896,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.6891}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.6896}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.689}]"
9,structured,Logistic,47586,11897,"{""C"": 0.1}",0.693,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.6929}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.693}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.693}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.693}, {""params"": {""C"": 1}, ""val_AUC"": 0.693}]"
9,structured,XGBoost,47586,11897,"{""max_depth"": 3, ""learning_rate"": 0.05}",0.6924,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.6924}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.6895}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.6903}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.6796}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.6721}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.6635}]"
9,structured,RandomForest,47586,11897,"{""min_samples_leaf"": 10}",0.6909,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.6909}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.6904}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.6873}]"
9,tfidf_full,Logistic,47586,11897,"{""C"": 1}",0.6974,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.6948}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.6963}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.6971}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.6974}, {""params"": {""C"": 1}, ""val_AUC"": 0.6974}]"
9,tfidf_full,XGBoost,47586,11897,"{""max_depth"": 3, ""learning_rate"": 0.05}",0.6897,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.6897}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.6896}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.6895}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.6859}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.6896}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.6825}]"
9,tfidf_full,RandomForest,47586,11897,"{""min_samples_leaf"": 20}",0.6828,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.6822}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.6828}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.6802}]"
9,finbert_pca50,Logistic,47586,11897,"{""C"": 0.3}",0.6959,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.6957}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.6959}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.6959}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.6959}, {""params"": {""C"": 1}, ""val_AUC"": 0.6959}]"
9,finbert_pca50,XGBoost,47586,11897,"{""max_depth"": 3, ""learning_rate"": 0.05}",0.6919,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.6919}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.6871}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.6917}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.6789}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.6812}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.6572}]"
9,finbert_pca50,RandomForest,47586,11897,"{""min_samples_leaf"": 10}",0.6874,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.6874}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.687}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.686}]"
10,structured,Logistic,62297,15575,"{""C"": 0.3}",0.6811,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.681}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.6811}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.6811}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.6811}, {""params"": {""C"": 1}, ""val_AUC"": 0.6811}]"
10,structured,XGBoost,62297,15575,"{""max_depth"": 3, ""learning_rate"": 0.05}",0.6873,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.6873}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.6813}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.6831}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.67}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.6719}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.6531}]"
10,structured,RandomForest,62297,15575,"{""min_samples_leaf"": 20}",0.6835,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.6829}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.6835}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.6805}]"
10,tfidf_full,Logistic,62297,15575,"{""C"": 1}",0.6849,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.6828}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.684}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.6846}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.6848}, {""params"": {""C"": 1}, ""val_AUC"": 0.6849}]"
10,tfidf_full,XGBoost,62297,15575,"{""max_depth"": 3, ""learning_rate"": 0.05}",0.6849,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.6849}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.684}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.6818}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.6806}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.6831}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.6737}]"
10,tfidf_full,RandomForest,62297,15575,"{""min_samples_leaf"": 10}",0.6716,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.6716}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.6715}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.6693}]"
10,finbert_pca50,Logistic,62297,15575,"{""C"": 0.3}",0.6821,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.682}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.6821}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.6821}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.6821}, {""params"": {""C"": 1}, ""val_AUC"": 0.6821}]"
10,finbert_pca50,XGBoost,62297,15575,"{""max_depth"": 3, ""learning_rate"": 0.05}",0.6851,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.6851}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.6828}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.6827}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.6703}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.6691}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.6438}]"
10,finbert_pca50,RandomForest,62297,15575,"{""min_samples_leaf"": 10}",0.6799,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.6799}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.6795}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.6767}]"
11,structured,Logistic,78488,19623,"{""C"": 0.1}",0.6818,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.6818}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.6818}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.6818}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.6818}, {""params"": {""C"": 1}, ""val_AUC"": 0.6818}]"
11,structured,XGBoost,78488,19623,"{""max_depth"": 3, ""learning_rate"": 0.05}",0.6888,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.6888}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.6878}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.6879}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.6848}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.6824}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.672}]"
11,structured,RandomForest,78488,19623,"{""min_samples_leaf"": 50}",0.6885,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.6864}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.6876}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.6885}]"
11,tfidf_full,Logistic,78488,19623,"{""C"": 1}",0.6847,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.6839}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.6845}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.6846}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.6847}, {""params"": {""C"": 1}, ""val_AUC"": 0.6847}]"
11,tfidf_full,XGBoost,78488,19623,"{""max_depth"": 3, ""learning_rate"": 0.05}",0.6861,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.6861}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.6846}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.6856}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.6821}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.6817}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.6762}]"
11,tfidf_full,RandomForest,78488,19623,"{""min_samples_leaf"": 10}",0.6873,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.6873}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.6856}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.6859}]"
11,finbert_pca50,Logistic,78488,19623,"{""C"": 1}",0.6823,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.6823}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.6823}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.6823}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.6823}, {""params"": {""C"": 1}, ""val_AUC"": 0.6823}]"
11,finbert_pca50,XGBoost,78488,19623,"{""max_depth"": 3, ""learning_rate"": 0.05}",0.6884,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.6884}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.6867}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.6879}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.6824}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.678}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.6653}]"
11,finbert_pca50,RandomForest,78488,19623,"{""min_samples_leaf"": 50}",0.6893,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.687}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.6886}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.6893}]"
12,structured,Logistic,100692,25173,"{""C"": 0.3}",0.6972,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.6972}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.6972}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.6972}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.6972}, {""params"": {""C"": 1}, ""val_AUC"": 0.6972}]"
12,structured,XGBoost,100692,25173,"{""max_depth"": 4, ""learning_rate"": 0.05}",0.7003,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.6979}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.6998}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.7003}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.6975}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.6936}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.6801}]"
12,structured,RandomForest,100692,25173,"{""min_samples_leaf"": 20}",0.697,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.6968}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.697}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.6963}]"
12,tfidf_full,Logistic,100692,25173,"{""C"": 1}",0.701,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.6996}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.7005}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.7009}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.701}, {""params"": {""C"": 1}, ""val_AUC"": 0.701}]"
12,tfidf_full,XGBoost,100692,25173,"{""max_depth"": 4, ""learning_rate"": 0.05}",0.6987,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.6962}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.6979}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.6987}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.698}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.6979}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.6932}]"
12,tfidf_full,RandomForest,100692,25173,"{""min_samples_leaf"": 10}",0.6899,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.6899}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.6881}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.6866}]"
12,finbert_pca50,Logistic,100692,25173,"{""C"": 0.3}",0.6996,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.6996}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.6996}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.6996}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.6996}, {""params"": {""C"": 1}, ""val_AUC"": 0.6996}]"
12,finbert_pca50,XGBoost,100692,25173,"{""max_depth"": 4, ""learning_rate"": 0.05}",0.6998,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.6978}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.6995}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.6998}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.6943}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.6925}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.6807}]"
12,finbert_pca50,RandomForest,100692,25173,"{""min_samples_leaf"": 20}",0.697,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.6954}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.697}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.6962}]"
13,structured,Logistic,128818,32205,"{""C"": 0.1}",0.6998,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.6998}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.6998}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.6998}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.6998}, {""params"": {""C"": 1}, ""val_AUC"": 0.6998}]"
13,structured,XGBoost,128818,32205,"{""max_depth"": 3, ""learning_rate"": 0.1}",0.704,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.702}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.704}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.7022}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.7005}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.6977}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.6898}]"
13,structured,RandomForest,128818,32205,"{""min_samples_leaf"": 20}",0.6991,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.6989}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.6991}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.6979}]"
13,tfidf_full,Logistic,128818,32205,"{""C"": 1}",0.7023,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.7018}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.7022}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.7023}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.7023}, {""params"": {""C"": 1}, ""val_AUC"": 0.7023}]"
13,tfidf_full,XGBoost,128818,32205,"{""max_depth"": 4, ""learning_rate"": 0.05}",0.7015,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.7002}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.7001}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.7015}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.6998}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.7012}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.6982}]"
13,tfidf_full,RandomForest,128818,32205,"{""min_samples_leaf"": 10}",0.6888,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.6888}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.6876}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.6838}]"
13,finbert_pca50,Logistic,128818,32205,"{""C"": 0.1}",0.7013,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.7013}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.7013}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.7013}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.7013}, {""params"": {""C"": 1}, ""val_AUC"": 0.7013}]"
13,finbert_pca50,XGBoost,128818,32205,"{""max_depth"": 4, ""learning_rate"": 0.05}",0.7033,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.7029}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.703}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.7033}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.6997}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.7002}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.6915}]"
13,finbert_pca50,RandomForest,128818,32205,"{""min_samples_leaf"": 20}",0.6974,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.6961}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.6974}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.697}]"
14,structured,Logistic,161953,40489,"{""C"": 0.03}",0.6996,"[{""params"": {""C"": 0.01}, ""val_AUC"": 0.6996}, {""params"": {""C"": 0.03}, ""val_AUC"": 0.6996}, {""params"": {""C"": 0.1}, ""val_AUC"": 0.6996}, {""params"": {""C"": 0.3}, ""val_AUC"": 0.6996}, {""params"": {""C"": 1}, ""val_AUC"": 0.6996}]"
14,structured,XGBoost,161953,40489,"{""max_depth"": 3, ""learning_rate"": 0.1}",0.7029,"[{""params"": {""max_depth"": 3, ""learning_rate"": 0.05}, ""val_AUC"": 0.701}, {""params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""val_AUC"": 0.7029}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.05}, ""val_AUC"": 0.7015}, {""params"": {""max_depth"": 4, ""learning_rate"": 0.1}, ""val_AUC"": 0.7013}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.05}, ""val_AUC"": 0.7002}, {""params"": {""max_depth"": 6, ""learning_rate"": 0.1}, ""val_AUC"": 0.6924}]"
14,structured,RandomForest,161953,40489,"{""min_samples_leaf"": 20}",0.6978,"[{""params"": {""min_samples_leaf"": 10}, ""val_AUC"": 0.6973}, {""params"": {""min_samples_leaf"": 20}, ""val_AUC"": 0.6978}, {""params"": {""min_samples_leaf"": 50}, ""val_AUC"": 0.6971}]"
