zip3,share_black,share_hispanic,poverty_rate,median_income_approx,total_pop,poverty_decile,income_decile
289,0.010381086536255475,0.025740192440921926,0.18085322971965348,36083.63013553436,37713.75,8.0,1.0
290,0.2842478460063371,0.03401150650487453,0.15222543746776648,51107.35454029537,420316.5,6.0,6.0
291,0.42708966040755825,0.05045012190598822,0.19385471286760278,39655.42193554481,369137.75,9.0,2.0
292,0.45595188883815596,0.0503015514505667,0.16626671354822703,47097.71474032419,336194.25,7.0,5.0
293,0.22139342773623083,0.047412183884405254,0.17959401515193996,41378.86637166065,392330.25,8.0,2.0
294,0.28542929223822233,0.050795893749009904,0.15791116652336537,51462.57037336378,743146.5,6.0,6.0
295,0.3055785125279003,0.037817998868920476,0.20733897889390437,39741.9850784242,638361.75,9.0,2.0
296,0.16441946986620015,0.05922678002964865,0.16423335957240948,45892.616018062596,963661.25,7.0,4.0
297,0.21661975588659252,0.0436844988903663,0.16309686141493338,49428.25657543133,354414.75,7.0,6.0
298,0.3167362198534313,0.0439399015278859,0.19364030677798125,44677.502911775024,223573.75,9.0,4.0
299,0.2582700114704277,0.11108055429404128,0.13789453032546192,53939.00892136596,212135.75,5.0,7.0
300,0.30748322814666684,0.12281940464336982,0.1312339392683035,65478.723757282256,2215260.5,4.0,9.0
301,0.1885696074816517,0.0842771551457521,0.1367843871082255,57088.14774913409,1185796.5,5.0,8.0
302,0.4068039146496477,0.07285853249520008,0.15524424683570723,53808.52214392221,1004706.25,6.0,7.0
303,0.44421741382236857,0.10810644095030282,0.1959172373196424,55437.43322958315,911721.0,9.0,7.0
304,0.3223816031254859,0.063097633039665,0.2637157085153635,33649.071072752995,224694.25,10.0,1.0
305,0.060822330014184925,0.13176574263309704,0.16303694012360095,49011.02712787452,629465.5,7.0,5.0
306,0.20777037197646075,0.06707903372858864,0.21577312168561935,43206.03895245225,385341.25,9.0,3.0
307,0.038062005968648074,0.13624042279769555,0.1752367303636438,41545.397344127654,366515.5,8.0,2.0
308,0.3391616021402992,0.0486737592404157,0.16564990894174425,53561.44034060815,191531.25,7.0,7.0
309,0.44511887733650723,0.03464845117182053,0.2137814436823069,41832.12940138122,200542.0,9.0,3.0
310,0.3556662250590724,0.04037290406505972,0.19691997707802725,42457.67915629932,540171.5,9.0,3.0
312,0.4931588912248143,0.028952645744651225,0.23447033126012096,40120.975119817616,167982.5,10.0,2.0
313,0.25266257921508495,0.0607403353746499,0.1353495081103419,55043.637991007934,207443.25,5.0,7.0
314,0.42046167620621083,0.05529860145740525,0.1923429302237839,45937.14465639423,239488.5,9.0,4.0
315,0.21780772519255104,0.0654769837697827,0.19438591715422285,42523.49073387831,335044.0,9.0,3.0
316,0.30665192943142167,0.06189006417300325,0.23704242601119282,37144.54161644471,191991.5,10.0,1.0
317,0.4129706252413365,0.056754939947175724,0.25407856831277614,35872.04340288452,371343.25,10.0,1.0
318,0.3116848616606718,0.034613173053240624,0.15583867570775234,51334.968117719836,86745.75,6.0,6.0
319,0.4395238743616392,0.0725633271086092,0.18135307024173505,41042.71227270724,193593.25,8.0,2.0
320,0.10967226059725972,0.061381719183223424,0.12957127859995995,55037.383406927715,602969.5,4.0,7.0
321,0.10339045955759572,0.06216949218731285,0.16334936292018998,43183.47201529024,563870.5,7.0,3.0
322,0.27785129671122477,0.07632756443794642,0.1540167479576649,51351.77041018111,910082.75,6.0,6.0
323,0.31175130660964456,0.0579123316939727,0.2078608819507723,47995.22012162806,428743.75,9.0,5.0
324,0.12426469742937232,0.0471589051628708,0.15384492418105147,43899.72778676915,341844.75,6.0,3.0
325,0.1390262577378094,0.054447969214898376,0.1392259718561608,51439.59439658058,648272.25,5.0,6.0
326,0.16695494668099642,0.07617844092149748,0.21598977027661154,42903.422282159714,358473.5,9.0,3.0
327,0.10491058965162023,0.16628252832476467,0.13274165618598605,52966.23089509074,943267.75,4.0,7.0
328,0.2150382907958146,0.2981657900980005,0.17135628989321375,48111.08697044156,894140.25,7.0,5.0
329,0.0916645967524056,0.09261777334004173,0.12863951137487833,50651.601079715256,618929.0,4.0,6.0
330,0.20954234600129748,0.45005123527546237,0.16732074342691916,49509.26579366066,1643006.5,7.0,6.0
331,0.17215216621163845,0.6218628331722498,0.1769305746436157,48882.210771752354,1906819.25,8.0,5.0
333,0.28282048469871013,0.22816879111836977,0.1447979099969119,55558.403420844494,779027.25,5.0,7.0
334,0.16764952654800808,0.19242107197118558,0.14112755842967273,54530.32250267738,1441045.25,5.0,7.0
335,0.09473376468782535,0.19078333888404808,0.1261687402488266,56265.11172626752,718573.0,4.0,8.0
336,0.19456506858479905,0.27946078200358787,0.18899556910950843,48588.04542202062,732756.75,9.0,5.0
337,0.11990981890150201,0.0849253847460935,0.1437342997207445,45188.10650083437,731414.5,5.0,4.0
338,0.13008054531427066,0.17866482436576378,0.17682234972762723,43082.13824825448,710179.0,8.0,3.0
339,0.0791931201741805,0.16712179393227083,0.14458686516619607,47942.293347666404,744065.75,5.0,5.0
341,0.0584692956379721,0.254412135205673,0.140309691518232,58838.3940826383,378582.5,5.0,8.0
342,0.06475397233480955,0.11868571166690772,0.1338544874344877,50665.56204252436,762867.0,4.0,6.0
344,0.09455087638076015,0.09433096145055272,0.1667402906226208,39614.34026287052,431700.75,7.0,2.0
346,0.03306966702779152,0.09210777028589555,0.12856225530316467,46186.18115577142,653524.0,4.0,4.0
347,0.1169078043094821,0.30914873351118355,0.1367971367686484,51002.36002599535,618240.5,5.0,6.0
349,0.13892003149903817,0.16422295315873486,0.16482120635313724,46056.140916740536,444090.5,7.0,4.0
350,0.20431233913003094,0.0430230648824919,0.15594536610214557,46013.477955685,441821.5,6.0,4.0
351,0.13075650489764573,0.034247453355535445,0.13325603610465633,53477.55061905911,325252.25,4.0,7.0
352,0.4382853439275376,0.042537451179948525,0.17561919425403427,53004.25856080483,494908.5,8.0,7.0
354,0.35280860712087747,0.028157312481106027,0.2033353983809666,43172.67786997886,224391.0,9.0,3.0
355,0.05295349693780638,0.020951580585143098,0.2054065686248316,35146.17556239427,156010.0,9.0,1.0
356,0.1198948698989374,0.05491032695475295,0.16061898165063745,43578.40230737662,379381.75,7.0,3.0
357,0.1137369076579479,0.030141619366433624,0.10670215487573351,64916.933594579816,223458.75,3.0,9.0
358,0.30657212676674195,0.055576766648720424,0.15930797128434468,52102.8839975947,190738.25,6.0,7.0
359,0.07126158756303441,0.08857504716845944,0.19532891680507436,38129.128923541684,287184.25,9.0,1.0
360,0.334214770144462,0.02513944041717925,0.17233683734953534,45072.04866893834,287874.5,7.0,4.0
361,0.5629596882544871,0.035726274629917176,0.20731446290983288,45953.73932840149,214176.5,9.0,4.0
362,0.18292236823980493,0.030477239569338177,0.2031905559700669,39369.52763663758,184157.0,9.0,2.0
363,0.21393983659154397,0.042291749027616274,0.173929518408813,43092.14926009969,238265.75,8.0,3.0
364,0.26784494502744455,0.0130040484855856,0.24598602551373056,31728.47923819544,106494.25,10.0,1.0
365,0.13877200982919327,0.0329810522855135,0.15301408156757834,48155.35830022168,361524.75,6.0,5.0
366,0.44687053039258084,0.024125638099763074,0.20613413300804975,43477.519184683915,285242.0,9.0,3.0
367,0.6227740555006716,0.0090765549942223,0.30420248515063736,29535.1744319072,115778.0,10.0,1.0
368,0.2981343385981248,0.031048521574861526,0.2098465821673206,39948.32238989689,248972.75,9.0,2.0
369,0.541891140329965,0.005582087007385275,0.26076110721538015,30597.86929395518,19720.0,10.0,1.0
370,0.11875470690908868,0.06138120466944898,0.12077818100352633,57220.970215826776,910374.25,3.0,8.0
371,0.09238487334620715,0.060137736774482274,0.1391217322737823,52136.06775106178,615940.25,5.0,7.0
372,0.27845981900963024,0.08924769905200852,0.19401578993603297,49820.57427344803,432201.75,9.0,6.0
373,0.0336730254841934,0.030790734223530902,0.16309183387709855,44906.15061678519,567454.75,7.0,4.0
374,0.31222068781810863,0.05724148180094338,0.20649769076175728,40558.06448004258,199483.25,9.0,2.0
376,0.022935874621197252,0.020434261118394248,0.1801696101410928,39281.930856273655,410248.0,8.0,2.0
377,0.0177304938589909,0.026603235308856776,0.17968075810384654,40484.9724085861,342831.75,8.0,2.0
378,0.0229155689904342,0.03782954435682857,0.17382457560754455,40534.64269756214,524218.5,8.0,2.0
379,0.09815947350369433,0.0368751210166366,0.14359876468933505,50428.81079874054,394326.75,5.0,6.0
380,0.24346588953688533,0.034257296086546124,0.12574646689838304,58527.911815991225,416886.5,4.0,8.0
381,0.5948544044933756,0.059663493254872774,0.2362972021281904,44720.4707140255,742870.25,10.0,4.0
382,0.08724139750872492,0.021737306859099175,0.17947685627531398,37256.62337456635,115750.75,8.0,1.0
383,0.1886367502861416,0.025595490488029275,0.1932226453826379,38742.406689186064,287867.25,9.0,2.0
384,0.08118038434861133,0.03081508293659,0.17673225883764584,39695.247774045805,178086.75,8.0,2.0
385,0.013076237140717175,0.02834670729833415,0.2100434680867619,35462.65119106298,231414.75,9.0,1.0
386,0.32321802354400075,0.0344385318010651,0.18722142869714947,45924.984004499835,407902.0,8.0,4.0
387,0.6918761111433681,0.01212216540155155,0.33540250925987036,28523.03125194293,117867.75,10.0,1.0
388,0.18395145547785619,0.0277662459364329,0.18678845320145876,37507.5729198654,261980.75,8.0,1.0
389,0.4915869591433554,0.0251161855135695,0.27466107242408017,30269.39048118945,112592.75,10.0,1.0
390,0.42224578718085515,0.027088107346385625,0.20135699831513243,46645.900201590346,281591.5,9.0,4.0
391,0.41890061398028366,0.024561609764651576,0.20481223330161785,45365.265006990085,286414.25,9.0,4.0
392,0.6676167017400718,0.020807128572992575,0.2398418656180641,38473.79160439481,232478.25,10.0,2.0
393,0.4077891094655937,0.01564465917783485,0.2385928658130253,35010.71961200325,210489.25,10.0,1.0
394,0.2590544215901986,0.027296296299412375,0.21847307200624283,39620.92184190413,372368.5,10.0,2.0
395,0.20429327077625628,0.04638875535778497,0.17207931668080778,46092.99294151725,385737.5,7.0,4.0
396,0.43370677606783226,0.00971903203409,0.23957306073842757,34646.120852273845,132136.25,10.0,1.0
397,0.4172845135109003,0.013080227243978976,0.26348718708563335,34143.53284265615,169735.5,10.0,1.0
398,0.44374033667346396,0.04499214348721055,0.28092849143395493,30621.97375489884,108597.75,10.0,1.0
400,0.048675118114004295,0.03623409207491305,0.11445907863388922,60714.98271639198,248780.5,3.0,8.0
401,0.07196331052594702,0.04096544837780135,0.14839827038763684,48475.680934301774,145722.25,6.0,5.0
402,0.20469589417747938,0.04305111627092417,0.1612811542540903,49746.674610062495,738345.25,7.0,6.0
403,0.03500261395235728,0.028656095323818725,0.17763245182889456,45621.048698390754,330772.75,8.0,4.0
404,0.03421796636335965,0.019352121022742273,0.21526036832126666,38165.50382588075,185016.25,9.0,1.0
405,0.14184797157953505,0.06753380963078427,0.1775309092673324,51630.911363744744,299520.5,8.0,6.0
406,0.1010850582317043,0.02735070699767745,0.14667758703040987,46872.0,50454.25,5.0,5.0
407,0.0064786112280259996,0.0111050779047853,0.23468448559392155,33046.51758155996,105584.5,10.0,1.0
408,0.022238118180833,0.008014634485765525,0.29667020783466813,27909.05438244978,35691.75,10.0,1.0
409,0.03058622164938625,0.00919536153493735,0.3373298745394946,24227.237471198234,70496.0,10.0,1.0
410,0.031660336688752226,0.025904625958474575,0.13339778178716455,54209.92648962313,494327.5,4.0,7.0
411,0.014785937300918576,0.010747718939354726,0.19830529796245147,38483.886710920095,137950.5,9.0,2.0
412,0.016516865350066374,0.0099819827208674,0.25875972910462947,32000.17911400445,49212.75,10.0,1.0
413,0.006557627292720525,0.004483392762038151,0.3351142348077054,23057.990160549372,34661.75,10.0,1.0
414,0.02003425831025015,0.00726872634070055,0.26755923351737404,28978.191857005597,25399.75,10.0,1.0
415,0.006250100668926225,0.00731091514115685,0.23122364206026824,33317.33434826797,67994.25,10.0,1.0
416,0.009096209252110726,0.006440564379264275,0.2838569154920277,29936.18165850114,39986.25,10.0,1.0
417,0.008916614245284626,0.0050231012069388,0.241964690719913,33897.78664001505,39945.5,10.0,1.0
418,0.00715471634394305,0.005868847887247025,0.24006116868935656,31555.51522188451,30819.5,10.0,1.0
420,0.0573621701433028,0.023975234812941424,0.16152812838008082,41036.585239261716,222619.0,7.0,2.0
421,0.06740112428113618,0.03493214979239742,0.18691864064449948,41740.73610582492,217100.5,8.0,2.0
422,0.12993173409378433,0.0483962784241007,0.19092307989189483,38797.72506992298,155642.25,9.0,2.0
423,0.03817289779274115,0.02281953363114575,0.16471034972956541,43218.27032231369,170732.75,7.0,3.0
424,0.07038715150807348,0.01978646313612845,0.18567309375901928,41045.61422066134,136001.5,8.0,2.0
425,0.009855040757785575,0.022089204725008926,0.23655043581588692,32921.824624576955,78759.75,10.0,1.0
426,0.024910805096168574,0.02499387804361675,0.26731199254888516,27171.57219057458,65634.75,10.0,1.0
427,0.04269584506795495,0.0202597517755267,0.1875553309306593,38976.533222593745,179286.5,8.0,2.0
430,0.05609617985648215,0.023646770934260472,0.085697840352889,70796.00008082113,793325.25,1.0,9.0
431,0.05863600881552083,0.021530907606774126,0.1174736749442923,55824.77086806134,413527.0,3.0,8.0
432,0.26867333573001023,0.05416553853278733,0.2238005745852229,44757.96223120951,761667.0,10.0,4.0
433,0.02372120469065775,0.017717966198508576,0.15202598723774705,45438.71059664451,182715.0,6.0,4.0
434,0.025076041003868524,0.06230164145043617,0.14431994964496228,48464.88256622678,164893.25,5.0,5.0
435,0.02026677410556555,0.05229381435446155,0.10073247998617242,57817.74072943884,294503.25,2.0,8.0
436,0.22688449202056654,0.07095534332960421,0.23485652265647416,38120.047374384565,344347.75,10.0,1.0
437,0.026361858502714774,0.007857661721838525,0.1773378196948076,39652.501642628675,193642.75,8.0,2.0
438,0.013926589457759899,0.00685322627225495,0.1603753553344811,42880.3628046548,64876.5,7.0,3.0
439,0.04073388424941672,0.0091594945615268,0.1651291687046058,39505.07969039587,179565.5,7.0,2.0
440,0.052289346787676896,0.048441749183890374,0.11185687666766463,56979.2862426233,851754.75,3.0,8.0
441,0.3064577184132594,0.049746885211355577,0.18131274512221057,46380.725553309414,1209958.5,8.0,4.0
442,0.024997899754163874,0.014815588568866675,0.10298592315045095,60001.64335248342,562838.5,2.0,8.0
443,0.2391082642635313,0.018690554812738076,0.20960458559246842,41798.122637250475,271758.5,9.0,3.0
444,0.056655968378178524,0.0185906532532656,0.14920010736991257,45145.84228515347,345086.5,6.0,4.0
445,0.2157410627471777,0.05402992017923292,0.1942505490093536,39146.60995549099,163197.25,9.0,2.0
446,0.020998058008327602,0.014033225947950475,0.123084858933282,47656.816010741255,452770.75,4.0,5.0
447,0.10546320045054768,0.0199177051320844,0.16629566579866076,45149.94344634542,193891.75,7.0,4.0
448,0.027025957339425775,0.030910614631317,0.13788225721058983,46142.85949060969,336225.5,5.0,4.0
449,0.11572554033219255,0.016775515711982273,0.15244478772197842,41602.22930981329,93016.25,6.0,2.0
450,0.055784486005887146,0.031117411366771527,0.1061964196279742,62710.34840271486,586625.5,3.0,9.0
451,0.013506313789845025,0.013969572401572976,0.1195711091108464,55818.36131570778,337659.5,3.0,8.0
452,0.25868644765330917,0.027486104137078426,0.17083709427426785,51098.296050993515,794726.5,7.0,6.0
453,0.0379823612308402,0.015609702408916326,0.12457972883366408,50605.24413709489,493570.0,4.0,6.0
454,0.22349619503063323,0.02698631359768455,0.16852240607430938,47597.703680523526,482072.75,7.0,5.0
455,0.11458691792293015,0.021581967267033673,0.20022325417624437,42912.00619325677,101243.25,9.0,3.0
456,0.02402619126831455,0.009305083250078226,0.19971963005244678,39266.04862699163,348396.25,9.0,2.0
457,0.016340836532235625,0.011633851783654975,0.21228345762708617,38395.42357435325,155453.5,9.0,2.0
458,0.039223219509143974,0.02949853931477865,0.12659335453464093,49080.69628912992,368958.0,4.0,5.0
460,0.03762112560570888,0.039543038826068605,0.08666682019306707,70362.21226268608,519416.25,2.0,9.0
461,0.021068466916804626,0.025106071972808324,0.0889523200319141,59622.842024204685,527381.25,2.0,8.0
462,0.26316589523720807,0.09204801205326794,0.191268417051776,45481.06942629407,915788.75,9.0,4.0
463,0.08320435536056692,0.14061466963359678,0.12365435951938819,57075.768269306485,662157.75,4.0,8.0
464,0.6272572179427047,0.09069723646275472,0.2907831689956993,34740.23254514627,135843.0,10.0,1.0
465,0.03516714784017627,0.0912807743633131,0.13623801910110028,49297.36825210726,475966.5,5.0,6.0
466,0.19680185499713646,0.10244472182490665,0.20502847229167284,41485.06369167531,146815.75,9.0,2.0
467,0.00448855704238875,0.03791220803377675,0.11264025467065994,49993.55826763847,329331.25,3.0,6.0
468,0.13483831641350305,0.07256480218515703,0.15527745258236758,50804.678496937195,305700.5,6.0,6.0
469,0.042688528994001274,0.04281396449087417,0.15571724491804212,42887.38952097476,310920.5,6.0,3.0
470,0.0047897467268712,0.011993702817687475,0.10532390937892387,53534.269117549054,118086.5,2.0,7.0
471,0.039348717327733804,0.030177735322502775,0.13029861965954231,49892.22444083565,290821.0,4.0,6.0
472,0.012504301612432576,0.04273831216932598,0.1265486217554598,49413.85570569351,208373.25,4.0,6.0
473,0.030613404372767848,0.02028427108200745,0.18291778229490402,39703.65227535903,322471.25,8.0,2.0
474,0.01892665681952105,0.021232539731351377,0.18831248435670925,41426.09469364907,263173.25,9.0,2.0
475,0.012913188412991574,0.03208605766415333,0.1137587653267719,47673.95002755101,164087.75,3.0,5.0
476,0.012820984334993225,0.013660715337760775,0.10146407838457065,57586.59977927735,126862.25,2.0,8.0
477,0.08879093949019234,0.0217882536143953,0.1512134316246754,45276.84949104753,183320.5,6.0,4.0
478,0.04556530147361585,0.018834834450940075,0.16249366143689647,43481.69553547042,186780.0,7.0,3.0
479,0.025234603229276776,0.06153439523159083,0.16358465272047093,45811.34560103271,305614.75,7.0,4.0
480,0.1165565035558456,0.02317997560794795,0.11821067253725825,57517.44184806527,1136777.5,3.0,8.0
481,0.09327859016681153,0.040031518634840876,0.1286328121960647,58944.104330478585,1549258.0,4.0,8.0
482,0.6998731125797205,0.060723047942160824,0.3354678622256106,33553.29146037635,927111.25,10.0,1.0
483,0.08821792816143728,0.03887879719243208,0.09937482410760373,70208.6390209766,973605.75,2.0,9.0
484,0.03407390714211768,0.0299175196703352,0.1179898479442208,54003.58901129945,459384.5,3.0,7.0
485,0.3794098022599011,0.03564605891928732,0.3049644614327072,32407.421897673543,189256.5,10.0,1.0
486,0.09352109933721385,0.04612196541730083,0.17684451719189104,43382.119978630915,404246.5,8.0,3.0
487,0.01143627458839755,0.037118041868158425,0.15736201307558376,42335.750834164835,211012.75,6.0,3.0
488,0.0257761551798832,0.0355080057621534,0.15125054814297778,51888.20615746023,626807.75,6.0,7.0
489,0.18354607501941356,0.11236919617100122,0.2251201662889831,41582.721181953224,162547.75,10.0,2.0
490,0.08925894575646745,0.048808236872655376,0.1721230678088391,45947.56596675206,744730.0,7.0,4.0
491,0.053828671979356923,0.04478774891417792,0.13404395233298616,47993.69435698991,109355.0,5.0,5.0
492,0.05224898951350233,0.0418304029514282,0.1532809592431351,47162.02069665339,351472.75,6.0,5.0
493,0.015513071876815575,0.03474338860641528,0.1137007840800587,59590.978039477326,326844.0,3.0,8.0
494,0.05020670647944647,0.07776650141680137,0.14045813739114582,49683.88089098694,560753.25,5.0,6.0
495,0.1328326513480804,0.12570604336789246,0.18662335894706572,47133.22099911398,406287.0,8.0,5.0
496,0.010482520769824475,0.021120959722690326,0.14424795990335174,46134.689405865625,268177.25,5.0,4.0
497,0.01298832489222555,0.01310456124864765,0.1449868135807977,42757.99754930026,227325.75,5.0,3.0
498,0.015280857233884875,0.012117927253133775,0.14404226455110958,42712.30503051789,181611.75,5.0,3.0
499,0.02893165619943035,0.011992296206506126,0.17690943674574092,35630.948064339296,81642.5,8.0,1.0
500,0.0141426908062136,0.02333178990491955,0.1227456382474678,55759.22769002813,226669.75,4.0,8.0
501,0.009304822658944575,0.0571393597506126,0.09491237808063822,57924.10958214626,177305.25,2.0,8.0
502,0.014285111916619325,0.044574258126632404,0.08235340230230023,63053.184818369016,217161.75,1.0,9.0
503,0.08148485039622338,0.0986239356819718,0.14245884169826808,55277.51915984053,285854.25,5.0,7.0
504,0.0062724934832802,0.03986207239859237,0.11261906137481245,47596.474955582606,104338.25,3.0,5.0
505,0.018114773790085602,0.06689117464579555,0.11955515272487627,44916.46606808968,123891.75,3.0,4.0
506,0.0110164735536784,0.016512464692353325,0.1094188280679977,52499.19876050878,171913.0,3.0,7.0
507,0.1373373119000258,0.051816367910496076,0.17427659659355238,42013.779395564416,78031.25,8.0,3.0
508,0.0076385372746776495,0.02292795645558715,0.1354972489807985,43726.029919418426,33517.25,5.0,3.0
510,0.003088587325445025,0.037132096520972054,0.08152469806678668,53383.04703483953,88152.25,1.0,7.0
511,0.028757069384117425,0.1616362800980315,0.15904647616959153,45236.69787243946,85739.25,6.0,4.0
512,0.0031407298435647997,0.05606795456965132,0.08137577061644202,53673.66035834596,44211.0,1.0,7.0
513,0.0053145271071331004,0.03777045016036075,0.094252973271057,49507.20829924861,47306.5,2.0,6.0
514,0.0063305737560360245,0.09679862222346736,0.11641523916720398,47154.925623049545,47871.25,3.0,5.0
515,0.008409109775772625,0.049032629667612224,0.11926836353399622,52415.8794745972,148208.0,3.0,7.0
516,0.014015374310457076,0.0259807215406141,0.1098058452544553,45442.4672132877,24076.0,3.0,4.0
520,0.010492080495888425,0.017270802023408225,0.0990843879848183,51775.170277156925,141802.0,2.0,6.0
521,0.007494056051600025,0.02664745343124715,0.10406874954146578,48921.821621107054,59245.0,2.0,5.0
522,0.0364727478053141,0.03782030756599835,0.15021477189634824,51912.99405416138,169757.5,6.0,7.0
523,0.011870717110848049,0.0292277905151021,0.07751839559760187,62612.58708671594,155549.75,1.0,9.0
524,0.05559851726212435,0.03364853161829767,0.11421333995883957,55587.10323735108,134941.25,3.0,8.0
525,0.0094996238631874,0.04005671029516995,0.15659981522159833,42950.623093880116,111617.5,6.0,3.0
526,0.033933887952539675,0.031771308935508,0.14540412396008434,44044.809140301644,106323.25,5.0,3.0
527,0.019580205049208824,0.0688594878134609,0.1008723456834308,57892.92494698301,169141.5,2.0,8.0
528,0.10524006115083137,0.07414243017854318,0.17092738304109434,45707.80267252699,103193.0,7.0,4.0
530,0.011239430276876525,0.032055107671995445,0.061561347095189,68252.49028603906,636236.0,1.0,9.0
531,0.028989632481362826,0.08069024600258684,0.09187118556010812,63297.71743029043,683689.0,2.0,9.0
532,0.29843237713678483,0.14349339455040827,0.22570873094611144,43288.741882153074,817841.75,10.0,3.0
534,0.14946438408555318,0.15830682271071642,0.15620133637794417,49306.0103492522,126470.0,6.0,6.0
535,0.0199324891788829,0.04623461699882697,0.09074500830008062,61110.56382602156,544349.25,2.0,8.0
537,0.07330965875166551,0.08107729838556828,0.1754569905731174,54084.6575342552,275976.75,8.0,7.0
538,0.014212105700116474,0.012807822873179674,0.14125858287778023,46341.366252005995,59533.75,5.0,4.0
539,0.021242288253993925,0.038715326100641025,0.1057502074315067,50272.324691731716,198630.5,2.0,6.0
540,0.0068054600362825,0.01797019736784855,0.08448571650622493,65500.3773104924,146755.0,1.0,9.0
541,0.0042294476256231,0.02079029216192995,0.09123186254271205,53888.850011311195,250489.5,2.0,7.0
542,0.005203377330102375,0.028068720568733076,0.09638497590640058,50695.309218338996,128174.5,2.0,6.0
543,0.02602901883144575,0.09253986439306643,0.1268561666969467,51523.74997133354,180352.75,4.0,6.0
544,0.004922671743030125,0.022998674501201074,0.11534907630695868,49677.46007490237,389229.25,3.0,6.0
545,0.00532479856506225,0.01211262145742225,0.13414743412966337,42299.50873284832,89359.25,5.0,3.0
546,0.0120466633704793,0.0238720719474351,0.13581108112201526,49125.37890736223,246306.75,5.0,6.0
547,0.008167623438962025,0.017838302312355926,0.1335994185385148,48358.328460155026,261850.25,4.0,5.0
548,0.00825802561031055,0.015858297907887748,0.14465449641681905,42807.13426169936,179574.75,5.0,3.0
549,0.01283887337354725,0.040754986184657005,0.10027526770891855,53641.58363564922,481121.5,2.0,7.0
550,0.020550723439375376,0.03999740781098378,0.07285338670435225,70775.0229045756,665424.25,1.0,9.0
551,0.08879096720441562,0.06544444948596184,0.12854528859772055,63526.03373770523,760786.0,4.0,9.0
553,0.0286365678460912,0.0367412587637612,0.06063180747338817,78792.89225764404,959014.25,1.0,10.0
554,0.12949429589220773,0.0744190426528564,0.13930421281891697,60793.51635054953,1033160.5,5.0,8.0
556,0.003391635140800175,0.009487950599383475,0.11364014614133017,48420.671272188745,15923.25,3.0,5.0
557,0.006953546923096,0.011377534806365625,0.1295963513328789,46586.90506924286,169259.75,4.0,4.0
558,0.020704602534212475,0.01421206012698085,0.16924243790741697,49761.24289567101,116645.0,7.0,6.0
559,0.026851635419393824,0.0423113337859615,0.1032956242624122,58541.54556001721,328297.25,2.0,8.0
560,0.012978167967380175,0.04951553586471815,0.1161567905165858,52062.4069473376,260988.0,3.0,7.0
561,0.012096824334383124,0.07945409343342102,0.1257905709307254,47522.25348860176,91009.5,4.0,5.0
562,0.0138348126092229,0.06257041081683708,0.11856069509467777,49486.21801742736,144295.75,3.0,6.0
563,0.0231659499273786,0.024255703430406027,0.12794344056473914,51473.82720660355,308759.25,4.0,6.0
564,0.0054403709873585004,0.012304679004972976,0.13549361484166914,45439.78165203689,144776.75,5.0,4.0
565,0.009506581652005925,0.029337212198431575,0.1227990274124843,49544.28006708661,171456.0,4.0,6.0
566,0.0061873790125855505,0.01577659148910425,0.17462007949440572,43182.194227114895,91029.5,8.0,3.0
567,0.008484011359185799,0.03561905080021123,0.1026042298785959,50681.785796813434,69779.75,2.0,6.0
570,0.008604476588811999,0.019238424374898852,0.1055189178275362,54026.80515935917,175133.75,2.0,7.0
571,0.0399600820812709,0.0454125941749281,0.10630513011835707,55417.39856216214,163100.5,3.0,7.0
572,0.002916636197127,0.020912455472369775,0.13029310042747197,47291.452062734956,72245.0,4.0,5.0
573,0.00368520849446535,0.029668004176780977,0.14227186488036814,45311.54779617763,82137.75,5.0,4.0
574,0.00558019484927565,0.016672183601955524,0.10761392016411865,48675.424836541606,60147.75,3.0,5.0
575,0.003514551942921975,0.01855823794224835,0.20939700806239706,46934.53456780852,52914.25,9.0,5.0
576,0.002232897813305725,0.01780702309343135,0.2585652119635929,37923.897269648856,21177.25,10.0,1.0
577,0.008149094195578075,0.03469570493021362,0.15762556999753227,48012.47018453854,193719.5,6.0,5.0
580,0.013381375764816399,0.014955074809665975,0.0757667796071291,60104.677428417184,80816.25,1.0,8.0
581,0.02517775377538475,0.025246253961345173,0.15020375674097375,46494.83434960489,109786.0,6.0,4.0
582,0.016272680883707327,0.035564301088910226,0.13648327873253724,47823.61244523521,97173.25,5.0,5.0
583,0.003508559048830825,0.011941199757508025,0.212652845417922,41315.76157911257,49939.75,9.0,2.0
584,0.0040206406921468,0.016616734646856975,0.10106725540984468,48388.7335721876,47372.0,2.0,5.0
585,0.0046558799289093,0.013407653096918326,0.09497316095180433,58968.22378768635,137091.5,2.0,8.0
586,0.005720080591434075,0.02490036685262635,0.08407499560891812,57431.069217487915,42460.5,1.0,8.0
587,0.019298789409426375,0.031957379033908974,0.10377114940099692,54969.66231566474,89280.5,2.0,7.0
588,0.0043325257864513245,0.027254257974841826,0.07941365262052211,71994.78473427177,29792.5,1.0,10.0
590,0.0019837929529962998,0.02889503321663705,0.1413713708076354,47188.61825885894,83793.5,5.0,5.0
591,0.00618034210967795,0.0499602158394637,0.12250262143357164,51784.441950873515,129990.0,4.0,6.0
592,0.00157425704384355,0.018954153298235223,0.1569302253614914,48703.93443357186,36602.5,6.0,5.0
593,0.0027850647017577997,0.022340487953833876,0.1180237769891513,47260.749263764345,34814.25,3.0,5.0
594,0.00795992595246025,0.029046611291912827,0.15658120107526757,44113.59861062535,130253.25,6.0,3.0
