,Δ_AUC,Δ_AUC,Δ_PR_AUC,Δ_PR_AUC,Δ_Brier,Δ_Brier,Δ_GINI,Δ_GINI
,mean,std,mean,std,mean,std,mean,std
Model,,,,,,,,
Logistic,0.002,0.0036,0.0023,0.0044,-0.0003,0.0011,0.004,0.0073
RandomForest,-0.0026,0.0026,-0.0068,0.0088,-0.0128,0.0091,-0.0052,0.0052
XGBoost,0.0011,0.0046,-0.0006,0.0076,-0.005,0.0079,0.0021,0.0091
